Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.310204081;1.1;1.62866;0;67.6
1.938866213;1.2;1.45705;36.8401;62
3.395918367;1.3;1.58476;41.179;67.4
4.980680272;1.4;1.56735;37.8606;63.3
6.54802721;2.1;1.56735;38.2812;73.5
8.115374149;2.2;1.41642;38.2812;64.9
9.531791383;2.3;1.70667;42.3604;60.2
11.23845805;2.4;1.35837;35.1562;58.3
12.5968254;3.1;1.42803;44.1707;55.5
14.02485261;3.2;1.47447;42.016;66.9
15.49931973;3.3;1.66023;40.6927;62.2
17.15954649;3.4;1.61596;36.1396;67.4
18.7755102;4.1;1.63483;37.1295;67.5
20.41034014;4.2;2.02231;36.7011;64.6
22.43265306;4.3;1.6;29.669;54.5
24.03265306;4.4;1.79955;37.5;61.2
25.83219955;5.1;1.5093;33.3417;59.6
27.3414966;5.2;1.40952;39.7536;64.1
28.75102041;5.3;1.35365;42.5676;64.5
30.1046712;5.4;1.59052;44.3246;65.8
31.69519274;6.1;1.42317;37.7235;65.5
33.11836735;6.2;1.24667;42.1593;69.8
34.36503401;6.3;1.58599;48.1283;66.8
35.95102041;6.4;1.80977;37.8313;67.7
37.76079365;7.1;1.45771;33.1533;63.9
39.2185034;7.2;1.40481;41.1605;70.2
40.62331066;7.3;1.55628;42.7105;70.2
42.17959184;7.4;1.76417;38.5534;71.4
43.94376417;8.1;1.52091;34.0103;73.9
45.4646712;8.2;1.44145;39.4501;74.6
46.90612245;8.3;1.42621;41.6247;70.7
48.3323356;8.4;1.33515;42.0694;70.3
49.66748299;9.1;1.81007;44.9389;68.3
51.47755102;9.2;1.90204;33.1479;68
53.37959184;9.3;1.51399;31.5451;55.7
54.89358277;9.4;1.98506;39.6304;66.5
56.87863946;10.1;1.61243;30.2258;63.8
58.49106576;10.2;1.74122;37.211;68.8
60.23229025;10.3;1.8927;34.4585;71.1
62.12498866;10.4;1.86921;31.7008;66.3
63.99419501;11.1;1.76472;32.0992;63.6
65.75891156;11.2;1.96209;33.9998;64.4
67.72099773;11.3;2.10757;30.5797;64.8
69.82857143;11.4;2.44354;28.4688;64.7
72.27210884;12.1;1.80136;24.5546;60.1
74.07346939;12.2;1.61633;33.3082;67.4
75.68979592;12.3;1.66748;37.1212;66.3
77.35727891;12.4;1.77741;35.9824;68.5
79.13469388;13.1;1.88571;33.7569;63.8
81.02040816;13.2;1.55102;31.8182;61.8
82.57142857;13.3;1.59184;38.6842;62
84.16326531;13.4;2.02921;37.6923;59.4
86.19247166;14.1;1.62098;29.5682;66.2
87.81344671;14.2;1.50211;37.0148;60.1
89.31555556;14.3;1.51735;39.9438;69.7
90.83290249;14.4;1.46642;39.5427;62.8
92.29931973;15.1;1.75311;40.916;72.4
94.0524263;15.2;1.56735;34.225;68.9
95.61977324;15.3;1.70667;38.2812;61.6
97.32643991;15.4;1.92726;35.1562;57.2
99.25369615;16.1;1.47447;31.1323;61.6
100.7281633;16.2;1.33515;40.6927;66
102.0633107;16.3;1.33515;44.9389;64.8
103.398458;16.4;1.55574;44.9389;63.9
104.954195;17.1;1.48608;38.5669;65.3
106.4402721;17.2;1.47447;40.3748;63.4
107.9147392;17.3;1.52091;40.6927;61.9
109.4356463;17.4;1.52091;39.4501;62.1
110.9565533;18.1;1.54413;39.4501;63.2
112.5006803;18.2;1.42803;38.8569;62.3
113.9287075;18.3;1.49769;42.016;60.9
115.4263946;18.4;1.90404;40.0618;61.6
117.3304308;19.1;1.84599;31.512;56.3
119.1764172;19.2;1.63175;32.5029;50.3
120.8081633;19.3;1.61905;36.7704;35.5
122.4272109;19.4;1.55574;37.0588;52.1
123.9829478;20.1;1.81102;38.5669;48.7
125.7939683;20.2;1.60195;33.1305;57.9
127.3959184;20.3;1.88063;37.4543;63.3
129.2765533;20.4;1.83365;31.9041;59.1
131.1102041;21.1;1.30159;32.7216;60.8
132.4117914;21.2;1.32383;46.0976;64.6
133.7356236;21.3;1.30073;45.323;66.9
135.0363492;21.4;1.53952;46.1281;66.2
136.575873;22.1;1.48041;38.9731;69
138.0562812;22.2;1.70179;40.5294;67.2
139.7580726;22.3;1.60519;35.257;67.6
141.3632653;22.4;1.80336;37.3787;67.6
143.1666213;23.1;1.20073;33.2713;61.5
144.3673469;23.2;1.29796;49.9698;69
145.6653061;23.3;1.31048;46.2264;71.9
146.9757823;23.4;1.50585;45.7849;68
148.4816327;24.1;1.37746;39.8446;69.6
149.859093;24.2;1.47968;43.5584;68.8
151.3387755;24.3;1.551;40.5492;71.2
152.8897732;24.4;1.68546;38.6848;72.8
154.5752381;25.1;1.35946;35.5985;71.1
155.9346939;25.2;1.29923;44.1353;73.8
157.2339229;25.3;1.33515;46.1812;75.2
158.5690703;25.4;1.64862;44.9389;77.3
160.2176871;26.1;1.46141;36.3941;75.3
161.679093;26.2;1.27601;41.0564;73.7
162.955102;26.3;1.45379;47.0216;77.1
164.4088889;26.4;1.41968;41.2715;77.1
