Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.718367346;1;1.57546;0;82.2
2.293832199;2;1.6327;38.084;76
3.926530612;3;1.59184;36.749;74.8
5.518367346;4;1.63757;37.6923;75.1
7.155941043;5;1.66855;36.6396;70.3
8.824489795;6;1.62449;35.9594;76.1
10.44897959;7;1.56735;36.9347;74.3
12.01632653;8;1.67347;38.2812;77.4
13.68979592;9;1.6;35.8537;82.7
15.28979592;10;1.6;37.5;75.6
16.88979592;11;1.67347;37.5;80.1
18.56326531;12;1.62449;35.8537;78.3
20.1877551;13;1.76327;36.9347;75.1
21.95102041;14;1.68163;34.0278;71.7
23.63265306;15;1.76327;35.6796;65.9
25.39591837;16;1.8449;34.0278;74
27.24081633;17;1.65714;32.5221;66.9
28.89795918;18;1.72245;36.2069;67.7
30.62040816;19;1.77959;34.8341;66
32.4;20;1.77143;33.7156;65.4
34.17142857;21;1.64898;33.871;56.3
35.82040816;22;1.65714;36.3861;54.6
37.47755102;23;1.66531;36.2069;66.1
39.14285714;24;1.95918;36.0294;65
41.10204082;25;1.63265;30.625;69.1
42.73469388;26;1.66374;36.75;59.6
44.39843537;27;1.60104;36.0633;64.2
45.99947846;28;1.69848;37.4756;62.8
47.69795918;29;1.55628;35.3257;64.6
49.25424036;30;1.70821;38.5534;63.7
50.96244898;31;1.51887;35.1245;68.5
52.48131519;32;1.72277;39.5032;74.7
54.20408163;33;1.60816;34.8277;79.7
55.8122449;34;1.7551;37.3096;82.4
57.56734694;35;1.99184;34.186;78.7
59.55918367;36;1.65714;30.123;72.6
61.21632653;37;1.60816;36.2069;78.4
62.8244898;38;1.6;37.3096;82.3
64.4244898;39;1.73061;37.5;77
66.15510204;40;1.73878;34.6698;76.7
67.89387755;41;1.92653;34.507;74
69.82040816;42;1.63265;31.1441;64.6
71.45306122;43;1.56735;36.75;66.1
73.02040816;44;1.73061;38.2812;72.8
74.75102041;45;1.78776;34.6698;76.8
76.53877551;46;1.67347;33.5616;74
78.2122449;47;1.61633;35.8537;75.1
79.82857143;48;1.55102;37.1212;81.3
81.37959184;49;1.49823;38.6842;80.1
82.87782313;50;1.52218;40.0472;80.5
84.4;51;1.56735;39.4172;75.5
85.96734694;52;1.55102;38.2812;71.9
87.51836735;53;1.55102;38.6842;75.8
89.06938776;54;1.56735;38.6842;76.9
90.63673469;55;1.49388;38.2812;77.7
92.13061224;56;1.51456;40.1639;78
93.64517007;57;1.6283;39.6155;74.8
95.27346939;58;1.56735;36.8483;76.7
96.84081633;59;1.63265;38.2812;81.7
98.47346939;60;1.61079;36.75;82.3
100.084263;61;1.55655;37.2487;79.7
101.6408163;62;1.61633;38.5467;79.8
103.2571429;63;1.62449;37.1212;80.5
104.8816327;64;1.55102;36.9347;81.3
106.4326531;65;1.71429;38.6842;82.5
108.1469388;1;1.58367;35;81.1
109.7306122;2;1.6;37.8866;76.6
111.3306122;3;1.47755;37.5;75.9
112.8081633;4;1.63265;40.6077;74.8
114.4408163;5;1.66531;36.75;71.7
116.1061224;6;1.69796;36.0294;74.3
117.8040816;7;1.62449;35.3365;73.1
119.4285714;8;1.58367;36.9347;77.2
121.0122449;9;1.6;37.8866;82.1
122.6122449;10;1.64082;37.5;75.3
124.2530612;11;1.66531;36.5672;79.5
125.9183673;12;1.59184;36.0294;78.4
127.5102041;13;1.65714;37.6923;75.2
129.1673469;14;1.77959;36.2069;72.3
130.9469388;15;1.69417;33.7156;66.7
132.6411111;16;1.83236;35.4155;73.1
134.4734694;17;1.73878;32.7447;68
136.2122449;18;1.6898;34.507;67.7
137.9020408;19;1.7551;35.5072;65
139.6571429;20;1.73878;34.186;64.9
141.3959184;21;1.67347;34.507;57.7
143.0693878;22;1.63265;35.8537;54.8
144.7020408;23;1.78776;36.75;68.1
146.4897959;24;1.90204;33.5616;66.1
148.3918367;25;1.66531;31.5451;69
150.0571429;26;1.60816;36.0294;61.7
151.6653061;27;1.67347;37.3096;64.3
153.3387755;28;1.7551;35.8537;64.2
155.0938776;29;1.73878;34.186;64.3
156.8326531;30;1.59011;34.507;66.7
158.4227664;31;1.52399;37.7332;69.2
159.9467574;32;1.72671;39.3703;76
161.6734694;33;1.62449;34.7481;79.8
163.2979592;34;1.73878;36.9347;82.4
165.0367347;35;2.00816;34.507;78.7
167.044898;36;1.67347;29.878;72.7
168.7183673;37;1.54286;35.8537;76.8
170.2612245;38;1.63265;38.8889;82.2
171.8938776;39;1.63265;36.75;77
173.5265306;40;1.73061;36.75;78.6
175.2571429;41;1.87755;34.6698;73.4
