Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
0.522448979;1.1;0.684989;0;68.9
1.207437641;1.2;0.673379;87.5927;61.1
1.880816326;1.3;0.684989;89.1029;62.8
2.565804988;1.4;0.650159;87.5927;71.5
3.215963718;1.5;0.661769;92.2852;70.7
3.877732426;1.6;0.638549;90.6661;66
4.516281179;1.7;0.626939;93.9631;70.3
5.143219954;1.8;0.708209;95.7031;66.8
5.851428571;2.1;0.631179;84.7208;76.4
6.482607709;2.2;0.623152;95.0602;69.2
7.105759637;2.3;0.661315;96.2847;62.4
7.767074829;2.4;0.661769;90.7283;61.7
8.428843537;2.5;0.708209;90.6661;59.2
9.137052154;2.6;0.766258;84.7208;70
9.903310657;2.7;0.650159;78.3026;63
10.55346939;2.8;0.673379;92.2852;56.3
11.22684807;3.1;0.661769;89.1029;58.8
11.88861678;3.2;0.661769;90.6661;65.3
12.55038549;3.3;0.696599;90.6661;66.7
13.24698413;3.4;0.789478;86.1328;63.5
14.03646259;3.5;0.65941;75.9995;66.9
14.69587302;3.6;0.733787;90.9904;63.5
15.42965986;3.7;0.673379;81.7676;73.9
16.10303855;3.8;0.719819;89.1029;70.2
16.82285714;4.1;0.696599;83.3543;69.9
17.51945578;4.2;0.696599;86.1328;68.4
18.21605442;4.3;0.719819;86.1328;63.2
18.93587302;4.4;0.824308;83.3543;64.7
19.76018141;4.5;0.743039;72.7883;54.2
20.50321995;4.6;0.719819;80.7495;62.4
21.22303855;4.7;0.789478;83.3543;61.2
22.01251701;4.8;0.859138;75.9995;60.4
22.87165533;5.1;0.789478;69.8374;65.3
23.66113379;5.2;0.661769;75.9995;66.9
24.32290249;5.3;0.592109;90.6661;67.6
24.91501134;5.4;0.603719;101.333;69.8
25.51873016;5.5;0.673379;99.384;67.2
26.19210884;5.6;0.652834;89.1029;68.7
26.84494331;5.7;0.642721;91.9069;66.4
27.4876644;5.8;0.7478;93.3531;60.1
28.23546485;6.1;0.650159;80.2353;69.9
28.88562358;6.2;0.615329;92.2852;69.9
29.50095238;6.3;0.592109;97.5088;67.4
30.09306122;6.4;0.650159;101.333;70.5
30.74321995;6.5;0.638549;92.2852;69.5
31.38176871;6.6;0.743039;93.9631;70.3
32.12480726;6.7;0.731429;80.7495;69.8
32.85623583;6.8;0.708209;82.0312;65.9
33.56444444;7.1;0.615329;84.7208;63.1
34.17977324;7.2;0.684989;97.5088;67.9
34.8647619;7.3;0.684989;87.5927;68.1
35.54975057;7.4;0.672426;87.5927;71.7
36.22217687;7.5;0.546621;89.2291;70.6
36.76879819;7.6;0.638549;109.765;74
37.40734694;7.7;0.638549;93.9631;74.3
38.04589569;7.8;0.708209;93.9631;74.1
38.75410431;8.1;0.638549;84.7208;74
39.39265306;8.2;0.684989;93.9631;71.3
40.07764172;8.3;0.824308;87.5927;78.8
40.90195011;8.4;0.592109;72.7883;72.3
41.49405896;8.5;0.673379;101.333;74.7
42.16743764;8.6;0.661769;89.1029;72.2
42.82920635;8.7;0.719819;90.6661;70.9
43.54902494;8.8;0.743039;83.3543;66.5
44.29206349;9.1;0.673379;80.7495;69.9
44.96544218;9.2;0.847528;89.1029;65.7
45.81297052;9.3;1.05651;70.7941;68.7
46.86947846;9.4;0.615329;56.7909;62.3
47.48480726;9.5;0.592109;97.5088;60.9
48.0769161;9.6;0.684807;101.333;70.5
48.76172336;9.7;0.69678;87.6159;73.6
49.4585034;9.8;0.75229;86.1104;75.2
50.21079365;10.1;0.664127;79.7564;71
50.87492063;10.2;0.719819;90.3442;73.4
51.59473923;10.3;0.857052;83.3543;73.7
52.45179138;10.4;0.652245;70.0074;72.5
53.10403628;10.5;0.743039;91.99;72.4
53.84707483;10.6;0.824308;80.7495;72.5
54.67138322;10.7;0.798413;72.7883;71.8
55.46979592;10.8;0.70093;75.1491;71.4
56.17072562;11.1;0.660113;85.6006;66
56.830839;11.2;0.708209;90.8935;66
57.53904762;11.3;0.743039;84.7208;67.6
58.28208617;11.4;0.770975;80.7495;64.2
59.05306122;11.5;0.738322;77.8235;64.9
59.79138322;11.6;0.986848;81.2654;66.1
60.77823129;11.7;1.05651;60.7996;63.5
61.83473923;11.8;1.161;56.7909;57.7
62.99573696;12.1;0.918367;51.6797;59.9
63.91410431;12.2;0.6722;65.3333;60.4
64.58630385;12.3;0.568889;89.2592;65.6
65.15519274;12.4;0.710907;105.469;67.1
65.86609977;12.5;0.676576;84.3992;64.1
66.54267574;12.6;0.666961;88.6818;66.4
67.20963719;12.7;0.649887;89.9602;68.9
67.85952381;12.8;0.719365;92.3238;66.9
68.57888889;13.1;0.671905;83.4069;64.1
69.25079365;13.2;0.639977;89.2984;68.5
69.89077098;13.3;0.651451;93.7533;66.2
70.54222222;13.4;0.626939;92.1021;72.1
71.169161;13.5;0.638549;95.7031;66.9
71.80770975;13.6;0.679206;93.9631;68.9
72.4869161;13.7;0.725601;88.3384;65.8
73.21251701;13.8;0.661769;82.6901;64.5
73.87428571;14.1;0.711678;90.6661;68.1
74.58596372;14.2;0.602404;84.3078;65.4
75.18836735;14.3;0.59458;99.601;62.4
75.78294785;14.4;0.668753;100.911;68.3
76.45170068;14.5;0.659524;89.7192;67.5
77.11122449;14.6;0.586644;90.9747;66.2
77.69786848;14.7;0.682812;102.277;61.8
