Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
2.057142857;1;1.6898;0;85.9
3.746938775;2;1.6;35.5072;78.8
5.346938775;3;1.65714;37.5;76.2
7.004081632;4;1.73061;36.2069;79.2
8.734693877;5;1.72245;34.6698;71.5
10.45714286;6;1.62449;34.8341;73.4
12.08163265;7;1.58367;36.9347;79
13.66530612;8;1.93469;37.8866;81.2
15.6;9;1.64082;31.0127;86.1
17.24081633;10;1.64082;36.5672;80.6
18.88163265;11;1.58367;36.5672;80.6
20.46530612;12;1.55918;37.8866;80.7
22.0244898;13;1.67261;38.4817;75.7
23.69709751;14;1.77229;35.8721;78
25.46938776;15;1.70612;33.8545;71.3
27.1755102;16;1.88571;35.1675;77.9
29.06122449;17;1.70456;31.8182;67
30.76578231;18;1.6832;35.1997;68.6
32.44897959;19;1.53469;35.6464;75.4
33.98367347;20;1.55918;39.0957;69.4
35.54285714;21;1.51837;38.4817;67.7
37.06122449;22;1.62449;39.5161;59.7
38.68571429;23;1.81224;36.9347;80.7
40.49795918;24;1.57943;33.1081;69.4
42.07739229;25;1.63689;37.9883;75.6
43.71428571;26;1.64898;36.6548;64.5
45.36326531;27;1.74694;36.3861;67.2
47.11020408;28;1.88571;34.3458;62.4
48.99591837;29;1.64957;31.8182;66.7
50.64548753;30;1.89329;36.3731;61.9
52.53877551;31;1.62449;31.6909;71.9
54.16326531;32;1.63265;36.9347;81.9
55.79591837;33;1.86939;36.75;83.1
57.66530612;34;1.65714;32.0961;85.7
59.32244898;35;2.07347;36.2069;85
61.39591837;36;1.64082;28.937;75.6
63.03673469;37;1.60816;36.5672;80.4
64.64489796;38;1.64898;37.3096;81.8
66.29387755;39;1.85306;36.3861;82
68.14693878;40;1.73878;32.3789;78.1
69.88571429;41;1.97966;34.507;79
71.86537415;42;1.7183;30.3082;72.8
73.58367347;43;1.49388;34.9182;73.5
75.07755102;44;1.55918;40.1639;80.2
76.63673469;45;1.74694;38.4817;83.6
78.38367347;46;1.53469;34.3458;76.3
79.91836735;47;1.55918;39.0957;81.8
81.47755102;48;1.51837;38.4817;83.8
82.99591837;49;1.51837;39.5161;84.4
84.51428571;50;1.46939;39.5161;83.5
85.98367347;51;1.55102;40.8333;81.4
87.53469388;52;1.70612;38.6842;77
89.24081633;53;1.61633;35.1675;78.6
90.85714286;54;1.51848;37.1212;78.6
92.37562358;55;1.57195;39.5132;82
93.9475737;56;1.54329;38.1692;82.3
95.49086168;57;1.64383;38.878;82.9
97.13469388;58;1.51986;36.5001;81.6
98.65455782;59;1.56585;39.4772;82.8
100.2204082;60;1.63265;38.3178;82.6
101.8530612;61;1.6;36.75;81.6
103.4530612;62;1.68163;37.5;81.4
105.1346939;63;1.65714;35.6796;81.8
106.7918367;64;1.73984;36.2069;82
108.531678;65;2.19485;34.4859;79.6
110.7265306;1;1.66531;27.3367;86.2
112.3918367;2;1.6;36.0294;79.9
113.9918367;3;1.56735;37.5;77
115.5591837;4;1.65714;38.2812;78
