Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.827936508;0.5;0.213333;0;60.5
1.041269841;0.6;0.182857;281.25;62.5
1.224126984;1.1;0.182857;328.125;67
1.406984127;1.2;0.24381;328.125;64.9
1.650793651;1.3;0.213333;246.094;61.1
1.864126984;1.4;0.218413;281.25;53.2
2.082539683;1.5;0.218413;274.709;70.3
2.300952381;1.6;0.228571;274.709;65
2.52952381;2.1;0.23873;262.5;67.5
2.768253968;2.2;0.213333;251.33;72.8
2.981587302;2.3;0.210317;281.25;65.7
3.191904762;2.4;0.196032;285.283;60.5
3.387936508;2.5;0.187937;306.073;66.1
3.575873016;2.6;0.187937;319.257;65.5
3.763809524;3.1;0.193016;319.257;68
3.956825397;3.2;0.208254;310.855;70.5
4.165079365;3.3;0.230249;288.11;65.8
4.395328798;3.4;0.212676;260.587;55.1
4.608004535;3.5;0.222472;282.12;65.4
4.83047619;3.6;0.21102;269.697;54.2
5.041496599;4.1;0.225805;284.333;63
5.267301587;4.2;0.223492;265.716;71.6
5.490793651;4.3;0.182857;268.466;70.1
5.673650794;4.4;0.182857;328.125;68.3
5.856507937;4.5;0.187937;328.125;74.1
6.044444444;4.6;0.193016;319.257;78.4
6.237460317;5.1;0.212358;310.855;74.1
6.449818594;5.2;0.209229;282.541;73.5
6.659047619;5.3;0.19805;286.767;68.9
6.857097506;5.4;0.208367;302.954;63.5
7.065464853;5.5;0.207687;287.953;68.9
7.273151927;5.6;0.223991;288.896;67
7.497142857;6.1;0.24381;267.868;70.4
7.740952381;6.2;0.218413;246.094;71
7.959365079;6.3;0.16254;274.709;66.8
8.121904762;6.4;0.193016;369.141;68.2
8.314920635;6.5;0.193016;310.855;73.4
8.507936508;6.6;0.218413;310.855;75.9
8.726349206;7.1;0.182857;274.709;79.6
8.909206349;7.2;0.218413;328.125;77.4
9.127619048;7.3;0.213333;274.709;69.7
9.340952381;7.4;0.187937;281.25;70.4
9.528888889;7.5;0.198095;319.257;74.8
9.726984127;7.6;0.177778;302.885;66
9.904761905;8.1;0.16254;337.5;69.9
10.06730159;8.2;0.228571;369.141;68.2
10.29587302;8.3;0.213107;262.5;65.3
10.50897959;8.4;0.183084;281.549;61.6
10.69206349;8.5;0.200431;327.719;64.9
10.89249433;8.6;0.19068;299.355;59.6
11.0831746;9.1;0.187937;314.663;67.9
11.27111111;9.2;0.193016;319.257;61
11.46412698;9.3;0.195215;310.855;71.1
11.6593424;9.4;0.210181;307.353;61.1
11.86952381;9.5;0.244762;285.468;73.7
12.11428571;9.6;0.233651;245.136;60
12.34793651;10.1;0.289524;256.793;70.4
12.63746032;10.2;0.274286;207.237;67.7
12.91174603;10.3;0.182857;218.75;63.2
13.09460318;10.4;0.198095;328.125;60.9
13.29269841;10.5;0.199955;302.885;59.7
13.49265306;10.6;0.196236;300.068;58.9
13.68888889;11.1;0.193016;305.755;68.2
13.88190476;11.2;0.211406;310.855;61.2
14.09331066;11.3;0.210181;283.814;65.9
14.30349206;11.4;0.228571;285.468;59
14.53206349;11.5;0.213333;262.5;66.5
14.74539683;11.6;0.228571;281.25;57.3
14.97396825;12.1;0.269206;262.5;67.2
15.2431746;12.2;0.253968;222.877;71.4
15.49714286;12.3;0.223492;236.25;68.4
15.72063492;12.4;0.213333;268.466;60.9
15.93396825;12.5;0.259048;281.25;74.9
16.19301587;12.6;0.284444;231.618;74.3
16.47746032;13.1;0.264127;210.938;71.9
16.7415873;13.2;0.24381;227.163;73
16.98539683;13.3;0.24381;246.094;68.8
17.22920635;13.4;0.264127;246.094;63.2
17.49333333;13.5;0.269206;227.163;72.5
17.76253968;13.6;0.294603;222.877;64.3
18.05714286;14.1;0.360635;203.664;63.3
18.41777778;14.2;0.335238;166.373;65.6
18.75301587;14.3;0.304762;178.977;61.9
19.05777778;14.4;0.32;196.875;55.9
19.37777778;14.5;0.223492;187.5;55.3
19.60126984;14.6;0.198095;268.466;56.9
19.79936508;15.1;0.193016;302.885;63.2
19.99238095;15.2;0.213333;310.855;60.8
20.20571429;15.3;0.228571;281.25;62.4
20.43428571;15.4;0.215828;262.5;54.4
20.65011338;15.5;0.256553;278;66.7
20.90666667;15.6;0.223492;233.87;53.3
21.13015873;16.1;0.289524;268.466;67.6
21.41968254;16.2;0.198095;207.237;70
21.61777778;16.3;0.16254;302.885;65.9
21.78031746;16.4;0.228571;369.141;67.2
22.00888889;16.5;0.187937;262.5;71
22.1968254;16.6;0.279365;319.257;70.7
22.47619048;17.1;0.208254;214.773;74.9
22.68444444;17.2;0.223492;288.11;75.8
22.90793651;17.3;0.182857;268.466;70.6
23.09079365;17.4;0.218413;328.125;60.9
23.30920635;17.5;0.213333;274.709;70.7
23.52253968;17.6;0.218413;281.25;61.8
23.74095238;18.1;0.202336;274.709;69.3
23.94328798;18.2;0.173537;296.537;67.3
24.1168254;18.3;0.182857;345.747;67
24.29968254;18.4;0.208254;328.125;66.4
24.50793651;18.5;0.198095;288.11;75.2
24.70603175;18.6;0.228571;302.885;69.1
24.93460318;19.1;0.223492;262.5;72.5
25.15809524;19.2;0.172698;268.466;70.2
25.33079365;19.3;0.218413;347.426;69.8
25.54920635;19.4;0.198095;274.709;68
25.74730159;19.5;0.218413;302.885;71.7
25.96571429;19.6;0.230998;274.709;68.9
26.19671202;20.1;0.196803;259.743;71.2
26.39351474;20.2;0.186803;304.874;72.8
26.58031746;20.3;0.198095;321.194;72.2
26.7784127;20.4;0.228571;302.885;75.6
27.00698413;20.5;0.21034;262.5;76.4
27.21732426;20.6;0.206168;285.252;70
27.42349206;21.1;0.224195;291.025;71.7
27.64768708;21.2;0.197392;267.624;70
27.84507937;21.3;0.199955;303.963;70.7
28.04503401;21.4;0.226712;300.068;67.5
28.27174603;21.5;0.203175;264.653;67.5
28.47492064;21.6;0.248571;295.313;64.1
28.72349206;22.1;0.157778;241.379;69.3
28.88126984;22.2;0.24381;380.282;66.3
29.12507937;22.3;0.172698;246.094;68.1
29.29777778;22.4;0.198095;347.426;60.1
29.49587302;22.5;0.193016;302.885;69.6
29.68888889;22.6;0.213333;310.855;64.8
29.90222222;23.1;0.203175;281.25;72.5
30.10539683;23.2;0.218413;295.313;71.1
30.32380952;23.3;0.203356;274.709;72.7
30.52716553;23.4;0.223311;295.049;62
30.75047619;23.5;0.224785;268.684;73.4
30.97526077;23.6;0.232358;266.922;66
31.20761905;24.1;0.23873;258.222;73.7
31.44634921;24.2;0.248889;251.33;73.5
31.6952381;24.3;0.224739;241.071;66.9
31.91997732;24.4;0.207007;266.976;60.5
32.12698413;24.5;0.182857;289.846;72.1
32.30984127;24.6;0.236372;328.125;76.2
32.54621315;25.1;0.219637;253.837;74.6
32.76585034;25.2;0.199229;273.178;75.6
32.96507937;25.3;0.217823;301.161;74
33.18290249;25.4;0.229161;275.453;65.3
33.41206349;25.5;0.225465;261.825;71.9
33.63752835;25.6;0.226599;266.117;63
33.86412698;26.1;0.233651;264.785;69.6
34.09777778;26.2;0.224218;256.793;68.1
34.32199547;26.3;0.212608;267.597;63.4
34.53460318;26.4;0.198866;282.21;57.2
34.73346939;26.5;0.206122;301.71;69.2
34.93959184;26.6;0.290884;291.089;71.4
35.23047619;27.1;0.274286;206.268;68.1
35.50476191;27.2;0.228571;218.75;66.7
35.73333333;27.3;0.208254;262.5;63.3
35.9415873;27.4;0.208254;288.11;58.7
36.14984127;27.5;0.228571;288.11;65.6
36.3784127;27.6;0.32;262.5;62.8
36.6984127;28.1;0.340317;187.5;66
37.03873016;28.2;0.356259;176.306;63.9
37.39498866;28.3;0.314422;168.417;60.2
37.70941043;28.4;0.28424;190.826;57.2
37.99365079;28.5;0.210544;211.089;57.4
38.20419501;28.6;0.200884;284.976;62.1
38.40507937;29.1;0.187937;298.679;63.2
38.59301587;29.2;0.229093;319.257;61.5
38.82210884;29.3;0.202653;261.902;61.8
39.02476191;29.4;0.248889;296.073;53.4
39.27365079;29.5;0.23873;241.071;72.6
39.51238095;29.6;0.294603;251.33;69.8
39.80698413;30.1;0.253968;203.664;69.5
40.06095238;30.2;0.264127;236.25;75.5
40.32507937;30.3;0.228571;227.163;69.7
40.55365079;30.4;0.211224;262.5;67.8
40.76487528;30.5;0.169728;284.058;68.5
40.93460318;30.6;0.203175;353.507;67.7
41.13777778;31.1;0.248889;295.313;69.8
41.38666667;31.2;0.223492;241.071;72.6
41.61015873;31.3;0.213333;268.466;68.8
41.82349206;31.4;0.208254;281.25;58.7
42.03174603;31.5;0.228571;288.11;63.8
42.26031746;31.6;0.254422;262.5;53.2
42.51473923;32.1;0.263673;235.829;63.6
42.7784127;32.2;0.235964;227.554;75.5
43.01437642;32.3;0.236417;254.276;70.1
43.25079365;32.4;0.193991;253.789;63
43.44478458;32.5;0.176803;309.293;63.9
43.6215873;32.6;0.238957;339.361;70.6
43.86054422;33.1;0.221497;251.091;71.1
44.08204082;33.2;0.241973;270.885;78.8
44.32401361;33.3;0.226327;247.962;70.1
44.55034014;33.4;0.24458;265.104;65
44.79492064;33.5;0.226395;245.318;68.3
45.02131519;33.6;0.271383;265.024;76.2
45.29269841;34.1;0.304762;221.09;67.3
45.59746032;34.2;0.242766;196.875;70.8
45.84022676;34.3;0.168662;247.151;69.5
46.00888889;34.4;0.218413;355.741;71.2
46.22730159;34.5;0.206644;274.709;70.5
46.43394558;34.6;0.214943;290.354;72
46.64888889;35.1;0.228571;279.143;69.6
46.87746032;35.2;0.222268;262.5;75.8
47.09972789;35.3;0.19932;269.945;71.2
47.29904762;35.4;0.32;301.024;65.5
47.61904762;35.5;0.212472;187.5;68.9
47.83151927;35.6;0.270068;282.391;63.4
48.1015873;36.1;0.277755;222.166;69.6
48.3793424;36.2;0.24542;216.018;73
48.62476191;36.3;0.203175;244.479;73.5
48.82793651;36.4;0.198095;295.313;67.6
49.02603175;36.5;0.177778;302.885;71.8
49.20380952;36.6;0.259048;337.5;63.1
49.46285714;37.1;0.248889;231.618;69.5
49.71174603;37.2;0.228571;241.071;70.7
49.94031746;37.3;0.236916;262.5;63.4
50.17723356;37.4;0.306576;253.254;56
50.48380952;37.5;0.294603;195.71;59.7
50.7784127;37.6;0.487619;203.664;59
51.26603175;38.1;0.279365;123.047;67.5
51.54539683;38.2;0.198095;214.773;68.7
51.74349206;38.3;0.213333;302.885;67.4
51.9568254;38.4;0.233651;281.25;70.4
52.19047619;38.5;0.24381;256.793;69.5
52.43428571;38.6;0.314921;246.094;70.8
52.74920635;39.1;0.264127;190.524;70.3
53.01333333;39.2;0.264127;227.163;68.4
53.27746032;39.3;0.248889;227.163;72.7
53.52634921;39.4;0.203175;241.071;71.3
53.72952381;39.5;0.284444;295.313;71.2
54.01396825;39.6;0.24381;210.938;68.5
54.25777778;40.1;0.218413;246.094;71.4
54.47619048;40.2;0.24381;274.709;72.1
54.72;40.3;0.236168;246.094;69.2
54.9561678;40.4;0.185419;254.057;69.5
