2.546938775;1.1;0.741927;0;49.2
3.288866213;1.2;0.621338;80.8704;67
3.910204081;1.3;0.636735;96.5658;66.7
4.546938775;1.4;0.653061;94.2308;72.9
5.2;2.1;0.628571;91.875;65.6
5.828571428;2.2;0.620408;95.4545;72.1
6.448979591;2.3;0.644898;96.7105;62.1
7.093877551;2.4;0.628617;93.038;67.2
7.722494331;3.1;0.571383;95.4477;62.8
8.293877551;3.2;0.661224;105.008;69.9
8.95510204;3.3;0.612245;90.7407;69.7
9.567346938;3.4;0.661224;98;69.9
10.22857143;4.1;0.604082;90.7407;68.7
10.83265306;4.2;0.677551;99.3243;66.9
11.51020408;4.3;0.75102;88.5542;66
12.26122449;4.4;0.75102;79.8913;71
13.0122449;5.1;0.653061;79.8913;59.5
13.66530612;5.2;0.620408;91.875;68.6
14.28571429;5.3;0.595918;96.7105;61
14.88163265;5.4;0.619342;100.685;68.3
15.50097506;6.1;0.63771;96.8769;63
16.13868481;6.2;0.661315;94.0867;68.8
16.8;6.3;0.653061;90.7283;65
17.45306122;6.4;0.718367;91.875;73.6
18.17142857;7.1;0.832653;83.5227;69.1
19.00408163;7.2;0.739546;72.0588;70.5
19.74362812;7.3;0.754331;81.1308;61.2
20.49795918;7.4;0.820249;79.5407;66.1
21.31820862;8.1;0.730771;73.1485;55.1
22.04897959;8.2;0.77551;82.1051;61.9
22.8244898;8.3;0.759184;77.3684;50.4
23.58367347;8.4;0.702041;79.0323;58.5
24.28571429;9.1;0.742857;85.4651;52.2
25.02857143;9.2;0.612245;80.7692;62.2
25.64081633;9.3;0.570544;98;60.7
26.21136054;9.4;0.593946;105.163;68.5
26.80530612;10.1;0.581043;101.019;57.4
27.38634921;10.2;0.647029;103.263;64.4
28.03337868;10.3;0.627846;92.7315;59.5
28.66122449;10.4;0.555102;95.5649;60.9
29.21632653;11.1;0.653061;108.088;53.8
29.86938776;11.2;0.540136;91.875;69
30.40952381;11.3;0.619048;111.083;61.1
31.02857143;11.4;0.546939;96.9231;71.6
31.5755102;12.1;0.67059;109.701;60.3
32.24609977;12.2;0.618753;89.4735;60
32.86485261;12.3;0.596372;96.9693;54.1
33.46122449;12.4;0.61068;100.608;61.4
34.07190476;13.1;0.56483;98.2511;54.5
34.63673469;13.2;0.572993;106.227;67
35.20972789;13.3;0.561701;104.713;59.3
35.77142857;13.4;0.565147;106.818;70.6
36.33657596;14.1;0.569546;106.167;63.4
36.90612245;14.2;0.595918;105.347;69.2
37.50204082;14.3;0.514286;100.685;65.4
38.01632653;14.4;0.555102;116.667;70.2
38.57142857;15.1;0.481633;108.088;67.2
39.05306122;15.2;0.489796;124.576;71.4
39.54285714;15.3;0.546939;122.5;68.4
40.08979592;15.4;0.522449;109.701;72.7
40.6122449;16.1;0.538776;114.844;67.1
41.15102041;16.2;0.571429;111.364;72.2
41.72244898;16.3;0.530612;105;75.2
42.25306122;16.4;0.726531;113.077;77.3
42.97959184;17.1;0.930612;82.5843;70
43.91020408;17.2;0.571429;64.4737;74.7
44.48163265;17.3;0.522449;105;70.3
45.00408163;17.4;0.620408;114.844;67.7
45.6244898;18.1;0.636735;96.7105;70.7
46.26122449;18.2;0.481633;94.2308;68.7
46.74285714;18.3;0.522449;124.576;64
47.26530612;18.4;0.489796;114.844;65.8
47.75510204;19.1;0.571429;122.5;62.1
48.32653061;19.2;0.416327;105;68.4
48.74285714;19.3;0.5178;144.118;66.9
49.2606576;19.4;0.483379;115.875;61.3
49.74403628;20.1;0.582494;124.126;55.3
50.32653061;20.2;0.546939;103.005;63.2
50.87346939;20.3;0.620408;109.701;54.9
51.49387755;20.4;0.734694;96.7105;49.4
52.22857143;21.1;0.644898;81.6667;62.7
52.87346939;21.2;0.489796;93.038;63.6
