Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.733877551;1;1.2049;0;64.6
2.93877551;2;1.1102;49.7967;69.2
4.048979592;3;1.1361;54.0441;70.2
5.185079365;4;1.06145;52.8123;75.2
6.246530612;5;1.08082;56.5264;69.5
7.327346939;6;1.0351;55.5136;74.9
8.36244898;7;1.03184;57.9653;77.5
9.394285714;8;1.07102;58.1487;69.6
10.46530612;9;1.12;56.0213;73.1
11.58530612;10;1.14939;53.5714;76.1
12.73469388;11;1.12653;52.2017;68.3
13.86122449;12;1.14286;53.2609;73.8
15.00408163;13;1.20816;52.5;74.6
16.2122449;14;1.21143;49.6622;71.2
17.42367347;15;1.28327;49.5283;67.7
18.70693878;16;1.09714;46.7557;73.5
19.80408163;17;1.18204;54.6875;77.6
20.98612245;18;1.06776;50.7597;72.9
22.05387755;19;1.13633;56.1927;74.9
23.19020408;20;1.06449;52.8017;79.8
24.25469388;21;1.05796;56.365;79.5
25.31265306;22;1.07102;56.713;75.3
26.38367347;23;1.08082;56.0213;74.4
27.4644898;24;1.15918;55.5136;69
28.62367347;25;1.10367;51.7606;75.6
29.72734694;26;1.25061;54.3639;69.1
30.97795918;27;1.21143;47.9765;67.8
32.18938776;28;1.38449;49.5283;63.3
33.57387755;29;1.24082;43.3373;62.5
34.81469388;30;1.1102;48.3553;67.3
35.92489796;31;1.18531;54.0441;76.1
37.11020408;32;1.07755;50.6198;72.9
38.1877551;33;1.13959;55.6818;71.5
39.32734694;34;1.09388;52.6504;67.3
40.42122449;35;1.16245;54.8507;75.8
41.58367347;36;1.08735;51.6152;69.1
42.67102041;37;1.44;55.1802;71.8
44.11102041;38;1.29633;41.6667;64.8
45.40734694;39;1.25388;46.2846;75.1
46.66122449;40;1.11673;47.8516;74.9
47.77795918;41;1.2898;53.7281;78.3
49.0677551;42;1.08082;46.519;76
50.14857143;43;1.17878;55.5136;75.6
51.32734694;44;1.10367;50.9003;82.8
52.43102041;45;1.28;54.3639;75.7
53.71102041;46;1.18204;46.875;80.3
54.89306122;47;1.09714;50.7597;79.3
55.99020408;48;1.01551;54.6875;78.4
57.00571429;49;1.14286;59.0836;76.5
58.14857143;50;1.05469;52.5;69.9
59.20326531;51;1.12653;56.8885;72.4
60.32979592;52;1.0449;53.2609;77.4
61.37469388;53;1.05143;57.4219;77.3
62.42612245;54;1.0351;57.0652;78.8
63.46122449;55;0.973061;57.9653;77.2
64.43428571;56;1.02204;61.6611;79.9
65.45632653;57;1.00898;58.7061;81
66.46530612;58;1.16245;59.466;81.9
67.6277551;59;1.28653;51.6152;75.9
68.91428571;60;1.16898;46.6371;64.8
70.08326531;61;1.14612;51.3268;68.1
71.22938776;62;1.06449;52.3504;69
72.29387755;63;1.07102;56.365;69.5
73.36489796;64;1.05143;56.0213;69.4
74.41632653;65;1.05796;57.0652;77.6
75.47428571;66;1.00571;56.713;78
76.48;67;1.06776;59.6591;72.1
77.5477551;68;1.25388;56.1927;72.2
78.80163265;69;1.09714;47.8516;75.5
79.89877551;70;1.19184;54.6875;71.2
81.09061225;71;1.17878;50.3425;72.7
82.26938776;72;1.25061;50.9003;68.2
83.52;73;1.45959;47.9765;61.1
84.97959184;74;1.58041;41.1074;64.2
86.56;75;1.81551;37.9649;63.8
88.3755102;76;2.55673;33.0486;62.4
90.9322449;77;1.95265;23.4674;67
92.88489796;78;2.28789;30.7274;66
95.17278912;79;1.84671;26.225;65.2
97.01950113;80;1.81406;32.4902;66.6
98.83356009;81;1.5093;33.075;70.5
100.3428571;82;1.68345;39.7536;74.8
102.0263039;83;1.53469;35.6412;71
103.5609977;84;1.66168;39.0957;73.1
105.2226757;85;1.6254;36.1081;67.2
106.8480726;86;1.66168;36.9141;70.6
108.5097506;87;1.63991;36.1081;66.6
110.1496599;88;1.82494;36.5874;61.5
111.9746032;89;2.19864;32.8777;63.2
114.1732426;90;1.79955;27.2896;63
115.9727891;91;1.75964;33.3417;68.6
117.7324263;92;1.50567;34.0979;72.2
119.2380952;93;1.6254;39.8494;75.5
120.8634921;94;1.53832;36.9141;77.1
122.4018141;95;1.63265;39.0035;78.1
124.0344671;96;1.65442;36.75;74.2
125.6888889;97;1.70884;36.2664;71.1
127.3977324;98;1.61814;35.1115;72.2
129.015873;99;2.02086;37.0796;67.9
131.0367347;100;1.95193;29.6903;65.3
132.9886621;101;1.85397;30.7388;63.2
134.8426304;102;1.58186;32.363;71.7
136.4244898;103;1.64717;37.93;70.9
138.0716553;104;1.67982;36.4262;70.4
139.7514739;105;1.47664;35.7181;76.2
141.2281179;106;1.52018;40.6327;77.6
142.7482993;107;1.90839;39.469;71
144.6566893;108;1.69113;31.4401;69.5
146.3478231;109;1.6958;35.4792;73.2
148.0436281;110;1.83819;35.3814;70.7
149.8818141;111;1.67907;32.6409;69.7
151.5608844;112;1.82361;35.7341;75.8
153.3844898;113;1.93565;32.9019;74.3
155.3201361;114;1.93469;30.9974;77.5
157.2548299;115;2.09211;31.0127;65.8
159.3469388;1;1.24082;28.6792;58.5
160.5877551;2;1.14286;48.3553;64.6
161.7306122;3;1.18204;52.5;67.4
162.9126531;4;1.08408;50.7597;70.4
163.9967347;5;1.13642;55.3464;66.2
165.1331519;6;1.06367;52.7975;68.9
166.1968254;7;1.08553;56.4083;77.5
167.2823583;8;1.09714;55.2724;69.1
168.3795011;9;1.21905;54.6875;72.9
169.5985488;10;1.18132;49.2188;72.9
170.7798639;11;1.21034;50.7908;65.3
171.9902041;12;1.20163;49.5728;69.3
173.1918367;13;1.31773;49.9321;73.7
174.5095692;14;1.34095;45.5328;69.7
175.8505215;15;1.36417;44.7443;65.3
177.2146939;16;1.17986;43.9827;71.2
178.3945578;17;1.21905;50.8533;75.7
179.6136054;18;1.11891;49.2188;71
180.732517;19;1.17551;53.6235;73.7
181.9080272;20;1.12327;51.0417;76.6
183.0312925;21;1.14415;53.4157;78
184.1754422;22;1.05884;52.4407;74.4
185.2342857;23;1.12762;56.6656;73.5
186.3619048;24;1.18109;53.2095;68.4
187.5429932;25;1.13946;50.8006;75.4
188.682449;26;1.19293;52.6567;72.3
189.8753742;27;1.32576;50.2965;68.9
191.2011338;28;1.41274;45.2571;59.7
192.6138776;29;1.21905;42.4705;62.3
193.8329252;30;1.12327;49.2188;68.6
194.9561905;31;1.17116;53.4157;71.1
196.1273469;32;1.11891;51.2314;71.3
197.2462585;33;1.17583;53.6235;72.8
198.4220862;34;1.04023;51.0279;69.2
199.4623129;35;1.20163;57.6797;75.1
200.6639456;36;1.11891;49.9321;67.5
201.7828571;37;1.38449;53.6235;76.3
203.1673469;38;1.31918;43.3373;64.4
204.4865306;39;1.24952;45.4827;71.7
205.7360544;40;1.07973;48.0183;71.1
206.8157823;41;1.1668;55.5696;77.3
207.982585;42;1.08844;51.4226;77.1
209.0710204;43;1.23211;55.125;74.2
210.3031293;44;1.14068;48.697;82.8
211.4438095;45;1.44544;52.6002;75.2
212.8892517;46;1.12837;41.5098;78.6
214.017619;47;1.09204;53.1742;78.5
215.1096599;48;1.00136;54.943;75.4
216.1110204;49;1.13633;59.9185;76.7
217.2473469;50;1.1015;52.8017;70.4
218.3488435;51;1.11891;54.4713;73.1
219.4677551;52;0.979592;53.6235;76.5
220.4473469;53;1.07102;61.25;76
221.5183673;54;1.06667;56.0213;74.5
222.585034;55;0.988299;56.25;78.6
223.5733333;56;1.03184;60.7104;76.1
224.6051701;57;1.00136;58.1487;80
225.6065306;58;1.09279;59.9185;80.6
226.6993197;59;1.23646;54.9054;71.6
227.9357823;60;1.13197;48.5255;62.6
229.0677551;61;1.14503;53.0048;68.3
230.2127891;62;1.06231;52.4002;67.8
231.275102;63;1.04925;56.4805;67.8
232.3243537;64;1.05361;57.1836;68.2
233.3779592;65;1.06231;56.9473;75.8
234.4402721;66;1.03184;56.4805;77.8
235.4721088;67;1.13633;58.1487;71.9
236.6084354;68;1.17986;52.8017;69.9
237.7882993;69;1.1581;50.8533;73.4
238.9463946;70;1.19728;51.8092;70.8
240.1436735;71;1.20599;50.1136;67.1
241.3496599;72;1.30612;49.7518;67
242.6557823;73;1.53687;45.9375;60.5
244.1926531;74;1.55864;39.0404;66
245.7512925;75;1.95048;38.4951;64.3
247.7017687;76;0;30.7617;61.8
