Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
1.14;1.1;0.795;0;57.3
1.935;1.2;0.6075;75.4717;74.6
2.5425;1.3;0.5475;98.7654;70.4
3.09;1.4;0.705;109.589;79.4
3.795;2.1;0.565;85.1064;63.2
4.36;2.2;0.65;106.195;67.1
5.01;2.3;0.6;92.3077;60.8
5.61;2.4;0.542396;100;64.2
6.152395833;3.1;0.582604;110.62;62.5
6.735;3.2;0.585;102.986;74.5
7.32;3.3;0.615;102.564;65.6
7.935;3.4;0.6075;97.561;68.1
8.5425;4.1;0.69;98.7654;67
9.2325;4.2;0.7425;86.9565;73.4
9.975;4.3;0.6825;80.8081;68.9
10.6575;4.4;0.6675;87.9121;71.6
11.325;5.1;0.5475;89.8876;69.3
11.8725;5.2;0.6;109.589;73.4
12.4725;5.3;0.585;100;67.9
13.0575;5.4;0.5925;102.564;77.3
13.65;6.1;0.57;101.266;69.4
14.22;6.2;0.6075;105.263;74.6
14.8275;6.3;0.576781;98.7654;71
15.40428125;6.4;0.713219;104.026;75.8
16.1175;7.1;0.6675;84.1257;70.5
16.785;7.2;0.5775;89.8876;69.7
17.3625;7.3;0.640813;103.896;67.2
18.0033125;7.4;0.709188;93.6311;70.4
18.7125;8.1;0.6675;84.6039;55.2
19.38;8.2;0.6825;89.8876;61.4
20.0625;8.3;0.6075;87.9121;51.6
20.67;8.4;0.6;98.7654;60.9
21.27;9.1;0.6825;100;53.7
21.9525;9.2;0.561938;87.9121;61.1
22.5144375;9.3;0.548063;106.773;55.6
23.0625;9.4;0.69;109.477;66.2
23.7525;10.1;0.6;86.9565;61.4
24.3525;10.2;0.6225;100;71.2
24.975;10.3;0.6225;96.3855;64.3
25.5975;10.4;0.6225;96.3855;62.2
26.22;11.1;0.63275;96.3855;56.8
26.85275;11.2;0.58975;94.8242;65.5
27.4425;11.3;0.51;101.738;61.2
27.9525;11.4;0.615;117.647;69.1
28.5675;12.1;0.69;97.561;69.3
29.2575;12.2;0.5775;86.9565;67.7
29.835;12.3;0.6375;103.896;63.8
30.4725;12.4;0.644208;94.1176;64.1
31.11670833;13.1;0.561979;93.1376;58.2
31.6786875;13.2;0.616313;106.766;66.1
32.295;13.3;0.533823;97.3532;61
32.82882292;13.4;0.576177;112.397;73.2
33.405;14.1;0.57;104.135;67.1
33.975;14.2;0.5925;105.263;76.7
34.5675;14.3;0.5175;101.266;72.3
35.085;14.4;0.585;115.942;74.2
35.67;15.1;0.5775;102.564;68.9
36.2475;15.2;0.54;103.896;74.9
36.7875;15.3;0.545729;111.111;67.9
37.33322917;15.4;0.639271;109.945;78.2
37.9725;16.1;0.5475;93.8569;73.3
38.52;16.2;0.583823;109.589;79.2
39.10382292;16.3;0.578677;102.771;73.3
39.6825;16.4;0.7875;103.685;78.9
40.47;17.1;1.11;76.1905;73.1
41.58;17.2;0.5325;54.0541;74.5
42.1125;17.3;0.63;112.676;68.8
42.7425;17.4;0.51;95.2381;65.6
43.2525;18.1;0.5175;117.647;65.4
43.77;18.2;0.54;115.942;67.4
44.31;18.3;0.525;111.111;66.4
44.835;18.4;0.524552;114.286;62.7
45.35955208;19.1;0.622948;114.383;66.5
45.9825;19.2;0.489688;96.3162;68.3
46.4721875;19.3;0.665313;122.527;62.6
47.1375;19.4;0.585;90.1832;61.6
47.7225;20.1;0.6;102.564;55.4
48.3225;20.2;0.5025;100;58.3
48.825;20.3;0.5175;119.403;58
49.3425;20.4;0.66;115.942;55.4
50.0025;21.1;0.5775;90.9091;63.8
50.58;21.2;0.517573;103.896;56
51.09757292;21.3;0.577427;115.926;64.6
51.675;21.4;0.615;103.909;67.3
52.29;22.1;0.5625;97.561;66.7
52.8525;22.2;0.5325;106.667;63.9
53.385;22.3;0.6;112.676;66.1
53.985;22.4;0.489375;100;70.6
54.474375;23.1;0.517802;122.605;68
54.99217708;23.2;0.545323;115.874;70
55.5375;23.3;0.5025;110.027;73.9
56.04;23.4;0.54;119.403;72.8
56.58;24.1;0.565104;111.111;71.6
57.14510417;24.2;0.533083;106.175;70.3
57.6781875;24.3;0.537115;112.553;75.3
58.21530208;24.4;0.528146;111.708;74.9
58.74344792;25.1;0.520365;113.605;76.7
59.2638125;25.2;0.451187;115.304;75.4
59.715;25.3;0.4575;132.982;74.3
60.1725;25.4;0.5175;131.148;82.1
60.69;26.1;0.51;115.942;81.1
61.2;26.2;0.4575;117.647;82.9
61.6575;26.3;0.42;131.148;79.5
62.0775;26.4;0.585;142.857;76.9
62.6625;27.1;0.5175;102.564;75.6
63.18;27.2;0.424458;115.942;77.1
63.60445833;27.3;0.47876;141.357;76.9
64.08321875;27.4;0.491781;125.324;82.3
64.575;28.1;0.473333;122.005;83.4
65.04833333;28.2;0.428042;126.761;77.5
