Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.835918367;1;2.25796;0;80.6
3.093877551;2;1.94485;26.5727;73.5
5.038730158;3;2.02249;30.8507;69.9
7.061224489;4;1.82857;29.6663;66.7
8.889795918;5;1.9102;32.8125;76.1
10.8;6;1.80263;31.4103;71.6
12.60263039;7;1.84635;33.2847;70.5
14.44897959;8;1.761;32.4966;67.7
16.20997732;9;1.82612;34.0716;78.7
18.03609977;10;1.80063;32.8565;74.7
19.83673469;11;1.82041;33.3216;74
21.65714286;12;1.7551;32.9596;75.4
23.4122449;13;1.89388;34.186;75.5
25.30612245;14;1.76327;31.681;74.9
27.06938776;15;1.74658;34.0278;72.9
28.81596372;16;1.86159;34.3529;77.4
30.67755102;17;1.75567;32.2306;78.2
32.43321995;18;1.83238;34.175;76.3
34.26560091;19;1.79971;32.7443;75.8
36.06530612;20;1.93415;33.3388;74.6
37.99945578;21;1.86921;31.0214;68.8
39.86866213;22;1.89823;32.0992;76.8
41.76689342;23;1.86576;31.6084;75.6
43.63265306;24;1.86122;32.1585;76
45.49387755;25;2.38367;32.2368;76.5
47.87755102;26;2.13878;25.1712;74.5
50.01632653;27;1.95102;28.0534;74.2
51.96734694;28;1.8449;30.7531;77.1
53.8122449;29;1.86546;32.5221;76
55.67770975;30;1.91413;32.1636;69.3
57.59183673;31;1.95102;31.3459;85.1
59.54285714;32;1.79592;30.7531;83.1
61.33877551;33;1.79762;33.4091;81.1
63.13639456;34;1.9983;33.3775;79.1
65.13469388;35;1.92454;30.0255;82.4
67.05922902;36;1.81655;31.1764;80.4
68.87578231;37;2.04376;33.0296;80
70.91954649;38;1.85596;29.3576;68.2
72.7755102;39;1.79592;32.3282;77.3
74.57142857;40;1.88571;33.4091;80.3
76.45714286;41;1.82893;31.8182;76.9
78.2860771;42;1.93079;32.806;77.8
80.21687075;43;1.86238;31.0753;71.7
82.0792517;44;1.80646;32.2168;60.2
83.88571429;45;1.72245;33.2141;63.5
85.60816327;46;1.78014;34.8341;65.3
87.38829932;47;1.77905;33.7053;66.7
89.16734694;48;1.7551;33.7259;68.1
90.92244898;49;1.79592;34.186;69.7
92.71836735;50;2.08163;33.4091;70.6
94.8;51;2.28385;28.8235;72.6
97.08385488;52;2.459;26.2714;67.2
99.54285714;53;2.46531;24.4001;61.4
102.0081633;54;2.22041;24.3377;70.5
104.2285714;55;2.52794;27.0221;74.4
106.7565079;56;2.39014;23.7348;71.1
109.146644;57;2.25689;25.1032;71.6
111.4035374;58;2.6781;26.5852;70.4
114.0816327;59;2.40707;22.404;62.4
116.4887075;60;2.13986;24.9265;69.7
118.6285714;61;2.30095;28.0392;72.1
120.9295238;62;2.12839;26.0762;63.9
123.0579138;63;2.1829;28.1903;67.2
125.2408163;64;2.08163;27.4863;69
127.322449;65;2.34;28.8235;72.6
129.662449;66;2.28041;25.641;71.1
131.9428571;67;2.35918;26.3111;68.9
134.3020408;68;2.38367;25.4325;69.7
136.6857143;69;2.97812;25.1712;71.5
139.6638322;70;2.10823;20.147;64.7
141.7720635;71;2.46467;28.4599;74.5
144.2367347;72;2.06531;24.344;65.6
146.3020408;73;2.12245;29.0514;66.2
148.4244898;74;2.30204;28.2692;73.7
150.7265306;75;3.55122;26.0638;64.7
154.2777551;76;1.72224;16.8956;64.6
156;77;1.64898;34.8382;71.2
157.6489796;78;1.64082;36.3861;75.6
159.2897959;79;1.62449;36.5672;72.9
160.9142857;80;1.63701;36.9347;77.6
162.5512925;81;1.65279;36.6523;72.7
164.2040816;82;1.68163;36.3023;72
165.8857143;83;1.54757;35.6796;71.7
167.433288;84;1.61041;38.7704;72.6
169.0436961;85;1.60351;37.2576;73.3
170.6472109;86;1.6385;37.4178;82
172.2857143;87;1.64082;36.6188;75.8
173.9265306;88;1.6;36.5672;74.5
175.5265306;89;1.61646;37.5;76.4
177.1429932;90;1.7468;37.1181;82.8
178.8897959;91;1.9356;34.3485;81.4
180.8253968;92;1.69571;30.9981;75.3
182.5211111;93;1.70746;35.3833;75.3
184.2285714;94;1.86122;35.1399;78.9
186.0897959;95;2.52245;32.2368;77.5
188.6122449;96;2.17959;23.7864;67.5
190.7918367;97;2.25306;27.5281;67.3
193.044898;98;1.95918;26.6304;68.5
195.0040816;99;1.98821;30.625;80.9
196.9922902;100;1.79374;30.1779;76.6
198.7860317;101;1.9795;33.4496;81.1
200.7655329;102;1.80068;30.3107;75.2
202.5662132;103;1.83905;33.3207;75.2
204.4052608;104;1.98531;32.6256;78.2
206.3905669;105;2.31964;30.222;75.8
208.7102041;106;2.19084;25.8661;64.5
210.9010431;107;2.26395;27.3868;67.8
