Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.796734694;0.5;0.241633;0;50
1.038367347;0.6;0.248163;248.311;53.7
1.286530612;1.1;0.222041;241.776;58
1.508571429;1.2;0.261224;270.221;58.2
1.769795918;1.3;0.262698;229.688;57.2
2.032494331;1.4;0.233628;228.399;46.8
2.266122449;1.5;0.261224;256.818;55.6
2.527346939;1.6;0.267755;229.688;49.2
2.795102041;2.1;0.241633;224.085;61.9
3.036734694;2.2;0.267755;248.311;66.4
3.304489796;2.3;0.248163;224.085;60.6
3.552653061;2.4;0.228571;241.776;54.8
3.78122449;2.5;0.228571;262.5;57
4.009795918;2.6;0.235102;262.5;64.1
4.244897959;3.1;0.241633;255.208;66.6
4.486530612;3.2;0.235102;248.311;64.4
4.721632653;3.3;0.248163;255.208;57
4.969795918;3.4;0.241633;241.776;49.5
5.211428571;3.5;0.228571;248.311;57.7
5.44;3.6;0.254694;262.5;49.6
5.694693878;4.1;0.254694;235.577;62.5
5.949387755;4.2;0.235102;235.577;66.8
6.184489796;4.3;0.195918;255.208;60.4
6.380408163;4.4;0.20898;306.25;60.7
6.589387755;4.5;0.235102;287.109;66.4
6.824489796;4.6;0.254694;255.208;69.1
7.079183673;5.1;0.21551;235.577;67.3
7.294693878;5.2;0.222041;278.409;65.2
7.516734694;5.3;0.222041;270.221;57.9
7.73877551;5.4;0.241633;270.221;50.3
7.980408163;5.5;0.261224;248.311;56.7
8.241632653;5.6;0.254694;229.688;47.2
8.496326531;6.1;0.228571;235.577;62.3
8.724897959;6.2;0.222041;262.5;69.5
8.946938776;6.3;0.200476;270.221;66.3
9.147414966;6.4;0.243605;299.287;58.7
9.391020408;6.5;0.228571;246.3;65.3
9.619591837;6.6;0.241633;262.5;63.2
9.86122449;7.1;0.21551;248.311;63.2
10.07673469;7.2;0.241633;278.409;69
10.31836735;7.3;0.195079;248.311;68.1
10.51344671;7.4;0.22941;307.567;60.8
10.74285714;7.5;0.248163;261.54;65.2
10.99102041;7.6;0.202449;241.776;61.2
11.19346939;8.1;0.235102;296.371;64.7
11.42857143;8.2;0.226463;255.208;63.1
11.65503401;8.3;0.217619;264.944;61.5
11.87265306;8.4;0.248163;275.711;61.2
12.12081633;8.5;0.197279;241.776;61.8
12.31809524;8.6;0.253333;304.138;59.2
12.57142857;9.1;0.222041;236.842;67.8
12.79346939;9.2;0.235102;270.221;64.6
13.02857143;9.3;0.274286;255.208;62.3
13.30285714;9.4;0.267755;218.75;54.5
13.57061225;9.5;0.274286;224.085;64.6
13.84489796;9.6;0.248163;218.75;51
14.09306122;10.1;0.274286;241.776;67
14.36734694;10.2;0.254376;218.75;66.6
14.62172336;10.3;0.255011;235.871;64.8
14.87673469;10.4;0.241633;235.284;57.1
15.11836735;10.5;0.21551;248.311;63.6
15.33387755;10.6;0.228571;278.409;67.8
15.56244898;11.1;0.257279;262.5;71.6
15.81972789;11.2;0.219456;233.21;64.8
16.03918367;11.3;0.21551;273.404;62.3
16.25469388;11.4;0.235102;278.409;53.6
16.48979592;11.5;0.267755;255.208;65.7
16.75755102;11.6;0.267755;224.085;55.1
17.02530612;12.1;0.306939;224.085;69.8
