Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
0.754648526;1.1;0.812698;0;66.5
1.567346938;1.2;0.684989;73.8281;63.9
2.2523356;1.3;0.708209;87.5927;64
2.960544217;1.4;0.684989;84.7208;64.8
3.645532879;1.5;0.742222;87.5927;73.7
4.387755102;1.6;0.728571;80.8383;70.4
5.11632653;1.7;0.720408;82.3529;68.9
5.836734693;1.8;0.74322;83.2861;68.8
6.579954648;2.1;0.757551;80.7298;72.9
7.337505668;2.2;0.661769;79.2026;70.4
7.999274376;2.3;0.658866;90.6661;64.4
8.658140589;2.4;0.721451;91.0655;67.4
9.379591836;2.5;0.721088;83.1657;61.4
10.10068027;2.6;0.682993;83.2076;69.2
10.78367347;2.7;0.605714;87.8486;62.9
11.38938776;2.8;0.615329;99.0566;68.3
12.00471655;3.1;0.615329;97.5088;61.6
12.62004535;3.2;0.638549;97.5088;59.1
13.2585941;3.3;0.661769;93.9631;66.8
13.92036281;3.4;0.626939;90.6661;68.7
14.54730159;3.5;0.676553;95.7031;69.3
15.22385488;3.6;0.612154;88.6848;62.8
15.83600907;3.7;0.684989;98.0145;73
16.52099773;3.8;0.731429;87.5927;72.4
17.2524263;4.1;0.638549;82.0312;73
17.89097506;4.2;0.661769;93.9631;71.1
18.55274376;4.3;0.719773;90.6661;66.6
19.27251701;4.4;0.796417;83.3596;61.6
20.06893424;4.5;0.666485;75.3374;52.3
20.7354195;4.6;0.661769;90.0245;61.5
21.39718821;4.7;0.696599;90.6661;67.7
22.09378685;4.8;0.743039;86.1328;64.7
22.8368254;5.1;0.661769;80.7495;64.6
23.4985941;5.2;0.568889;90.6661;64.1
24.06748299;5.3;0.603719;105.469;62.4
24.67120181;5.4;0.553288;99.384;67.8
25.2244898;5.5;0.644898;108.443;64.5
25.86938776;5.6;0.587755;93.038;66.6
26.45714286;5.7;0.623129;102.083;63.3
27.08027211;5.8;0.702404;96.2882;63.8
27.78267574;6.1;0.719819;85.421;67.1
28.50249433;6.2;0.615329;83.3543;70.1
29.11782313;6.3;0.603719;97.5088;72.8
29.72154195;6.4;0.592109;99.384;69.2
30.31365079;6.5;0.696599;101.333;66.7
31.01024943;6.6;0.673379;86.1328;66.9
31.68362812;6.7;0.667392;89.1029;70.6
32.35102041;6.8;0.755102;89.9021;65.3
