Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
1.253877551;1.1;0.940408;0;62.4
2.194285714;1.2;0.835918;63.8021;63.8
3.030204082;1.3;0.806893;71.7773;55.9
3.837097506;1.4;0.847528;74.3593;63.2
4.68462585;1.5;0.817438;70.7941;69.7
5.502063492;1.6;0.749909;73.4001;65.9
6.251972789;1.7;0.818503;80.0097;64.5
7.07047619;1.8;0.888163;73.3045;72.5
7.958639456;2.1;0.818503;67.5551;75.8
8.777142857;2.2;0.766258;73.3045;67
9.543401361;2.3;0.748844;78.3026;65
10.2922449;2.4;0.905578;80.1235;59.6
11.19782313;2.5;0.992653;66.256;54.9
12.19047619;2.6;0.888163;60.4441;53
13.07863946;2.7;0.853333;67.5551;60.6
13.93197279;2.8;0.870748;70.3125;55.5
14.80272109;3.1;0.905578;68.9063;62.8
15.70829932;3.2;0.835918;66.256;62.3
16.54421769;3.3;0.835918;71.7773;67.2
17.38013605;3.4;0.969705;71.7773;64.5
18.34984127;3.5;1.08526;61.8745;63.8
19.43510204;3.6;0.940408;55.2863;57.9
20.3755102;3.7;0.905578;63.8021;68.3
21.28108844;3.8;0.975238;66.256;71
22.25632653;4.1;0.957823;61.5234;74.4
23.21414966;4.2;0.922993;62.642;79.6
24.13714286;4.3;1.07973;65.0059;69.2
25.21687075;4.4;0.992653;55.5696;72.9
26.20952381;4.5;0.90898;60.4441;65.6
27.1185034;4.6;0.937007;66.0081;66.8
28.0555102;4.7;0.957823;64.0337;59.5
29.01333333;4.8;1.14939;62.642;61.4
30.16272109;5.1;0.905578;52.2017;63.6
31.06829932;5.2;0.818503;66.256;63.9
31.88680272;5.3;0.760454;73.3045;67.4
32.64725624;5.4;0.894853;78.9003;69.7
33.54210884;5.5;0.83356;67.0501;69.5
34.37566893;5.6;0.766258;71.9804;68.7
35.14192744;5.7;0.872222;78.3026;67.8
36.01414966;5.8;1.05989;68.7898;65.1
37.07403628;6.1;0.865918;56.6098;62.9
37.93995465;6.2;0.738685;69.2906;65.1
38.67863946;6.3;0.905578;81.2254;60.7
39.58421769;6.4;0.766258;66.256;62.4
40.35047619;6.5;0.801088;78.3026;68.9
41.15156463;6.6;0.940408;74.8981;70
42.09197279;6.7;0.922993;63.8021;68.1
43.01496599;6.8;1.07973;65.0059;63.8
44.09469388;7.1;0.816145;55.5696;59.9
44.910839;7.2;0.803447;73.5163;62.7
45.71428571;7.3;0.801088;74.6783;60.1
46.51537415;7.4;0.766258;74.8981;66.9
47.28163265;7.5;0.731429;78.3026;71.2
48.01306122;7.6;0.766258;82.0313;71.7
48.77931973;7.7;0.801088;78.3026;70.3
49.58040816;7.8;1.02748;74.8981;74.7
50.60789116;8.1;0.975238;58.3951;73.6
51.58312925;8.2;0.714014;61.5234;73.8
52.29714286;8.3;0.801088;84.032;72.2
53.09823129;8.4;0.801088;74.8981;71.3
53.89931973;8.5;0.783673;74.8981;67.6
54.6829932;8.6;0.801088;76.5625;66.6
55.48408163;8.7;0.750317;74.8981;71.5
56.23439909;8.8;0.817029;79.9661;68.6
57.05142857;9.1;0.870748;73.4368;69.5
57.92217687;9.2;1.14939;68.9063;68
59.07156463;9.3;0.992653;52.2017;70.3
60.06421769;9.4;0.731429;60.4441;64
60.79564626;9.5;0.714014;82.0313;62.6
61.50965986;9.6;0.714014;84.032;69.3
62.22367347;9.7;0.748844;84.032;69.6
62.97251701;9.8;0.835918;80.1235;74.9
63.80843537;10.1;0.722653;71.7773;68.1
64.53108844;10.2;0.687959;83.0274;68.8
65.21904762;10.3;0.905578;87.2145;72.3
66.12462585;10.4;0.783673;66.256;71.3
66.90829932;10.5;0.804082;76.5625;69.4
67.71238095;10.6;0.798095;74.6193;69.2
68.51047619;10.7;0.818503;75.179;71.1
69.32897959;10.8;0.661769;73.3045;69.4
69.9907483;11.1;0.801088;90.6661;68
70.79183674;11.2;0.696599;74.8981;65.9
71.48843537;11.3;0.893719;86.1328;68.1
72.3821542;11.4;0.812948;67.1352;64.8
73.19510204;11.5;0.835918;73.8055;61.3
