Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
2.873469388;1.1;0.667574;0;82.7
3.541043084;1.2;0.635646;89.8777;84.3
4.176689342;1.3;0.391837;94.3921;71.9
4.568526077;1.4;0.400544;153.125;70.8
4.969070295;2.1;0.423764;149.796;76.7
5.392834467;2.2;0.480522;141.588;77.5
5.873356009;2.3;0.404739;124.864;68.5
6.278095238;2.4;0.415057;148.244;72.4
6.693151927;3.1;0.423764;144.559;77.9
7.1169161;3.2;0.473107;141.588;79.2
7.590022676;3.3;0.449887;126.821;74.3
8.039909297;3.4;0.505034;133.367;76.6
8.544943311;4.1;0.444082;118.804;72.4
8.989024943;4.2;0.403447;135.11;66.3
9.392471655;4.3;0.441179;148.719;71.2
9.833650794;4.4;0.409252;135.999;69.7
10.24290249;5.1;0.507937;146.609;79.9
10.750839;5.2;0.493424;118.125;77.5
11.24426304;5.3;0.426667;121.599;71.1
11.67092971;5.4;0.409252;140.625;72.6
12.08018141;6.1;0.487619;146.609;73.1
12.56780045;6.2;0.476009;123.047;72.8
13.04380952;6.3;0.435374;126.048;69.7
13.47918367;6.4;0.449887;137.813;73
13.9290703;7.1;0.417959;133.367;74.5
14.34702948;7.2;0.481814;143.555;74.5
14.82884354;7.3;0.449887;124.529;70.2
15.27873016;7.4;0.452789;133.367;74.4
15.73151927;8.1;0.432472;132.512;67.9
16.16399093;8.2;0.432472;138.737;72.8
16.59646259;8.3;0.429569;138.737;75.3
17.02603175;8.4;0.438277;139.675;77.6
17.46430839;9.1;0.473107;136.9;80.9
17.93741497;9.2;0.464399;126.821;80.9
18.40181406;9.3;0.442268;129.199;76.4
18.84408163;9.4;0.421224;135.664;77.2
19.26530612;10.1;0.444082;142.442;76.3
19.70938776;10.2;0.489796;135.11;79.2
20.19918367;10.3;0.411429;122.5;81.9
20.61061225;10.4;0.447347;145.833;78.4
21.05795918;11.1;0.414694;134.124;76.8
21.47265306;11.2;0.483265;144.685;76.8
21.95591837;11.3;0.43102;124.155;79.1
22.38693878;11.4;0.486531;139.205;75.3
