Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
1.141333333;1.1;3.136;0;63.8
4.277333333;1.2;3.08267;19.1327;71.4
7.36;2.1;3.12533;19.4637;76
10.48533333;2.2;3.09333;19.198;68.7
13.57866667;3.1;3.09333;19.3966;52
16.672;3.2;3.488;19.3966;65.9
20.16;4.1;3.53067;17.2018;66.6
23.69066667;4.2;3.53067;16.994;55.8
27.22133333;5.1;2.85867;16.994;62.3
30.08;5.2;3.01867;20.9888;65.7
33.09866667;6.1;2.816;19.8763;66.6
35.91466667;6.2;3.01394;21.3068;67.6
38.92860417;7.1;2.7354;19.9075;67.6
41.664;7.2;3.136;21.9347;71
44.8;8.1;2.85867;19.1327;75
47.65866667;8.2;2.80533;20.9888;73.9
50.464;9.1;3.54133;21.3878;72.2
54.00533333;9.2;3.12533;16.9428;61.7
57.13066667;10.1;2.73067;19.198;74.7
59.86133333;10.2;2.82667;21.9727;74.7
62.688;11.1;2.816;21.2264;66.2
65.504;11.2;3.92533;21.3068;63.8
69.42933333;12.1;2.848;15.2853;65.6
72.27733333;12.2;2.69867;21.0674;65
74.976;13.1;2.67733;22.2332;71.2
77.65333333;13.2;2.83127;22.4104;71.9
80.48460417;14.1;2.59806;21.1919;68.4
83.08266667;14.2;2.79467;23.0941;72.4
85.87733333;15.1;2.68075;21.4695;74.4
88.55808333;15.2;2.92992;22.3818;67.8
91.488;16.1;2.73067;20.4784;61.1
94.21866667;16.2;2.688;21.9727;61.6
96.90666667;17.1;2.816;22.3214;69.1
99.72266667;17.2;2.85867;21.3068;67.6
102.5813333;18.1;2.83733;20.9888;69.7
105.4186667;18.2;3.11467;21.1466;62.3
108.5333333;19.1;2.98667;19.2637;58.9
111.52;19.2;2.64533;20.0893;34.2
114.1653333;20.1;2.50735;22.6815;71.2
116.6726875;20.2;2.30331;23.9296;66.5
118.976;21.1;2.18788;26.0494;71
121.163875;21.2;2.35613;27.4239;75.2
123.52;22.1;2.24954;25.4655;71.7
125.7695417;22.2;2.33713;26.6721;69.3
128.1066667;23.1;2.176;25.6726;73.1
130.2826667;23.2;2.12488;27.5735;69.9
132.4075417;24.1;2.43375;28.237;70.2
134.8412917;24.2;2.39604;24.6533;70.1
137.2373333;25.1;2.176;25.0413;73.2
139.4133333;25.2;2.21867;27.5735;76.7
141.632;26.1;2.12267;27.0433;79.8
143.7546667;26.2;2.43477;28.2663;79.3
146.1894375;27.1;2.18467;24.643;70.9
148.3741042;27.2;2.22856;27.4641;78.5
150.6026667;28.1;2.41067;26.9232;81.2
153.0133333;28.2;2.48533;24.8894;75.9
155.4986667;29.1;2.51733;24.1416;78.1
158.016;29.2;2.63467;23.8347;76.1
160.6506667;30.1;2.688;22.7733;76.2
163.3386667;30.2;2.54933;22.3214;69.4
165.888;31.1;2.51633;23.5356;65.3
168.4043333;31.2;2.80633;23.8442;69.8
171.2106667;32.1;2.54933;21.3802;68.5
173.76;32.2;2.75483;23.5356;66.7
176.5148333;33.1;2.71717;21.7799;65.5
179.232;33.2;2.70933;22.0818;64.5
181.9413333;34.1;2.496;22.1457;63.5
184.4373333;34.2;2.592;24.0385;64.4
187.0293333;35.1;2.41067;23.1481;60.2
189.44;35.2;2.4;24.8894;62.3
191.84;36.1;2.32533;25;67
194.1653333;36.2;2.336;25.8028;62.8
196.5013333;37.1;2.176;25.6849;67.2
198.6773333;37.2;2.21867;27.5735;70.9
200.896;38.1;2.15467;27.0433;72.7
203.0506667;38.2;2.13333;27.8465;75.9
205.184;39.1;1.984;28.125;78.4
207.168;39.2;2.05867;30.2419;79.8
209.2266667;40.1;2.69867;29.1451;85.5
211.9253333;40.2;2.66667;22.2332;81.4
214.592;41.1;2.69867;22.5;81.9
217.2906667;41.2;2.688;22.2332;80
219.9786667;42.1;2.69867;22.3214;81.5
222.6773333;42.2;2.96533;22.2332;77.8
225.6426667;43.1;2.752;20.2338;71.1
228.3946667;43.2;3.22133;21.8023;66.6
231.616;44.1;3.24267;18.6258;63.2
234.8586667;44.2;2.99733;18.5033;71.1
237.856;45.1;3.09333;20.0178;75.8
240.9493333;45.2;3.05067;19.3966;68.3
244;46.1;2.98667;19.6678;49.5
246.9866667;46.2;3.21067;20.0893;68.5
250.1973333;47.1;3.08781;18.6877;66.8
253.2851458;47.2;3.12019;19.4312;55.6
256.4053333;48.1;2.47467;19.2296;60.5
258.88;48.2;2.61333;24.2457;67
261.4933333;49.1;2.34667;22.9592;66.8
263.84;49.2;2.50667;25.5682;71
266.3466667;50.1;2.304;23.9362;69.1
268.6506667;50.2;2.56;26.0417;74.2
271.2106667;51.1;2.38933;23.4375;75.3
273.6;51.2;2.368;25.1116;77.8
275.968;52.1;2.93333;25.3378;79.1
278.9013333;52.2;2.61673;20.4545;72.1
281.5180625;53.1;3.02594;22.9294;75.9
284.544;53.2;2.688;19.8286;63.8
287.232;54.1;2.65746;22.3214;70.6
289.8894583;54.2;2.59054;22.578;72.1
292.48;55.1;2.53554;23.1612;70.8
295.0155417;55.2;3.29912;23.6636;64.5
298.3146667;56.1;2.57067;18.1866;62
300.8853333;56.2;2.51733;23.3402;65.9
303.4026667;57.1;2.61229;23.8347;76.3
306.0149583;57.2;2.61438;22.9683;74.3
308.6293333;58.1;2.61333;22.95;73.6
311.2426667;58.2;2.44267;22.9592;76.6
313.6853333;59.1;2.64677;24.5633;76.1
316.3321042;59.2;2.52656;22.6691;69.4
318.8586667;60.1;2.41067;23.7477;70.9
321.2693333;60.2;2.40067;24.8894;72.5
323.67;61.1;2.3625;24.9931;72.4
326.0325;61.2;2.60908;25.3968;71.5
328.6415833;62.1;3.10215;22.9966;70.3
331.7437292;62.2;3.5416;19.3414;64
335.2853333;63.1;3.24267;16.9415;68.7
338.528;63.2;3.08267;18.5033;70.2
341.6106667;64.1;2.83733;19.4637;80.9
344.448;64.2;2.58133;21.1466;76.5
347.0293333;65.1;2.45567;23.2438;81.7
349.485;65.2;2.68567;24.4333;79.3
352.1706667;66.1;2.92267;22.3408;78.1
