Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
0.857142857;1.1;1.39592;0;48.4
2.253061224;1.2;1.25714;42.9825;72.1
3.510204081;2.1;1.20224;47.7273;70.9
4.712448979;2.2;1.0998;49.9066;71.2
5.812244897;3.1;1.00408;54.5556;73.2
6.81632653;3.2;1.16735;59.7561;68.1
7.983673469;4.1;1.14286;51.3986;67.7
9.126530612;4.2;0.979592;52.5;73.1
10.10612245;5.1;1.10204;61.25;76.4
11.20816327;5.2;1.07136;54.4444;70.6
12.27952381;6.1;1.07558;56.0036;82.6
13.35510204;6.2;0.955102;55.7839;79.7
14.31020408;7.1;1.33061;62.8205;76.3
15.64081633;7.2;1.6;45.092;75.2
17.24081633;8.1;1.06122;37.5;56.5
18.30204082;8.2;1.37143;56.5385;50.7
19.67346939;9.1;1.06939;43.75;54.7
20.74285714;9.2;1.18367;56.1069;65.2
21.92653061;10.1;0.994218;50.6897;67.2
22.9207483;10.2;1.03844;60.349;71.5
23.95918367;11.1;0.922449;57.7792;65
24.88163265;11.2;1.15918;65.0443;72.9
26.04081633;12.1;1.15102;51.7606;71.3
27.19183673;12.2;0.987755;52.1277;73
28.17959184;13.1;0.970522;60.7438;68.1
29.15011338;13.2;1.05397;61.8224;72.8
30.20408163;14.1;0.840816;56.9277;76.5
31.04489796;14.2;0.902381;71.3592;75.6
31.94727891;15.1;0.771088;66.4908;76
32.71836735;15.2;1.15918;77.8121;80.9
33.87755102;16.1;1.02041;51.7606;79.9
34.89795918;16.2;1.11837;58.8;80.8
36.01632653;17.1;1.16735;53.6496;76.9
37.18367347;17.2;0.827007;51.3986;73.3
38.01068027;18.1;0.911769;72.5508;69.8
38.92244898;18.2;0.816327;65.8062;68.7
39.73877551;19.1;0.881633;73.5;66.4
40.62040816;19.2;0.873265;68.0556;65.7
41.49367347;20.1;0.856236;68.7076;62
42.3499093;20.2;1.02152;70.0742;62.6
43.37142857;21.1;0.938776;58.736;67.7
44.31020408;21.2;1.02041;63.913;74.4
45.33061224;22.1;0.963265;58.8;72.6
46.29387755;22.2;0.946939;62.2881;73.6
47.24081633;23.1;0.979592;63.3621;73
48.22040816;23.2;0.954762;61.25;75.4
49.17517007;24.1;0.898299;62.8429;73.7
50.07346939;24.2;0.906122;66.7929;75.8
50.97959184;25.1;0.963265;66.2162;77.3
51.94285714;25.2;0.959977;62.2881;84.4
52.90283447;26.1;1.01553;62.5015;81.3
53.91836735;26.2;0.944649;59.0823;75.7
54.86301587;27.1;0.900249;63.5157;74.2
55.76326531;27.2;0.930612;66.6482;78.9
56.69387755;28.1;1.00408;64.4737;82
57.69795918;28.2;0.922449;59.7561;76.2
58.62040816;29.1;0.906122;65.0443;76.3
59.52653061;29.2;0.930612;66.2162;80.1
60.45714286;30.1;0.889796;64.4737;73.3
61.34693878;30.2;0.930612;67.4312;77.8
62.27755102;31.1;0.8;64.4737;73.6
63.07755102;31.2;0.946939;75;76.1
64.0244898;32.1;0.938776;63.3621;81.8
64.96326531;32.2;0.906122;63.913;81.4
65.86938776;33.1;0.987755;66.2162;73.2
66.85714286;33.2;1.0449;60.7438;74.6
67.90204082;34.1;1.01224;57.4219;66.5
68.91428571;34.2;0.971429;59.2742;70.7
69.88571429;35.1;0.955193;61.7647;70.3
70.84090703;35.2;0.971338;62.8145;72.3
71.8122449;36.1;0.987755;61.7705;77.4
72.8;36.2;0.930862;60.7438;75.3
73.73086168;37.1;0.865057;64.4564;71.4
74.59591837;37.2;0.955102;69.3596;69.2
75.55102041;38.1;0.971429;62.8205;75.2
76.52244898;38.2;0.857143;61.7647;69.7
77.37959184;39.1;0.865306;70;73.8
78.24489796;39.2;0.922449;69.3396;72.6
79.16734694;40.1;0.832653;65.0443;67.7
80;40.2;0.914286;72.0588;79.5
80.91428571;41.1;0.963265;65.625;74.1
81.87755102;41.2;0.897959;62.2881;70.2
82.7755102;42.1;1.01224;66.8182;63.7
83.7877551;42.2;0.889796;59.2742;67.5
84.67755102;43.1;0.963265;67.4312;69.3
85.64081633;43.2;0.889796;62.2881;69.5
86.53061224;44.1;0.914286;67.4312;74.3
87.44489796;44.2;0.771088;65.625;77
88.21598639;45.1;0.902404;77.8121;76.6
89.11839002;45.2;0.865283;66.4891;76.7
89.98367347;46.1;0.759184;69.3414;80.1
90.74285714;46.2;0.84898;79.0323;78.7
91.59183673;47.1;0.832653;70.6731;79.5
92.4244898;47.2;0.840816;72.0588;79.6
93.26530612;48.1;0.873469;71.3592;81.1
94.13877551;48.2;0.8;68.6916;77.9
94.93877551;49.1;0.794898;75;79.9
95.73367347;49.2;0.911224;75.4814;83.3
96.64489796;50.1;0.914286;65.8455;81.8
97.55918367;50.2;0.832653;65.625;80.8
98.39183673;51.1;0.782789;72.0588;80.3
99.17462585;51.2;0.89068;76.649;78.4
100.0653061;52.1;0.807279;67.3642;83.1
100.872585;52.2;0.809048;74.3238;78.9
101.6816327;53.1;0.816327;74.1613;80.9
102.4979592;53.2;0.77551;73.5;77.7
103.2734694;54.1;0.881633;77.3684;78
104.155102;54.2;0.767347;68.0556;80.2
104.922449;55.1;0.84898;78.1915;80.9
105.7714286;55.2;0.84898;70.6731;77.5
106.6204082;56.1;0.889796;70.6731;82
107.5102041;56.2;0.767619;67.4312;79.4
108.2778231;57.1;0.938503;78.1638;83.8
109.2163265;57.2;1.01224;63.9316;81.9
110.2285714;58.1;1.10204;59.2742;70.4
111.3306122;58.2;0.889796;54.4444;79.2
112.2204082;59.1;0.906122;67.4312;83.6
113.1265306;59.2;0.791837;66.2162;84.5
113.9183673;60.1;1.11837;75.7732;80.7
115.0367347;60.2;0.832653;53.6496;77.8
115.8693878;61.1;1.03673;72.0588;79.6
116.9061224;61.2;1.07091;57.874;77.7
117.9770295;62.1;1.04338;56.0273;75.4
119.0204082;62.2;0.906077;57.5055;83.4
119.9264853;63.1;0.857188;66.2195;76.8
120.7836735;63.2;0.946871;69.9963;84.1
121.7305442;64.1;0.847302;63.3666;78
122.5778458;64.2;0.883379;70.813;81.2
123.4612245;65.1;0.946939;67.921;77.9
124.4081633;65.2;1.08571;63.3621;78.9
125.4938776;66.1;1.18367;55.2632;76.3
126.677551;66.2;0.783673;50.6897;62.9
127.4612245;67.1;0.906735;76.5625;73.4
128.3679592;67.2;0.889184;66.1715;66.2
129.2571429;68.1;0.923946;67.4776;66.4
130.1810884;68.2;0.913946;64.9389;62.7
131.095034;69.1;0.86415;65.6494;69.1
131.9591837;69.2;0.979592;69.4324;68.9
132.9387755;70.1;0.971429;61.25;73.9
133.9102041;70.2;0.963265;61.7647;78.4
134.8734694;71.1;1.03673;62.2881;74.5
135.9102041;71.2;1.2;57.874;78.4
137.1102041;72.1;1.03673;50;71.5
138.1469388;72.2;0.971429;57.874;75.3
139.1183673;73.1;0.999342;61.7647;72.9
140.1177098;73.2;1.04417;60.0395;73.6
141.1618821;74.1;1.03018;57.4618;64.6
142.1920635;74.2;1.01635;58.2422;69
143.2084127;75.1;1.06914;59.0348;72.3
144.277551;75.2;1.13469;56.12;67
145.4122449;76.1;1.19603;52.8777;62.9
146.6082766;76.2;1.30193;50.1659;51.4
147.9102041;77.1;1.20825;46.0855;56.8
149.118458;77.2;1.37134;49.6584;52.3
150.4897959;78.1;1.09213;43.7529;60.7
151.5819274;78.2;1.12828;54.9384;60.9
152.7102041;79.1;1.06939;53.1784;71.3
153.7795918;79.2;0.963265;56.1069;68.2
154.7428571;80.1;1.12653;62.2881;68
155.8693878;80.2;0.969615;53.2609;71.6
156.8390023;81.1;1.03855;61.8803;62.7
157.877551;81.2;1.02857;57.7729;69
158.9061224;82.1;1.08571;58.3333;69.8
159.9918367;82.2;1.11837;55.2632;65.3
161.1102041;83.1;1.10204;53.6496;70.5
162.2122449;83.2;1.01224;54.4444;66.8
163.2244898;84.1;1.05508;59.2742;74.2
164.2795692;84.2;1.06737;56.8678;68.1
165.3469388;85.1;1.10204;56.213;74.3
166.4489796;85.2;0.922449;54.4444;72.9
167.3714286;86.1;1.06939;65.0443;72.6
168.4408163;86.2;1.01224;56.1069;74.5
169.4530612;87.1;1.09388;59.2742;70.6
170.5469388;87.2;1.0266;54.8507;67.4
171.5735374;88.1;1.01422;58.4454;69.1
172.5877551;88.2;1.00907;59.1589;64.9
173.5968254;89.1;1.08889;59.4607;65.2
174.6857143;89.2;0.960658;55.102;61.8
175.6463719;90.1;1.19444;62.4572;53.4
176.8408163;90.2;1.17551;50.2326;58.1
178.0163265;91.1;1.05306;51.0417;59.7
179.0693878;91.2;1.03673;56.9767;67.3
180.1061224;92.1;0.971429;57.874;70.9
181.077551;92.2;1.1102;61.7647;63.6
182.1877551;93.1;1.11837;54.0441;78.4
183.3061224;93.2;1.09388;53.6496;65.9
184.4;94.1;1.0449;54.8507;73
185.444898;94.2;0.995918;57.4219;68.8
186.4408163;95.1;0.995918;60.2459;75
187.4367347;95.2;0.939864;60.2459;75.1
188.3765986;96.1;1.04381;63.839;73.4
189.4204082;96.2;0.979592;57.4818;73.6
190.4;97.1;1.08571;61.25;73.1
191.4857143;97.2;1.02857;55.2632;78.5
192.5142857;98.1;0.952086;58.3333;76.6
193.4663719;98.2;0.99263;63.0195;69.5
194.4590023;99.1;0.977732;60.4455;66.8
195.4367347;99.2;1.08571;61.3665;74.2
196.522449;100.1;1.00313;55.2632;77
197.5255782;100.2;1.10299;59.8128;65.1
198.6285714;101.1;1.12653;54.3974;78.5
199.755102;101.2;1.00408;53.2609;69.1
200.7591837;102.1;1.01224;59.7561;78.2
201.7714286;102.2;1.08571;59.2742;67.1
202.8571429;103.1;1.04272;55.2632;72.2
203.8998639;103.2;0.998095;57.5418;69.8
204.8979592;104.1;1.01224;60.1145;78.9
205.9102041;104.2;1.06939;59.2742;74.1
206.9795918;105.1;0.906122;56.1069;81.9
207.8857143;105.2;1.02857;66.2162;80.6
208.9142857;106.1;1.03673;58.3333;75.7
209.9510204;106.2;1.19184;57.874;71.3
211.1428571;107.1;0.979592;50.3425;70.2
212.122449;107.2;1.05306;61.25;73.1
213.1755102;108.1;0.979592;56.9767;79
214.155102;108.2;0.997392;61.25;69.1
215.1524943;109.1;0.994444;60.1569;80.1
216.1469388;109.2;0.938776;60.3352;71.9
217.0857143;110.1;0.946939;63.913;78.4
218.0326531;110.2;0.930612;63.3621;75.1
218.9632653;111.1;0.922449;64.4737;79.8
219.8857143;111.2;0.906122;65.0443;77.2
220.7918367;112.1;0.987755;66.2162;83.2
221.7795918;112.2;0.881633;60.7438;83.7
222.6612245;113.1;0.963265;68.0556;84.4
223.6244898;113.2;0.897959;62.2881;85.4
224.522449;114.1;0.889547;66.8182;82.1
225.4119955;114.2;0.898209;67.4501;85.1
226.3102041;115.1;0.82449;66.7996;85.4
227.1346939;115.2;0.930612;72.7723;84.7
228.0653061;116.1;0.833946;64.4737;85.1
228.8992517;116.2;0.871224;71.9471;82.9
229.7704762;117.1;0.882585;68.8686;83.8
230.6530612;117.2;0.906122;67.9821;84.7
231.5591837;118.1;0.832653;66.2162;85.4
232.3918367;118.2;0.930612;72.0588;87.5
233.322449;119.1;0.781247;64.4737;84.9
234.1036961;119.2;0.916712;76.8003;85.5
235.0204082;120.1;0.82449;65.4513;86.1
235.844898;120.2;0.938776;72.7723;86.1
236.7836735;121.1;0.769524;63.913;84.9
237.5531973;121.2;0.944762;77.9703;82.8
238.4979592;122.1;0.808163;63.5081;85.7
239.3061224;122.2;0.914286;74.2424;85.3
240.2204082;123.1;0.816327;65.625;85.1
241.0367347;123.2;0.906122;73.5;86.9
241.9428571;124.1;0.832653;66.2162;83.6
242.7755102;124.2;0.897959;72.0588;86.4
243.6734694;125.1;0.971429;66.8182;84.6
244.644898;125.2;1.03673;61.7647;85.2
245.6816327;126.1;0.906122;57.874;86.9
246.5877551;126.2;0.889796;66.2162;79.4
247.477551;127.1;0.847869;67.4312;80.5
248.3254195;127.2;0.858254;70.7657;81.5
249.1836735;128.1;0.857143;69.9094;85.2
250.0408163;128.2;0.914286;70;82.2
250.955102;129.1;0.889796;65.625;86.3
251.844898;129.2;0.922449;67.4312;83.3
252.7673469;130.1;0.889796;65.0443;81.9
253.6571429;130.2;0.955102;67.4312;83
254.6122449;131.1;0.84898;62.8205;80.9
255.4612245;131.2;0.938776;70.6731;85.7
256.4;132.1;0.938776;63.913;84.2
257.3387755;132.2;0.881633;63.913;82.5
258.2204082;133.1;0.950544;68.0556;83.9
259.1709524;133.2;1.07395;63.1217;80.1
260.244898;134.1;1.05306;55.8688;70.8
261.2979592;134.2;0.955102;56.9767;73
262.2530612;135.1;0.834331;62.8205;71.1
263.0873923;135.2;0.888118;71.9139;73.3
263.9755102;136.1;0.922449;67.5586;78
264.8979592;136.2;0.897823;65.0443;83.4
265.7957823;137.1;0.955238;66.8283;77.5
266.7510204;137.2;1.07755;62.8116;77.3
267.8285714;138.1;0.971429;55.6818;70.3
268.8;138.2;0.922449;61.7647;69.4
269.722449;139.1;0.873469;65.0443;77.4
270.5959184;139.2;0.857143;68.6916;80.2
271.4530612;140.1;0.906122;70;83.5
272.3591837;140.2;0.946939;66.2162;82.2
273.3061224;141.1;1.00408;63.3621;79.3
274.3102041;141.2;1.06122;59.7561;83.3
275.3714286;142.1;1.02857;56.5385;77.5
276.4;142.2;1.01224;58.3333;73.1
277.4122449;143.1;0.99059;59.2742;82
278.4028345;143.2;1.00125;60.57;75
279.4040816;144.1;1.11837;59.9253;69.6
280.522449;144.2;1.10204;53.6496;74.1
281.6244898;145.1;0.981429;54.4444;67.2
282.6059184;145.2;0.953265;61.1354;70.3
283.5591837;146.1;0.963265;62.9416;69.1
284.522449;146.2;0.914286;62.2881;69.1
285.4367347;147.1;0.914286;65.625;69
286.3510204;147.2;0.938776;65.625;66.6
287.2897959;148.1;0.971429;63.913;64.8
288.2612245;148.2;0.963265;61.7647;62.9
289.2244898;149.1;0.955102;62.2881;66.6
290.1795918;149.2;0.968798;62.8205;67.7
291.14839;150.1;0.981338;61.9324;68.3
292.1297279;150.2;0.907007;61.141;68.7
293.0367347;151.1;1.00408;66.1517;71.8
294.0408163;151.2;1.00408;59.7561;72.4
295.044898;152.1;0.906122;59.7561;69.7
295.9510204;152.2;1.15172;66.2162;75
297.1027438;153.1;1.00338;52.0958;71.5
298.1061224;153.2;0.938776;59.798;74.5
299.044898;154.1;1.08571;63.913;73.4
300.1306122;154.2;0.971429;55.2632;78.6
301.1020408;155.1;1.09388;61.7647;80.3
302.1959184;155.2;0.84898;54.8507;80.1
303.044898;156.1;0.995918;70.6731;70.7
304.0408163;156.2;1.00408;60.2459;75.4
305.044898;157.1;0.995918;59.7561;72.5
306.0408163;157.2;1.02857;60.2459;76
307.0693878;158.1;1.09587;58.3333;81.8
308.1652608;158.2;0.953107;54.7509;77.3
309.1183673;159.1;0.982336;62.952;65.9
310.1007029;159.2;0.985011;61.0789;69
311.0857143;160.1;0.971429;60.913;65.9
312.0571429;160.2;0.984308;61.7647;65.5
313.0414512;161.1;1.09732;60.9565;67.6
314.1387755;161.2;1.00408;54.6785;65.2
315.1428571;162.1;1.1102;59.7561;59.5
316.2530612;162.2;1.03673;54.0441;71.4
317.2897959;163.1;0.986327;57.874;70.1
318.2761224;163.2;0.96737;60.8318;68.8
319.2434921;164.1;0.966757;62.0239;70.8
320.2102494;164.2;0.91932;62.0631;71
321.1295692;165.1;0.960227;65.2656;67.8
322.0897959;165.2;0.995918;62.4852;77
323.0857143;166.1;1.00408;60.2459;74.2
324.0897959;166.2;0.957415;59.7561;75.9
325.0472109;167.1;0.944626;62.6688;79.6
325.9918367;167.2;0.946939;63.5172;78.3
326.9387755;168.1;1.06122;63.3621;72.3
328;168.2;1.29796;56.5385;73.2
329.2979592;169.1;1.02857;46.2264;61
