Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
4.236734693;1;2.30202;0;49.8
6.538752834;2;2.27757;26.0641;62.4
8.81632653;3;2.29388;26.3438;62.9
11.11020408;4;2.43265;26.1566;61.3
13.54285714;5;2.23673;24.6644;65.4
15.77959184;6;2.20431;26.8248;69.4
17.98390023;7;2.61748;27.2194;62.5
20.60138322;8;2.45676;22.9228;54.9
23.05814059;9;2.40435;24.4224;50.8
25.46249433;10;2.28444;24.9547;49.7
27.74693878;11;2.28571;26.2646;57.1
30.03265306;12;2.45304;26.25;60.5
32.48569161;13;2.19186;24.4595;53.7
34.67755102;14;2.17143;27.374;59.9
36.84897959;15;2.14785;27.6316;63
38.9968254;16;2.38277;27.935;67.4
41.37959184;17;2.4;25.1808;66.7
43.77959184;18;2.18776;25;64.3
45.96734694;19;2.08163;27.4254;50.4
48.04897959;20;2.13878;28.8235;52.3
50.1877551;21;2.07347;28.0534;64.6
52.26122449;22;2.13061;28.937;69.5
54.39183673;23;1.95159;28.1609;65.4
56.34342404;24;1.88515;30.7442;69.6
58.22857143;25;1.86122;31.8277;72.7
60.08979592;26;1.99184;32.2368;78
62.08163265;27;1.86939;30.123;71.2
63.95102041;28;1.86939;32.0961;79.9
65.82040816;29;1.9102;32.0961;69.8
67.73061224;30;1.89388;31.4103;73
69.6244898;31;1.82041;31.681;77.2
71.44489796;32;2.18692;32.9596;74.4
73.63181406;33;2.64574;27.4359;66
76.27755102;34;2.29388;22.678;64.1
78.57142857;35;1.96735;26.1566;68.5
80.53877551;36;2.13061;30.4979;75.7
82.66938776;37;2.1551;28.1609;69.9
84.8244898;38;2.06531;27.8409;68
86.88979592;39;1.9368;29.0514;74.1
88.82659864;40;2.16116;30.9789;70.5
90.9877551;41;2.5551;27.7629;67.6
93.54285714;42;2.00816;23.4824;63.9
95.55102041;43;1.96626;29.878;69.7
97.51727891;44;1.93578;30.5148;71.9
99.45306122;45;2.04082;30.9952;68.1
101.4938776;46;1.95918;29.4;73
103.4530612;47;1.86122;30.625;73.8
105.3142857;48;1.82522;32.2368;73.4
107.1395011;49;1.88907;32.8728;73.1
109.0285714;50;1.93469;31.7617;76.5
110.9632653;51;1.82857;31.0127;75.6
112.7918367;52;1.79673;32.8125;75.4
114.5885714;53;1.81959;33.3939;71.1
116.4081633;54;1.71045;32.9744;74.8
118.1186168;55;1.7671;35.0784;74.6
119.8857143;56;1.73878;33.954;76.3
121.6244898;57;2.2449;34.507;79.5
123.8693878;58;2.0088;26.7273;68.1
125.8781859;59;1.77079;29.8686;75.9
127.6489796;60;1.85306;33.8831;74.5
129.5020408;61;2.33077;32.3789;72.4
131.8328118;62;2.06107;25.7426;71.9
133.8938776;63;2.05714;29.1112;72
135.9510204;64;1.93469;29.1667;76.1
137.8857143;65;2.26122;31.0127;81.3
140.1469388;66;2.84898;26.5343;77.3
142.9959184;67;2.14694;21.0602;65.8
145.1428571;68;2.08163;27.9468;63.5
147.2244898;69;2.14694;28.8235;68.7
149.3714286;70;2.16327;27.9468;75.1
