Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
4.857142857;1;2.47347;0;53.1
7.330612244;2;2.13687;24.2574;65.2
9.467482993;3;2.3366;28.0784;63.8
11.80408163;4;2.32653;25.6784;65.4
14.13061224;5;2.45714;25.7895;68.7
16.5877551;6;2.3102;24.4186;68.2
18.89795918;7;2.81633;25.9717;65.3
21.71428571;8;2.34286;21.3043;58.6
24.05714286;9;2.1551;25.6098;57
26.2122449;10;2;27.8409;65.3
28.2122449;11;2.01633;30;64
30.22857143;12;1.92653;29.7571;65.2
32.15510204;13;1.862;31.1441;69.8
34.01709751;14;1.7802;32.2235;66.8
35.79730159;15;1.94147;33.704;68.4
37.73877551;16;2.50612;30.9044;70.3
40.24489796;17;2.6449;23.9414;69
42.88979592;18;1.78776;22.6852;66.5
44.67755102;19;1.72245;33.5616;61.4
46.4;20;1.80973;34.8341;63.5
48.20972789;21;1.65966;33.1542;70.8
49.86938776;22;1.85306;36.152;72.4
51.72244898;23;1.78776;32.3789;70.9
53.51020408;24;2.04898;33.5616;72.4
55.55918367;25;1.9102;29.2829;70.8
57.46938776;26;2.1551;31.4103;77.2
59.6244898;27;1.78043;27.8409;70.9
61.40492063;28;1.95018;33.6997;77.4
63.35510204;29;1.80408;30.7664;73.5
65.15918367;30;1.82041;33.2579;71.3
66.97959184;31;1.83673;32.9596;76
68.81632653;32;2;32.6667;73.7
70.81632653;33;2.46531;30;66.1
73.28163265;34;1.99651;24.3377;71.7
75.27814059;35;1.99533;30.0525;72.7
77.27346939;36;2.05714;30.0702;75.1
79.33061224;37;2.04898;29.1667;71.9
81.37959184;38;2.04898;29.2829;72.8
83.42857143;39;2.0715;29.2829;67.3
85.50006803;40;2.20605;28.9646;71.2
87.70612245;41;2.45714;27.1979;75.3
90.16326531;42;2.02449;24.4186;62.5
92.1877551;43;1.87755;29.6371;69.1
94.06530612;44;1.76327;31.9565;67.7
95.82857143;45;1.76438;34.0278;70.3
97.59294785;46;1.68868;34.0063;75.6
99.28163265;47;1.63265;35.5306;72.2
100.9142857;48;1.60277;36.75;74.4
102.5170522;49;1.65404;37.4353;76.7
104.1710884;50;1.59218;36.2749;79.6
105.7632653;51;1.55918;37.6843;79.3
107.322449;52;1.51628;38.4817;77.9
108.8387302;53;1.6429;39.5705;76.8
110.4816327;54;1.64898;36.5207;79.5
112.1306122;55;1.62449;36.3861;75.7
113.755102;56;1.70612;36.9347;77.2
115.4612245;57;2.27755;35.1675;79.9
117.7387755;58;1.96735;26.3441;69.7
119.7061224;59;1.60925;30.4979;76.1
121.3153741;60;1.68871;37.2844;76.2
123.0040816;61;1.80408;35.5301;70.4
124.8081633;62;1.73082;33.2579;72.1
126.5389796;63;1.87735;34.6657;72.9
128.4163265;64;1.68163;31.96;74.8
130.0979592;65;2.13878;35.6796;73.3
132.2367347;66;2.06531;28.0534;76.7
134.3020408;67;1.95918;29.0514;68.6
136.2612245;68;1.84347;30.625;65.8
138.1046939;69;1.93612;32.5473;69.6
140.0408163;70;1.97551;30.9898;76
142.0163265;71;2.12245;30.3719;72.1
144.1387755;72;2.1551;28.2692;67.8
146.2938776;73;2.12245;27.8409;71.3
148.4163265;74;2.02299;28.2692;67.6
150.4393197;75;2.09946;29.659;67
152.5387755;76;2.52909;28.5788;64.5
155.0678685;77;2.67091;23.7239;61.6
157.7387755;78;2.14728;22.4643;62.5
159.8860544;79;2.13027;27.9423;62
162.0163265;80;2.16327;28.1654;65
164.1795918;81;2.11669;27.7358;64.3
166.2962812;82;2.218;28.3462;63.7
168.5142857;83;2.04306;27.0513;59.8
170.5573469;84;2.0549;29.3677;64.3
172.6122449;85;2.06531;29.1985;66.3
174.677551;86;2.09796;29.0514;64.7
176.7755102;87;2.35102;28.5992;63.8
179.1265306;88;2.50612;25.5208;61.9
181.6326531;89;2.40816;23.9414;62.9
184.0408163;90;3.19333;24.9153;64.6
187.2341497;1;2.54544;18.7891;55.7
189.7795918;2;2.33469;23.5715;64.1
192.1142857;3;2.27755;25.6993;67.4
194.3918367;4;2.57143;26.3441;64.5
196.9632653;5;2.46991;23.3333;71.1
199.4331746;6;2.37091;24.2924;69.3
201.8040816;7;2.91429;25.3068;67.5
204.7183673;8;2.59494;20.5882;61
207.3133107;9;2.16424;23.1219;58.2
209.477551;10;2.08163;27.7234;68
211.5591837;11;2.19798;28.8235;63.7
213.7571655;12;2.0061;27.2978;63.6
215.7632653;13;1.9102;29.9088;68.6
217.6734694;14;1.86122;31.4103;68.5
219.5346939;15;2.02449;32.2368;67.4
221.5591837;16;2.62041;29.6371;68.7
224.1795918;17;2.61224;22.8972;67.8
226.7918367;18;1.86122;22.9688;66.5
228.6530612;19;1.65714;32.2368;62.8
230.3102041;20;1.93469;36.2069;64.1
232.244898;21;1.79592;31.0127;70
234.0408163;22;1.89388;33.4091;71.2
235.9346939;23;1.8449;31.681;70.7
237.7795918;24;2.03608;32.5221;77.5
239.8156689;25;1.8578;29.4684;71.3
241.6734694;26;2.0898;32.2963;81.4
243.7632653;27;1.8449;28.7109;72.4
245.6081633;28;2.01633;32.5221;79.6
247.6244898;29;1.83673;29.7571;72
249.4612245;30;1.78776;32.6667;68.6
251.2489796;31;1.89388;33.5616;75.1
253.1428571;32;2.04898;31.681;73.9
255.1918367;33;2.58776;29.2829;66.9
257.7795918;34;2.10612;23.1861;68.5
259.8857143;35;2.06531;28.4884;71.5
261.9510204;36;2.13061;29.0514;74.6
264.0816327;37;2.12567;28.1609;71.7
266.2073016;38;2.09474;28.2264;69.7
268.3020408;39;2.17156;28.6432;67.6
270.4736054;40;2.25293;27.6298;71.2
272.7265306;41;2.56025;26.632;74
275.28678;42;1.92955;23.4352;62.2
277.2163265;43;1.94286;31.0954;65.4
279.1591837;44;1.6898;30.8824;64
280.8489796;45;1.7944;35.5072;69.2
282.6433787;46;1.67499;33.4374;76
284.3183673;47;1.69796;35.8211;72
286.0163265;48;1.61442;35.3365;75.7
287.6307483;49;1.6019;37.165;75.8
289.2326531;50;1.66531;37.4554;77.3
290.8979592;51;1.52653;36.0294;76.3
292.4244898;52;1.52653;39.3048;76.2
293.9510204;53;1.61633;39.3048;74.9
295.5673469;54;1.67347;37.1212;75.2
297.2408163;55;1.62449;35.8537;75.9
298.8653061;56;1.6898;36.9347;78.1
300.555102;57;2.3102;35.5072;81
302.8653061;58;1.96735;25.9717;70.5
304.8326531;59;1.6;30.4979;76.1
306.4326531;60;1.65714;37.5;74.3
