Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.563333333;0.5;0.256667;0;64.9
1.82;0.6;0.28;233.766;68.4
2.1;1.1;0.236667;214.286;72.6
2.336666667;1.2;0.233333;253.521;66
2.57;1.3;0.253333;257.143;68.5
2.823333333;1.4;0.263333;236.842;60.2
3.086666667;1.5;0.246667;227.848;68.4
3.333333333;1.6;0.29;243.243;64.1
3.623333333;2.1;0.23;206.897;72.5
3.853333333;2.2;0.246667;260.87;75.6
4.1;2.3;0.266667;243.243;71.5
4.366666667;2.4;0.216667;225;69.9
4.583333333;2.5;0.206667;276.923;69.6
4.79;2.6;0.24;290.323;70.1
5.03;3.1;0.226667;250;76.5
5.256666667;3.2;0.228729;264.706;74.6
5.485395833;3.3;0.221271;262.319;70.9
5.706666667;3.4;0.226667;271.161;63.1
5.933333333;3.5;0.223333;264.706;67
6.156666667;3.6;0.25;268.657;62.4
6.406666667;4.1;0.236667;240;75.8
6.643333333;4.2;0.213333;253.521;77.1
6.856666667;4.3;0.213333;281.25;74.8
7.07;4.4;0.223333;281.25;71.2
7.293333333;4.5;0.206188;268.657;70.1
7.499520833;4.6;0.203812;290.997;67.3
7.703333333;5.1;0.193333;294.388;75.8
7.896666667;5.2;0.22;310.345;76.8
8.116666667;5.3;0.235667;272.727;73.7
8.352333333;5.4;0.211;254.597;65.6
8.563333333;5.5;0.23;284.36;75.1
8.793333333;5.6;0.22;260.87;64.3
9.013333333;6.1;0.226667;272.727;71.5
9.24;6.2;0.206667;264.706;75.5
9.446666667;6.3;0.206667;290.323;75.8
9.653333333;6.4;0.197979;290.323;74.3
9.8513125;6.5;0.221646;303.062;76.5
10.07295833;6.6;0.203708;270.702;73.6
10.27666667;7.1;0.2;294.539;79.5
10.47666667;7.2;0.236667;300;81.6
10.71333333;7.3;0.22;253.521;82
10.93333333;7.4;0.22;272.727;75.2
11.15333333;7.5;0.25;272.727;74.6
11.40333333;7.6;0.223333;240;69.4
11.62666667;8.1;0.213333;268.657;80.3
11.84;8.2;0.213333;281.25;77
12.05333333;8.3;0.2;281.25;76
12.25333333;8.4;0.256667;300;70.6
12.51;8.5;0.196667;233.766;77.1
12.70666667;8.6;0.239625;305.085;70.8
12.94629167;9.1;0.220375;250.391;76.4
13.16666667;9.2;0.21;272.263;72.8
13.37666667;9.3;0.21;285.714;75.9
13.58666667;9.4;0.236667;285.714;67.1
13.82333333;9.5;0.24;253.521;78.5
14.06333333;9.6;0.266667;250;72.2
14.33;10.1;0.236667;225;77
14.56666667;10.2;0.223333;253.521;78.9
14.79;10.3;0.276667;268.657;79.3
15.06666667;10.4;0.231583;216.867;74.9
15.29825;10.5;0.32175;259.086;72.3
15.62;10.6;0.247729;186.48;77.6
15.86772917;11.1;0.247271;242.2;75.8
16.115;11.2;0.199521;242.649;70.6
16.31452083;11.3;0.206813;300.72;73.4
16.52133333;11.4;0.228667;290.118;65.7
16.75;11.5;0.220542;262.391;77.8
16.97054167;11.6;0.272917;272.057;70.7
17.24345833;12.1;0.214667;219.847;74.9
17.458125;12.2;0.228542;279.503;74.9
17.68666667;12.3;0.233333;262.534;75.4
17.92;12.4;0.277333;257.143;71.4
18.19733333;12.5;0.256;216.346;74.3
18.45333333;12.6;0.253333;234.375;76.1
18.70666667;13.1;0.223146;236.842;78.7
18.9298125;13.2;0.293521;268.882;77
19.22333333;13.3;0.266667;204.415;74.3
19.49;13.4;0.239854;225;68.8
19.72985417;13.5;0.263479;250.152;77.1
19.99333333;13.6;0.263187;227.722;73.6
20.25652083;14.1;0.313479;227.974;71.6
