Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.573333333;0.5;0.198896;0;57.9
0.772229167;0.6;0.221104;301.665;60.9
0.993333333;1.1;0.203333;271.365;64.8
1.196666667;1.2;0.213333;295.082;63.8
1.41;1.3;0.234812;281.25;65.1
1.6448125;1.4;0.225187;255.523;59.3
1.87;1.5;0.237042;266.445;70.4
2.107041667;1.6;0.236292;253.12;58.6
2.343333333;2.1;0.213333;253.923;66
2.556666667;2.2;0.23;281.25;67.4
2.786666667;2.3;0.21;260.87;64.4
2.996666667;2.4;0.19;285.714;66.8
3.186666667;2.5;0.22;315.789;67.3
3.406666667;2.6;0.203333;272.727;69.3
3.61;3.1;0.213333;295.082;72.3
3.823333333;3.2;0.22;281.25;72.1
4.043333333;3.3;0.2;272.727;69
4.243333333;3.4;0.186667;300;62.7
4.43;3.5;0.216667;321.429;70.4
4.646666667;3.6;0.233333;276.923;59.4
4.88;4.1;0.21;257.143;69.1
5.09;4.2;0.23;285.714;70.8
5.32;4.3;0.186667;260.87;66.8
5.506666667;4.4;0.2;321.429;67.9
5.706666667;4.5;0.2;300;68.5
5.906666667;4.6;0.22;300;72.1
6.126666667;5.1;0.196667;272.727;74.3
6.323333333;5.2;0.226667;305.085;74.2
6.55;5.3;0.2;264.706;70.7
6.75;5.4;0.2;300;64.6
6.95;5.5;0.235115;300;68.7
7.185114583;5.6;0.211552;255.195;63.6
7.396666667;6.1;0.196667;283.618;69
7.593333333;6.2;0.216667;305.085;68.8
7.81;6.3;0.193333;276.923;66.3
8.003333333;6.4;0.166667;310.345;65.9
8.17;6.5;0.22;360;70.4
8.39;6.6;0.203333;272.727;67.9
8.593333333;7.1;0.2;295.082;73
8.793333333;7.2;0.22;300;72.9
9.013333333;7.3;0.2;272.727;74
9.213333333;7.4;0.223333;300;72.2
9.436666667;7.5;0.2;268.657;73.7
9.636666667;7.6;0.22;300;69.4
9.856666667;8.1;0.203333;272.727;69.7
10.06;8.2;0.203333;295.082;68.7
10.26333333;8.3;0.19;295.082;66.3
10.45333333;8.4;0.21;315.789;66.3
10.66333333;8.5;0.186667;285.714;70.4
10.85;8.6;0.216667;321.429;66.3
11.06666667;9.1;0.213802;276.923;72.9
11.28046875;9.2;0.196198;280.633;66
11.47666667;9.3;0.21;305.814;70
11.68666667;9.4;0.18;285.714;67.4
11.86666667;9.5;0.233333;333.333;72.4
12.1;9.6;0.24;257.143;61.9
12.34;10.1;0.226812;250;72.3
12.5668125;10.2;0.306521;264.536;75.5
12.87333333;10.3;0.23;195.745;72.4
13.10333333;10.4;0.226667;260.87;64.8
13.33;10.5;0.213333;264.706;61.4
13.54333333;10.6;0.206667;281.25;66.5
13.75;11.1;0.226667;290.323;69.4
13.97666667;11.2;0.19;264.706;62.7
14.16666667;11.3;0.206667;315.789;66.9
14.37333333;11.4;0.216667;290.323;64
14.59;11.5;0.234781;276.923;68.1
14.82478125;11.6;0.235219;255.557;58.5
15.06;12.1;0.24;255.082;73.2
15.3;12.2;0.223292;250;74.9
15.52329167;12.3;0.22925;268.707;71.6
15.75254167;12.4;0.197458;261.723;62.3
15.95;12.5;0.211521;303.862;73.4
16.16152083;12.6;0.235146;283.66;73.8
16.39666667;13.1;0.226667;255.161;76.2
16.62333333;13.2;0.243333;264.706;75.3
16.86666667;13.3;0.213333;246.575;70.5
17.08;13.4;0.233333;281.25;65.6
17.31333333;13.5;0.238146;257.143;69.8
17.55147917;13.6;0.231854;251.946;69.2
17.78333333;14.1;0.246667;258.783;65.7
18.03;14.2;0.3;243.243;64.8
18.33;14.3;0.246667;200;61.5
18.57666667;14.4;0.263333;243.243;58.1
18.84;14.5;0.203333;227.848;59.5
19.04333333;14.6;0.216667;295.082;66.3
19.26;15.1;0.213333;276.923;64.7
19.47333333;15.2;0.226667;281.25;64.3
19.7;15.3;0.224344;264.706;60.3
19.92434375;15.4;0.222323;267.447;54.7
20.14666667;15.5;0.243333;269.878;64.3
