Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
1.149387755;1.1;1.05651;0;65.6
2.205895691;1.2;0.940408;56.7909;63.8
3.146303854;1.3;1.01007;63.8021;64.2
4.156371882;1.4;1.0449;59.4019;67.5
5.201269841;1.5;0.952018;57.4219;71.3
6.153287981;1.6;0.963628;63.024;66.8
7.116916099;1.7;0.998458;62.2647;66.6
8.115374149;1.8;1.07973;60.0927;65.8
9.19510204;2.1;0.963628;55.5696;79
10.15873016;2.2;0.963628;62.2647;69.6
11.12235828;2.3;0.975238;62.2647;68.7
12.09759637;2.4;1.161;61.5234;63.5
13.2585941;2.5;1.19583;51.6797;66.1
14.45442177;2.6;0.928798;50.1745;54.8
15.38321995;2.7;0.963628;64.5996;51.6
16.34684807;2.8;0.952018;62.2647;63.4
17.29886621;3.1;1.07973;63.024;61.6
18.3785941;3.2;1.05651;55.5696;62.6
19.43510204;3.3;1.01007;56.7909;66.4
20.44517007;3.4;1.18422;59.4019;64.9
21.62938776;3.5;1.14939;50.6664;62.6
22.77877551;3.6;1.11456;52.2017;55.7
23.89333333;3.7;1.05651;53.833;70.1
24.94984127;3.8;1.13778;56.7909;68.7
26.08761905;4.1;1.19583;52.7344;68.6
27.28344671;4.2;1.2771;50.1745;65.1
28.56054422;4.3;1.31193;46.9815;71.1
29.87247166;4.4;1.66023;45.7342;62.4
31.53269841;4.5;1.40481;36.1396;52.2
32.93750567;4.6;1.07973;42.7105;62
34.01723356;4.7;1.03329;55.5696;62.8
35.05052154;4.8;1.3932;58.0671;61
36.44371882;5.1;0.952018;43.0664;63.3
37.39573696;5.2;0.812698;63.024;62.9
38.20843537;5.3;0.812698;73.8281;62.5
39.02113379;5.4;0.847528;73.8281;60.8
39.86866213;5.5;0.812698;70.7941;62.5
40.68136054;5.6;0.808934;73.8281;63.5
41.49029478;5.7;0.897732;74.1717;58.6
42.38802721;5.8;1.07973;66.8351;63.5
43.4677551;6.1;0.855215;55.5696;63.1
44.32297052;6.2;0.828231;70.1578;57.9
45.15120181;6.3;0.847528;72.4435;58
45.99873016;6.4;0.789478;70.7941;58.1
46.78820862;6.5;0.859138;75.9995;62.8
47.64734694;6.6;0.917188;69.8374;65.5
48.56453515;6.7;0.940408;65.4173;61.2
49.50494331;6.8;0.917188;63.8021;58.3
50.42213152;7.1;1.0449;65.4173;60
51.46702948;7.2;0.847528;57.4219;58
52.31455782;7.3;0.835918;70.7941;60.6
53.15047619;7.4;0.777869;71.7773;66.9
53.92834467;7.5;0.801088;77.1339;68.1
54.72943311;7.6;0.893968;74.8981;71.4
55.62340136;7.7;0.928798;67.1165;70.4
56.55219955;7.8;1.0449;64.5996;73.5
57.59709751;8.1;0.905578;57.4219;69.3
58.50267574;8.2;0.789478;66.256;68.5
59.2921542;8.3;0.893968;75.9995;71.1
60.18612245;8.4;0.859138;67.1165;64.7
61.04526077;8.5;0.835918;69.8374;62.5
61.88117914;8.6;0.812698;71.7773;61.5
62.69387755;8.7;0.821542;73.8281;68.8
63.5154195;8.8;0.677619;73.0334;63.5
64.19303855;9.1;0.799614;88.5453;66.6
64.99265306;9.2;0.907687;75.0362;67.8
65.90034014;9.3;0.880249;66.1021;69.3
66.78058957;9.4;0.858027;68.1625;58.4
67.63861678;9.5;0.734014;69.9278;61.6
68.37263039;9.6;0.718345;81.7424;67.1
69.09097506;9.7;0.731429;83.5254;65.6
69.82240363;9.8;0.847528;82.0312;67.9
70.66993197;10.1;0.801088;70.7941;65.1
71.47102041;10.2;0.650159;74.8981;66.9
72.12117914;10.3;0.673379;92.2852;68.1
72.79455782;10.4;0.777869;89.1029;69.2
73.5724263;10.5;0.673379;77.1339;69.5
74.24580499;10.6;0.741406;89.1029;64
74.98721088;10.7;0.69619;80.9273;64.4
75.68340136;10.8;0.745079;86.1833;61.8
76.42848073;11.1;0.696599;80.5283;64
77.12507937;11.2;0.685147;86.1328;64.6
77.81022676;11.3;0.773265;87.5724;64.3
78.58349206;11.4;0.770703;77.593;65.7
79.35419501;11.5;0.928798;77.851;63.2
80.2829932;11.6;0.963628;64.5996;61.1
81.24662132;11.7;1.0449;62.2647;65.3
82.29151927;11.8;1.49769;57.4219;61.1
83.78920635;12.1;0.948481;40.0618;60.9
84.73768707;12.2;0.700136;63.2591;62.6
85.43782313;12.3;0.731429;85.6976;61.4
86.1692517;12.4;0.71551;82.0312;63.3
86.8847619;12.5;0.640181;83.8562;61.5
87.52494331;12.6;0.722494;93.7234;60.5
88.24743764;12.7;0.731429;83.0456;64.6
88.97886621;12.8;0.650159;82.0312;66.5
89.62902494;13.1;0.754649;92.2852;63.6
90.38367347;13.2;0.673379;79.5072;66.5
91.05705215;13.3;0.79644;89.1029;62.7
91.85349206;13.4;0.619977;75.3353;65.2
92.47346939;13.5;0.64449;96.7777;65.4
93.11795918;13.6;0.632608;93.0969;67.7
93.75056689;13.7;0.801088;94.8455;67.9
94.55165533;13.8;0.754649;74.8981;62.8
95.30630385;14.1;0.766032;79.5072;67.3
96.0723356;14.2;0.697256;78.3257;66.9
96.76959184;14.3;0.638118;86.0516;66.2
97.40770975;14.4;0.847528;94.0265;69.1
98.2552381;14.5;0.638549;70.7941;71.8
98.89378685;14.6;0.626939;93.9631;74.2
99.52072562;14.7;0.905578;95.7031;68.3
100.4263039;14.8;0.650159;66.256;68.6
101.0764626;15.1;0.893968;92.2852;71
101.9704308;15.2;0.759478;67.1165;68.7
102.7299093;15.3;0.726599;79.0016;66.1
103.4565079;15.4;0.705147;82.5765;70
104.1616553;15.5;0.65322;85.0886;67.1
104.8148753;15.6;0.71907;91.8527;68.3
105.5339456;15.7;1.03404;83.4411;60.9
106.5679819;15.8;0.893968;58.025;61.4
107.4619501;16.1;0.719819;67.1165;61.7
108.1817687;16.2;0.696599;83.3543;57.6
108.8783673;16.3;0.731429;86.1328;60.6
109.6097959;16.4;0.650159;82.0312;56.4
110.2599546;16.5;0.696599;92.2852;59.4
110.9565533;16.6;0.708209;86.1328;57.8
111.6647619;16.7;0.717642;84.7208;61.7
112.3824036;16.8;0.756825;83.6072;62.1
113.139229;17.1;0.745782;79.2785;60.4
113.8850113;17.2;0.693855;80.4524;60.4
114.5788662;17.3;0.650159;86.4734;62.6
115.2290249;17.4;0.626939;92.2852;58.6
115.8559637;17.5;0.661769;95.7031;62.6
116.5177324;17.6;0.742676;90.6661;61.4
117.2604082;17.7;0.741995;80.789;63
118.0024036;17.8;0.697506;80.863;65.4
118.6999093;18.1;0.778367;86.0208;61.7
119.4782766;18.2;0.731429;77.0844;61.9
120.2097052;18.3;0.688844;82.0312;59.5
120.8985488;18.4;0.785624;87.1025;54.8
121.6841723;18.5;0.721179;76.3725;59.9
122.4053515;18.6;0.776508;83.1971;55.7
123.1818594;18.7;0.719819;77.269;59.1
123.901678;18.8;0.777869;83.3543;55.1
124.6795465;19.1;0.855601;77.1339;57.9
125.5351474;19.2;0.781406;70.1262;48.6
126.3165533;19.3;0.708209;76.7847;57
127.0247619;19.4;0.638549;84.7208;51.4
127.6633107;19.5;0.673379;93.9631;48.6
128.3366893;19.6;0.719819;89.1029;45.3
129.0565079;19.7;0.715533;83.3543;62.1
129.7720408;19.8;0.640952;83.8536;68.9
130.4129932;20.1;0.652041;93.6107;65.1
131.065034;20.2;0.55059;92.0188;67.2
131.6156236;20.3;0.459478;108.974;67.2
132.075102;20.4;0.57161;130.583;72.6
132.646712;20.5;0.566168;104.967;67.7
133.2128798;20.6;0.605964;105.976;70.6
133.8188435;20.7;0.534082;99.0158;67.4
134.3529252;20.8;0.462132;112.342;65.1
134.8150567;21.1;0.522449;129.833;68.4
135.3375057;21.2;0.543469;114.844;69.6
135.8809751;21.3;0.454989;110.402;64.9
136.3359637;21.4;0.529274;131.871;68.1
136.8652381;21.5;0.457732;113.363;70.1
137.3229705;21.6;0.5339;131.081;71.3
137.8568707;21.7;0.510839;112.381;67.4
138.3677098;21.8;0.573016;117.454;71.9
138.9407256;22.1;0.634422;104.709;68.5
139.5751474;22.2;0.487619;94.5743;67.8
140.0627664;22.3;0.522449;123.047;69.6
140.5852154;22.4;0.673379;114.844;71.7
141.2585941;22.5;0.696599;89.1029;68.2
141.9551927;22.6;0.58839;86.1328;75.9
142.5435828;22.7;0.502948;101.973;67.7
143.0465306;22.8;0.545669;119.297;64.8
143.5921995;23.1;0.568889;109.957;64.4
144.1610884;23.2;0.501225;105.469;63.8
144.6623129;23.3;0.508844;119.707;61
145.1711565;23.4;0.499229;117.914;63.7
145.6703855;23.5;0.452789;120.185;63.5
146.1231746;23.6;0.476009;132.512;67.4
146.5991837;23.7;0.654921;126.048;66.5
147.2541043;23.8;0.587347;91.6142;69.4
147.8414512;24.1;0.743039;102.154;64.4
148.5844898;24.2;0.520975;80.7495;71.3
149.1054649;24.3;0.573673;115.169;69.3
149.6791383;24.4;0.681678;104.589;74.5
150.3608163;24.5;0.643515;88.0181;67.8
151.0043311;24.6;0.606531;93.238;74.9
151.6108617;24.7;0.874581;98.9233;67.1
152.4854422;24.8;0.626939;68.6043;65.8
153.112381;25.1;0.476009;95.7031;70.4
153.58839;25.2;0.580499;126.048;77.8
154.1688889;25.3;0.580499;103.359;72.5
154.7493878;25.4;0.499229;103.359;74.6
155.2486168;25.5;0.522449;120.185;78.6
155.7710658;25.6;0.615329;114.844;81.2
156.3863946;25.7;0.568889;97.5088;80.5
156.9552834;25.8;0.603719;105.469;80.8
157.5590023;26.1;0.650159;99.384;81.1
158.209161;26.2;0.522449;92.2852;77.3
158.73161;26.3;0.534059;114.844;79.1
159.2656689;26.4;0.522449;112.347;79.6
159.7881179;26.5;0.684989;114.844;82.3
160.4731066;26.6;0.534059;87.5927;79.2
161.0071655;26.7;0.638549;112.347;78.3
161.6457143;26.8;0.870748;93.9631;77.1
162.5164626;27.1;0.719819;68.9062;67
163.2362812;27.2;0.557279;83.3543;69.5
163.7935601;27.3;0.601361;107.666;74
164.3949206;27.4;0.579456;99.7738;77.3
164.9743764;27.5;0.61873;103.545;75.4
165.5931066;27.6;0.522449;96.9728;76.6
166.1155556;27.7;0.545669;114.844;81
166.6612245;27.8;0.638549;109.957;80.8
167.2997732;28.1;0.654444;93.9631;83.4
167.9542177;28.2;0.529773;91.6808;78.6
168.4839909;28.3;0.609569;113.256;80.1
169.0935601;28.4;0.702358;98.4302;71.6
169.7959184;28.5;0.693061;85.4265;77.6
170.4889796;28.6;0.618866;86.5724;61.4
171.1078458;28.7;0.626939;96.9515;76.2
171.7347846;28.8;0.801088;95.7031;70.9
172.535873;29.1;0.615329;74.8981;81.5
173.1512018;29.2;0.580499;97.5088;77.5
173.7317007;29.3;0.61068;103.359;77.1
174.342381;29.4;0.631587;98.2511;76.6
