Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.166893424;1.1;1.5093;0;68.3
1.676190476;1.2;1.49478;39.7536;63.6
3.170975057;1.3;1.43673;40.1396;74.8
4.607709751;1.4;1.4585;41.7614;68.8
6.066213152;2.1;1.42222;41.1381;77.2
7.488435374;2.2;1.52381;42.1875;67
9.012244898;2.3;1.50204;39.375;53.6
10.51428571;2.4;1.34966;39.9457;61.2
11.86394558;3.1;1.40771;44.4556;60.6
13.27165533;3.2;1.46576;42.6224;70.3
14.73741497;3.3;1.4585;40.9344;66.1
16.19591837;3.4;1.44399;41.1381;72.2
17.6399093;4.1;1.55283;41.5515;70.3
19.19274376;4.2;1.5746;38.639;65.6
20.76734694;4.3;1.50204;38.1048;55.6
22.26938776;4.4;1.73424;39.9457;59.8
24.00362812;5.1;1.46576;34.5973;61.7
25.46938776;5.2;1.34966;40.9344;65.4
26.81904762;5.3;1.3932;44.4556;66.1
28.2122449;5.4;1.43673;43.0664;62.9
29.64897959;6.1;1.40045;41.7614;63.2
31.04943311;6.2;1.31338;42.8433;67
32.36281179;6.3;1.38594;45.6837;69.8
33.74875283;6.4;1.5093;43.2919;68.8
35.25804989;7.1;1.33515;39.7536;64.3
36.59319728;7.2;1.28435;44.9389;66.4
37.87755102;7.3;1.24807;46.7161;70.6
39.12562358;7.4;1.33515;48.0741;71.5
40.46077098;8.1;1.28435;44.9389;73.3
41.74512472;8.2;1.2771;46.7161;75.2
43.02222222;8.3;1.3424;46.9815;75.3
44.36462585;8.4;1.28435;44.6959;76.6
45.64897959;9.1;1.58186;46.7161;71.8
47.230839;9.2;1.66893;37.93;71.8
48.89977324;9.3;1.38594;35.9511;62.5
50.28571429;9.4;1.44399;43.2919;68.1
51.72970522;10.1;1.38594;41.5515;72.4
53.11564626;10.2;1.29161;43.2919;73.3
54.40725624;10.3;1.37868;46.4537;75.5
55.78594104;10.4;1.37868;43.5197;72.4
57.16462585;11.1;1.4585;43.5197;67
58.62312925;11.2;1.77778;41.1381;64.6
60.40090703;11.3;1.95918;33.75;57.7
62.3600907;11.4;2.54694;30.625;62.7
64.90702948;12.1;1.56009;23.5577;61.1
66.46712018;12.2;1.44399;38.4593;67.9
67.91111111;12.3;1.33515;41.5515;67
69.2462585;12.4;1.51655;44.9389;69.4
70.76281179;13.1;1.32063;39.5634;65.8
72.08344671;13.2;1.47302;45.4327;65.8
73.55646259;13.3;1.45125;40.7328;62.7
75.00770975;13.4;1.53107;41.3438;61.9
76.53877551;14.1;1.29161;39.1884;65.6
77.83038549;14.2;1.32789;46.4537;63.8
79.15827664;14.3;1.25515;45.1844;72.2
80.41342404;14.4;1.21923;47.8032;67.2
81.63265306;15.1;1.30612;49.2114;71.9
82.93877551;15.2;1.32789;45.9375;66.8
84.26666667;15.3;1.40771;45.1844;68.1
