2.394557823	1
4.040272109	2
5.572789116	3
7.186575964	4
8.701678005	5
10.330544218	6
11.813151927	7
13.328253968	8
14.837551020	9
16.370068027	10
17.896780045	11
19.446712018	12
20.990839002	13
22.581405896	14
24.235827664	15
25.782653061	16
27.335691610	17
28.920453515	18
30.435555556	19
32.027460317	20
33.547029478	21
35.056326531	22
36.565623583	23
38.086530612	24
39.616530612	25
41.110929705	26
42.655056689	27
44.257233560	28
45.946031746	29
47.496417234	30
49.014716553	31
50.596281179	32
52.103968254	33
53.661315193	34
55.159002268	35
56.732154195	36
58.177596372	37
60.035192744	38
61.335510204	39
62.804172336	40
64.249614512	41
65.811156463	42
67.158752834	43
68.667210884	44
70.054603175	45
71.569705215	46
73.015079365	47
74.472199546	48
75.929251701	49
77.490793651	50
78.860770975	51
80.317823129	52
81.757460317	53
83.208707483	54
84.636734694	55
85.989297052	56
87.423129252	57
88.891791383	58
90.418684807	59
92.032290249	60
93.559002268	61
95.123378685	62
96.629841270	63
98.156553288	64
99.636825397	65
101.070657596	66
102.498684807	67
103.996371882	68
105.523083900	69
107.003356009	70
108.495238095	71
109.975510204	72
111.490612245	73
113.110430839	74
114.660136054	75
116.239092971	76
118.143129252	77
120.128435374	78
122.705850340	79
124.290612245	80
125.741224490	81
127.158276644	82
128.640952381	83
130.037551020	84
131.564263039	85
133.032925170	86
134.507392290	87
135.947029478	88
137.688526077	89
139.923446712	79
141.450158730	80
142.930430839	81
144.375873016	82
145.803900227	83
147.220317460	84
148.684897959	85
150.192471655	86
151.668367347	87
153.147210884	88
155.039637188	89
157.483537415	90
159.067052154	91
160.560181406	92
161.993922902	93
163.474285714	94
164.884897959	95
166.370975057	96
167.834716553	97
169.296689342	98
170.718911565	99
172.263038549	100
173.766530612	101
175.193628118	102
176.610975057	103
178.050612245	104
179.646984127	105
181.016961451	106
182.503038549	107
184.026462585	108
185.771247166	90
187.246326531	91
188.685351474	92
190.087346939	93
191.523990930	94
192.917188209	95
194.327800454	96
195.796462585	97
197.265124717	98
198.646712018	99
200.173424036	100
201.769795918	101
203.238458050	102
204.768911565	103
206.247823129	104
207.766349206	105
209.171156463	106
210.529523810	107
212.056235828	108
213.472653061	109
214.941315193	110
216.508662132	111
218.022857143	112
219.654965986	113
221.320997732	114
223.346938776	115
226.429387755	1
228.037369615	2
229.587301587	3
231.218503401	4
232.716825397	5
234.300952381	6
235.816054422	7
237.319546485	8
238.828843537	9
240.361360544	10
241.893877551	11
243.438004535	12
244.964716553	13
246.503038549	14
248.129773243	15
249.689977324	16
251.222494331	17
252.795646259	18
254.310748299	19
255.930340136	20
257.443673469	21
258.937324263	22
260.423401361	23
261.966530612	24
263.476825397	25
265.015147392	26
266.582494331	27
268.231111111	28
269.912244898	29
271.522539683	30
273.026031746	31
274.628208617	32
276.143310658	33
277.726235828	34
279.196734694	35
280.754172336	36
282.203718821	37
283.894693878	38
285.371315193	39
286.857505669	40
288.287346939	41
289.790839002	42
291.216145125	43
292.641088435	44
294.040090703	45
295.590022676	46
296.997732426	47
298.440272109	48
299.889909297	49
301.458866213	50
302.828344671	51
304.262675737	52
305.731337868	53
307.316099773	54
308.587392290	55
310.003809524	56
311.431836735	57
312.929523810	58
314.456235828	59
316.103741497	60
317.585124717	61
319.151247166	62
320.609523810	63
322.124625850	64
323.575873016	65
325.041360544	66
326.443537415	67
327.888979592	68
329.404081633	69
330.884353741	70
332.382040816	71
333.821678005	72
335.319365079	73
336.886712018	74
338.430839002	75
340.108480726	76
