Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.130612245;0.5;0.244898;0;55.5
0.375510204;0.6;0.244898;245;63.9
0.620408163;1.1;0.22034;245;64.8
0.840748299;1.2;0.230272;272.306;64.3
1.071020408;1.3;0.224807;260.561;62.7
1.295827664;1.4;0.225805;266.895;56.7
1.521632653;1.5;0.261224;265.716;73.5
1.782857143;1.6;0.280816;229.688;59.1
2.063673469;2.1;0.238367;213.663;61.8
2.302040816;2.2;0.251429;251.712;60.5
2.553469388;2.3;0.202449;238.636;61
2.755918367;2.4;0.235102;296.371;62.4
2.991020408;2.5;0.223288;255.208;58.3
3.21430839;2.6;0.217528;268.711;54.8
3.431836735;3.1;0.235102;275.826;62
3.666938776;3.2;0.20898;255.208;59.7
3.875918367;3.3;0.248163;287.109;63.1
4.124081633;3.4;0.218776;241.776;53
4.342857143;3.5;0.241633;274.254;63.2
4.584489796;3.6;0.261224;248.311;53.7
4.845714286;4.1;0.222041;229.688;62.4
5.067755102;4.2;0.238367;270.221;61.5
5.306122449;4.3;0.195918;251.712;61.9
5.502040816;4.4;0.205714;306.25;63.2
5.707755102;4.5;0.218776;291.667;63.1
5.926530612;4.6;0.21551;274.254;59
6.142040816;5.1;0.226689;278.409;66.4
6.368730159;5.2;0.210862;264.679;68.3
6.579591837;5.3;0.233447;284.547;65.8
6.813038549;5.4;0.233492;257.018;54
7.046530612;5.5;0.251429;256.968;61.4
7.297959184;5.6;0.241633;238.636;55.4
7.539591837;6.1;0.244898;248.311;65.8
7.784489796;6.2;0.21551;245;65.5
8;6.3;0.189388;278.409;62.5
8.189387755;6.4;0.228571;316.81;65.3
8.417959184;6.5;0.202449;262.5;68.9
8.620408163;6.6;0.222041;296.371;62.9
8.84244898;7.1;0.222041;270.221;68.1
9.064489796;7.2;0.195918;270.221;66.4
9.260408163;7.3;0.238367;306.25;66.1
9.49877551;7.4;0.202449;251.712;64.4
9.70122449;7.5;0.207891;296.371;65.5
9.909115646;7.6;0.245986;288.613;65.6
10.15510204;8.1;0.21551;243.916;69.3
10.37061225;8.2;0.199184;278.409;66.1
10.56979592;8.3;0.225125;301.23;64.5
10.79492064;8.4;0.20263;266.519;59.4
10.99755102;8.5;0.222063;296.106;64.4
11.21961451;8.6;0.205692;270.193;60.8
11.42530612;9.1;0.230431;291.699;66.1
11.65573696;9.2;0.174467;260.382;63.3
11.83020408;9.3;0.21551;343.904;69.1
12.04571429;9.4;0.222041;278.409;65.5
12.2677551;9.5;0.238367;270.221;70.4
12.50612245;9.6;0.231837;251.712;59.4
12.73795918;10.1;0.238367;258.803;72.4
12.97632653;10.2;0.248163;251.712;76.8
13.2244898;10.3;0.24263;241.776;74.3
13.46712018;10.4;0.204717;247.29;60.3
13.67183674;10.5;0.20898;293.088;63.5
13.88081633;10.6;0.228571;287.109;70.6
14.10938776;11.1;0.195918;262.5;67.4
