Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
1.68;1.1;1.2675;0;59.1
2.9475;1.2;1.1025;47.3373;72.3
4.05;2.1;1.04958;54.4218;73.5
5.099583333;2.2;0.990417;57.1655;73.1
6.09;3.1;1.0725;60.5806;69.7
7.1625;3.2;1.035;55.9441;73.5
8.1975;4.1;1.035;57.971;75
9.2325;4.2;1.1475;57.971;74.5
10.38;5.1;1.125;52.2876;72.3
11.505;5.2;1.11;53.3333;71
12.615;6.1;0.975;54.0541;72.4
13.59;6.2;1.11;61.5385;71.7
14.7;7.1;1.11;54.0541;71.4
15.81;7.2;1.305;54.0541;69.3
17.115;8.1;1.02792;45.977;67.1
18.14291667;8.2;1.07208;58.3705;62.4
19.215;9.1;1.0425;55.9658;65.6
20.2575;9.2;1.005;57.554;75.6
21.2625;10.1;1.0275;59.7015;67.8
22.29;10.2;0.8475;58.3942;69.1
23.1375;11.1;0.9225;70.7965;73.5
24.06;11.2;1.02233;65.0406;76.1
25.08233333;12.1;0.989458;58.6893;67.8
26.07179167;12.2;0.928208;60.6392;71.2
27;13.1;0.885;64.6407;72.9
27.885;13.2;0.8775;67.7966;73.2
28.7625;14.1;0.885;68.3761;75
29.6475;14.2;0.9075;67.7966;75.6
30.555;15.1;0.8925;66.1157;76
31.4475;15.2;1.0425;67.2269;76.1
32.49;16.1;0.96;57.554;74.1
33.45;16.2;1.215;62.5;75
34.665;17.1;1.185;49.3827;74.7
35.85;17.2;0.987083;50.6329;72.6
36.83708333;18.1;1.03042;60.7851;73.8
37.8675;18.2;0.937354;58.2289;67.8
38.80485417;19.1;0.922646;64.01;65.2
39.7275;19.2;0.9225;65.0304;65.5
40.65;20.1;0.915;65.0406;62.9
41.565;20.2;0.9075;65.5738;71.5
42.4725;21.1;0.9075;66.1157;72.7
43.38;21.2;0.93;66.1157;71.3
44.31;22.1;0.945;64.5161;77.1
45.255;22.2;0.945;63.4921;74.8
46.2;23.1;0.96;63.4921;75.7
47.16;23.2;0.9375;62.5;77.2
48.0975;24.1;0.96;64;78.9
49.0575;24.2;0.945;62.5;81.1
50.0025;25.1;0.9825;63.4921;74.7
50.985;25.2;0.99;61.0687;77
51.975;26.1;0.9975;60.6061;80.3
52.9725;26.2;1.05;60.1504;81.8
54.0225;27.1;0.915;57.1429;77.4
54.9375;27.2;1.065;65.5738;80.8
56.0025;28.1;0.8775;56.338;83.2
56.88;28.2;0.93;68.3761;79.7
57.81;29.1;0.877396;64.5161;78.5
58.68739583;29.2;0.907604;68.3842;85.6
59.595;30.1;0.87;66.1081;76.3
60.465;30.2;0.8325;68.9655;80.9
61.2975;31.1;0.8775;72.0721;84.6
62.175;31.2;0.8625;68.3761;80.7
63.0375;32.1;1.02;69.5652;80.1
64.0575;32.2;0.872604;58.8235;83.8
64.93010417;33.1;1.0999;68.7597;74.2
66.03;33.2;1.10735;54.5506;73.9
67.13735417;34.1;0.992646;54.1832;70.7
68.13;34.2;0.9225;60.4445;79.6
69.0525;35.1;0.9525;65.0406;75.8
70.005;35.2;0.93;62.9921;74.2
70.935;36.1;0.945;64.5161;79.3
71.88;36.2;0.9225;63.4921;75.7
72.8025;37.1;0.9075;65.0406;77.5
73.71;37.2;0.9075;66.1157;72.4
74.6175;38.1;0.96;66.1157;74.3
75.5775;38.2;0.8625;62.5;74.8
76.44;39.1;0.94375;69.5652;76.6
77.38375;39.2;0.93125;63.5762;72
78.315;40.1;0.885;64.4295;78.4
79.2;40.2;0.9825;67.7966;79.6
80.1825;41.1;0.99;61.0687;78.8
81.1725;41.2;1.0125;60.6061;77.9
82.185;42.1;0.9075;59.2593;71.1
83.0925;42.2;0.885;66.1157;77.9
83.9775;43.1;0.895771;67.7966;77.3
84.87327083;43.2;0.866229;66.9814;72.6
85.7395;44.1;0.840875;69.2657;76.9
86.580375;44.2;0.854625;71.3542;77.2
87.435;45.1;0.825;70.2062;79.2
88.26;45.2;0.9075;72.7273;77.1
89.1675;46.1;0.8925;66.1157;79
90.06;46.2;0.8325;67.2269;81.5
90.8925;47.1;0.8025;72.0721;80.4
91.695;47.2;0.825;74.7664;81.6
92.52;48.1;0.8025;72.7273;81.3
93.3225;48.2;0.805583;74.7664;82.1
94.12808333;49.1;0.798042;74.4802;79.7
94.926125;49.2;0.833875;75.184;81.3
95.76;50.1;0.825;71.9532;82.8
96.585;50.2;0.825;72.7273;80.4
97.41;51.1;0.805812;72.7273;82.1
98.2158125;51.2;0.776688;74.459;80.6
98.9925;52.1;0.825;77.2511;82.5
99.8175;52.2;0.81;72.7273;82.2
