Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
1.14;1;2.655;0;57.3
3.795;2;2.3574;22.5989;63.2
6.152395833;3;2.3901;25.4518;62.5
8.5425;4;2.7825;25.1035;67
11.325;5;2.325;21.5633;69.3
13.65;6;2.4675;25.8065;69.4
16.1175;7;2.595;24.3161;70.5
18.7125;8;2.5575;23.1214;55.2
21.27;9;2.4825;23.4604;53.7
23.7525;10;2.4675;24.1692;61.4
26.22;11;2.3475;24.3161;56.8
28.5675;12;2.54921;25.5591;69.3
31.11670833;13;2.28829;23.5367;58.2
33.405;14;2.265;26.2204;67.1
35.67;15;2.3025;26.4901;68.9
37.9725;16;2.4975;26.0586;73.3
40.47;17;2.7825;24.024;73.1
43.2525;18;2.10705;21.5633;65.4
45.35955208;19;2.36295;28.4758;66.5
47.7225;20;2.28;25.392;55.4
50.0025;21;2.2875;26.3158;63.8
52.29;22;2.18438;26.2295;66.7
54.474375;23;2.10562;27.4678;68
56.58;24;2.16345;28.4951;71.6
58.74344792;25;1.94655;27.7335;76.7
60.69;26;1.9725;30.8237;81.1
62.6625;27;1.9125;30.4183;75.6
64.575;28;1.9275;31.3725;83.4
66.5025;29;1.8825;31.1284;75.8
68.385;30;1.755;31.8725;76.4
70.14;31;1.8525;34.188;81.3
71.9925;32;2.22;32.3887;79.3
74.2125;33;2.5725;27.027;70.7
76.785;34;2.2875;23.3236;62.7
79.0725;35;2.2125;26.2295;77.5
81.285;36;2.175;27.1186;74.4
83.46;37;2.2725;27.5862;76.9
85.7325;38;2.2575;26.4026;69.9
87.99;39;2.3325;26.5781;70.9
90.3225;40;2.475;25.7235;70.6
92.7975;41;2.4975;24.2424;74.1
95.295;42;2.205;24.024;66.8
97.5;43;2.1075;27.2109;72.6
99.6075;44;2.1825;28.4698;72.2
101.79;45;2.145;27.4914;76.4
103.935;46;2.12318;27.972;76.4
106.0581771;47;2.06932;28.2595;74.7
108.1275;48;2.1;28.995;77.3
110.2275;49;2.3175;28.5714;78.4
112.545;50;2.0775;25.89;79.8
114.6225;51;1.9875;28.8809;78.8
116.61;52;1.95;30.1887;77.7
118.56;53;1.9875;30.7692;75.9
120.5475;54;2.0025;30.1887;77.1
122.55;55;1.965;29.9625;79.2
124.515;56;1.965;30.5344;81.1
126.48;57;2.1075;30.5344;78.3
128.5875;58;2.1825;28.4698;72.6
130.77;59;1.84337;27.4914;80
