Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
0.310204081;1.1;0.850794;0;67.6
1.160997732;1.2;0.777869;70.5224;63.7
1.938866213;1.3;0.743039;77.1339;62
2.681904761;1.4;0.714014;80.7495;65.5
3.395918367;1.5;0.841723;84.032;67.4
4.237641723;1.6;0.743039;71.2823;62.2
4.980680272;1.7;0.743039;80.7495;63.3
5.72371882;1.8;0.824308;80.7495;66.1
6.54802721;2.1;0.859138;72.7883;73.5
7.407165532;2.2;0.708209;69.8374;67.4
8.115374149;2.3;0.661769;84.7208;64.9
8.777142857;2.4;0.754649;90.6661;60.3
9.531791383;2.5;0.859138;79.5072;60.2
10.39092971;2.6;0.847528;69.8374;64
11.23845805;2.7;0.708209;70.7941;58.3
11.94666667;2.8;0.650159;84.7208;59
12.5968254;3.1;0.754649;92.2852;55.5
13.35147392;3.2;0.673379;79.5072;63.6
14.02485261;3.3;0.743039;89.1029;66.9
14.76789116;3.4;0.731429;80.7495;61.5
15.49931973;3.5;0.841519;82.0312;62.2
16.340839;3.6;0.818707;71.2996;57.8
17.15954649;3.7;0.754649;73.2862;67.4
17.91419501;3.8;0.861315;79.5072;68.6
18.7755102;4.1;0.775692;69.6609;67.5
19.55120181;4.2;0.859138;77.3503;71.1
20.41034014;4.3;0.992313;69.8374;64.6
21.40265306;4.4;1.03;60.4648;59.6
22.43265306;4.5;0.833741;58.2524;54.5
23.26639456;4.6;0.766258;71.9648;60.2
24.03265306;4.7;0.835918;78.3026;61.2
24.86857143;4.8;0.963628;71.7773;53.4
25.83219955;5.1;0.789478;62.2647;59.6
26.621678;5.2;0.719819;75.9995;66.2
27.3414966;5.3;0.673379;83.3543;64.1
28.01487528;5.4;0.736145;89.1029;67.3
28.75102041;5.5;0.738322;81.5057;64.5
29.4893424;5.6;0.615329;81.2654;63.5
30.1046712;5.7;0.708209;97.5088;65.8
30.81287982;5.8;0.882313;84.7208;63.5
31.69519274;6.1;0.789524;68.0031;65.5
32.48471655;6.2;0.633651;75.9952;67.4
33.11836735;6.3;0.597007;94.6894;69.8
33.71537415;6.4;0.64966;100.501;67.9
34.36503401;6.5;0.743537;92.356;66.8
35.10857143;6.6;0.842449;80.6953;67.2
35.95102041;6.7;0.875828;71.2209;67.7
36.82684807;6.8;0.933946;68.5066;67.9
37.76079365;7.1;0.761111;64.2436;63.9
38.52190476;7.2;0.696599;78.8321;66.7
39.2185034;7.3;0.74068;86.1328;70.2
39.95918367;7.4;0.664127;81.0066;69.1
40.62331066;7.5;0.735986;90.3442;70.2
41.35929705;7.6;0.820295;81.5232;74.6
42.17959184;7.7;0.788934;73.1444;71.4
42.96852608;7.8;0.975238;76.052;70.7
43.94376417;8.1;0.847528;61.5234;73.9
44.79129252;8.2;0.673379;70.7941;71.5
45.4646712;8.3;0.801088;89.1029;74.6
46.26575964;8.4;0.640363;74.8981;69.7
46.90612245;8.5;0.671565;93.6969;70.7
47.57768707;8.6;0.754649;89.3436;70.5
48.3323356;8.7;0.708209;79.5072;70.3
49.04054422;8.8;0.626939;84.7208;67.8
49.66748299;9.1;0.766258;95.7031;68.3
50.4337415;9.2;1.04381;78.3026;66.5
51.47755102;9.3;1.07755;57.4818;68
52.55510204;9.4;0.82449;55.6818;58
53.37959184;9.5;0.783673;72.7723;55.7
54.16326531;9.6;0.730317;76.5625;67.8
54.89358277;9.7;0.985238;82.1561;66.5
55.87882086;9.8;0.999819;60.899;63.4
56.87863946;10.1;0.788957;60.0109;63.8
57.66759637;10.2;0.823469;76.0498;68.2
58.49106576;10.3;0.874422;72.8625;68.8
59.36548753;10.4;0.866803;68.6168;69.6
60.23229025;10.5;0.812971;69.2199;71.1
61.04526077;10.6;1.07973;73.8034;69.1
62.12498866;10.7;0.824308;55.5696;66.3
62.94929705;10.8;1.0449;72.7883;69.5
63.99419501;11.1;0.835918;57.4219;63.6
64.83011338;11.2;0.928798;71.7773;67.3
65.75891156;11.3;0.897234;64.5996;64.4
66.65614512;11.4;1.06485;66.8722;68.9
67.72099773;11.5;1.05651;56.3458;64.8
68.77750567;11.6;1.05107;56.7909;65.6
69.82857143;11.7;1.01224;57.0849;64.7
70.84081633;11.8;1.43129;59.2742;62.4
72.27210884;12.1;0.976871;41.9202;60.1
73.24897959;12.2;0.82449;61.4206;63.2
74.07346939;12.3;0.82449;72.7723;67.4
74.89795918;12.4;0.791837;72.7723;69.3
75.68979592;12.5;0.946939;75.7732;66.3
76.63673469;12.6;0.720544;63.3621;67.3
77.35727891;12.7;0.912109;83.2704;68.5
78.26938776;12.8;0.865306;65.7816;65.4
79.13469388;13.1;0.783673;69.3396;63.8
79.91836735;13.2;1.10204;76.5625;66.2
81.02040816;13.3;0.811678;54.4444;61.8
81.83208617;13.4;0.739342;73.9209;63.6
82.57142857;13.5;0.809546;81.1532;62
83.38097506;13.6;0.78229;74.1156;61.9
84.16326531;13.7;1.07719;76.6979;59.4
85.24045351;13.8;0.952018;55.7006;63.8
86.19247166;14.1;0.915261;63.024;66.2
87.10773243;14.2;0.705714;65.5551;63.8
87.81344671;14.3;0.752744;85.0202;60.1
88.56619048;14.4;0.749365;79.7084;66.3
89.31555556;14.5;0.801973;80.0678;69.7
90.11752834;14.6;0.715374;74.8155;69.9
90.83290249;14.7;0.628322;83.8722;62.8
91.46122449;14.8;0.838095;95.4924;66
92.29931973;15.1;0.884354;71.5909;72.4
93.18367347;15.2;0.868753;67.8462;68.2
94.0524263;15.3;0.743039;69.0645;68.9
94.79546485;15.4;0.824308;80.7495;66.5
