Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.484716553;0.5;0.217687;0;59.2
0.702403628;0.6;0.200272;275.625;62.5
0.902675737;1.1;0.188662;299.592;69.9
1.091337868;1.2;0.206077;318.029;68.4
1.297414966;1.3;0.194467;291.153;67.8
1.491882086;1.4;0.203175;308.535;62.2
1.695056689;1.5;0.218662;295.313;68.5
1.913718821;1.6;0.222517;274.396;61.4
2.136235828;2.1;0.206077;269.642;65.7
2.342312925;2.2;0.194467;291.153;67.5
2.536780045;2.3;0.206077;308.535;65.8
2.742857143;2.4;0.191565;291.153;67.9
2.934421769;2.5;0.153832;313.21;68.8
3.088253968;2.6;0.20898;390.035;65
3.29723356;3.1;0.195147;287.109;69.1
3.492380952;3.2;0.182177;307.46;68.4
3.674557823;3.3;0.195351;329.35;68.7
3.869909297;3.4;0.216803;307.139;59.4
4.086712018;3.5;0.216009;276.749;69.5
4.302721088;3.6;0.207755;277.766;59.9
4.51047619;4.1;0.196327;288.802;67.5
4.706802721;4.2;0.1839;305.613;68.3
4.890702948;4.3;0.188662;326.264;65.1
5.079365079;4.4;0.18576;318.029;69
5.265124717;4.5;0.145125;322.998;68.2
5.410249433;4.6;0.2322;413.438;67.3
5.64244898;5.1;0.153832;258.398;72.9
5.796281179;5.2;0.168345;390.035;70.3
5.96462585;5.3;0.223311;356.412;71.9
6.187936508;5.4;0.183039;268.684;63.6
6.370975057;5.5;0.201791;327.8;71.4
6.57276644;5.6;0.23068;297.337;63.1
6.803446712;6.1;0.195057;260.1;70.2
6.998503401;6.2;0.167755;307.603;67.7
7.166258503;6.3;0.153832;357.664;66.2
7.320090703;6.4;0.203175;390.035;64.8
7.523265306;6.5;0.165442;295.313;72.3
7.688707483;6.6;0.206077;362.664;67
7.89478458;7.1;0.165442;291.153;72.6
8.060226757;7.2;0.18576;362.664;71.2
8.245986395;7.3;0.171247;322.998;69.5
8.41723356;7.4;0.182857;350.371;67.7
8.600090703;7.5;0.194467;328.125;70.6
8.794557823;7.6;0.177052;308.535;70.8
8.971609977;8.1;0.19737;338.883;72.9
9.168979592;8.2;0.148027;303.998;71.9
9.317006803;8.3;0.165442;405.331;69.5
9.48244898;8.4;0.200272;362.664;67.6
9.682721088;8.5;0.159637;299.592;69.1
9.842358277;8.6;0.194467;375.852;71.1
10.0368254;9.1;0.159637;308.535;70.3
10.19646259;9.2;0.19737;375.852;70.8
10.3938322;9.3;0.185397;303.998;68.8
10.57922903;9.4;0.215147;323.63;64.4
10.79437642;9.5;0.198934;278.879;70
10.99331066;9.6;0.216122;301.607;60.7
11.20943311;10.1;0.18576;277.62;66.4
11.39519274;10.2;0.217687;322.998;70
11.61287982;10.3;0.179955;275.625;66.4
11.79283447;10.4;0.159637;333.417;60.7
11.95247166;10.5;0.215986;375.852;63.2
12.16845805;10.6;0.181655;277.795;67.6
12.35011338;11.1;0.188662;330.296;66.1
12.53877551;11.2;0.18576;318.029;65.9
12.72453515;11.3;0.205442;322.998;65.6
12.92997732;11.4;0.212517;292.053;60.5
13.14249433;11.5;0.205737;282.33;67.8
13.34823129;11.6;0.223832;291.635;59.2
13.57206349;12.1;0.204694;268.058;68
13.77675737;12.2;0.19585;293.121;68.4
13.97260771;12.3;0.18576;306.356;62.9
14.15836735;12.4;0.159637;322.998;60
14.31800454;12.5;0.214785;375.852;67.5
14.53278912;12.6;0.229297;279.35;67.8
14.76208617;13.1;0.205488;261.669;67.9
14.9675737;13.2;0.192154;291.989;65.8
15.15972789;13.3;0.213787;312.249;64.6
