Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
0.573333333;0.3;0.42;0;57.9
0.993333333;1.1;0.416667;142.857;64.8
1.41;1.2;0.46;144;65.1
1.87;1.3;0.473333;130.435;70.4
2.343333333;2.1;0.443333;126.761;66
2.786666667;2.2;0.4;135.338;64.4
3.186666667;2.3;0.423333;150;67.3
3.61;3.1;0.433333;141.732;72.3
4.043333333;3.2;0.386667;138.462;69
4.43;3.3;0.45;155.172;70.4
4.88;4.1;0.44;133.333;69.1
5.32;4.2;0.386667;136.364;66.8
5.706666667;4.3;0.42;155.172;68.5
6.126666667;5.1;0.423333;142.857;74.3
6.55;5.2;0.4;141.732;70.7
6.95;5.3;0.446667;150;68.7
7.396666667;6.1;0.413333;134.328;69
7.81;6.2;0.36;145.161;66.3
8.17;6.3;0.423333;166.667;70.4
8.593333333;7.1;0.42;141.732;73
9.013333333;7.2;0.423333;142.857;74
9.436666667;7.3;0.42;141.732;73.7
9.856666667;8.1;0.406667;142.857;69.7
10.26333333;8.2;0.4;147.541;66.3
10.66333333;8.3;0.403333;150;70.4
11.06666667;9.1;0.41;148.76;72.9
11.47666667;9.2;0.39;146.341;70
11.86666667;9.3;0.473333;153.846;72.4
12.34;10.1;0.533333;126.761;72.3
12.87333333;10.2;0.456667;112.5;72.4
13.33;10.3;0.42;131.387;61.4
13.75;11.1;0.416667;142.857;69.4
14.16666667;11.2;0.423333;144;66.9
14.59;11.3;0.47;141.732;68.1
15.06;12.1;0.463292;127.66;73.2
15.52329167;12.2;0.426708;129.508;71.6
15.95;12.3;0.446667;140.611;73.4
16.39666667;13.1;0.47;134.328;76.2
16.86666667;13.2;0.446667;127.66;70.5
17.31333333;13.3;0.47;134.328;69.8
17.78333333;14.1;0.546667;127.66;65.7
18.33;14.2;0.51;109.756;61.5
18.84;14.3;0.42;117.647;59.5
19.26;15.1;0.44;142.857;64.7
19.7;15.2;0.446667;136.364;60.3
20.14666667;15.3;0.496667;134.328;64.3
20.64333333;16.1;0.436667;120.805;70.4
21.08;16.2;0.426667;137.405;69
21.50666667;16.3;0.436208;140.625;70.9
21.942875;17.1;0.439844;137.549;75.5
22.38271875;17.2;0.423948;136.412;69.7
22.80666667;17.3;0.46;141.527;69.3
23.26666667;18.1;0.415427;130.435;70.6
23.68209375;18.2;0.437906;144.43;69.4
24.12;18.3;0.415771;137.016;70.6
24.53577083;19.1;0.444229;144.31;72.6
24.98;19.2;0.426667;135.065;73.7
25.40666667;19.3;0.436667;140.625;72.7
25.84333333;20.1;0.446667;137.405;73.8
26.29;20.2;0.4;134.328;65.3
26.69;20.3;0.41;150;72.7
27.1;21.1;0.435844;146.341;75.4
27.53584375;21.2;0.420823;137.664;75.9
27.95666667;21.3;0.423333;142.578;75.8
28.38;22.1;0.44;141.732;78.7
28.82;22.2;0.396667;136.364;76
29.21666667;22.3;0.383333;151.26;77
29.6;23.1;0.423333;156.522;79.5
30.02333333;23.2;0.436667;141.732;72
30.46;23.3;0.464271;137.405;71.7
30.92427083;24.1;0.459062;129.235;67.6
31.38333333;24.2;0.466667;130.701;65
31.85;24.3;0.423333;128.571;70.3
32.27333333;25.1;0.413333;141.732;77.6
32.68666667;25.2;0.436667;145.161;73.2
33.12333333;25.3;0.446667;137.405;71.4
33.57;26.1;0.513333;134.328;64.7
34.08333333;26.2;0.38;116.883;64.2
34.46333333;26.3;0.42;157.895;68.8
34.88333333;27.1;0.51;142.857;70.3
35.39333333;27.2;0.45;117.647;63.6
35.84333333;27.3;0.52;133.333;64.2
36.36333333;28.1;0.559917;115.385;64.7
36.92325;28.2;0.66675;107.159;60.6
37.59;28.3;0.43;89.9888;55.4
38.02;29.1;0.456667;139.535;65.9
38.47666667;29.2;0.446667;131.387;68.1
38.92333333;29.3;0.436667;134.328;64.6
39.36;30.1;0.473885;137.405;64.7
39.83388542;30.2;0.376115;126.613;69.3
40.21;30.3;0.433333;159.526;73.9
40.64333333;31.1;0.436667;138.462;77.6
41.08;31.2;0.413333;137.405;76.9
41.49333333;31.3;0.466667;145.161;74.2
41.96;32.1;0.443333;128.571;67.4
42.40333333;32.2;0.406667;135.338;67.1
42.81;32.3;0.41;147.541;70.3
43.22;33.1;0.446667;146.341;66.3
43.66666667;33.2;0.383333;134.328;65.8
44.05;33.3;0.453333;156.522;65.7
44.50333333;34.1;0.426667;132.353;65
44.93;34.2;0.41;140.625;68
45.34;34.3;0.413333;146.341;72.7
45.75333333;35.1;0.43;145.161;73.1
46.18333333;35.2;0.413333;139.535;70.7
46.59666667;35.3;0.481187;145.161;67.4
47.07785417;36.1;0.395479;124.692;66.9
47.47333333;36.2;0.373333;151.715;68.5
47.84666667;36.3;0.416667;160.714;77.5
48.26333333;37.1;0.468875;144;70.3
48.73220833;37.2;0.464458;127.966;65.6
49.19666667;37.3;0.556667;129.183;60.8
49.75333333;38.1;0.663333;107.784;63.7
50.41666667;38.2;0.403333;90.4523;69.7
50.82;38.3;0.502552;148.76;78.1
51.32255208;39.1;0.438281;119.391;72.3
51.76083333;39.2;0.4225;136.898;70.2
52.18333333;39.3;0.466667;142.012;72
52.65;40.1;0.433333;128.571;71.4
53.08333333;40.2;0.356667;138.462;75.4
53.44;40.3;0.42;168.224;75
53.86;41.1;0.413333;142.857;76.2
54.27333333;41.2;0.403333;145.161;73.1
54.67666667;41.3;0.396667;148.76;70.9
55.07333333;42.1;0.46;151.26;72.6
55.53333333;42.2;0.44;130.435;75.4
55.97333333;42.3;0.426667;136.364;77
56.4;43.1;0.436667;140.625;72.5
56.83666667;43.2;0.4;137.405;73.2
57.23666667;43.3;0.533333;150;72.2
57.77;44.1;0.47;112.5;68.8
58.24;44.2;0.353333;127.66;70.7
58.59333333;44.3;0.46;169.811;77.5
59.05333333;45.1;0.42;130.435;73.9
59.47333333;45.2;0.393333;142.857;69.9
59.86666667;45.3;0.48;152.542;73
