Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.766427083;1;1.96357;0;77.8
2.73;2;1.84049;30.5565;77.2
4.570489583;3;1.97884;32.6;77.4
6.549333333;4;1.83467;30.3207;72.4
8.384;5;2.0335;32.7035;79.7
10.4175;6;1.94517;29.5058;73.8
12.36266667;7;2.06733;30.8457;74.9
14.43;8;1.86;29.0229;69.5
16.29;9;2.03533;32.2581;82.2
18.32533333;10;1.94717;29.4792;78.2
20.2725;11;1.9995;30.814;78.7
22.272;12;1.89538;30.0075;74.4
24.167375;13;2.02996;31.656;76.2
26.19733333;14;1.824;29.5573;74.9
28.02133333;15;1.92;32.8947;79.7
29.94133333;16;2.048;31.25;78
31.98933333;17;2.02667;29.2969;80.5
34.016;18;1.97333;29.6053;79.8
35.98933333;19;1.984;30.4054;77.1
37.97333333;20;2.03917;30.2419;80.1
40.0125;21;2.0037;29.4238;80.2
42.01619792;22;2.0538;29.9446;80.4
44.07;23;1.9725;29.2141;79.1
46.0425;24;1.965;30.4183;80
48.0075;25;2.325;30.5344;82.8
50.3325;26;2.09368;25.8065;79.6
52.42617708;27;2.09882;28.6577;81.1
54.525;28;2.08049;28.5875;79.1
56.60548958;29;2.29201;28.8394;76.3
58.8975;30;2.385;26.1779;76.8
61.2825;31;2.07;25.1572;83.9
63.3525;32;1.9725;28.9855;85.6
65.325;33;1.9725;30.4183;86
67.2975;34;2.055;30.4183;81.9
69.3525;35;2.0625;29.1971;83.3
71.415;36;1.995;29.0909;81.8
73.41;37;2.115;30.0752;80.1
75.525;38;2.1;28.3688;69.5
77.625;39;2.1;28.5714;78.9
79.725;40;2.0325;28.5714;83.4
81.7575;41;2.04452;29.5203;82.9
83.80202083;42;2.00568;29.3467;83.8
85.80769792;43;1.9897;29.9151;76.3
87.79739583;44;1.88468;30.1553;63.1
89.68207292;45;1.89293;31.8357;68.9
91.575;46;1.92;31.6969;70
93.495;47;1.905;31.25;71.7
95.4;48;1.8975;31.4961;71.9
97.2975;49;1.935;31.6206;71.7
99.2325;50;1.9875;31.0078;76.9
101.22;51;2.0925;30.1887;73.5
103.3125;52;2.265;28.6738;69.1
105.5775;53;2.55;26.4901;63
108.1275;54;2.5125;23.5294;73.3
110.64;55;2.6925;23.8806;72.9
113.3325;56;2.475;22.2841;77.3
115.8075;57;2.6475;24.2424;70.4
118.455;58;2.895;22.6629;70
121.35;59;2.3775;20.7254;61
123.7275;60;2.2425;25.2366;69.6
125.97;61;2.6175;26.7559;71.7
128.5875;62;2.30297;22.9226;72.2
130.8904688;63;2.63203;26.0533;65.1
133.5225;64;2.42346;22.7961;73.9
135.9459583;65;2.87904;24.758;70.8
138.825;66;2.82;20.8403;71
141.645;67;2.9475;21.2766;69.7
144.5925;68;2.88;20.3562;66.5
147.4725;69;3.315;20.8333;70.7
150.7875;70;2.49986;18.0995;67.2
153.2873646;71;2.8633;24.0013;76.9
156.1506667;72;2.46573;20.9548;65
158.6163958;73;2.4386;24.3336;72
161.055;74;2.9625;24.6042;74.8
164.0175;75;2.8125;20.2532;68.1
166.83;76;1.83;21.3333;70.3
168.66;77;1.7775;32.7869;77.5
170.4375;78;1.74;33.7553;74.9
172.1775;79;1.7175;34.4828;72.7
173.895;80;1.77;34.9345;81.1
175.665;81;1.74501;33.8983;72.5
177.4100104;82;1.77249;34.3837;74.9
179.1825;83;1.71;33.8507;75.1
180.8925;84;1.7025;35.0877;72.3
182.595;85;1.74869;35.2423;81.1
184.3436875;86;1.76131;34.3114;79.9
186.105;87;1.75829;34.0655;80.6
187.8632917;88;1.67671;34.124;79.3
189.54;89;1.71;35.7844;79.6
191.25;90;1.83;35.0877;81.4
193.08;91;1.89;32.7869;87.3
194.97;92;1.815;31.746;76.8
196.785;93;1.7775;33.0578;83.5
198.5625;94;1.95;33.7553;75.6
200.5125;95;2.52;30.7692;82.5
203.0325;96;2.2125;23.8095;69.7
205.245;97;2.1675;27.1186;73.7
207.4125;98;2.025;27.6817;74.3
209.4375;99;1.9431;29.6296;84
211.3806042;100;2.0469;30.8784;78.7
213.4275;101;2.13375;29.3127;84.4
215.56125;102;1.91625;28.1195;83.9
217.4775;103;1.86;31.3112;74.8
219.3375;104;1.99583;32.2581;78.3
221.3333333;105;2.66167;30.0626;81.3
223.995;106;2.3325;22.5423;72.5
226.3275;107;2.3625;25.7235;66.2
228.69;108;2.31;25.3968;71.8
231;109;2.3325;25.974;76.4
233.3325;110;2.475;25.7235;77.9
235.8075;111;2.2875;24.2424;71.6
238.095;112;2.1;26.2295;80.1
240.195;113;2.1075;28.5714;81.1
242.3025;114;2.53526;28.4698;80.5
244.8377604;115;2.11474;23.6662;84.2
246.9525;116;1.98048;28.3723;77.4
248.9329792;117;1.95702;30.2957;76.5
250.89;118;1.935;30.6588;78.7
252.825;119;2.0025;31.0078;83
254.8275;120;1.9875;29.9625;78.7
256.815;121;1.965;30.1887;78.7
258.78;122;2.055;30.5344;80.6
260.835;123;2.6325;29.1971;79.7
263.4675;124;2.2275;22.792;69.8
265.695;125;2.6475;26.936;67
268.3425;126;2.4375;22.6629;71.2
270.78;127;2.7975;24.6154;78.5
273.5775;128;2.9025;21.4477;75.8
276.48;129;2.79;20.6718;75.3
279.27;130;2.8213;21.5054;70.8
282.0913021;131;3.2837;21.2668;69.1
285.375;132;1.935;18.2721;75.5
287.31;133;1.8675;31.0078;76.7
289.1775;134;1.9725;32.1285;77.7
291.15;135;1.86;30.4183;72.3
