Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
5.030041666;1.1;1.47129;0;62.5
6.501333333;1.2;1.35467;40.7805;68.3
7.856;2.1;1.24267;44.2913;67.8
9.098666666;2.2;1.26208;48.2833;67.5
10.36075;3.1;1.27658;47.5404;64.9
11.63733333;3.2;1.33333;47.0005;73.3
12.97066667;4.1;1.30667;45;66.4
14.27733333;4.2;1.28867;45.9184;72.2
15.566;5.1;1.34177;46.5598;57.9
16.90777083;5.2;1.23623;44.717;68.2
18.144;6.1;1.22244;48.5347;76
19.3664375;6.2;1.44423;49.0823;63
20.81066667;7.1;1.33867;41.5447;70.3
22.14933333;7.2;1.536;44.8207;61.5
23.68533333;8.1;1.27031;39.0625;62.8
24.95564583;8.2;1.56277;47.2325;54.6
26.51841667;9.1;1.16692;38.3933;53.1
27.68533333;9.2;1.264;51.4176;62.8
28.94933333;10.1;1.23719;47.4684;63.6
30.18652083;10.2;1.32815;48.4971;68
31.51466667;11.1;1.14133;45.1758;54.4
32.656;11.2;1.29067;52.5701;69.9
33.94666667;12.1;1.37067;46.4876;69.5
35.31733333;12.2;1.30667;43.7743;72.2
36.624;13.1;1.22113;45.9184;64
37.845125;13.2;1.11487;49.135;71.5
38.96;14.1;1.104;53.8177;77
40.064;14.2;1.06406;54.3478;75.5
41.1280625;15.1;1.1066;56.3877;80
42.23466667;15.2;1.16267;54.2199;74.3
43.39733333;16.1;1.23733;51.6055;75
44.63466667;16.2;1.472;48.4914;75.4
46.10666667;17.1;1.76533;40.7609;74.3
47.872;17.2;1.17867;33.9879;67.3
49.05066667;18.1;1.06133;50.905;67.3
50.112;18.2;1.06667;56.5327;66.6
51.17866667;19.1;1.08267;56.25;63.6
52.26133333;19.2;1.16267;55.4187;66
53.424;20.1;1.10933;51.6055;60.2
54.53333333;20.2;1.30133;54.0865;67.6
55.83466667;21.1;1.15138;46.1066;62.2
56.98604167;21.2;1.20062;52.1116;72.3
58.18666667;22.1;1.21067;49.974;70.2
59.39733333;22.2;1.14667;49.5595;70.6
60.544;23.1;1.152;52.3256;69.8
61.696;23.2;1.09333;52.0833;76.2
62.78933333;24.1;1.30133;54.878;74.7
64.09066667;24.2;1.01867;46.1066;79.5
65.10933333;25.1;1.20629;58.9005;78
66.315625;25.2;1.10304;49.7392;75.2
67.41866667;26.1;1.024;54.395;77.2
68.44266667;26.2;1.04533;58.5938;81.7
69.488;27.1;1.06667;57.398;82.8
70.55466667;27.2;0.981333;56.25;77.4
71.536;28.1;1.05067;61.1413;80.6
72.58666667;28.2;0.997333;57.1066;78.2
73.584;29.1;1.04981;60.1604;77.1
74.6338125;29.2;1.03552;57.1531;78.6
75.66933333;30.1;1.06463;57.9419;73.9
76.73395833;30.2;1.04108;56.3579;80.7
77.77504167;31.1;1.04629;57.6323;80.7
78.82133333;31.2;1.27467;57.3454;80.3
80.096;32.1;1.26933;47.0711;76.8
81.36533333;32.2;1.14133;47.2689;75.6
82.50666667;33.1;1.40267;52.5701;72.1
83.90933333;33.2;1.51467;42.7757;71.3
85.424;34.1;1.25867;39.6127;65.7
86.68266667;34.2;1.20533;47.6695;72.6
87.888;35.1;1.16235;49.7788;78.8
89.05035417;35.2;1.15765;51.6194;71.2
90.208;36.1;1.10933;51.8293;74.8
91.31733333;36.2;1.17727;54.0865;77.8
92.49460417;37.1;1.17073;50.9653;78.5
93.66533333;37.2;1.23033;51.2501;71.2
94.89566667;38.1;1.099;48.7673;77.5
95.99466667;38.2;1.12533;54.5951;73
97.12;39.1;1.10933;53.3175;75.1
98.22933333;39.2;1.152;54.0865;76.1
99.38133333;40.1;1.06133;52.0833;71.6
100.4426667;40.2;1.056;56.5327;77.2
101.4986667;41.1;1.264;56.8182;80
102.7626667;41.2;1.28;47.4684;68.5
104.0426667;42.1;1.13067;46.875;69.4
105.1733333;42.2;1.0899;53.066;73.6
106.2632292;43.1;0.934438;55.0511;73.2
107.1976667;43.2;1.03485;64.2098;67.3
108.2325208;44.1;1.13815;57.9792;76.3
109.3706667;44.2;0.96;52.7173;80.1
110.3306667;45.1;1.024;62.5;77
111.3546667;45.2;1.136;58.5938;76.5
112.4906667;46.1;1.01867;52.8169;78.5
113.5093333;46.2;1.02271;58.9005;76.8
114.5320417;47.1;1.00929;58.6678;79.1
115.5413333;47.2;0.933333;59.4476;79.2
116.4746667;48.1;1.0755;64.2857;78.4
117.5501667;48.2;0.967167;55.788;78.2
118.5173333;49.1;1.01031;62.0369;77.3
119.5276458;49.2;1.05902;59.3876;77.6
120.5866667;50.1;1.024;56.6561;82.3
121.6106667;50.2;1.01333;58.5938;82
122.624;51.1;1.01867;59.2105;80.5
123.6426667;51.2;1.008;58.9005;81.6
124.6506667;52.1;0.992;59.5238;79.6
125.6426667;52.2;0.992;60.4839;81.6
126.6346667;53.1;0.986667;60.4839;81.9
127.6213333;53.2;0.982208;60.8108;83.4
128.6035417;54.1;1.09056;61.0868;80.7
129.6941042;54.2;0.994833;55.0175;79.1
130.6889375;55.1;0.943062;60.3116;80.7
131.632;55.2;0.976;63.6225;80.4
132.608;56.1;0.928;61.4754;81.9
133.536;56.2;1.056;64.6552;84.5
134.592;57.1;1.11467;56.8182;82.1
135.7066667;57.2;1.28533;53.8278;83.6
136.992;58.1;1.2;46.6805;82.6
138.192;58.2;1.14133;50;81.3
139.3333333;59.1;0.890667;52.5701;80.4
140.224;59.2;1.024;67.3653;85.1
141.248;60.1;1.04333;58.5938;81.2
142.2913333;60.2;1.16467;57.508;79.7
143.456;61.1;1.06667;51.5169;77
144.5226667;61.2;1.24267;56.25;81.9
145.7653333;62.1;1.05067;48.2833;75.9
146.816;62.2;1.09333;57.1066;83.1
147.9093333;63.1;0.986667;54.878;79.4
148.896;63.2;1.072;60.8108;84
149.968;64.1;1.07379;55.9701;81.8
151.0417917;64.2;1.07554;55.8768;79.7
152.1173333;65.1;1.10933;55.7858;80.7
153.2266667;65.2;1.35854;54.0865;77.6
