Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
2.546938775;1.1;1.36327;0;49.2
3.910204081;1.2;1.2898;44.012;66.7
5.2;2.1;1.24898;46.519;65.6
6.448979591;2.2;1.27351;48.0392;62.1
7.722494331;3.1;1.23261;47.1137;62.8
8.95510204;3.2;1.27347;48.6773;69.7
10.22857143;4.1;1.28163;47.1154;68.7
11.51020408;4.2;1.50204;46.8153;66
13.0122449;5.1;1.27347;39.9457;59.5
14.28571429;5.2;1.21526;47.1154;61
15.50097506;6.1;1.29902;49.3721;63
16.8;6.2;1.37143;46.1885;65
18.17142857;7.1;1.5722;43.75;69.1
19.74362812;7.2;1.57458;38.1631;61.2
21.31820862;8.1;1.50628;38.1054;55.1
22.8244898;8.2;1.46122;39.8332;50.4
24.28571429;9.1;1.3551;41.0615;52.2
25.64081633;9.2;1.16449;44.2771;60.7
26.80530612;10.1;1.22807;51.5247;57.4
28.03337868;10.2;1.18295;48.857;59.5
29.21632653;11.1;1.1932;50.7207;53.8
30.40952381;11.2;1.16599;50.2851;61.1
31.5755102;12.1;1.28934;51.4586;60.3
32.86485261;12.2;1.20705;46.5354;54.1
34.07190476;13.1;1.13782;49.7079;54.5
35.20972789;13.2;1.12685;52.7323;59.3
36.33657596;14.1;1.16546;53.2459;63.4
37.50204082;14.2;1.06939;51.4816;65.4
38.57142857;15.1;0.971429;56.1069;67.2
39.54285714;15.2;1.06939;61.7647;68.4
40.6122449;16.1;1.1102;56.1069;67.1
41.72244898;16.2;1.25714;54.0441;75.2
42.97959184;17.1;1.50204;47.7273;70
44.48163265;17.2;1.14286;39.9457;70.3
45.6244898;18.1;1.11837;52.5;70.7
46.74285714;18.2;1.01224;53.6496;64
47.75510204;19.1;0.987755;59.2742;62.1
48.74285714;19.2;1.00118;60.7438;66.9
49.74403628;20.1;1.12943;59.9293;55.3
50.87346939;20.2;1.3551;53.124;54.9
52.22857143;21.1;1.13469;44.2771;62.7
53.36326531;21.2;1.07755;52.8777;66.6
54.44081633;22.1;1.12653;55.6818;70.5
55.56734694;22.2;0.987755;53.2609;70.7
56.55510204;23.1;0.946939;60.7438;65.9
57.50204082;23.2;1.03673;63.3621;72.9
58.53877551;24.1;0.963265;57.874;69.7
59.50204082;24.2;0.906122;62.2881;75.5
60.40816327;25.1;0.873469;66.2162;74.8
61.28163265;25.2;0.938776;68.6916;80.6
62.22040816;26.1;0.979592;63.913;79.9
63.2;26.2;1.01224;61.25;72.5
64.2122449;27.1;0.881633;59.2742;72.4
65.09387755;27.2;0.84898;68.0556;75.1
65.94285714;28.1;0.914286;70.6731;79.5
66.85714286;28.2;1.0449;65.625;75
67.90204082;29.1;0.958549;57.4219;76.1
68.86058957;29.2;1.0088;62.5946;77.3
69.86938776;30.1;0.946939;59.4767;73.1
70.81632653;30.2;0.881633;63.3621;79.4
71.69795918;31.1;0.922449;68.0556;75.8
72.62040816;31.2;0.946939;65.0443;73.9
73.56734694;32.1;1.02041;63.3621;77.2
74.5877551;32.2;1.18007;58.8;79.4
75.76782313;33.1;1.15463;50.8445;69
76.92244898;33.2;1.69796;51.9649;73.6
78.62040816;34.1;1.22449;35.3365;59.8
79.84489796;34.2;1.12653;49;64.3
80.97142857;35.1;1.16735;53.2609;75.5
82.13877551;35.2;1.08571;51.3986;66.9
83.2244898;36.1;1.1102;55.2632;72.3
84.33469388;36.2;1.23265;54.0441;72.4
85.56734694;37.1;1.15918;48.6755;74.5
86.72653061;37.2;1.32245;51.7606;67.1
88.04897959;38.1;1.15918;45.3704;57.5
89.20816327;38.2;1.05306;51.7606;59.7
90.26122449;39.1;0.987755;56.9767;63.7
91.24897959;39.2;1.06283;60.7438;63.7
92.31181406;40.1;1.04329;56.4528;66.5
93.35510204;40.2;1.05642;57.5105;70.7
94.41151927;41.1;1.18032;56.7957;71.8
95.59183673;41.2;1.31429;50.8338;67.3
96.90612245;42.1;1.02857;45.6522;59
97.93469388;42.2;0.995918;58.3333;65.9
98.93061224;43.1;0.963265;60.2459;69.7
99.89387755;43.2;1.00408;62.2881;65.6
100.8979592;44.1;0.914286;59.7561;70
101.8122449;44.2;0.955102;65.625;70.1
102.7673469;45.1;0.946939;62.8205;72.2
103.7142857;45.2;0.987755;63.3621;71.5
104.7020408;46.1;0.978912;60.7438;77.1
105.6809524;46.2;0.947619;61.2926;77.5
106.6285714;47.1;0.857143;63.3166;75.8
107.4857143;47.2;0.930612;70;76.6
108.4163265;48.1;0.873469;64.4737;76.8
109.2897959;48.2;0.897959;68.6916;77.5
110.1877551;49.1;0.889796;66.8182;76.9
111.077551;49.2;1.02857;67.4312;76.4
112.1061224;50.1;0.971429;58.3333;79
113.077551;50.2;0.873469;61.7647;78.5
113.9510204;51.1;0.889796;68.6916;78.6
114.8408163;51.2;0.865306;67.4312;78
115.7061224;52.1;0.840816;69.3396;76.3
116.5469388;52.2;0.817347;71.3592;83
117.3642857;53.1;0.847959;73.4082;79.3
118.2122449;53.2;0.865306;70.7581;77.2
119.077551;54.1;0.830386;69.3396;78.8
119.9079365;54.2;0.804036;72.2556;79.8
120.7119728;55.1;0.791973;74.6235;78
121.5039456;55.2;0.818231;75.7602;78.4
122.3221769;56.1;0.794014;73.3289;78.2
123.1161905;56.2;0.761361;75.5655;79.1
123.877551;57.1;0.963265;78.8063;79.2
124.8408163;57.2;1.29796;62.2881;80.8
126.1387755;58.1;1.25714;46.2264;72
127.3959184;58.2;0.914286;47.7273;71.5
128.3102041;59.1;0.995918;65.625;78.8
129.3061224;59.2;0.857143;60.2459;76.7
130.1632653;60.1;0.946939;70;79
131.1102041;60.2;0.895351;63.3621;74.9
132.0055556;61.1;0.990363;67.0128;75.2
132.9959184;61.2;1.13469;60.5839;74
134.1306122;62.1;1.03673;52.8777;78.4
135.1673469;62.2;0.897959;57.874;81.5
136.0653061;63.1;0.955102;66.8182;78.3
137.0204082;63.2;1.09388;62.8205;78.8
138.1142857;64.1;0.906122;54.8507;75.6
139.0204082;64.2;0.922449;66.2162;76.1
139.9428571;65.1;0.934376;65.0443;79.1
140.8772336;65.2;1.17991;64.214;77.5
142.0571429;66.1;1.24082;50.8514;76.8
143.2979592;66.2;1.28163;48.3553;69.4
144.5795918;67.1;1.0449;46.8153;71.3
145.6244898;67.2;1.25714;57.4219;68.2
146.8816327;68.1;1.02041;47.7273;68
147.9020408;68.2;1.06939;58.8;67.7
148.9714286;69.1;1.02397;56.1069;72.3
149.9953968;69.2;1.24542;58.5956;73.4
151.2408163;70.1;1.1102;48.1765;70.5
152.3510204;70.2;1.2;54.0441;73
153.5510204;71.1;1.18367;50;67.4
154.7346939;71.2;1.42041;50.6897;68.8
156.155102;72.1;1.29796;42.2414;66.1
157.4530612;72.2;1.22449;46.2264;70
158.677551;73.1;1.24082;49;62.6
159.9183673;73.2;1.34694;48.3553;70.5
161.2653061;74.1;1.20816;44.5455;61.1
162.4734694;74.2;1.2898;49.6622;65.2
163.7632653;75.1;1.2898;46.519;64.1
165.0530612;75.2;1.88571;46.519;63.1
166.9387755;76.1;1.86122;31.8182;62.3
168.8;76.2;1.91837;32.2368;47.3
170.7183673;77.1;2.14694;31.2766;60.5
172.8653061;77.2;2.08127;27.9468;47
174.946576;78.1;1.33914;28.8286;58.9
176.2857143;78.2;1.27347;44.8049;62.4
177.5591837;79.1;1.32245;47.1154;64.3
178.8816327;79.2;1.24082;45.3704;65.1
180.122449;80.1;1.23265;48.3553;65.8
181.355102;80.2;1.21633;48.6755;66.3
182.5714286;81.1;1.24898;49.3289;65.5
183.8204082;81.2;1.28163;48.0392;65.8
185.1020408;82.1;1.37143;46.8153;64.1
186.4734694;82.2;1.46122;43.75;60.4
187.9346939;83.1;1.28163;41.0615;58.7
189.2163265;83.2;1.24898;46.8153;62.5
190.4653061;84.1;1.17551;48.0392;65.5
191.6408163;84.2;1.3002;51.0417;65.7
192.9410204;85.1;1.27122;46.1466;66.2
194.2122449;85.2;1.37959;47.1986;71.4
195.5918367;86.1;1.30612;43.4911;64.8
196.8979592;86.2;1.34694;45.9375;61.9
198.244898;87.1;1.29796;44.5455;64.2
199.5428571;87.2;1.31429;46.2264;61.2
200.8571429;88.1;1.25714;45.6522;63.9
202.1142857;88.2;1.37143;47.7273;63.7
203.4857143;89.1;1.4449;43.75;68.8
204.9306122;89.2;1.32317;41.5254;65.3
206.2537868;90.1;1.46866;45.3455;57.8
207.722449;90.2;1.77959;40.8535;58.3
209.5020408;1.1;1.24898;33.7156;53.1
210.7510204;1.2;1.22449;48.0392;65.3
211.9755102;2.1;1.16735;49;65.3
213.1428571;2.2;1.23265;51.3986;62.3
214.3755102;3.1;1.28163;48.6755;59.1
215.6571429;3.2;1.21633;46.8153;68.6
216.8734694;4.1;1.37959;49.3289;68.1
218.2530612;4.2;1.41224;43.4911;63.8
219.6653061;5.1;1.46122;42.4855;60.9
221.1265306;5.2;1.20766;41.0615;59.8
222.334195;6.1;1.21683;49.6827;61
223.5510204;6.2;1.55102;49.3086;61.9
225.1020408;7.1;1.31429;38.6842;57.1
226.4163265;7.2;1.51837;45.6522;59.6
227.9346939;8.1;1.42857;39.5161;55.2
229.3632653;8.2;1.58048;42;50.8
230.9437415;9.1;1.32565;37.9632;51.2
232.2693878;9.2;1.14635;45.2609;55.2
233.415737;10.1;1.20966;52.3401;59.1
234.6253968;10.2;1.16236;49.6007;59.2
235.7877551;11.1;1.15941;51.6192;53.7
236.9471655;11.2;1.17528;51.7504;60.5
238.122449;12.1;1.23342;51.0515;59.1
239.355873;12.2;1.24821;48.6451;57.1
240.6040816;13.1;1.09302;48.0689;54.4
241.6970975;13.2;1.17637;54.894;61.7
242.8734694;14.1;1.06939;51.0043;64.7
243.9428571;14.2;1.07755;56.1069;66
245.0204082;15.1;1.05306;55.6818;67.9
