Onset,Note,Duration,Bar
60.82612245,149,0.195918,44
61.02204082,150,0.409252,44
61.43129252,151,0.498503,45
61.92979592,152,0.437551,45
62.36734694,153,0.515918,45
62.88326531,154,0.946939,46
63.83020408,155,0.476735,46
64.30693878,156,0.199002,47
64.50594104,157,0.215692,47
64.72163265,158,0.447347,47
65.16897959,159,0.463673,47
65.63265306,160,0.816327,48
66.44897959,161,0.454195,48
66.9031746,162,0.203424,49
67.10659864,163,0.189184,49
67.29578231,164,0.400544,49
67.69632653,165,0.545306,49
68.24163265,166,0.777143,50
69.01877551,167,0.493061,50
69.51183674,168,0.917551,51
70.42938776,169,0.421224,51
70.85061225,170,0.891429,52
71.74204082,171,0.412517,52
72.15455782,172,0.856961,53
73.01151927,173,0.469796,53
73.48131519,174,0.801134,54
74.28244898,175,0.457143,54
74.73959184,176,0.796735,55
75.53632653,177,0.447347,55
75.98367347,178,0.444082,56
76.4277551,179,0.42449,56
76.8522449,180,0.434286,56
77.28653061,181,0.444082,57
77.73061225,182,0.427755,57
78.15836735,183,0.476735,57
78.63510204,184,2.28898,58
80.92408163,185,0.542041,59
81.46612245,186,0.657778,60
82.12390023,187,0.211383,60
82.33528345,188,0.211655,60
82.54693878,189,0.287347,60
82.83428571,190,0.387483,61
83.22176871,191,0.468027,61
83.68979592,192,0.532245,61
84.22204082,193,0.630204,62
84.8522449,194,0.199184,62
85.05142857,195,0.19483,62
85.2462585,196,0.252517,62
85.49877551,197,0.452766,63
85.95154195,198,0.441927,63
86.39346939,199,0.446259,63
86.83972789,200,0.687891,64
87.52761905,201,0.204626,64
87.7322449,202,0.191565,64
87.92380952,203,0.256871,64
88.18068027,204,0.645442,65
88.82612245,205,0.199184,65
89.02530612,206,0.226395,65
89.25170068,207,0.222041,65
89.4737415,208,0.645442,66
90.11918367,209,0.21551,66
90.33469388,210,0.226508,66
90.56120181,211,0.175125,66
90.73632653,212,0.284444,67
91.02077098,213,0.195556,67
91.21632653,214,0.473469,67
91.68979592,215,0.52898,67
92.21877551,216,1.06776,68
93.28653061,217,0.228503,68
93.51503401,218,0.238435,68
93.75346939,219,0.202449,69
93.95591837,220,0.205714,69
94.16163265,221,0.434286,69
94.59591837,222,0.454966,69
95.05088435,223,0.496327,70
95.54721088,224,0.370068,70
95.91727891,225,0.259048,70
96.17632653,226,0.199184,70
96.3755102,227,0.26449,70
96.64,228,0.244898,71
96.88489796,229,0.186122,71
97.07102041,230,0.440816,71
97.51183674,231,0.20898,71
97.72081633,232,0.199184,71
97.92,233,0.413605,72
98.33360544,234,0.22966,72
98.56326531,235,0.228571,72
98.79183674,236,0.48,72
99.27183674,237,0.946939,73
100.2187755,238,0.922993,73
101.1417687,239,1.00354,74
102.1453061,240,0.951293,75
103.0965986,241,0.544218,75
103.6408163,242,5.3649,76
109.0057143,243,0.355918,78
109.3616327,244,0.408163,78
109.7697959,245,0.310204,79
110.08,246,0.251429,79
110.3314286,247,0.287551,79
110.6189796,248,0.257755,79
110.8767347,249,0.238367,79
111.115102,250,0.248163,79
111.3632653,251,0.258844,80
111.6221088,252,0.25381,80
111.8759184,253,0.284082,80
112.16,254,0.244898,80
112.404898,255,0.269932,80
112.6748299,256,0.248163,80
112.9229932,257,0.298231,81
113.2212245,258,0.241633,81
113.4628571,259,0.248163,81
113.7110204,260,0.241633,81
113.9526531,261,0.27102,81
114.2236735,262,0.261224,81
114.484898,263,0.251429,82
114.7363265,264,0.238367,82
114.9746939,265,0.252948,82
115.2276417,266,0.281474,82
115.5091156,267,0.274286,82
115.7834014,268,0.366417,82
116.1498186,269,0.313855,83
116.4636735,270,0.250363,83
116.7140363,271,0.285147,83
116.9991837,272,0.220952,83
117.2201361,273,0.278639,83
117.4987755,274,0.274286,83
117.7730612,275,0.230748,84
118.0038095,276,0.230748,84
118.2345578,277,0.269932,84
118.5044898,278,0.248163,84
118.7526531,279,0.280816,84
119.0334694,280,0.257483,84
119.2909524,281,0.284558,85
119.5755102,282,0.248163,85
119.8236735,283,0.267755,85
120.0914286,284,0.248163,85
120.3395918,285,0.26449,85
120.6040816,286,0.244898,85
120.8489796,287,0.267755,86
121.1167347,288,0.21551,86
121.3322449,289,0.297143,86
121.6293878,290,0.218776,86
121.8481633,291,0.26449,86
122.1126531,292,0.267755,86
122.3804082,293,0.280816,87
122.6612245,294,0.219819,87
122.8810431,295,0.252585,87
123.1336281,296,0.277528,87
123.4111565,297,0.300408,87
123.7115646,298,0.309116,87
124.0206803,299,0.333401,88
124.3540816,300,0.99449,88
125.3485714,301,0.355918,88
125.7044898,302,0.248163,88
125.9526531,303,0.386032,89
126.3386848,304,1.10948,89
127.4481633,305,0.411429,89
127.8595918,306,0.352653,89
128.2122449,245,0.364127,79
128.5763719,246,0.279932,79
128.8563039,247,0.263696,79
129.12,248,0.248163,79
129.3681633,249,0.257256,79
129.6254195,250,0.244127,79
129.8695465,251,0.262698,80
130.1322449,252,0.244898,80
130.3771429,253,0.248163,80
130.6253061,254,0.235102,80
130.8604082,255,0.287347,80
131.1477551,256,0.287347,80
131.435102,257,0.182857,81
131.6179592,258,0.278639,81
131.8965986,259,0.20898,81
132.1055782,260,0.261224,81
132.3668027,261,0.253605,81
132.6204082,262,0.218776,81
132.8391837,263,0.254694,82
133.0938776,264,0.231837,82
133.3257143,265,0.267755,82
133.5934694,266,0.284082,82
133.877551,267,0.293878,82
134.1714286,268,0.312993,82
134.4844218,269,0.284558,83
134.7689796,270,0.261224,83
135.0302041,271,0.205714,83
135.2359184,272,0.256871,83
135.4927891,273,0.226395,83
135.7191837,274,0.278639,83
135.9978231,275,0.230748,84
136.2285714,276,0.274286,84
136.5028571,277,0.256871,84
136.7597279,278,0.268844,84
137.0285714,279,0.227483,84
137.2560544,280,0.285238,84
137.5412925,281,0.274218,85
137.8155102,282,0.240839,85
138.0563492,283,0.241973,85
138.298322,284,0.271474,85
138.5697959,285,0.241633,85
138.8114286,286,0.241633,85
139.0530612,287,0.251429,86
139.3044898,288,0.235102,86
139.5395918,289,0.211156,86
139.7507483,290,0.230748,86
139.9814966,291,0.338503,86
140.32,292,0.26449,86
140.5844898,293,0.267755,87
140.8522449,294,0.217982,87
141.0702268,295,0.248957,87
141.3191837,296,0.277551,87
141.5967347,297,0.274286,87
141.8710204,298,0.300408,87
142.1714286,299,0.36898,88
142.5404082,300,0.880544,88
143.4209524,301,0.343946,88
143.764898,302,0.293878,88
144.0587755,303,0.363537,89
144.4223129,304,1.00571,89
145.4280272,305,0.50068,89
145.9287075,306,0.404898,89
146.3336054,307,0.300408,90
146.6340136,308,0.314558,90
146.9485714,309,0.234014,90
147.182585,310,0.248163,90
147.4307483,311,0.226395,90
147.6571429,312,0.261224,90
147.9183673,313,0.317823,91
148.2361905,314,0.282993,91
148.5191837,315,0.251429,91
148.7706122,316,0.265215,91
149.0358277,317,0.240907,91
149.2767347,318,0.277551,91
149.5542857,319,0.231837,92
149.7861224,320,0.257959,92
150.0440816,321,0.254694,92
150.2987755,322,0.201361,92
150.5001361,323,0.239456,92
150.7395918,324,0.230748,92
150.9703401,325,0.291701,93
151.2620408,326,0.248163,93
151.5102041,327,0.26449,93
151.7746939,328,0.23619,93
152.0108844,329,0.413605,93
152.4244898,330,0.290612,93
152.715102,331,0.287347,94
153.002449,332,0.249252,94
153.2517007,333,0.253424,94
153.5051247,334,0.212426,94
153.717551,335,0.256871,94
153.9744218,336,0.248163,94
154.222585,337,0.269932,95
154.492517,338,0.239456,95
154.7319728,339,0.24381,95
154.9757823,340,0.252517,95
155.2282993,341,0.322177,95
155.5504762,342,0.29932,95
155.8497959,343,0.32,96
156.1697959,344,0.286168,96
156.4559637,345,0.191655,96
156.647619,346,0.282993,96
156.9306122,347,0.24381,96
157.1744218,348,0.291701,96
157.4661224,349,0.24381,97
157.709932,350,0.239456,97
157.9493878,351,0.226395,97
158.1757823,352,0.248163,97
158.4239456,353,0.248163,97
158.6721088,354,0.296054,97
158.9681633,355,0.274286,98
159.242449,356,0.257029,98
159.4994785,357,0.248005,98
159.747483,358,0.256871,98
160.0043537,359,0.239456,98
160.2438095,360,0.387483,98
160.6312925,361,0.309116,99
160.9404082,362,0.333061,99
161.2734694,363,1.73388,100
163.0073469,364,0.244898,100
163.2522449,365,0.27102,100
163.5232653,366,0.274286,100
163.797551,367,0.333061,100
164.1306122,368,0.352653,100
164.4832653,369,0.303673,101
164.7869388,370,0.244898,101
165.0318367,371,0.210068,101
165.2419048,372,0.296054,101
165.5379592,373,0.329955,101
165.8679138,374,0.240113,101
166.1080272,375,0.242993,102
166.3510204,376,0.240544,102
166.5915646,377,0.265578,102
166.8571429,378,0.252517,102
167.1096599,379,0.282993,102
167.3926531,380,0.296054,102
167.6887075,381,0.402721,103
168.0914286,382,0.237279,103
168.3287075,383,0.298231,103
168.6269388,384,0.267755,103
168.8946939,385,0.222041,103
169.1167347,386,0.18576,103
169.3024943,387,0.215873,103
169.5183673,388,0.352653,104
169.8710204,389,0.280816,104
170.1518367,390,0.275374,104
170.4272109,391,0.256871,104
170.6840816,392,0.313469,104
170.997551,393,0.339592,104
171.3371429,394,0.346122,105
171.6832653,395,0.27102,105
171.9542857,396,0.241633,105
172.1959184,397,0.27102,105
172.4669388,398,0.25034,105
172.7172789,399,0.261542,105
172.9788209,400,0.235873,106
173.2146939,401,0.203537,106
173.4182313,402,0.315646,106
173.7338776,403,0.272109,106
174.0059864,404,0.248163,106
174.2541497,405,0.392018,106
174.6461678,406,0.308934,107
174.955102,407,0.360726,107
175.3158277,408,0.227029,107
175.5428571,409,0.309116,107
175.8519728,410,0.300408,107
176.152381,411,0.203175,107
176.3555556,412,0.173424,107
176.5289796,413,0.359184,108
176.8881633,414,0.380091,108
177.268254,415,0.34263,108
177.6108844,416,0.394014,108
178.004898,417,0.465556,108
178.4704535,307,0.263696,90
178.7341497,308,0.289524,90
179.0236735,309,0.261224,90
179.284898,310,0.254966,90
179.5398639,311,0.251156,90
179.7910204,312,0.23619,90
180.0272109,313,0.269932,91
180.2971429,314,0.257211,91
180.5543537,315,0.248912,91
180.8032653,316,0.235102,91
181.0383673,317,0.284082,91
181.322449,318,0.237279,91
181.5597279,319,0.230748,92
181.7904762,320,0.217687,92
182.0081633,321,0.261224,92
182.2693878,322,0.284082,92
182.5534694,323,0.216599,92
182.770068,324,0.239456,92
183.0095238,325,0.29161,93
183.3011338,326,0.225397,93
183.5265306,327,0.267755,93
183.7942857,328,0.310204,93
184.1044898,329,0.342857,93
184.4473469,330,0.281043,93
184.72839,331,0.326304,94
185.0546939,332,0.202449,94
185.2571429,333,0.238367,94
185.4955102,334,0.213333,94
185.7088435,335,0.282993,94
185.9918367,336,0.239456,94
186.2312925,337,0.239456,95
186.4707483,338,0.226395,95
186.6971429,339,0.333061,95
187.0302041,340,0.248163,95
187.2783673,341,0.293878,95
187.5722449,342,0.318005,95
187.8902494,343,0.315465,96
188.2057143,344,0.205714,96
188.4114286,345,0.27102,96
188.682449,346,0.241633,96
188.9240816,347,0.248163,96
189.1722449,348,0.202449,96
189.3746939,349,0.300408,97
189.675102,350,0.205714,97
189.8808163,351,0.22,97
190.1008163,352,0.267256,97
190.3680726,353,0.277551,97
190.6456236,354,0.267256,97
190.9128798,355,0.285533,98
191.1984127,356,0.269342,98
191.4677551,357,0.223129,98
191.6908844,358,0.266984,98
191.9578685,359,0.256871,98
192.2147392,360,0.27288,98
192.487619,361,0.348299,99
192.8359184,362,0.297143,99
193.1330612,363,1.67612,100
194.8091837,364,0.31898,100
195.1281633,365,0.261224,100
195.3893878,366,0.293878,100
195.6832653,367,0.395102,100
196.0783673,368,0.414694,100
196.4930612,369,0.440816,101
196.9338776,370,0.303673,101
197.237551,371,0.248163,101
197.4857143,372,0.274286,101
197.76,373,0.254694,101
198.0146939,374,0.247415,101
198.2621088,375,0.2278,102
198.4899093,376,0.262744,102
198.7526531,377,0.265578,102
199.0182313,378,0.230748,102
199.2489796,379,0.269932,102
199.5189116,380,0.335238,102
199.8541497,381,0.335238,103
200.1893878,382,0.313469,103
200.5028571,383,0.315397,103
200.818254,384,0.275624,103
201.0938776,385,0.194104,103
201.2879819,386,0.195918,103
201.4839002,387,0.177052,103
201.6609524,388,0.428844,104
202.0897959,389,0.300408,104
202.3902041,390,0.275261,104
202.6654649,391,0.31576,104
202.9812245,392,0.273197,104
203.2544218,393,0.343946,104
203.5983673,394,0.339592,105
203.9379592,395,0.251429,105
204.1893878,396,0.254694,105
204.4440816,397,0.238367,105
204.682449,398,0.282993,105
204.9654422,399,0.252517,105
205.2179592,400,0.257959,106
205.4759184,401,0.310204,106
205.7861224,402,0.241633,106
206.0277551,403,0.290612,106
206.3183673,404,0.249252,106
206.567619,405,0.423401,106
206.9910204,406,0.355918,107
207.3469388,407,0.362449,107
207.7093878,408,0.372245,107
208.0816327,409,0.310204,107
208.3918367,410,0.323265,107
208.715102,411,0.177415,107
208.892517,412,0.224218,107
209.1167347,413,0.506122,108
209.6228571,414,0.372245,108
209.995102,415,0.679184,108
210.6742857,416,0.26449,108
210.9387755,417,0.2322,108
211.1709751,418,0.211882,108
211.3828571,419,0.331134,109
211.7139909,420,0.29907,109
212.0130612,421,0.675918,109
212.6889796,422,0.252517,109
212.9414966,423,0.195918,109
213.137415,424,0.185034,109
213.322449,425,0.363039,110
213.6854875,426,0.714512,110
214.4,427,0.300408,110
214.7004082,428,0.359184,110
215.0595918,429,0.326531,110
215.3861224,430,0.826122,111
216.2122449,431,2.21388,111
218.4261224,432,2.34776,112
220.7738776,433,5.93306,113
226.7069388,1,0.519184,1
227.2261224,2,0.737959,2
227.9640816,3,0.212245,2
228.1763265,4,0.21551,2
228.3918367,5,0.244898,2
228.6367347,6,0.417959,3
229.0546939,7,0.513741,3
229.5684354,8,0.540952,3
230.1093878,9,0.688594,4
230.7979819,10,0.225692,4
231.0236735,11,0.202177,4
231.2258503,12,0.261497,4
231.4873469,13,0.457143,5
231.9444898,14,0.476735,5
232.4212245,15,0.503946,5
232.9251701,16,0.694422,6
233.6195918,17,0.18068,6
233.8002721,18,0.24381,6
234.0440816,19,0.265578,6
234.3096599,20,0.645442,7
234.955102,21,0.235102,7
235.1902041,22,0.231837,7
235.4220408,23,0.225306,7
235.6473469,24,0.644603,8
236.2919501,25,0.216349,8
236.5082993,26,0.191565,8
236.6998639,27,0.239456,8
236.9393197,28,0.227755,9
237.1670748,29,0.217415,9
237.3844898,30,0.450612,9
237.835102,31,0.515918,9
238.3510204,32,0.979592,10
239.3306122,33,0.231837,10
239.562449,34,0.218776,10
239.7812245,35,0.199184,11
239.9804082,36,0.218776,11
240.1991837,37,0.48,11
240.6791837,38,0.470204,11
241.1493878,39,0.953469,12
242.1028571,40,0.238367,12
242.3412245,41,0.238367,12
242.5795918,42,1.00293,13
243.582517,43,0.352177,13
243.9346939,44,0.303673,13
244.2383673,45,1.36163,14
245.6,46,0.257959,14
245.8579592,47,0.189388,14
246.0473469,48,0.228571,15
246.2759184,49,0.202449,15
246.4783673,50,0.481111,15
246.9594785,51,0.505011,15
247.4644898,52,0.224376,16
247.6888662,53,0.215125,16
247.9039909,54,0.220091,16
248.1240816,55,0.254694,16
248.3787755,56,0.411429,16
248.7902041,57,0.280816,17
249.0710204,58,0.205714,17
249.2767347,59,0.228571,17
249.5053061,60,0.222041,17
249.7273469,61,0.483265,17
250.2106122,62,0.231837,18
250.442449,63,0.205714,18
250.6481633,64,0.235102,18
250.8832653,65,0.20898,18
251.0922449,66,0.401633,18
251.4938776,67,0.277551,19
251.7714286,68,0.179592,19
251.9510204,69,0.207415,19
252.1584354,70,0.246463,19
252.404898,71,0.360272,19
252.7651701,72,0.322177,20
253.0873469,73,0.229524,20
253.3168707,74,0.168844,20
253.4857143,75,0.276463,20
253.7621769,76,0.461497,20
254.2236735,77,0.212245,21
254.4359184,78,0.20898,21
254.644898,79,0.427755,21
255.0726531,80,0.439728,21
255.512381,81,0.169796,22
255.6821769,82,0.235102,22
255.9172789,83,0.439728,22
256.3570068,84,0.446259,22
256.8032653,85,0.43102,23
257.2342857,86,0.440816,23
257.675102,87,0.458231,23
258.1333333,88,0.527891,24
258.6612245,89,0.457143,24
259.1183673,90,0.440816,24
259.5591837,91,0.427755,25
259.9869388,92,0.427755,25
260.4146939,93,0.460408,25
260.875102,94,0.512653,26
261.3877551,95,0.532245,26
261.92,96,0.571429,26
262.4914286,97,0.525714,27
263.0171429,98,0.515918,27
263.5330612,99,0.581225,27
264.1142857,100,0.610612,28
264.724898,101,2.10612,28
266.8310204,102,0.581225,29
267.4122449,103,0.747755,30
268.16,104,0.213333,30
268.3733333,105,0.235102,30
268.6084354,106,0.266667,30
268.875102,107,0.486531,31
269.3616327,108,0.459773,31
269.8214059,109,0.500499,31
270.3219048,110,0.701293,32
271.0231973,111,0.214898,32
271.2380952,112,0.259048,32
271.4971429,113,0.251497,32
271.7486395,114,0.467279,33
272.2159184,115,0.424082,33
272.64,116,0.478912,33
273.1189116,117,0.71619,34
273.835102,118,0.222041,34
274.0571429,119,0.198095,34
274.2552381,120,0.239456,34
274.4946939,121,0.496327,35
274.9910204,122,0.444082,35
275.435102,123,0.544467,35
275.9795692,124,0.235941,36
276.2155102,125,0.231837,36
276.4473469,126,0.251429,36
276.6987755,127,0.22966,36
276.9284354,128,0.191565,36
277.12,129,0.267755,36
277.3877551,130,0.463673,37
277.8514286,131,0.509388,37
278.3608163,132,1.39429,37
279.755102,133,0.440816,38
280.1959184,134,0.407075,39
280.6029932,135,0.39619,39
280.9991837,136,0.426667,39
281.4258503,137,0.812336,40
282.2381859,138,0.189274,40
282.4274603,139,0.51458,40
282.9420408,140,0.466939,41
283.4089796,141,0.42449,41
283.8334694,142,0.483265,41
284.3167347,143,0.858775,42
285.1755102,144,0.414694,42
285.5902041,145,0.385306,43
285.9755102,146,0.426667,43
286.4021769,147,0.448435,43
286.8506122,148,0.754286,44
287.604898,149,0.186122,44
287.7910204,150,0.461497,44
288.252517,151,0.501769,45
288.7542857,152,0.470204,45
289.2244898,153,0.571429,45
289.7959184,154,0.908594,46
290.7045125,155,0.485692,46
291.1902041,156,0.225306,47
291.4155102,157,0.21551,47
291.6310204,158,0.391837,47
292.0228571,159,0.512653,47
292.5355102,160,0.806531,48
293.3420408,161,0.489796,48
293.8318367,162,0.182857,49
294.0146939,163,0.182857,49
294.197551,164,0.414694,49
294.6122449,165,0.489796,49
295.1020408,166,0.871837,50
295.9738776,167,0.496327,50
296.4702041,168,0.842449,51
297.3126531,169,0.476735,51
297.7893878,170,0.855714,52
298.645102,171,0.427551,52
299.0726531,172,0.821769,53
299.8944218,173,0.435374,53
300.3297959,174,0.917166,54
301.2469615,175,0.480385,54
301.7273469,176,0.806531,55
302.5338776,177,0.450612,55
302.9844898,178,0.408163,56
303.3926531,179,0.450612,56
303.8432653,180,0.470204,56
304.3134694,181,0.434286,57
304.7477551,182,0.430816,57
305.1785714,183,0.49,57
305.6685714,184,2.42612,58
308.0946939,185,0.597551,59
308.6922449,186,0.760816,60
309.4530612,187,0.202449,60
309.6555102,188,0.222041,60
309.877551,189,0.267755,60
310.1453061,190,0.493061,61
310.6383673,191,0.460408,61
311.0987755,192,0.515918,61
311.6146939,193,0.748844,62
312.3635374,194,0.213333,62
312.5768707,195,0.204626,62
312.7814966,196,0.248163,62
313.0296599,197,0.451247,63
313.480907,198,0.445624,63
313.9265306,199,0.50068,63
314.4272109,200,0.679184,64
315.1063946,201,0.217687,64
315.3240816,202,0.20898,64
315.5330612,203,0.32,64
315.8530612,204,0.633469,65
316.4865306,205,0.217687,65
316.7042177,206,0.23619,65
316.9404082,207,0.244898,65
317.1853061,208,0.659592,66
317.844898,209,0.20898,66
318.0538776,210,0.20898,66
318.2628571,211,0.217687,66
318.4805442,212,0.204626,67
318.6851701,213,0.276463,67
318.9616327,214,0.420136,67
319.3817687,215,0.569252,67
319.9510204,216,1.15882,68
321.1098413,217,0.235465,68
321.3453061,218,0.231837,68
321.5771429,219,0.205714,69
321.7828571,220,0.21551,69
321.9983673,221,0.444082,69
322.442449,222,0.473469,69
322.9159184,223,0.519184,70
323.435102,224,0.326531,70
323.7616327,225,0.284082,70
324.0457143,226,0.21551,70
324.2612245,227,0.192653,70
324.4538776,228,0.303673,71
324.757551,229,0.195918,71
324.9534694,230,0.453878,71
325.4073469,231,0.189388,71
325.5967347,232,0.225306,71
325.8220408,233,0.440816,72
326.2628571,234,0.212245,72
326.475102,235,0.218776,72
326.6938776,236,0.483265,72
327.1771429,237,1.01878,73
328.1959184,238,0.986122,73
329.1820408,239,1.01878,74
330.2008163,240,1.13959,75
331.3404082,241,0.614966,75
331.9553742,242,242,76
