Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
0.818276643;1.1;0.86517;0;78.7
1.683446712;1.2;0.821406;69.3505;73.5
2.504852607;1.3;0.815601;73.0455;74.1
3.320453514;1.4;0.859138;73.5654;76.5
4.179591836;1.5;0.865125;69.8374;76.3
5.044716553;1.6;0.795102;69.3542;76.8
5.839818594;1.7;0.789478;75.462;76
6.629297052;1.8;1.03329;75.9995;75.9
7.662585034;2.1;0.696599;58.0671;77.8
8.359183673;2.2;0.8;86.1328;75.2
9.159183673;2.3;0.790567;75;70.3
9.949750566;2.4;0.780771;75.8949;65
10.73052154;2.5;0.682086;76.8471;71.4
11.41260771;2.6;0.766258;87.9654;60.7
12.17886621;2.7;0.756825;78.3026;70
12.93569161;2.8;0.807619;79.2785;61.2
13.74331066;3.1;0.757551;74.2924;67.1
14.50086168;3.2;0.780771;79.2026;62.2
15.28163265;3.3;0.856236;76.8471;67.6
16.13786848;3.4;0.922993;70.0742;64.7
17.06086168;3.5;0.853333;65.0059;61.2
17.91419501;3.6;0.789478;70.3125;68.6
18.70367347;3.7;0.917188;75.9995;77.3
19.62086168;3.8;0.882358;65.4173;75.1
20.50321995;4.1;0.781837;67.9996;74.8
21.28505669;4.2;0.919025;76.7424;76.7
22.20408163;4.3;0.841723;65.2866;71
23.04580499;4.4;0.917188;71.2823;70.7
23.9629932;4.5;0.818571;65.4173;58.5
24.78156463;4.6;0.817438;73.2984;66.7
25.59900227;4.7;0.825306;73.4001;64.7
26.42430839;4.8;1.01297;72.7003;60.2
27.43727891;5.1;0.874331;59.2317;63.2
28.31160998;5.2;0.881678;68.6239;61.7
29.19328798;5.3;0.831202;68.0521;60.7
30.0244898;5.4;0.901587;72.1846;63.1
30.9260771;5.5;0.837188;66.5493;69.2
31.76326531;5.6;0.750476;71.6685;71.6
32.5137415;5.7;0.800544;79.9492;67.2
33.31428571;5.8;0.932245;74.949;67.2
34.24653061;6.1;0.822857;64.3608;70.6
35.06938776;6.2;0.857687;72.9167;69.2
35.92707483;6.3;0.881088;69.9556;70.4
36.80816327;6.4;0.804082;68.0976;70.1
37.6122449;6.5;0.873469;74.6193;68
38.48571429;6.6;0.828571;68.6916;66
39.31428571;6.7;0.730612;72.4138;72
40.04489796;6.8;1.01644;82.1229;70.6
41.06133787;7.1;0.80805;59.0296;71.1
41.86938776;7.2;0.77551;74.2528;69.3
42.64489796;7.3;0.897959;77.3684;73.7
43.54285714;7.4;0.816327;66.8182;72.2
44.35918367;7.5;0.840816;73.5;69.7
45.2;7.6;0.760998;71.3592;72.6
45.96099773;7.7;0.822676;78.8439;76.5
46.78367347;7.8;0.857143;72.9327;76.9
47.64081633;8.1;0.940703;70;77.3
48.58151927;8.2;0.765419;63.7821;76.3
49.34693878;8.3;0.832653;78.3884;72.5
50.17959184;8.4;0.840816;72.0588;70.9
51.02040816;8.5;0.890567;71.3592;73.4
51.91097506;8.6;0.864535;67.3728;69.7
52.7755102;8.7;0.94619;69.4015;75.8
53.72170068;8.8;0.766825;63.4122;70
54.48852608;9.1;0.907392;78.2447;73.1
55.39591837;9.2;0.963265;66.1236;74.3
56.35918367;9.3;1.11837;62.2881;73.4
57.47755102;9.4;0.79873;53.6496;66.5
58.27628118;9.5;0.940227;75.1192;65.5
59.21650794;9.6;0.897052;63.8144;74.3
60.11356009;9.7;0.972154;66.8857;71
61.08571429;9.8;0.946395;61.7186;70.8
62.03210884;10.1;0.963016;63.3985;69.6
62.99512472;10.2;0.910998;62.3043;69.1
63.90612245;10.3;0.771429;65.8619;77.5
64.67755102;10.4;0.636735;77.7778;72.9
65.31428571;10.5;0.77551;94.2308;76.6
66.08979592;10.6;0.636735;77.3684;74.3
66.72653061;10.7;0.742857;94.2308;73.4
67.46938776;10.8;0.612245;80.7692;75.1
68.08163265;11.1;0.742857;98;71.9
68.8244898;11.2;0.733787;80.7692;70.6
69.55827664;11.3;0.972336;81.7676;70.3
70.53061224;11.4;0.783673;61.7071;72.3
71.31428571;11.5;1.10306;76.5625;68.1
72.41734694;11.6;1.02156;54.3941;64.9
73.43891156;11.7;1.18966;58.7334;65
74.62857143;11.8;1.77669;50.4346;54.6
76.40526077;12.1;0.951542;33.7707;63.3
77.35680272;12.2;0.787166;63.0555;61.7
78.14396825;12.3;0.699388;76.2228;65.3
78.84335601;12.4;0.751746;85.7893;66.6
79.59510204;12.5;0.629841;79.8142;71.7
80.22494331;12.6;0.673379;95.2621;72.3
80.898322;12.7;0.690476;89.1029;71
81.58879819;12.8;0.679501;86.8966;73.4
82.26829932;13.1;0.645986;88.3001;70.3
82.91428571;13.2;0.854603;92.8812;72.8
83.76888889;13.3;0.763356;70.208;70.9
84.5322449;13.4;0.673379;78.6003;69.9
85.20562358;13.5;0.789478;89.1029;70.1
85.99510204;13.6;0.734331;75.9995;69.7
86.72943311;13.7;0.789184;81.707;64.9
87.51861678;13.8;0.821701;76.0279;66
88.34031746;14.1;0.707098;73.0193;69.6
89.04741497;14.2;0.732177;84.8539;66.6
89.77959184;14.3;0.714649;81.9474;65.3
90.49424036;14.4;0.738413;83.9574;72.1
91.23265306;14.5;0.671156;81.2554;74
91.90380952;14.6;0.602313;89.3979;73.3
92.50612245;14.7;0.659093;99.616;68.7
93.16521542;14.8;0.838866;91.0342;74.4
94.00408163;15.1;0.802358;71.5251;75.5
94.80643991;15.2;0.824943;74.7796;71.9
95.63138322;15.3;0.674739;72.7323;70.3
96.30612245;15.4;0.699932;88.9232;66.9
97.00605442;15.5;0.642925;85.7226;70.2
97.64897959;15.6;0.780408;93.3235;61.9
98.42938776;15.7;0.859138;76.8828;61.9
99.28852608;15.8;0.891066;69.8374;61.8
100.1795918;16.1;0.836735;67.3351;64.5
101.0163265;16.2;0.707392;71.7073;64.3
101.7237188;16.3;0.774354;84.8186;65.9
102.4980726;16.4;0.746553;77.484;57.9
103.2446259;16.5;0.769161;80.3693;63.3
104.0137868;16.6;0.719819;78.0071;57.4
104.7336054;16.7;0.743039;83.3543;60
105.476644;16.8;0.801088;80.7495;59.7
106.2777324;17.1;0.799819;74.8981;62.6
107.077551;17.2;0.770431;75.017;63.6
107.8479819;17.3;0.774966;77.8785;67.3
108.6229478;17.4;0.687891;77.4228;61.5
109.310839;17.5;0.821406;87.2231;64.5
110.1322449;17.6;0.766258;73.0455;64.9
110.8985034;17.7;0.82737;78.3026;59.6
111.725873;17.8;0.745782;72.519;61.6
