Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
2.179591836;1.1;1.2898;0;54.2
3.469387755;1.2;1.21633;46.519;63.2
4.685714285;2.1;1.05306;49.3289;65.8
5.73877551;2.2;1.15102;56.9767;65.5
6.889795918;3.1;1.1102;52.1277;65.1
8;3.2;1.20816;54.0441;67
9.208163265;4.1;1.06939;49.6622;65
10.27755102;4.2;1.19184;56.1069;67.5
11.46938776;5.1;1.31429;50.3425;69.3
12.78367347;5.2;1.18367;45.6522;64
13.96734694;6.1;1.1102;50.6897;68.4
15.07755102;6.2;1.19184;54.0441;68.5
16.26938776;7.1;1.25714;50.3425;64.6
17.52653061;7.2;1.56735;47.7273;65.3
19.09387755;8.1;1.15918;38.2812;59.2
20.25306122;8.2;1.18367;51.7606;55.1
21.43673469;9.1;1.06939;50.6897;57.9
22.50612245;9.2;1.09388;56.1069;65.6
23.6;10.1;1.04268;54.8507;65.1
24.64267574;10.2;0.965488;57.5443;62
25.60816327;11.1;0.987755;62.1448;65.4
26.59591837;11.2;1.02041;60.7438;69.1
27.61632653;12.1;1.05306;58.8;66.1
28.66938776;12.2;0.897959;56.9767;67.5
29.56734694;13.1;0.946939;66.8182;70.9
30.51428571;13.2;0.938776;63.3621;69.3
31.45306122;14.1;0.832653;63.913;66.8
32.28571429;14.2;0.906122;72.0588;68.9
33.19183673;15.1;0.897959;66.2162;69
34.08979592;15.2;1.07755;66.8182;71.2
35.16734694;16.1;1.11837;55.6818;71
36.28571429;16.2;1.42857;53.6496;69.1
37.71428571;17.1;1.48828;42;69
39.20256236;17.2;1.13213;40.3151;65.1
40.33469388;18.1;0.930612;52.9974;66.9
41.26530612;18.2;0.865306;64.4737;62.4
42.13061224;19.1;0.881633;69.3396;62.6
43.0122449;19.2;0.82449;68.0556;63.6
43.83673469;20.1;0.938776;72.7723;63.2
44.7755102;20.2;0.889796;63.913;64.8
45.66530612;21.1;0.816327;67.4312;71.4
46.48163265;21.2;0.857392;73.5;73.8
47.33902494;22.1;0.914036;69.9796;73.1
48.25306122;22.2;0.938776;65.6429;70.8
49.19183673;23.1;0.873469;63.913;71
50.06530612;23.2;0.922449;68.6916;72.9
50.9877551;24.1;1.00408;65.0443;73.2
51.99183673;24.2;1.05306;59.7561;72.3
53.04489796;25.1;0.946939;56.9767;70.2
53.99183673;25.2;0.971429;63.3621;74
54.96326531;26.1;1.10204;61.7647;77.4
56.06530612;26.2;1.02857;54.4444;74.8
57.09387755;27.1;0.930612;58.3333;71.6
58.0244898;27.2;0.889796;64.4737;78.5
58.91428571;28.1;0.963265;67.4312;77.6
59.87755102;28.2;1.02857;62.2881;74.2
60.90612245;29.1;0.861814;58.3333;73.1
61.76793651;29.2;0.905465;69.6206;74.7
62.67340136;30.1;0.913832;66.2643;71.1
63.58723356;30.2;0.902562;65.6576;78.8
64.48979592;31.1;0.882698;66.4774;76.7
65.37249433;31.2;0.986689;67.9734;78
66.35918367;32.1;1.11837;60.8094;73.7
67.47755102;32.2;0.922766;53.6496;77.6
68.40031746;33.1;1.12621;65.0219;67
69.52653061;33.2;1.31429;53.2759;68.2
70.84081633;34.1;1.00408;45.6522;72.1
71.84489796;34.2;0.995918;59.7561;71.9
72.84081633;35.1;1.01224;60.2459;72.6
73.85306122;35.2;0.955102;59.2742;72.1
74.80816327;36.1;1.0449;62.8205;75.4
75.85306122;36.2;1.03673;57.4219;75.9
76.88979592;37.1;1.03673;57.874;72.5
77.92653061;37.2;1.03673;57.874;68.8
78.96326531;38.1;1.03673;57.874;71.6
80;38.2;1.00408;57.874;69
81.00408163;39.1;1.02041;59.7561;67.3
82.0244898;39.2;1.06939;58.8;62.6
83.09387755;40.1;1.00408;56.1069;71.2
84.09795918;40.2;1.18367;59.7561;75.6
85.28163265;41.1;1.13345;50.6897;75.6
86.41507937;41.2;1.35635;52.9359;67.6
87.77142857;42.1;1.10204;44.2364;63.3
88.87346939;42.2;0.914286;54.4444;68.1
89.7877551;43.1;0.946939;65.625;69.3
90.73469388;43.2;0.930612;63.3621;66.7
91.66530612;44.1;0.865306;64.4737;68.8
92.53061224;44.2;0.914286;69.3396;72.6
93.44489796;45.1;0.857143;65.625;70.8
94.30204082;45.2;0.922449;70;72.8
95.2244898;46.1;0.938776;65.0443;76.2
96.16326531;46.2;0.75102;63.913;75.5
96.91428571;47.1;0.865306;79.8913;72.7
97.77959184;47.2;0.76127;69.3396;76
98.54086168;48.1;0.88771;78.8157;75.1
99.42857143;48.2;0.759184;67.5897;79.3
100.1877551;49.1;0.767347;79.0323;76.9
100.955102;49.2;0.860952;78.1915;76.6
101.8160544;50.1;0.837007;69.6903;79.6
102.6530612;50.2;0.768844;71.684;78.3
103.4219048;51.1;0.798503;78.0393;79.2
104.2204082;51.2;0.759184;75.1406;79.9
104.9795918;52.1;0.783673;79.0323;77.9
105.7632653;52.2;0.734694;76.5625;78.5
106.4979592;53.1;0.809025;81.6667;77.1
107.3069841;53.2;0.848118;74.1634;79.9
108.155102;54.1;0.832653;70.7449;79.4
108.9877551;54.2;0.816327;72.0588;80.2
109.8040816;55.1;0.84898;73.5;76.4
110.6530612;55.2;0.785374;70.6731;79.9
111.4384354;56.1;0.855442;76.3967;78
112.2938776;56.2;0.84898;70.1392;78.7
113.1428571;57.1;0.963265;70.6731;80.4
114.1061224;57.2;1.33878;62.2881;78.3
115.444898;58.1;1.0449;44.8171;69.8
116.4897959;58.2;0.897959;57.4219;74.9
117.3877551;59.1;0.840816;66.8182;76.1
118.2285714;59.2;0.807914;71.3592;76
119.0364853;60.1;0.857392;74.2653;76.1
