Onset;Note;Duration (s);Bar
2.3775;1;1.06712;1
3.444625;2;1.13787;1
4.5825;3;0.9975;2
5.58;4;1.0275;2
6.6075;5;1.08;3
7.6875;6;1.02;3
8.7075;7;1.1325;4
9.84;8;1.11;4
10.95;9;1.0725;5
12.0225;10;1.065;5
13.0875;11;1.095;6
14.1825;12;1.08;6
15.2625;13;1.17;7
16.4325;14;1.125;7
17.5575;15;1.11;8
18.6675;16;1.08;8
19.7475;17;1.02;9
20.7675;18;1.00196;9
21.76945833;19;0.948042;10
22.7175;20;0.916021;10
23.63352083;21;0.943979;11
24.5775;22;0.9825;11
25.56;23;1.02;12
26.58;24;0.915;12
27.495;25;0.875208;13
28.37020833;26;0.834792;13
29.205;27;0.9;14
30.105;28;0.855;14
30.96;29;0.885;15
31.845;30;1.09633;15
32.94133333;31;1.04867;16
33.99;32;1.4325;16
35.4225;33;7.05;17
42.4725;34;0.9075;21
43.38;35;0.672;21
44.052;36;0.258;21
44.31;37;0.48;22
44.79;38;0.465;22
45.255;39;0.495;22
45.75;40;0.45;22
46.2;41;0.252;23
46.452;42;0.108;23
46.56;43;0.1275;23
46.6875;44;0.2445;23
46.932;45;0.228;23
47.16;46;0.66;23
47.82;47;0.2775;23
48.0975;48;0.96;24
49.0575;49;1.2345;24
50.292;50;0.2505;25
50.5425;51;0.2055;25
50.748;52;0.237;25
50.985;53;0.411;25
51.396;54;0.264;25
51.66;55;0.315;25
51.975;56;0.9975;26
52.9725;57;1.05;26
54.0225;58;0.2295;27
54.252;59;0.2505;27
54.5025;60;0.2055;27
54.708;61;0.2295;27
54.9375;62;0.5025;27
55.44;63;0.24;27
55.68;64;0.3225;27
56.0025;65;0.8775;28
56.88;66;0.475;28
57.355;67;0.455;28
57.81;68;0.222;29
58.032;69;0.2505;29
58.2825;70;0.1815;29
58.464;71;0.223396;29
58.68739583;72;0.232604;29
58.92;73;0.195;29
59.115;74;0.48;29
59.595;75;0.189;29
59.784;76;0.246;30
60.03;77;0.222;30
60.252;78;0.213;30
60.465;79;0.207;30
60.672;80;0.198;30
60.87;81;0.198;30
61.068;82;0.2295;30
61.2975;83;0.2385;31
61.536;84;0.204;31
61.74;85;0.216;31
61.956;86;0.219;31
62.175;87;0.213;31
62.388;88;0.2145;31
62.6025;89;0.1935;31
62.796;90;0.2415;31
63.0375;91;1.02;32
64.0575;92;1.9725;32
66.03;93;0.5625;33
66.5925;94;0.544854;33
67.13735417;95;0.222646;34
67.36;96;0.152;34
67.512;97;0.1455;34
67.6575;98;0.1425;34
67.8;99;0.152;34
67.952;100;0.178;34
68.13;101;0.166;34
68.296;102;0.152;34
68.448;103;0.1695;34
68.6175;104;0.1185;34
68.736;105;0.136;34
68.872;106;0.1805;34
69.0525;107;0.1475;35
69.2;108;0.152;35
69.352;109;0.186458;35
69.53845833;110;0.141542;35
69.68;111;0.144;35
69.824;112;0.181;35
70.005;113;0.139;35
70.144;114;0.128;35
70.272;115;0.183;35
70.455;116;0.145;35
70.6;117;0.152;35
70.752;118;0.183;35
70.935;119;0.137;36
71.072;120;0.144;36
71.216;121;0.169;36
71.385;122;0.167;36
71.552;123;0.128;36
71.68;124;0.2;36
71.88;125;0.144;36
72.024;126;0.136;36
72.16;127;0.1475;36
72.3075;128;0.1325;36
72.44;129;0.168;36
72.608;130;0.1945;36
