Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
0.386031746;1.1;1.02769;0;64.8
1.413718821;1.2;0.934512;58.3835;63.2
2.348231293;1.3;1.03812;64.2046;64
3.386349206;1.4;1.06317;57.7969;66.1
4.44952381;1.5;0.934603;56.4348;70.4
5.384126984;1.6;0.954921;64.1984;65.8
6.339047619;1.7;1.01587;62.8324;65.9
7.354920635;1.8;1.07683;59.0625;63.8
8.431746032;2.1;0.973878;55.7193;78.3
9.405623583;2.2;0.919841;61.6094;67.7
10.32546485;2.3;0.969977;65.2286;67
11.29544218;2.4;1.15916;61.8571;62
12.45460318;2.5;1.23571;51.7616;64.9
13.69031746;2.6;0.917937;48.5549;53.8
14.60825397;2.7;0.954921;65.364;49.3
15.5631746;2.8;0.944898;62.8324;62.4
16.50807256;3.1;1.06653;63.4989;59.2
17.57460318;3.2;1.05651;56.2572;62.9
18.63111111;3.3;0.995556;56.7909;65.9
19.62666667;3.4;1.21905;60.2679;65.2
20.84571429;3.5;1.13778;49.2188;62
21.98349206;3.6;1.09714;52.7344;55.8
23.08063492;3.7;1.05651;54.6875;68.7
24.13714286;3.8;1.11746;56.7909;68.9
25.25460318;4.1;1.17841;53.6932;67.6
26.43301587;4.2;1.28;50.9159;64.8
27.71301587;4.3;1.32063;46.875;70.4
29.03365079;4.4;1.6066;45.4327;61.9
30.64024943;4.5;1.46134;37.346;51.8
32.1015873;4.6;1.08113;41.0583;60.3
33.18272109;4.7;1.02295;55.4973;62.6
34.20566893;4.8;1.3644;58.654;59.5
35.57006803;5.1;0.981043;43.9754;62.3
36.55111111;5.2;0.792381;61.1594;62
37.34349206;5.3;0.83517;75.7212;61.3
38.17866213;5.4;0.769909;71.8417;59.8
38.94857143;5.5;0.833016;77.9313;62.6
39.7815873;5.6;0.840635;72.0274;62.7
40.62222222;5.7;0.86093;71.3746;58.7
41.48315193;5.8;1.14288;69.6921;62.6
42.62603175;6.1;0.858707;52.499;63
43.48473923;6.2;0.829433;69.8725;56.8
44.31417234;6.3;0.808345;72.3386;57.7
45.12251701;6.4;0.7822;74.2258;57.6
45.90471655;6.5;0.866077;76.7068;60.8
46.77079365;6.6;0.914286;69.2779;65.3
47.68507937;6.7;0.893968;65.625;61.1
48.57904762;6.8;0.934603;67.1165;58
49.51365079;7.1;1.07683;64.1984;59.1
50.59047619;7.2;0.853333;55.7193;56.2
51.44380952;7.3;0.792381;70.3125;60.3
52.23619048;7.4;0.792381;75.7212;66.4
