Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
0.835918367;1.1;1.34367;0;80.6
2.179591836;1.2;0.914286;44.6537;69.2
3.093877551;2.1;1.07755;65.625;73.5
4.171428571;2.2;0.867302;55.6818;67.1
5.038730158;3.1;0.993923;69.1801;69.9
6.032653061;3.2;1.02857;60.3669;69.3
7.061224489;4.1;0.93805;58.3333;66.7
7.999274376;4.2;0.890522;63.9625;71.4
8.889795918;5.1;1.00408;67.3763;76.1
9.893877551;5.2;0.906122;59.7561;73.1
10.8;6.1;0.908662;66.2162;71.6
11.70866213;6.2;0.893968;66.0311;70.2
12.60263039;7.1;0.883084;67.1165;70.5
13.48571429;7.2;0.963265;67.9437;74.8
14.44897959;8.1;0.896077;62.2881;67.7
15.34505669;8.2;0.864921;66.9585;72.1
16.20997732;9.1;0.981859;69.3705;78.7
17.19183673;9.2;0.844263;61.1085;76.4
18.03609977;10.1;0.922472;71.0679;74.7
18.95857143;10.2;0.878163;65.0426;76.4
19.83673469;11.1;0.906122;68.3244;74
20.74285714;11.2;0.914286;66.2162;74.9
21.65714286;12.1;0.873469;65.625;75.4
22.53061224;12.2;0.881633;68.6916;74.8
23.4122449;13.1;0.945487;68.0556;75.5
24.35773243;13.2;0.94839;63.4593;74.6
25.30612245;14.1;0.856961;63.2651;74.9
26.1630839;14.2;0.906304;70.0148;75.8
27.06938776;15.1;0.857143;66.203;72.9
27.92653061;15.2;0.889433;70;73.9
28.81596372;16.1;0.963628;67.4587;77.4
29.77959184;16.2;0.897959;62.2647;79.1
30.67755102;17.1;0.895782;66.8182;78.2
31.57333333;17.2;0.859887;66.9806;78.1
32.43321995;18.1;0.933855;69.7766;76.3
33.36707483;18.2;0.898526;64.2498;75.4
34.26560091;19.1;0.885419;66.776;75.8
35.15102041;19.2;0.914286;67.7645;76.5
36.06530612;20.1;1.03438;65.625;74.6
37.09968254;20.2;0.899773;58.006;70.7
37.99945578;21.1;0.947483;66.6835;68.8
38.94693878;21.2;0.921723;63.3257;72.7
39.86866213;22.1;0.947664;65.0955;76.8
40.81632653;22.2;0.950567;63.3136;72.5
41.76689342;23.1;0.933923;63.1202;75.6
42.70081633;23.2;0.931837;64.2451;74.4
43.63265306;24.1;0.938776;64.389;76
44.57142857;24.2;0.922449;63.913;78
45.49387755;25.1;1.08571;65.0443;76.5
46.57959184;25.2;1.29796;55.2632;81.2
47.87755102;26.1;1.08571;46.2264;74.5
48.96326531;26.2;1.05306;55.2632;79.7
50.01632653;27.1;0.987755;56.9767;74.2
51.00408163;27.2;0.963265;60.7438;80.8
51.96734694;28.1;0.945125;62.2881;77.1
52.91247166;28.2;0.899773;63.4837;78.1
53.8122449;29.1;0.955102;66.6835;76
54.76734694;29.2;0.910363;62.8205;74.2
55.67770975;30.1;0.97644;65.9078;69.3
56.65414966;30.2;0.937687;61.4477;77.9
57.59183673;31.1;1.06939;63.9872;85.1
58.66122449;31.2;0.881633;56.1069;78.3
59.54285714;32.1;0.914286;68.0556;83.1
60.45714286;32.2;0.881633;65.625;77.2
61.33877551;33.1;0.914286;68.0556;81.1
62.25306122;33.2;0.883333;65.625;81.7
63.13639456;34.1;0.89263;67.9245;79.1
64.02902494;34.2;1.10567;67.2171;78.1
65.13469388;35.1;1.03673;54.2658;82.4
66.17142857;35.2;0.8878;57.874;77
67.05922902;36.1;0.957098;67.5828;80.4
68.01632653;36.2;0.859456;62.6895;75.5
68.87578231;37.1;0.911973;69.8116;80
69.7877551;37.2;1.13179;65.7914;79.6
70.91954649;38.1;0.933515;53.0133;68.2
71.85306122;38.2;0.922449;64.2732;71.2
72.7755102;39.1;0.922449;65.0443;77.3
73.69795918;39.2;0.873469;65.0443;78.2
74.57142857;40.1;0.946939;68.6916;80.3
75.51836735;40.2;0.938776;63.3621;75.5
76.45714286;41.1;0.929161;63.913;76.9
77.38630385;41.2;0.899773;64.5744;75.9
78.2860771;42.1;0.979229;66.6835;77.8
79.26530612;42.2;0.951565;61.2727;76.2
80.21687075;43.1;0.896236;63.054;71.7
81.11310658;43.2;0.966145;66.9467;67.9
82.0792517;44.1;0.874036;62.1025;60.2
82.95328798;44.2;0.932426;68.647;66
83.88571429;45.1;0.840816;64.3483;63.5
84.72653061;45.2;0.881633;71.3592;67.6
85.60816327;46.1;0.920998;68.0556;65.3
86.529161;46.2;0.859138;65.1467;71.4
87.38829932;47.1;0.864943;69.8374;66.7
88.25324263;47.2;0.914104;69.3687;71.8
89.16734694;48.1;0.84898;65.638;68.1
90.01632653;48.2;0.906122;70.6731;67.9
90.92244898;49.1;0.889796;66.2162;69.7
91.8122449;49.2;0.906122;67.4312;67.7
92.71836735;50.1;0.897959;66.2162;70.6
93.61632653;50.2;1.18367;66.8182;64.5
94.8;51.1;1.2;50.6897;72.6
96;51.2;1.08385;50;67.6
97.08385488;52.1;1.1395;55.358;67.2
98.22335601;52.2;1.3195;52.6546;62.7
99.54285714;53.1;1.32463;45.4717;61.4
100.867483;53.2;1.14068;45.2958;68.1
102.0081633;54.1;1.16383;52.6002;70.5
103.1719955;54.2;1.05658;51.5538;70.3
104.2285714;55.1;1.44544;56.7872;74.4
105.6740136;55.2;1.08249;41.5098;76.8
106.7565079;56.1;1.29247;55.4275;71.1
108.0489796;56.2;1.09766;46.4227;67.3
109.146644;57.1;1.20054;54.6615;71.6
110.3471882;57.2;1.05635;49.9773;70
111.4035374;58.1;1.16279;56.7994;70.4
112.5663265;58.2;1.51531;51.6001;67.5
114.0816327;59.1;1.28091;39.596;62.4
115.3625397;59.2;1.12617;46.8418;65.1
116.4887075;60.1;1.04599;53.278;69.7
117.5346939;60.2;1.09388;57.3621;70.8
118.6285714;61.1;1.23265;54.8507;72.1
119.8612245;61.2;1.0683;48.6755;65.5
120.9295238;62.1;1.06231;56.164;63.9
121.9918367;62.2;1.06608;56.4805;67.9
123.0579138;63.1;1.25592;56.2811;67.2
124.3138322;63.2;0.926984;47.7738;68.3
125.2408163;64.1;1.0449;64.726;69
126.2857143;64.2;1.03673;57.4219;66.9
127.322449;65.1;1.22449;57.874;72.6
128.5469388;65.2;1.11551;49;67.3
129.662449;66.1;1.11306;53.787;71.1
130.7755102;66.2;1.16735;53.9054;69.9
131.9428571;67.1;1.2;51.3986;68.9
133.1428571;67.2;1.15918;50;63.8
134.3020408;68.1;1.16472;51.7606;69.7
135.4667574;68.2;1.21896;51.5147;70.5
136.6857143;69.1;1.57551;49.2224;71.5
138.2612245;69.2;1.40261;38.0829;60.5
139.6638322;70.1;1.09535;42.7775;64.7
140.7591837;70.2;1.01288;54.7769;69.2
141.7720635;71.1;1.09814;59.237;74.5
142.8702041;71.2;1.36653;54.6378;67
144.2367347;72.1;1.08535;43.9068;65.6
145.3220862;72.2;0.979955;55.2816;68.2
146.3020408;73.1;1.09388;61.2273;66.2
147.3959184;73.2;1.02857;54.8507;70
148.4244898;74.1;1.02857;58.3333;73.7
149.4530612;74.2;1.27347;58.3333;76.1
150.7265306;75.1;1.51837;47.1154;64.7
152.244898;75.2;2.03286;39.5161;60
154.2777551;76.1;0.866372;29.5151;64.6
155.144127;76.2;0.855873;69.2543;64.3
156;77.1;0.847642;70.1039;71.2
156.8476417;77.2;0.801338;70.7846;65.5
157.6489796;78.1;0.82449;74.8748;75.6
158.4734694;78.2;0.816327;72.7723;69.6
159.2897959;79.1;0.82449;73.5;72.9
160.1142857;79.2;0.8;72.7723;69.8
160.9142857;80.1;0.865442;75;77.6
161.7797279;80.2;0.771565;69.3287;67.3
162.5512925;81.1;0.853333;77.7641;72.7
