Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
62.76;10.6;0.813333;73.2899;71.7
63.57333333;10.7;0.761667;73.7705;69.1
64.335;10.8;0.72;78.7746;70.1
65.055;11.1;0.769;83.3333;65.8
65.824;11.2;0.928;78.0234;74.7
66.752;11.3;0.779052;64.6552;67.5
67.53105208;11.4;1.03428;77.0167;69.9
68.56533333;11.5;1.088;58.0113;62.5
69.65333333;11.6;1.22667;55.1471;65
70.88;11.7;1.36533;48.913;64.1
72.24533333;11.8;1.99467;43.9453;53.5
74.24;12.1;1.20533;30.0802;62.1
75.44533333;12.2;0.757333;49.7788;61.2
76.20266667;12.3;0.725333;79.2253;66.2
76.928;12.4;0.896;82.7206;65.3
77.824;12.5;0.832;66.9643;68.5
78.656;12.6;0.896;72.1154;62.8
79.552;12.7;0.768;66.9643;69.8
80.32;12.8;0.821333;78.125;73.4
81.14133333;13.1;0.8;73.0519;68.6
81.94133333;13.2;0.789333;75;70.1
82.73066667;13.3;0.810667;76.0135;64.8
83.54133333;13.4;0.828906;74.0132;69.4
84.37023958;13.5;0.760427;72.3845;69.2
85.13066667;13.6;1.00267;78.903;63.6
86.13333333;13.7;1.024;59.8404;61.9
87.15733333;13.8;1.10933;58.5938;60.9
88.26666667;14.1;0.784;54.0865;66.9
89.05066667;14.2;0.784;76.5306;62.4
89.83466667;14.3;0.768;76.5306;60.8
90.60266667;14.4;0.490667;78.125;70.2
91.09333333;14.5;0.736667;122.283;72.1
91.83;14.6;0.628667;81.448;72
92.45866667;14.7;0.565333;95.4401;64.6
93.024;14.8;0.768;106.132;70.9
93.792;15.1;0.64;78.125;72.1
94.432;15.2;0.693333;93.75;71.8
95.12533333;15.3;0.704;86.5385;71.3
95.82933333;15.4;0.857146;85.2273;73.2
96.68647917;15.5;0.790854;69.9998;69.1
97.47733333;15.6;0.794667;75.8673;62.3
98.272;15.7;0.832;75.5034;58.2
99.104;15.8;0.906667;72.1154;59.7
100.0106667;16.1;0.778667;66.1765;60.1
100.7893333;16.2;0.746667;77.0548;58.8
101.536;16.3;0.764;80.3571;63.4
102.3;16.4;0.729333;78.534;61.2
103.0293333;16.5;0.746667;82.2669;63.5
103.776;16.6;0.762667;80.3571;58
104.5386667;16.7;0.741333;78.6713;59.3
105.28;16.8;0.71;80.9352;56.8
105.99;17.1;0.698;84.507;64.2
106.688;17.2;0.704;85.9599;61.9
107.392;17.3;0.682667;85.2273;61.4
108.0746667;17.4;0.736;87.8906;61
108.8106667;17.5;0.714667;81.5217;65.9
109.5253333;17.6;0.693333;83.9552;66
110.2186667;17.7;0.725333;86.5385;60.6
110.944;17.8;0.704;82.7206;60.7
111.648;18.1;0.752;85.2273;64.4
112.4;18.2;0.752;79.7872;63.9
113.152;18.3;0.741333;79.7872;63.1
113.8933333;18.4;0.762667;80.9352;58
114.656;18.5;0.821333;78.6713;61.3
115.4773333;18.6;0.8;73.0519;56.9
116.2773333;18.7;0.906667;75;55.4
117.184;18.8;1.10933;66.1765;53.7
118.2933333;19.1;1.04533;54.0865;59.9
119.3386667;19.2;1.17333;57.398;47.5
120.512;19.3;0.864;51.1364;54.7
121.376;19.4;0.874667;69.4444;46.4
122.2506667;19.5;0.810667;68.5976;46.6
123.0613333;19.6;0.793667;74.0132;45.7
123.855;19.7;0.881;75.5985;57
124.736;19.8;0.930438;68.1044;64.8
125.6664375;20.1;0.92299;64.4858;54.3
126.5894271;20.2;0.722573;65.0061;65.6
127.312;20.3;0.698667;83.0366;60.3
128.0106667;20.4;0.725333;85.8779;68.7
128.736;20.5;0.917333;82.7206;64.3
129.6533333;20.6;0.981333;65.407;68.8
130.6346667;20.7;0.842667;61.1413;61.4
131.4773333;20.8;0.682667;71.2025;58.9
132.16;21.1;0.64;87.8906;59.9
132.8;21.2;0.586667;93.75;73
133.3866667;21.3;0.672;102.273;65.5
134.0586667;21.4;0.672;89.2857;70.8
134.7306667;21.5;0.629333;89.2857;70.8
135.36;21.6;0.629333;95.339;72
135.9893333;21.7;0.64;95.339;65.5
136.6293333;21.8;0.698667;93.75;69.7
137.328;22.1;0.730667;85.8779;68.4
138.0586667;22.2;0.714667;82.1168;72.5
138.7733333;22.3;0.597333;83.9552;71.8
139.3706667;22.4;0.672;100.446;77.6
140.0426667;22.5;0.770333;89.2857;71.9
140.813;22.6;1.03233;77.8884;74
141.8453333;22.7;0.885333;58.1208;71
142.7306667;22.8;0.768;67.7711;66.4
143.4986667;23.1;0.48;78.125;65.6
143.9786667;23.2;0.618667;125;71.8
144.5973333;23.3;0.597333;96.9828;63.8
145.1946667;23.4;0.608;100.446;67.6
145.8026667;23.5;0.597333;98.6842;67.7
146.4;23.6;0.722594;100.446;68.8
147.1225938;23.7;0.54674;83.0342;76.9
147.6693333;23.8;0.736;109.741;76.8
148.4053333;24.1;0.752;81.5217;76
149.1573333;24.2;0.69575;79.7872;76.5
149.8530833;24.3;0.711833;86.2379;72.4
150.5649167;24.4;0.67775;84.2894;77.8
151.2426667;24.5;0.768;88.5282;73.9
152.0106667;24.6;0.79101;78.125;78.7
152.8016771;24.7;0.729;75.8523;76.4
153.5306771;24.8;0.677323;82.3045;74.9
154.208;25.1;0.661333;88.584;74.5
154.8693333;25.2;0.608;90.7258;72.5
155.4773333;25.3;0.64;98.6842;75.5
156.1173333;25.4;0.723896;93.75;75.5
156.8412292;25.5;0.460104;82.8849;72.9
157.3013333;25.6;0.618667;130.405;76.4
157.92;25.7;0.586667;96.9828;76.5
158.5066667;25.8;0.842667;102.273;82.2
159.3493333;26.1;0.693333;71.2025;76.8
160.0426667;26.2;0.576;86.5385;77.2
160.6186667;26.3;0.544;104.167;75.9
161.1626667;26.4;0.661333;110.294;82.4
161.824;26.5;0.650667;90.7258;78.8
162.4746667;26.6;0.586667;92.2131;79.9
163.0613333;26.7;0.565333;102.273;77.5
163.6266667;26.8;0.629333;106.132;76.5
164.256;27.1;0.586667;95.339;70.6
164.8426667;27.2;0.586667;102.273;74.6
165.4293333;27.3;0.565333;102.273;72.5
165.9946667;27.4;0.544;106.132;79.2
166.5386667;27.5;0.618667;110.294;80.4
167.1573333;27.6;0.533333;96.9828;81.9
167.6906667;27.7;0.565333;112.5;81.2
168.256;27.8;0.832;106.132;81.6
169.088;28.1;0.608;72.1154;86.3
169.696;28.2;0.64;98.6842;76
170.336;28.3;0.554667;93.75;83.2
170.8906667;28.4;0.522667;108.173;75.8
171.4133333;28.5;0.586667;114.796;81.1
172;28.6;0.586667;102.273;72.4
172.5866667;28.7;0.741333;102.273;80.7
173.328;28.8;0.549333;80.9352;80.9
173.8773333;29.1;0.64;109.223;82.2
174.5173333;29.2;0.544;93.75;80.9
175.0613333;29.3;0.64;110.294;80.8
175.7013333;29.4;0.64;93.75;80.4
176.3413333;29.5;0.661333;93.75;76.7
177.0026667;29.6;0.672;90.7258;78.7
177.6746667;29.7;0.768;89.2857;80.3
178.4426667;29.8;0.896;78.125;80.5
179.3386667;30.1;0.730667;66.9643;83.9
180.0693333;30.2;0.847771;82.1168;77.9
180.9171042;30.3;0.704229;70.7738;81.5
181.6213333;30.4;0.725333;85.1995;76.4
182.3466667;30.5;0.785646;82.7206;78.8
183.1323125;30.6;0.718354;76.3703;72.4
183.8506667;30.7;0.661333;83.5243;74.8
184.512;30.8;0.798073;90.7258;66.9
185.3100729;31.1;0.620594;75.1811;70
185.9306667;31.2;0.736;96.6816;60.4
186.6666667;31.3;0.704;81.5217;72.4
187.3706667;31.4;0.77151;85.2273;62.5
188.1421771;31.5;0.711156;77.7695;71.4
188.8533333;31.6;0.714667;84.3696;63.4
189.568;31.7;0.709333;83.9552;71.5
190.2773333;31.8;0.763427;84.5865;65.4
191.0407604;32.1;0.73524;78.593;71.4
191.776;32.2;0.768781;81.6061;66.5
192.5447813;32.3;0.790667;78.0456;66.7
193.3354479;32.4;0.71675;75.8853;63.7
194.0521979;32.5;0.646469;83.7112;70.5
194.6986667;32.6;0.616333;92.8119;61.2
195.315;32.7;0.919667;97.3499;67.5
196.2346667;32.8;0.96;65.241;58
197.1946667;33.1;0.725333;62.5;66.8
197.92;33.2;0.727844;82.7206;61
198.6478438;33.3;0.680156;82.4353;65.3
199.328;33.4;0.8;88.215;65.3
200.128;33.5;0.768;75;67.6
200.896;33.6;0.709333;78.125;62.1
201.6053333;33.7;0.730667;84.5865;62.2
202.336;33.8;0.733542;82.1168;59.7
203.0695417;34.1;0.754458;81.7949;61
203.824;34.2;0.698667;79.5273;64.3
204.5226667;34.3;0.714667;85.8779;67.3
205.2373333;34.4;0.736;83.9552;59.7
205.9733333;34.5;0.714667;81.5217;68.4
206.688;34.6;0.736;83.9552;60.1
207.424;34.7;0.713219;81.5217;56.9
208.1372188;34.8;0.844115;84.1257;56.8
208.9813333;35.1;0.736;71.0804;58.2
209.7173333;35.2;0.698667;81.5217;59
210.416;35.3;0.698667;85.8779;64.6
211.1146667;35.4;0.704;85.8779;62.6
211.8186667;35.5;0.693333;85.2273;62.6
212.512;35.6;0.704;86.5385;57.2
213.216;35.7;0.736;85.2273;67.2
213.952;35.8;0.670042;81.5217;65.8
214.6220417;36.1;0.741281;89.5467;62.6
215.3633229;36.2;0.666094;80.9409;64.8
216.0294167;36.3;0.65325;90.0774;64.7
216.6826667;36.4;0.693333;91.8484;69.2
217.376;36.5;0.690687;86.5385;64.1
218.0666875;36.6;0.749313;86.87;60.8
218.816;36.7;0.714667;80.0734;61.5
219.5306667;36.8;0.692948;83.9552;58.2
220.2236146;37.1;1.21639;86.5866;57.2
221.44;37.2;0.725;49.3265;61
222.165;37.3;0.693667;82.7586;66.3
222.8586667;37.4;0.725333;86.4969;70.7
223.584;37.5;0.821333;82.7206;64.7
224.4053333;37.6;0.639667;73.0519;65.1
225.045;37.7;0.608333;93.7989;71.4
225.6533333;37.8;0.682667;98.6301;70.3
226.336;38.1;0.598021;87.8906;67.8
226.9340208;38.2;0.585979;100.331;72.4
227.52;38.3;0.554667;102.393;74.2
228.0746667;38.4;0.597333;108.173;74.5
228.672;38.5;0.738;100.446;70.5
229.41;38.6;0.51;81.3008;73.1
229.92;38.7;0.554667;117.647;76.4
230.4746667;38.8;0.597333;108.173;76.3
231.072;39.1;0.522667;100.446;77
231.5946667;39.2;0.512;114.796;75.6
232.1066667;39.3;0.576;117.188;79.3
232.6826667;39.4;0.714667;104.167;76.7
233.3973333;39.5;0.8;83.9552;83.6
234.1973333;39.6;0.736;75;79.1
234.9333333;39.7;0.757333;81.5217;83.5
235.6906667;39.8;1.10933;79.2253;76.6
236.8;40.1;0.714667;54.0865;82.9
237.5146667;40.2;0.714667;83.9552;73.6
238.2293333;40.3;0.704;83.9552;72
238.9333333;40.4;0.709333;85.2273;67.2
239.6426667;40.5;0.709333;84.5865;80.4
240.352;40.6;0.725333;84.5865;71.6
241.0773333;40.7;0.736;82.7206;72.4
241.8133333;40.8;0.64;81.5217;70.6
242.4533333;41.1;0.688;93.75;87.9
243.1413333;41.2;0.741333;87.2093;76.8
243.8826667;41.3;0.757333;80.9352;71.9
244.64;41.4;0.688;79.2253;73.2
245.328;41.5;0.762667;87.2093;83
246.0906667;41.6;0.746667;78.6713;74.5
246.8373333;41.7;0.810667;80.3571;72.4
247.648;41.8;0.853333;74.0132;72.4
248.5013333;42.1;0.810667;70.3125;83
249.312;42.2;0.8;74.0132;77.1
250.112;42.3;0.8;75;72.8
250.912;42.4;0.714667;75;73
251.6266667;42.5;0.842667;83.9552;75.8
252.4693333;42.6;0.768;71.2025;73
253.2373333;42.7;0.842667;78.125;70.5
254.08;42.8;0.832;71.2025;70.5
254.912;43.1;0.832;72.1154;72.1
255.744;43.2;0.8;72.1154;67.6
256.544;43.3;0.906667;75;66.1
257.4506667;43.4;0.938667;66.1765;67.1
258.3893333;43.5;0.874667;63.9205;65.4
259.264;43.6;0.928;68.5976;65.1
260.192;43.7;1.12;64.6552;63.7
261.312;43.8;1.28;53.5714;62.2
262.592;44.1;1.09867;46.875;72.3
263.6906667;44.2;0.96;54.6117;65.2
264.6506667;44.3;0.885333;62.5;67.7
265.536;44.4;0.768;67.7711;67.7
266.304;44.5;0.810667;78.125;74.5
267.1146667;44.6;0.8;74.0132;70.4
267.9146667;44.7;0.821333;75;71
268.736;44.8;0.896;73.0519;70.3
269.632;45.1;0.842667;66.9643;75.3
270.4746667;45.2;0.8;71.2025;71.2
271.2746667;45.3;0.789333;75;70
272.064;45.4;0.821333;76.0135;67.5
272.8853333;45.5;0.896;73.0519;58
273.7813333;45.6;0.810667;66.9643;68.4
274.592;45.7;0.789333;74.0132;71.9
275.3813333;45.8;0.768;76.0135;66
276.1493333;46.1;0.778667;78.125;66.6
276.928;46.2;0.789333;77.0548;65.4
277.7173333;46.3;0.8;76.0135;73.8
278.5173333;46.4;0.789333;75;66.6
279.3066667;46.5;0.821333;76.0135;71.1
280.128;46.6;0.713542;73.0519;63.1
280.8415417;46.7;0.779792;84.0876;76.1
281.6213333;46.8;0.778667;76.9436;70.1
282.4;47.1;0.896;77.0548;69.3
283.296;47.2;0.810667;66.9643;71.7
284.1066667;47.3;0.874667;74.0132;67
284.9813333;47.4;0.917333;68.5976;70.6
285.8986667;47.5;0.992;65.407;60.6
286.8906667;47.6;0.896;60.4839;69.5
287.7866667;47.7;0.992;66.9643;62.1
288.7786667;47.8;1.20533;60.4839;57.9
289.984;48.1;0.682667;49.7788;58.2
290.6666667;48.2;0.768;87.8906;56.4
291.4346667;48.3;0.661333;78.125;64.5
292.096;48.4;0.682667;90.7258;65
292.7786667;48.5;0.666302;87.8906;66
293.4449688;48.6;0.581698;90.0492;69.4
294.0266667;48.7;0.588906;103.146;65.1
294.6155729;48.8;0.628302;101.884;64.3
295.243875;49.1;0.692125;95.4955;62.1
295.936;49.2;0.647698;86.6895;60.4
296.5836979;49.3;0.625719;92.6358;62.4
297.2094167;49.4;0.550583;95.8897;67.4
297.76;49.5;0.635146;108.975;66.7
298.3951458;49.6;0.633292;94.4665;68.2
299.0284375;49.7;0.662229;94.7431;67.1
299.6906667;49.8;0.693333;90.6031;62.7
300.384;50.1;0.837333;86.5385;62.2
301.2213333;50.2;0.581396;71.6561;61.5
301.8027292;50.3;0.600646;103.2;68
302.403375;50.4;0.604625;99.8925;70.6
303.008;50.5;0.608;99.2351;71
303.616;50.6;0.586667;98.6842;71.1
304.2026667;50.7;0.633385;102.273;72.3
304.8360521;50.8;0.642448;94.729;75.7
305.4785;51.1;0.684573;93.3928;70.6
306.1630729;51.2;0.556927;87.6459;69.4
306.72;51.3;0.597333;107.734;71.5
307.3173333;51.4;0.597333;100.446;70.9
307.9146667;51.5;0.565333;100.446;73.5
308.48;51.6;0.704;106.132;74.6
309.184;51.7;0.682667;85.2273;73.7
309.8666667;51.8;0.704;87.8906;77
310.5706667;52.1;0.682667;85.2273;75.1
311.2533333;52.2;1.14133;87.8906;75.8
312.3946667;52.3;0.821333;52.5701;71
313.216;52.4;0.64;73.0519;73
313.856;52.5;0.682667;93.75;73.8
314.5386667;52.6;0.592;87.8906;73.3
315.1306667;52.7;0.688;101.351;72.4
315.8186667;52.8;0.693333;87.2093;70.9
316.512;53.1;0.656;86.5385;74.7
317.168;53.2;0.730667;91.4634;69.3
317.8986667;53.3;0.842667;82.1168;72.1
318.7413333;53.4;0.704;71.2025;67.9
319.4453333;53.5;0.746667;85.2273;64.9
320.192;53.6;0.714667;80.3571;73.7
320.9066667;53.7;0.714667;83.9552;67.3
321.6213333;53.8;0.832;83.9552;70.9
322.4533333;54.1;0.842667;72.1154;65.7
323.296;54.2;0.8;71.2025;68.4
324.096;54.3;0.768;75;72.3
324.864;54.4;0.789333;78.125;74.3
325.6533333;54.5;0.8;76.0135;74.4
326.4533333;54.6;0.810667;75;70.6
327.264;54.7;0.608;74.0132;69.7
327.872;54.8;0.885333;98.6842;69.8
328.7573333;55.1;0.714667;67.7711;70.1
329.472;55.2;0.789333;83.9552;70
330.2613333;55.3;0.810667;76.0135;71.6
331.072;55.4;0.789333;74.0132;70.3
331.8613333;55.5;0.725333;76.0135;65.5
332.5866667;55.6;1.04533;82.7206;70
333.632;55.7;1.056;57.398;71.8
334.688;55.8;1.89867;56.8182;67.3
336.5866667;56.1;1.152;31.6011;64
337.7386667;56.2;0.746667;52.0833;68.5
338.4853333;56.3;0.8;80.3571;69.8
339.2853333;56.4;0.970667;75;70.4
340.256;56.5;0.693333;61.8132;68.1
340.9493333;56.6;0.8;86.5385;73.7
341.7493333;56.7;0.661333;75;73.5
342.4106667;56.8;0.725333;90.7258;71.3
343.136;57.1;1.00267;82.7206;70.5
344.1386667;57.2;0.896;59.8404;75.2
345.0346667;57.3;0.746667;66.9643;73.2
345.7813333;57.4;0.576;80.3571;72
346.3573333;57.5;0.906667;104.167;71.3
347.264;57.6;0.751;66.1765;66.9
348.015;57.7;1.17967;79.8935;66
349.1946667;57.8;0.992;50.8618;64.1
350.1866667;58.1;0.874667;60.4839;65.2
351.0613333;58.2;0.661333;68.5976;65.2
351.7226667;58.3;0.685229;90.7258;68.8
352.4078958;58.4;0.797437;87.562;70.3
353.2053333;58.5;0.725333;75.241;74.1
353.9306667;58.6;0.714667;82.7206;71.5
354.6453333;58.7;0.608;83.9552;72.5
355.2533333;58.8;0.711667;98.6842;69.8
355.965;59.1;0.845667;84.3091;73.1
356.8106667;59.2;0.557365;70.9499;71.7
357.3680313;59.3;1.01064;107.649;67.8
358.3786667;59.4;1.03467;59.3686;68.7
359.4133333;59.5;0.853333;57.9897;67.1
360.2666667;59.6;0.928;70.3125;58
361.1946667;59.7;1.088;64.6552;59.8
362.2826667;59.8;0.704;55.1471;66.4
362.9866667;60.1;0.64;85.2273;65.6
363.6266667;60.2;0.661333;93.75;67.1
364.288;60.3;0.586667;90.7258;69.5
364.8746667;60.4;0.629333;102.273;70.2
365.504;60.5;0.650667;95.339;68.5
366.1546667;60.6;0.610333;92.2131;70.4
366.765;60.7;0.637667;98.3069;68.9
367.4026667;60.8;0.736;94.093;64.6
368.1386667;61.1;0.704;81.5217;66.4
368.8426667;61.2;0.64;85.2273;72.1
369.4826667;61.3;0.608;93.75;68.7
370.0906667;61.4;0.746667;98.6842;65.9
370.8373333;61.5;0.725333;80.3571;67.9
371.5626667;61.6;0.576;82.7206;68.2
372.1386667;61.7;0.949333;104.167;62.3
373.088;61.8;0.618667;63.2022;66.5
373.7066667;62.1;1.06667;96.9828;65.8
374.7733333;62.2;0.906667;56.25;70.3
375.68;62.3;1.19467;66.1765;66.2
376.8746667;62.4;0.56776;50.2232;69.5
377.4424271;62.5;1.58691;105.678;68
379.0293333;62.6;1.056;37.8094;66.5
380.0853333;62.7;1.32267;56.8182;65.5
381.408;62.8;1.632;45.3629;57.5
383.04;63.1;0.842667;36.7647;72.4
383.8826667;63.2;0.832;71.2025;64.9
384.7146667;63.3;0.778667;72.1154;68
385.4933333;63.4;0.714667;77.0548;69.9
386.208;63.5;0.8;83.9552;77.1
387.008;63.6;0.746667;75;72.8
387.7546667;63.7;0.725333;80.3571;74
388.48;63.8;0.725333;82.7206;78.1
389.2053333;64.1;0.778667;82.7206;79.7
389.984;64.2;0.64;77.0548;75.9
390.624;64.3;0.714667;93.75;79
391.3386667;64.4;0.618667;83.9552;72.5
391.9573333;64.5;0.704;96.9828;75.9
392.6613333;64.6;0.629333;85.2273;76.6
393.2906667;64.7;0.650667;95.339;77.2
393.9413333;64.8;0.602667;92.2131;73.5
394.544;65.1;0.677333;99.5575;78.1
395.2213333;65.2;0.597333;88.5827;73.8
395.8186667;65.3;0.650667;100.446;80.7
396.4693333;65.4;0.581333;92.2131;77
397.0506667;65.5;0.634667;103.211;81.5
397.6853333;65.6;0.693333;94.5378;77.6
398.3786667;65.7;0.778667;86.5385;82.7
399.1573333;65.8;0.906667;77.0548;79.9
400.064;66.1;0.896;66.1765;82.9
400.96;66.2;0.714667;66.9643;77
401.6746667;66.3;0.693333;83.9552;80.1
402.368;66.4;0.906667;86.5385;76.8
403.2746667;66.5;0.768;66.1765;78.5
404.0426667;66.6;0.821333;78.125;77.2
404.864;66.7;0.874667;73.0519;71.8
405.7386667;66.8;0.672;68.5976;70.5
406.4106667;67.1;0.746667;89.2857;69.9
407.1573333;67.2;0.746667;80.3571;69.8
407.904;67.3;0.789333;80.3571;68.4
408.6933333;67.4;0.704;76.0135;69.2
409.3973333;67.5;0.736;85.2273;69
410.1333333;67.6;0.778667;81.5217;65
410.912;67.7;0.821333;77.0548;65
411.7333333;67.8;1.25867;73.0519;65.3
412.992;68.1;0.757333;47.6695;52.4
413.7493333;68.2;0.682667;79.2253;55.5
414.432;68.3;0.789333;87.8906;64.9
415.2213333;68.4;0.704;76.0135;67.3
415.9253333;68.5;0.746667;85.2273;66.6
416.672;68.6;0.853333;80.3571;63.2
417.5253333;68.7;0.746667;70.3125;61.4
418.272;68.8;1.07733;80.3571;62.7
419.3493333;69.1;0.906667;55.6931;61.1
420.256;69.2;0.864;66.1765;53.7
421.12;69.3;1.024;69.4444;54.6
422.144;69.4;1.312;58.5938;62.2
423.456;69.5;1.056;45.7317;69.9
424.512;69.6;1.10933;56.8182;70.2
425.6213333;69.7;1.13067;54.0865;64.3
426.752;69.8;1.58933;53.066;56.8
428.3413333;70.1;1.17333;37.7517;65.8
429.5146667;70.2;0.736;51.1364;60.2
430.2506667;70.3;0.725333;81.5217;65.1
430.976;70.4;0.8;82.7206;64
431.776;70.5;0.810667;75;70
432.5866667;70.6;0.8;74.0132;65.7
433.3866667;70.7;1.088;75;62.3
434.4746667;70.8;2.63467;55.1471;63.1
437.1093333;71.1;0;22.7733;69.8
