Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
0.72;0.3;0.48;0;53.9
1.2;1.1;0.436;125;62.4
1.636;1.2;0.44;137.615;62.1
2.076;1.3;0.452;136.364;60.9
2.528;2.1;0.428;132.743;58.5
2.956;2.2;0.432;140.187;63.2
3.388;2.3;0.432;138.889;61.2
3.82;3.1;0.416;138.889;69.4
4.236;3.2;0.456;144.231;67.3
4.692;3.3;0.448;131.579;59.4
5.14;4.1;0.428;133.929;63.6
5.568;4.2;0.404;140.187;65.3
5.972;4.3;0.424;148.515;63.7
6.396;5.1;0.432;141.509;65.1
6.828;5.2;0.396;138.889;64.5
7.224;5.3;0.432;151.515;63.6
7.656;6.1;0.448;138.889;65.3
8.104;6.2;0.4;133.929;65.1
8.504;6.3;0.424;150;68.1
8.928;7.1;0.428;141.509;71.4
9.356;7.2;0.404;140.187;68.5
9.76;7.3;0.424;148.515;68.1
10.184;8.1;0.404;141.509;70.4
10.588;8.2;0.436;148.515;67.6
11.024;8.3;0.4;137.615;66.7
11.424;9.1;0.432;150;65.8
11.856;9.2;0.424;138.889;67
12.28;9.3;0.462031;141.509;67.9
12.74203125;10.1;0.501969;129.861;63.4
13.244;10.2;0.512;119.529;62.7
13.756;10.3;0.412;117.188;56.3
14.168;11.1;0.464;145.631;64.4
14.632;11.2;0.42;129.31;65.3
15.052;11.3;0.452;142.857;68.4
15.504;12.1;0.516;132.743;63.4
16.02;12.2;0.452;116.279;65.4
16.472;12.3;0.46;132.743;68.1
16.932;13.1;0.468;130.435;69.6
17.4;13.2;0.46;128.205;66.1
17.86;13.3;0.52;130.435;62.1
18.38;14.1;0.676;115.385;62.8
19.056;14.2;0.536;88.7574;57.7
19.592;14.3;0.408;111.94;59.8
20;15.1;0.432;147.059;65.3
20.432;15.2;0.42;138.889;56.7
20.852;15.3;0.432;142.857;66.7
21.284;16.1;0.460083;138.889;68.6
21.74408333;16.2;0.427917;130.411;64.3
22.172;16.3;0.416;140.214;64.8
22.588;17.1;0.424;144.231;73.1
23.012;17.2;0.384;141.509;65.1
23.396;17.3;0.452;156.25;67
23.848;18.1;0.4;132.743;69.4
24.248;18.2;0.452;150;66.1
24.7;18.3;0.424;132.743;68
25.124;19.1;0.42;141.509;75.4
25.544;19.2;0.412;142.857;66.6
25.956;19.3;0.42;145.631;71.8
26.376;20.1;0.438927;142.857;71.4
26.81492708;20.2;0.433073;136.697;68.3
27.248;20.3;0.416;138.545;68.5
27.664;21.1;0.428;144.231;79.3
28.092;21.2;0.4;140.187;70.4
28.492;21.3;0.416;150;76
28.908;22.1;0.404;144.231;76.7
29.312;22.2;0.4;148.515;71.3
29.712;22.3;0.396;150;71.7
30.108;23.1;0.42;151.515;75.7
30.528;23.2;0.384;142.857;69.1
30.912;23.3;0.505146;156.25;70.7
31.41714583;24.1;0.450854;118.778;68.9
31.868;24.2;0.42;133.081;69
32.288;24.3;0.412;142.857;69.3
32.7;25.1;0.4;145.631;74.3
33.1;25.2;0.408;150;69.2
33.508;25.3;0.488;147.059;73.8
33.996;26.1;0.444;122.951;68.6
34.44;26.2;0.436;135.135;67.7
34.876;26.3;0.44;137.615;69.2
35.316;27.1;0.432;136.364;67.2
35.748;27.2;0.484;138.889;66.4
36.232;27.3;0.512;123.967;63.8
36.744;28.1;0.685052;117.188;61.1
37.42905208;28.2;0.754948;87.5846;57.2
38.184;28.3;0.457125;79.4757;55.9
38.641125;29.1;0.418875;131.255;65.3
39.06;29.2;0.452;143.241;65.2
39.512;29.3;0.484;132.743;65
39.996;30.1;0.444;123.967;61.8
40.44;30.2;0.42;135.135;62.9
40.86;30.3;0.432;142.857;62.2
41.292;31.1;0.444;138.889;62.5
41.736;31.2;0.404;135.135;67.8
42.14;31.3;0.492;148.515;70.3
42.632;32.1;0.448;121.951;69.7
43.08;32.2;0.396;133.929;67.8
43.476;32.3;0.441906;151.515;66.7
43.91790625;33.1;0.438094;135.775;66.9
44.356;33.2;0.436;136.957;64.9
44.792;33.3;0.464;137.615;64.6
45.256;34.1;0.412;129.31;63.6
45.668;34.2;0.428;145.631;66.6
46.096;34.3;0.412;140.187;64.5
46.508;35.1;0.44;145.631;67.6
46.948;35.2;0.436;136.364;68.1
47.384;35.3;0.524;137.615;65.5
47.908;36.1;0.464052;114.504;64.3
48.37205208;36.2;0.403948;129.296;69.5
48.776;36.3;0.412;148.534;64.8
49.188;37.1;0.464;145.631;65.1
49.652;37.2;0.536;129.31;64
50.188;37.3;0.684;111.94;64.4
50.872;38.1;0.488;87.7193;60.8
51.36;38.2;0.428;122.951;62.7
51.788;38.3;0.504;140.187;67.3
52.292;39.1;0.492;119.048;68.4
52.784;39.2;0.443177;121.951;68.7
53.22717708;39.3;0.424823;135.386;67.7
53.652;40.1;0.416;141.235;68
54.068;40.2;0.444;144.231;70.7
54.512;40.3;0.44;135.135;71.4
54.952;41.1;0.4;136.364;70.5
55.352;41.2;0.456;150;66.4
55.808;41.3;0.464;131.579;66.3
56.272;42.1;0.48;129.31;67.5
56.752;42.2;0.437187;125;67
57.1891875;42.3;0.460458;137.241;71.6
57.64964583;43.1;0.470115;130.305;70.1
58.11976042;43.2;0.45224;127.628;71.4
58.572;43.3;0.42;132.673;70.7
58.992;44.1;0.44;142.857;71.2
59.432;44.2;0.42;136.364;72.7
59.852;44.3;0.432;142.857;72.7
60.284;45.1;0.396;138.889;72.3
60.68;45.2;0.452;151.515;69.8
61.132;45.3;0.436;132.743;70.1
61.568;46.1;0.46;137.615;71.1
62.028;46.2;0.416;130.435;70.5
62.444;46.3;0.444;144.231;74.4
62.888;47.1;0.432;135.135;76.9
63.32;47.2;0.396;138.889;72.5
63.716;47.3;0.408;151.515;73.8
64.124;48.1;0.436;147.059;76.5
64.56;48.2;0.444;137.615;72.3
65.004;48.3;0.412;135.135;76.4
65.416;49.1;0.404;145.631;77.1
65.82;49.2;0.408;148.515;74.3
66.228;49.3;0.448;147.059;72
66.676;50.1;0.432;133.929;74.4
67.108;50.2;0.388;138.889;77.1
67.496;50.3;0.438177;154.639;74.5
67.93417708;51.1;0.501823;136.931;73.2
68.436;51.2;0.376;119.564;78.1
68.812;51.3;0.428;159.574;74.8
69.24;52.1;0.448;140.187;79.4
69.688;52.2;0.368;133.929;75.2
70.056;52.3;0.424;163.043;77.4
70.48;53.1;0.472;141.509;77.5
70.952;53.2;0.364;127.119;77.5
71.316;53.3;0.432;164.835;78
71.748;54.1;0.444;138.889;78.1
72.192;54.2;0.396;135.135;77.7
72.588;54.3;0.44;151.515;78.3
73.028;55.1;0.408;136.364;79.4
73.436;55.2;0.38;147.059;77.5
73.816;55.3;0.44;157.895;79.5
74.256;56.1;0.436;136.364;80.3
74.692;56.2;0.372;137.615;77.1
75.064;56.3;0.416;161.29;80.6
75.48;57.1;0.408;144.231;80.3
75.888;57.2;0.416;147.059;80.3
76.304;57.3;0.48;144.231;81.1
76.784;58.1;0.62;125;78.5
77.404;58.2;0.44;96.7742;75.1
77.844;58.3;0.410135;136.364;75.7
78.25413542;59.1;0.437865;146.293;71.5
78.692;59.2;0.452;137.029;65.4
79.144;59.3;0.452;132.743;63.4
79.596;60.1;0.444;132.743;61.9
80.04;60.2;0.396;135.135;58.2
80.436;60.3;0.412;151.515;62.5
80.848;61.1;0.444;145.631;67.3
81.292;61.2;0.428;135.135;65.1
81.72;61.3;0.424;140.187;62.8
82.144;62.1;0.440656;141.509;61.8
82.58465625;62.2;0.391344;136.161;61.5
82.976;62.3;0.412;153.318;65.8
83.388;63.1;0.438062;145.631;67.7
83.8260625;63.2;0.385938;136.967;67.1
84.212;63.3;0.424;155.466;67.4
84.636;64.1;0.412;141.509;70.1
85.048;64.2;0.432063;145.631;70
85.4800625;64.3;0.371938;138.869;70.2
85.852;65.1;0.408;161.317;71
86.26;65.2;0.408;147.059;70.2
86.668;65.3;0.388;147.059;70.4
87.056;66.1;0.428;154.639;71.6
87.484;66.2;0.388;140.187;73.6
87.872;66.3;0.441063;154.639;75.6
88.3130625;67.1;0.374938;136.035;69.4
88.688;67.2;0.408;160.027;65.8
89.096;67.3;0.456;147.059;63.2
89.552;68.1;0.504;131.579;65
90.056;68.2;0.432;119.048;65.8
90.488;68.3;0.48;138.889;66.8
90.968;69.1;0.396;125;69.3
91.364;69.2;0.384;151.515;63.1
91.748;69.3;0.461854;156.25;70.1
92.20985417;70.1;0.4525;129.911;68.9
92.66235417;70.2;0.557646;132.597;73.1
93.22;70.3;0.392;107.595;60.5
93.612;71.1;0.436;153.061;67.1
94.048;71.2;0.38;137.615;70.2
94.428;71.3;0.412;157.895;69.6
94.84;72.1;0.429417;145.631;65.2
95.26941667;72.2;0.402583;139.724;60.9
95.672;72.3;0.448;149.037;57.2
96.12;73.1;0.512;133.929;57.1
96.632;73.2;0.46;117.188;54.8
97.092;73.3;0.42;130.435;62.8
97.512;74.1;0.42;142.857;69.2
97.932;74.2;0.412;142.857;68.2
98.344;74.3;0.452;145.631;59.8
98.796;75.1;0.44;132.743;67.3
99.236;75.2;0.492;136.364;50.3
99.728;75.3;0.564;121.951;61.3
100.292;76.1;0.52;106.383;61.8
100.812;76.2;2.34533;115.385;46.8
103.1573333;76.3;0.578667;25.5827;51.8
103.736;77.1;0.692;103.687;66.8
104.428;77.2;0.816;86.7052;49.4
105.244;77.3;0.679313;73.5294;51.4
105.9233125;78.1;0.912687;88.3246;58.8
106.836;78.2;0.86;65.7399;42.9
107.696;78.3;0.952;69.7674;43.3
108.648;79.1;0.736;63.0252;58.8
109.384;79.2;0.532;81.5217;61
109.916;79.3;0.548365;112.782;66.4
110.4643646;80.1;0.463635;109.416;65.3
110.928;80.2;0.484;129.412;69.6
111.412;80.3;0.556;123.967;67.2
111.968;81.1;0.564;107.914;70.4
112.532;81.2;0.46;106.383;70.9
112.992;81.3;0.497031;130.435;70.1
113.4890313;82.1;0.510969;120.717;72.5
114;82.2;0.552;117.424;72.7
114.552;82.3;0.66;108.696;68.3
115.212;83.1;0.544;90.9091;69.7
115.756;83.2;0.492;110.294;69.5
116.248;83.3;0.48;121.951;74.6
116.728;84.1;0.48;125;72.8
117.208;84.2;0.488;125;74.7
117.696;84.3;0.543104;122.951;72.3
118.2391042;85.1;0.576896;110.476;73.6
118.816;85.2;0.472;104.005;71.5
119.288;85.3;0.504;127.119;71.7
119.792;86.1;0.488;119.048;69.3
120.28;86.2;0.508;122.951;69.7
120.788;86.3;0.54;118.11;66.4
121.328;87.1;0.496;111.111;67.3
121.824;87.2;0.540958;120.968;72.6
