Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.673378684;1.1;1.77633;0;62.4
2.449705215;1.2;1.68345;33.7776;55.9
4.133151927;1.3;1.61379;35.6412;66.6
5.746938775;1.4;1.66023;37.1796;63.2
7.407165532;2.1;1.55429;36.1396;72.1
8.961451247;2.2;1.5688;38.6029;60.5
10.53024943;2.3;1.6254;38.2458;65.8
12.15564626;2.4;1.60218;36.9141;58
13.75782313;3.1;1.72989;37.449;55.4
15.48770975;3.2;1.70667;34.6844;64.1
17.19437642;3.3;1.64862;35.1562;66.7
18.8429932;3.4;1.67184;36.3941;66.7
20.51482993;4.1;1.64862;35.8887;66.6
22.16344671;4.2;2.00483;36.3941;63.4
24.16827664;4.3;1.65231;29.9277;53.5
25.82058957;4.4;1.96209;36.3127;58.3
27.78267574;5.1;1.72989;30.5797;62.1
29.51256236;5.2;1.68345;34.6844;59.4
31.19600907;5.3;1.60218;35.6412;64.9
32.79818594;5.4;1.75311;37.449;65.7
34.55129252;6.1;1.6254;34.225;58.4
36.17668934;6.2;1.63701;36.9141;65.3
37.81369615;6.3;1.70667;36.6523;61
39.52036281;6.4;1.71828;35.1562;61.9
41.23863946;7.1;1.66023;34.9187;62.2
42.89886621;7.2;1.63701;36.1396;61.3
44.53587302;7.3;1.59057;36.6523;64.7
46.12643991;7.4;1.81116;37.7224;63.8
47.93759637;8.1;1.71828;33.128;65.7
49.65587302;8.2;1.67184;34.9187;68.2
51.32770975;8.3;1.60218;35.8887;62.7
52.92988662;8.4;1.68345;37.449;66
54.61333333;9.1;2.07819;35.6412;64
56.69151927;9.2;1.9737;28.8713;66.6
58.66521542;9.3;1.68345;30.3998;58
60.34866213;9.4;1.99692;35.6412;62.2
62.34557823;10.1;1.6254;30.0463;65.1
63.97097506;10.2;1.8576;36.9141;71.7
65.82857143;10.3;1.83438;32.2998;71.9
67.66294785;10.4;1.67184;32.7087;69.3
69.33478458;11.1;1.71828;35.8887;67.3
71.05306122;11.2;1.95048;34.9187;64.8
73.00353741;11.3;1.89243;30.7617;60
74.89596372;11.4;3.56426;31.7053;62
78.46022676;12.1;1.64862;16.8338;58.4
80.10884354;12.2;1.61379;36.3941;64.2
81.72263039;12.3;1.5093;37.1796;59.1
83.23192744;12.4;1.5093;39.7536;63.4
84.74122449;13.1;1.81116;39.7536;67
86.55238095;13.2;1.61905;33.128;65.4
88.17142857;13.3;1.72463;37.0588;62.7
89.89605442;13.4;1.92324;34.7902;60.4
91.81929705;14.1;1.74551;31.1973;58.3
93.56480726;14.2;1.52091;34.3739;52.2
95.08571429;14.3;1.61116;39.4501;66.6
96.69687075;14.4;1.63964;37.2403;54.4
98.33650794;15.1;1.59057;36.5935;69.5
99.92707483;15.2;1.67184;37.7224;65.2
101.5989116;15.3;1.61379;35.8887;62
103.2126984;15.4;2.03175;37.1796;58.1
105.2444444;16.1;1.67184;29.5312;55.1
106.9162812;16.2;1.60218;35.8887;53.2
108.518458;16.3;1.55574;37.449;57.7
110.074195;16.4;1.76472;38.5669;58.7
111.8389116;17.1;1.6254;33.9998;55.9
113.4643084;17.2;1.64862;36.9141;59.9
115.1129252;17.3;1.66023;36.3941;55.5
116.7731519;17.4;1.66023;36.1396;58.2
118.4333787;18.1;1.7415;36.1396;57.7
120.1748753;18.2;1.63701;34.4531;59
121.8118821;18.3;1.69506;36.6523;48.7
123.5069388;18.4;2.07819;35.397;52.5
125.5851247;19.1;2.29878;28.8713;52.6
127.8839002;19.2;1.68345;26.1009;50.1
129.5673469;19.3;1.57896;35.6412;42.4
131.1463039;19.4;1.71828;37.9998;56.1
132.8645805;20.1;1.67184;34.9187;56.1
134.5364172;20.2;1.71828;35.8887;59.1
136.2546939;20.3;1.99692;34.9187;58.1
138.25161;20.4;1.7415;30.0463;58.8
139.9931066;21.1;1.54413;34.4531;58.2
141.5372336;21.2;1.59057;38.8569;63.7
143.1278005;21.3;1.52091;37.7224;62.9
144.6487075;21.4;1.84599;39.4501;64
146.4946939;22.1;1.56735;32.5029;64.5
148.0620408;22.2;1.71812;38.2812;65.6
149.7801587;22.3;1.60234;34.9219;67
151.3824943;22.4;1.57896;37.4453;69.1
152.9614512;23.1;1.49844;37.9998;56.8
154.4598866;23.2;1.44878;40.0418;64.3
155.9086621;23.3;1.45009;41.4143;66.6
157.3587528;23.4;1.65766;41.3767;67.4
159.0164172;24.1;1.57297;36.1955;69.8
160.5893878;24.2;1.63664;38.1444;73.3
162.2260317;24.3;1.56751;36.6604;73.2
163.7935374;24.4;1.39322;38.2774;74
165.1867574;25.1;1.27687;43.0657;70.5
166.4636281;25.2;1.30054;46.9899;73.4
167.7641723;25.3;1.13778;46.1345;76.8
168.9019501;25.4;1.67184;52.7344;76.9
170.5737868;26.1;1.56113;35.8887;75
172.1349206;26.2;1.29492;38.4336;75.4
173.4298413;26.3;1.76472;46.3349;75.4
175.1945578;26.4;1.48608;33.9998;73.6
176.6806349;27.1;1.35939;40.3748;71.2
178.0400227;27.2;1.3329;44.1375;69.2
179.3729252;27.3;1.21397;45.0145;73.7
180.5868934;27.4;1.56204;49.4247;79.7
182.1489342;28.1;1.35837;38.4113;80.8
183.5073016;28.2;1.32354;44.1707;80.5
184.830839;28.3;1.31193;45.3331;77.1
186.1427664;28.4;1.41642;45.7342;76.8
187.5591837;29.1;1.36998;42.3604;72.6
188.929161;29.2;1.36998;43.7963;74
190.2991383;29.3;1.41642;43.7963;73.6
191.7155556;29.4;1.7415;42.3604;74.1
193.4570522;30.1;1.60218;34.4531;75.5
195.059229;30.2;1.51419;37.449;73.6
196.573424;30.3;1.65533;39.625;69.9
198.2287528;30.4;1.60594;36.2466;68.2
199.8346939;31.1;1.73773;37.3613;60.6
201.5724263;31.2;1.57896;34.5278;65.5
203.1513832;31.3;1.59057;37.9998;65.2
204.7419501;31.4;1.63701;37.7224;64.2
206.3789569;32.1;1.55574;36.6523;65.2
207.9346939;32.2;1.70667;38.5669;59.5
209.6413605;32.3;1.58363;35.1562;60.8
211.2249887;32.4;1.92259;37.8877;60.6
213.1475737;33.1;1.71828;31.208;61.1
214.8658503;33.2;1.79955;34.9187;59.1
216.6653968;33.3;1.59406;33.3417;62.7
218.2594558;33.4;1.78444;37.6398;56.2
220.0439002;34.1;1.71937;33.6239;57.1
221.7632653;34.2;1.82168;34.8966;55.4
223.5849433;34.3;1.63701;32.9367;65.1
225.2219501;34.4;1.75311;36.6523;61.3
226.9750567;35.1;1.79955;34.225;53.6
228.7746032;35.2;1.78794;33.3417;58.5
230.5625397;35.3;1.79955;33.5582;58.7
232.3620862;35.4;1.86921;33.3417;64
234.2312925;36.1;1.86921;32.0992;60.7
236.1004989;36.2;1.82277;32.0992;58.7
237.9232653;36.3;1.82277;32.917;55.7
239.7460317;36.4;2.07819;32.917;56.4
241.8242177;37.1;1.35837;28.8713;58.5
243.182585;37.2;1.48608;44.1707;54.9
244.6686621;37.3;1.36998;40.3748;55.4
246.0386395;37.4;1.35837;43.7963;63.1
247.3970068;38.1;1.24227;44.1707;65.3
248.6392744;38.2;1.31193;48.2988;65.9
249.9512018;38.3;1.19583;45.7342;66.5
251.1470295;38.4;1.14939;50.1745;72.9
252.2964172;39.1;1.07501;52.2017;71.4
253.3714286;39.2;1.11927;55.8134;75.7
254.4907029;39.3;1.14939;53.6062;75.7
255.6400907;39.4;1.161;52.2017;76.8
256.8010884;40.1;1.38159;51.6797;81.9
258.1826757;40.2;1.40481;43.4283;68.5
259.587483;40.3;1.43964;42.7105;78.3
261.0271202;40.4;1.34676;41.6772;67
262.3738776;41.1;1.40481;44.5515;81.2
263.7786848;41.2;1.36998;42.7105;76.9
265.1486621;41.3;1.43964;43.7963;79.6
266.5882993;41.4;1.3932;41.6772;76.9
267.9814966;42.1;1.45125;43.0664;81.4
269.4327438;42.2;1.3932;41.3438;70.8
270.825941;42.3;1.42803;43.0664;76.2
272.2539683;42.4;1.55574;42.016;70.8
273.8097052;43.1;1.52091;38.5669;71
275.3306122;43.2;1.7415;39.4501;65.5
277.0721088;43.3;1.68345;34.4531;69.2
278.7555556;43.4;2.48454;35.6412;59.4
281.2400907;44.1;2.0898;24.1494;63.6
283.3298866;44.2;1.76472;28.7109;52.5
285.0946032;44.3;1.67184;33.9998;67.6
286.7664399;44.4;1.82277;35.8887;59.8
288.5892063;45.1;1.69506;32.917;69.2
290.284263;45.2;1.67184;35.397;59.5
291.9560998;45.3;1.61379;35.8887;67.5
293.5698866;45.4;1.63701;37.1796;57.4
295.2068934;46.1;1.79955;36.6523;58.1
297.0064399;46.2;1.81116;33.3417;64.7
298.8175964;46.3;1.61379;33.128;66.6
300.4313832;46.4;1.63701;37.1796;64.6
302.06839;47.1;1.71828;36.6523;67
303.7866667;47.2;1.83438;34.9187;61.4
305.6210431;47.3;1.54413;32.7087;55.8
307.1651701;47.4;1.83438;38.8569;57.2
308.9995465;48.1;1.6254;32.7087;57
310.6249433;48.2;1.53252;36.9141;62.1
312.1574603;48.3;1.42803;39.1513;61.2
313.5854875;48.4;1.6254;42.016;60.5
315.2108844;49.1;1.35837;36.9141;58.2
316.5692517;49.2;1.41642;44.1707;70.7
317.9856689;49.3;1.52091;42.3604;64.6
319.506576;49.4;1.75311;39.4501;61.3
321.2596825;50.1;1.49769;34.225;63.1
322.7573696;50.2;1.38159;40.0618;66.8
324.1389569;50.3;1.48608;43.4283;66.6
325.625034;50.4;1.69506;40.3748;65.5
327.3200907;51.1;1.54413;35.397;69.9
328.8642177;51.2;1.5093;38.8569;70.7
330.3735147;51.3;1.46286;39.7536;64
331.8363719;51.4;1.57896;41.0156;67.8
333.4153288;52.1;2.20351;37.9998;65.5
335.6188435;52.2;1.79032;27.2292;61.7
337.409161;52.3;1.55574;33.5136;66.3
338.964898;52.4;1.61821;38.5669;66.5
340.5831066;53.1;2.0041;37.078;67.1
342.5872109;53.2;1.60218;29.9386;65.3
344.1893878;53.3;1.66023;37.449;60.2
345.8496145;53.4;1.5093;36.1396;67.3
347.3589116;54.1;1.70667;39.7536;69.9
349.0655782;54.2;1.96209;35.1562;68
351.0276644;54.3;1.78794;30.5797;66.3
352.8156009;54.4;1.69506;33.5582;65.6
354.5106576;55.1;1.64456;35.397;59.9
356.1552154;55.2;1.792;36.484;59.7
357.9472109;55.3;1.77898;33.4822;61.2
359.7261905;55.4;3.71254;33.7272;61.8
363.4387302;56.1;1.67184;16.1614;58
365.1105669;56.2;1.7415;35.8887;65
366.8520635;56.3;1.40481;34.4531;62
368.2568707;56.4;1.6254;42.7105;66.9
369.8822676;57.1;1.71828;36.9141;64.5
371.6005442;57.2;1.56735;34.9187;68.6
373.1678912;57.3;1.61379;38.2812;70.5
374.781678;57.4;1.91565;37.1796;62.8
376.6973243;58.1;1.77633;31.321;62.3
378.4736508;58.2;1.72989;33.7776;66.4
380.2035374;58.3;2.04336;34.6844;67.4
382.2468934;58.4;1.80807;29.3635;65.7
384.054966;59.1;1.81424;33.1845;61.7
385.8692063;59.2;1.86921;33.0717;60.5
387.7384127;59.3;1.83438;32.0992;63.4
389.5727891;59.4;2.00853;32.7087;53.8
391.5813152;60.1;1.67742;29.8727;62.7
393.2587302;60.2;1.50372;35.7693;63.2
394.762449;60.3;1.59354;39.9011;65.3
396.3559864;60.4;1.81079;37.6521;61.9
398.16678;61.1;1.66923;33.1346;67.9
399.8360091;61.2;1.71828;35.9447;63.3
401.5542857;61.3;1.82404;34.9187;64.3
403.378322;61.4;1.81036;32.8941;57.7
405.1886848;62.1;2.13576;33.1425;60.5
407.3244444;62.2;2.47569;28.093;61.5
409.8001361;62.3;2.45855;24.2357;62.1
412.2586848;62.4;3.0302;24.4046;60.9
415.2888889;63.1;1.81116;19.8006;63.7
417.1000454;63.2;1.68345;33.128;57.1
418.7834921;63.3;1.53252;35.6412;69.9
420.3160091;63.4;1.53252;39.1513;65.2
421.8485261;64.1;1.55574;39.1513;79.8
423.404263;64.2;1.47447;38.5669;78.7
424.8787302;64.3;1.53252;40.6927;70.3
426.4112472;64.4;1.41642;39.1513;73.3
427.8276644;65.1;1.38159;42.3604;80.4
429.2092517;65.2;1.32354;43.4283;78.4
430.5327891;65.3;1.45125;45.3331;81
431.9840363;65.4;1.67184;41.3438;78.5
433.655873;66.1;1.64862;35.8887;73.7
435.3044898;66.2;1.86921;36.3941;72.1
437.1736961;66.3;1.95048;32.0992;72.9
439.1241723;66.4;2.01184;30.7617;68.8
441.1360091;67.1;1.79624;29.8235;62.1
442.9322449;67.2;1.75311;33.4032;62.6
444.6853515;67.3;1.81472;34.225;62.8
446.500068;67.4;2.30683;33.063;61.6
448.8068934;68.1;1.96209;26.0098;56.3
450.7689796;68.2;1.7415;30.5797;66.6
452.5104762;68.3;1.79955;34.4531;64.8
454.3100227;68.4;2.15946;33.3417;62.1
456.4694785;69.1;2.71673;27.7848;57
459.1862132;69.2;3.00698;22.0853;47.3
462.1931973;69.3;2.27556;19.9535;63.1
464.4687528;69.4;2.71673;26.3672;50.6
467.1854875;70.1;1.9258;22.0853;58
469.1112925;70.2;2.09125;31.1558;56.9
471.2025397;70.3;2.27556;28.691;62.1
473.4780952;70.4;4.13315;26.3672;54.6
477.6112472;71.1;0;14.5168;57
