Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
1.718276644;1;1.399;0;73.2
3.117278912;2;1.29451;42.8877;70.5
4.411791383;3;1.33481;46.3495;74.1
5.746598639;4;1.27163;44.9503;69
7.018231293;5;1.31796;47.1834;72.8
8.336190476;6;1.27603;45.5249;71.4
9.612222222;7;1.28639;47.0208;75.2
10.89861678;8;1.26376;46.642;72.3
12.16238095;9;1.35485;47.4772;73.4
13.51723356;10;1.37256;44.2853;69.3
14.88979592;11;1.35256;43.7139;74.1
16.24235828;12;1.45705;44.3602;70.9
17.69941043;13;1.60798;41.179;70.6
19.30739229;14;1.77633;37.3139;68.3
21.08371882;15;1.33515;33.7776;62.9
22.41886621;16;1.2829;44.9389;69.1
23.70176871;17;1.33054;46.7689;73.4
25.03231293;18;1.2817;45.0943;69.4
26.31401361;19;1.34676;46.8128;73.2
27.66077098;20;1.30091;44.5515;74.6
28.96167801;21;1.31714;46.1217;75.4
30.27882086;22;1.25388;45.5531;71
31.53269841;23;1.35744;47.8516;72.9
32.89013605;24;1.3651;44.2009;68.9
34.2552381;25;1.35256;43.9528;71.5
35.60780045;26;1.44544;44.3602;68.4
37.05324263;27;1.45705;41.5098;69.4
38.51029479;28;1.63701;41.179;65.4
40.14730159;29;1.57896;36.6523;70.5
41.7262585;30;1.36417;37.9998;62.4
43.09043084;31;1.34676;43.9827;67.9
44.43718821;32;1.28789;44.5515;71.1
45.72507937;33;1.35918;46.5878;70.9
47.08426304;34;1.24807;44.1441;67.5
48.3323356;35;1.34676;48.0741;74.3
49.67909297;36;1.22485;44.5515;66.9
50.90394558;37;1.57785;48.9855;66.9
52.48179138;38;1.34787;38.0265;69.2
53.82965986;39;1.42689;44.5147;67.7
55.25655329;40;1.24014;42.0494;69.4
56.49668934;41;1.33261;48.3818;71.9
57.82929705;42;1.32934;45.0245;70.1
59.15863946;43;1.30032;45.1351;68.6
60.45895692;44;1.32934;46.1426;73.1
61.78829932;45;1.42803;45.1351;75.1
63.21632653;46;1.2829;42.016;72.8
64.49922903;47;1.30612;46.7689;71.8
65.80535147;48;1.30612;45.9375;68.9
67.11147392;49;1.30612;45.9375;74.2
68.41759637;50;1.34095;45.9375;72.9
69.75854875;51;1.24227;44.7443;73.6
71.00081633;52;1.26549;48.2988;71.5
72.26630386;53;1.22485;47.4126;74.9
73.49115646;54;1.31773;48.9855;75.2
74.80888889;55;1.22485;45.5328;73.7
76.0337415;56;1.28871;48.9855;79
77.32244898;57;1.29451;46.5583;79
78.61696145;58;1.36998;46.3495;73.6
79.98693878;59;1.6254;43.7963;76.6
81.6123356;60;1.34095;36.9141;65.4
82.95328798;61;1.32354;44.7443;72.8
84.2768254;62;1.30243;45.3331;70
