Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
2.217505668;1;2.72834;0;49.5
4.94585034;2;2.34522;21.9914;62.3
7.291065759;3;2.55419;25.584;58.7
9.84526077;4;2.44971;23.4908;61.9
12.29496599;5;2.63546;24.4927;68.6
14.93043084;6;2.58903;22.7664;70.3
17.51945578;7;2.89088;23.1747;67.9
20.41034014;8;2.67029;20.7549;60.4
23.08063492;9;2.36862;22.4694;54.4
25.4492517;10;2.22893;25.3312;60.7
27.67818594;11;2.24048;26.9187;59.1
29.91866213;12;2.27553;26.78;60
32.19419501;13;2.28744;26.3675;63.5
34.48163265;14;2.24073;26.2302;70.2
36.72235828;15;2.18624;26.777;71.1
38.9085941;16;2.36723;27.4444;72.6
41.27582766;17;3.0859;25.346;75.3
44.36172336;18;2.11302;19.4433;66.6
46.47473923;19;1.9737;28.3954;62.1
48.44843537;20;2.28694;30.3998;59.8
50.73537415;21;2.31061;26.2359;68.4
53.04598639;22;2.47293;25.9671;73.3
55.51891156;23;2.26395;24.2628;70.1
57.78285714;24;2.2059;26.5024;74.5
59.98875283;25;2.22912;27.1998;74.9
62.21786848;26;2.36844;26.9165;76.1
64.58630385;27;2.22912;25.3332;78.1
66.8154195;28;2.36844;26.9165;79.9
69.18385488;29;2.35683;25.3332;74.1
71.54068027;30;2.0898;25.458;72.2
73.63047619;31;2.24073;28.7109;80.4
75.87120181;32;2.41488;26.777;74.6
78.2860771;33;3.16952;24.846;73.8
81.45560091;34;2.4381;18.9303;62.4
83.89369615;35;2.14785;24.6094;74.5
86.04154195;36;2.2059;27.935;72.9
88.24743764;37;2.19429;27.1998;72.8
90.44172336;38;2.03175;27.3438;75
92.47346939;39;2.04336;29.5312;74.6
94.5168254;40;2.28717;29.3635;74.2
96.80399093;41;2.17107;26.2333;77
98.97505669;42;2.19429;27.6362;66.1
101.1693424;43;2.08415;27.3438;71.9
103.2534921;44;2.05549;28.7887;74.6
105.3089796;45;2.09492;29.1902;75.5
107.4039002;46;2.13624;28.6407;76.2
109.5401361;47;2.02014;28.0868;78.9
111.5602721;48;2.13624;29.701;76.9
113.6965079;49;2.18268;28.0868;77.5
115.8791837;50;2.21751;27.4892;77.4
118.0966893;51;2.17107;27.0574;76.7
120.2677551;52;2.11302;27.6362;77.2
122.380771;53;2.02329;28.3954;80.5
124.404059;54;2.13308;29.6547;78.6
126.5371429;55;2.09635;28.1283;73.3
128.6334921;56;2.16451;28.6212;81.5
130.7980045;57;2.62385;27.7199;76.9
133.4218594;58;2.39166;22.8671;69.2
135.8135147;59;1.97236;25.0872;77.9
137.785873;60;2.26528;30.4204;74.8
140.0511565;61;2.69351;26.4868;75.2
142.7446712;62;2.30943;22.2757;77.7
145.0541043;63;2.24168;25.9804;77.9
147.2957823;64;2.19429;26.7657;79.7
149.490068;65;2.69351;27.3438;78.5
152.1835828;66;2.89088;22.2757;82.1
155.0744671;67;2.38005;20.7549;68.3
157.4545125;68;2.322;25.2096;67.4
159.7765079;69;2.33361;25.8398;71.5
162.1101134;70;2.34528;25.7113;77
164.4553968;71;2.56574;25.5833;76.2
167.0211338;72;2.47293;23.3851;74.1
169.494059;73;2.43834;24.2628;76
171.9324036;74;2.47365;24.6069;73.8
174.4060544;75;2.8032;24.2556;75
177.2092517;76;3.10531;21.4041;68.1
180.3145578;77;3.91256;19.3218;60
184.2271202;78;2.51937;15.3352;58.6
186.7464853;79;2.36844;23.8155;64.4
189.1149206;80;2.44971;25.3332;64.2
191.5646259;81;2.39943;24.4927;63.4
193.964059;82;2.49998;25.0059;63.4
196.4640363;83;2.48454;24.0002;65.6
198.9485714;84;2.68215;24.1494;68.4
201.6307256;85;2.79649;22.3701;64.3
204.4272109;86;2.55853;21.4555;67.1
206.985737;87;2.55265;23.451;68.6
209.53839;88;2.54381;23.505;66.5
212.0821995;89;2.56306;23.5867;68.4
214.6452608;90;3.27401;23.4095;59.9
217.9192744;1;2.54259;18.3261;54.4
220.4618594;2;2.36844;23.598;62.4
222.8302948;3;2.51937;25.3332;61.9
225.3496599;4;2.69351;23.8155;66
228.0431746;5;2.47293;22.2757;70.6
230.5160998;6;2.57741;24.2628;70.4
233.0935147;7;2.77478;23.2791;70.5
235.8682993;8;2.58903;21.6233;59.6
238.4573243;9;2.40327;23.1747;53.4
240.8605896;10;2.24073;24.966;61.9
243.1013152;11;2.322;26.777;63.1
245.4233107;12;2.31039;25.8398;59.3
247.7336961;13;2.41488;25.9697;60.6
250.1485714;14;2.22912;24.846;68.1
252.3776871;15;2.34522;26.9165;70.1
254.7229025;16;2.40327;25.584;73.5
257.1261678;17;2.89166;24.966;72.6
260.0178231;18;2.03098;20.7494;67.1
262.0487982;19;2.09778;29.5425;65
264.146576;20;2.23757;28.6017;60.6
266.3841497;21;2.36361;26.8148;66.3
268.7477551;22;2.4381;25.3849;69.6
271.1858503;23;2.33361;24.6094;71.4
273.5194558;24;2.31039;25.7113;73.2
275.8298413;25;2.14785;25.9697;80.2
277.9776871;26;2.27556;27.935;79.4
280.2532426;27;2.22912;26.3672;80.8
282.4823583;28;2.33361;26.9165;83.1
284.8159637;29;2.40327;25.7113;77.7
287.219229;30;2.10392;24.966;74
289.3231519;31;2.24982;28.5182;82
291.5729705;32;2.38005;26.6688;78
293.9530159;33;3.30884;25.2096;74
297.2618594;34;2.42649;18.1332;65.1
299.6883447;35;2.17107;24.7271;72.9
301.8594104;36;2.19429;27.6362;73.7
304.0536961;37;2.322;27.3438;72.6
306.3756916;38;2.05497;25.8398;74.4
308.4306576;39;2.16651;29.1976;74.5
310.5971655;40;2.34977;27.6943;69
312.9469388;41;2.40327;25.5344;73.4
315.3502041;42;2.12463;24.966;61.9
317.4748299;43;2.0898;28.2403;71.5
319.5646259;44;2.03175;28.7109;76.1
321.5963719;45;2.0898;29.5312;72
323.6861678;46;2.12463;28.7109;73.1
325.8107937;47;2.04336;28.2403;74.6
327.8541497;48;2.14785;29.3635;73.5
330.0019955;49;2.26395;27.935;75.3
332.265941;50;2.28154;26.5024;78.1
334.547483;51;2.14186;26.298;75.7
336.6893424;52;2.2059;28.013;77.7
338.8952381;53;2.0898;27.1998;78.4
340.985034;54;2.03175;28.7109;77.3
343.01678;55;2.04714;29.5312;73.2
345.0639229;56;2.06279;29.3091;81
347.126712;57;2.28717;29.0868;78.6
349.4138776;58;2.36844;26.2333;73.4
351.7823129;59;2.07819;25.3332;80.8
353.8604989;60;2.26395;28.8713;76.9
356.1244444;61;2.6263;26.5024;76
358.7507483;62;2.47048;22.8458;78.2
361.2212245;63;2.49615;24.2868;77.4
363.7173696;64;2.21751;24.0371;77.7
365.9348753;65;2.6819;27.0574;78.4
368.61678;66;2.92571;22.3722;81.1
371.5424943;67;2.31039;20.5078;70.5
373.8528798;68;2.35683;25.9697;69.2
376.2097052;69;2.34522;25.458;73.1
378.5549206;70;2.44971;25.584;75.3
381.0046259;71;2.57741;24.4927;70.3
383.5820408;72;2.44971;23.2791;70
386.031746;73;2.50776;24.4927;76.3
