Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
1.14;1.1;1.4025;0;57.3
2.5425;1.2;1.2525;42.7808;70.4
3.795;2.1;1.215;47.9042;63.2
5.01;2.2;1.1424;49.3827;60.8
6.152395833;3.1;1.1676;52.5212;62.5
7.32;3.2;1.2225;51.3873;65.6
8.5425;4.1;1.4325;49.0798;67
9.975;4.2;1.35;41.8848;68.9
11.325;5.1;1.1475;44.4444;69.3
12.4725;5.2;1.1775;52.2876;67.9
13.65;6.1;1.1775;50.9554;69.4
14.8275;6.2;1.29;50.9554;71
16.1175;7.1;1.245;46.5116;70.5
17.3625;7.2;1.35;48.1928;67.2
18.7125;8.1;1.35;44.4444;55.2
20.0625;8.2;1.2075;44.4444;51.6
21.27;9.1;1.24444;49.6894;53.7
22.5144375;9.2;1.23806;48.2146;55.6
23.7525;10.1;1.2225;48.4628;61.4
24.975;10.2;1.245;49.0798;64.3
26.22;11.1;1.2225;48.1928;56.8
27.4425;11.2;1.125;49.0798;61.2
28.5675;12.1;1.2675;53.3333;69.3
29.835;12.2;1.28171;47.3373;63.8
31.11670833;13.1;1.17829;46.8125;58.2
32.295;13.2;1.11;50.9212;61
33.405;14.1;1.1625;54.0541;67.1
34.5675;14.2;1.1025;51.6129;72.3
35.67;15.1;1.1175;54.4218;68.9
36.7875;15.2;1.185;53.6913;67.9
37.9725;16.1;1.13132;50.6329;73.3
39.10382292;16.2;1.36618;53.0353;73.3
40.47;17.1;1.6425;43.9182;73.1
42.1125;17.2;1.14;36.5297;68.8
43.2525;18.1;1.0575;52.6316;65.4
44.31;18.2;1.04955;56.7376;66.4
45.35955208;19.1;1.11264;57.1672;66.5
46.4721875;19.2;1.25031;53.926;62.6
47.7225;20.1;1.1025;47.988;55.4
48.825;20.2;1.1775;54.4218;58
50.0025;21.1;1.09507;50.9554;63.8
51.09757292;21.2;1.19243;54.7909;64.6
52.29;22.1;1.095;50.3175;66.7
53.385;22.2;1.08938;54.7945;66.1
54.474375;23.1;1.06313;55.0775;68
55.5375;23.2;1.0425;56.4374;73.9
56.58;24.1;1.09819;57.554;71.6
57.6781875;24.2;1.06526;54.6355;75.3
58.74344792;25.1;0.971552;56.3243;76.7
59.715;25.2;0.975;61.7569;74.3
60.69;26.1;0.9675;61.5385;81.1
61.6575;26.2;1.005;62.0155;79.5
62.6625;27.1;0.941958;59.7015;75.6
63.60445833;27.2;0.970542;63.6971;76.9
64.575;28.1;0.901375;61.8211;83.4
65.476375;28.2;1.02612;66.565;80.5
66.5025;29.1;0.975;58.4724;75.8
67.4775;29.2;0.9075;61.5385;81.5
68.385;30.1;0.8325;66.1157;76.4
69.2175;30.2;0.9225;72.0721;81.3
70.14;31.1;0.875708;65.0406;81.3
71.01570833;31.2;0.976792;68.516;80.4
71.9925;32.1;1.095;61.4256;79.3
73.0875;32.2;1.125;54.7945;77.7
74.2125;33.1;1.18622;53.3333;70.7
75.39871875;33.2;1.38628;50.5809;70.6
76.785;34.1;1.215;43.2813;62.7
78;34.2;1.0725;49.3827;71.2
79.0725;35.1;1.11;55.9441;77.5
80.1825;35.2;1.1025;54.0541;73.3
81.285;36.1;1.03271;54.4218;74.4
82.31770833;36.2;1.14229;58.0997;78.5
83.46;37.1;1.1175;52.526;76.9
84.5775;37.2;1.155;53.6913;68.9
85.7325;38.1;1.1625;51.9481;69.9
86.895;38.2;1.095;51.6129;71.8
87.99;39.1;1.095;54.7945;70.9
89.085;39.2;1.2375;54.7945;69.3
90.3225;40.1;1.1775;48.4848;70.6
91.5;40.2;1.2975;50.9554;75.5
92.7975;41.1;1.185;46.2428;74.1
93.9825;41.2;1.3125;50.6329;68.7
95.295;42.1;1.095;45.7143;66.8
96.39;42.2;1.11;54.7945;72.4
97.5;43.1;1.0875;54.0541;72.6
98.5875;43.2;1.02;55.1724;66.6
99.6075;44.1;1.095;58.8235;72.2
100.7025;44.2;1.0875;54.7945;71.8
101.79;45.1;1.0725;55.1724;76.4
102.8625;45.2;1.0725;55.9441;72.9
103.935;46.1;1.05;55.9441;76.4
104.985;46.2;1.07318;57.1429;71.8
106.0581771;47.1;1.03432;55.9088;74.7
107.0925;47.2;1.035;58.009;74.3
108.1275;48.1;1.0575;57.971;77.3
109.185;48.2;1.0425;56.7376;77.1
110.2275;49.1;0.99;57.554;78.4
111.2175;49.2;1.3275;60.6061;77.6
112.545;50.1;1.14;45.1977;79.8
113.685;50.2;0.9375;52.6316;80.7
114.6225;51.1;1.005;64;78.8
115.6275;51.2;0.9825;59.7015;80.9
116.61;52.1;1.005;61.0687;77.7
117.615;52.2;0.945;59.7015;79.2
118.56;53.1;0.9825;63.4921;75.9
119.5425;53.2;1.005;61.0687;75.3
120.5475;54.1;1.0575;59.7015;77.1
121.605;54.2;0.945;56.7376;77.6
122.55;55.1;1.0275;63.4921;79.2
123.5775;55.2;0.9375;58.3942;78
124.515;56.1;0.93;64;81.1
125.445;56.2;1.035;64.5161;82.7
126.48;57.1;0.9675;57.971;78.3
127.4475;57.2;1.14;62.0155;80.8
128.5875;58.1;1.155;52.6316;72.6
129.7425;58.2;1.0275;51.9481;75.4
130.77;59.1;0.929062;58.3942;80
131.6990625;59.2;0.914312;64.5812;79.4
132.613375;60.1;1.01412;65.6231;78.1
133.6275;60.2;1.0092;59.1643;76.2
134.6366979;61.1;1.0308;59.4532;76
135.6675;61.2;1.08;58.2071;74.6
136.7475;62.1;1.10143;55.5556;73.9
137.8489271;62.2;0.961073;54.4748;78
138.81;63.1;1.065;62.4302;77.9
139.875;63.2;1.0275;56.338;80.9
140.9025;64.1;0.9675;58.3942;78.9
141.87;64.2;0.96;62.0155;80.2
142.83;65.1;1.005;62.5;80.5
143.835;65.2;1.3425;59.7015;80.1
145.1775;66.1;1.515;44.6927;77.8
146.6925;66.2;1.3125;39.604;66.4
