Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
1.528333333;1;1.21333;0;64.3
2.741666667;2;1.14333;49.4506;70.6
3.885;3;1.23433;52.4781;70.7
5.119333333;4;1.12467;48.6092;71.7
6.244;5;1.19933;53.3491;72.8
7.443333333;6;1.127;50.0278;77.5
8.570333333;7;1.13167;53.2387;74.6
9.702;8;1.092;53.0191;71.4
10.794;9;1.155;54.9451;74.2
11.949;10;1.176;51.9481;75.1
13.125;11;1.127;51.0204;71.8
14.252;12;1.16785;53.2387;76.1
15.41985417;13;1.23548;51.3763;79.5
16.65533333;14;1.176;48.5642;77.7
17.83133333;15;1.19933;51.0204;70.9
19.03066667;16;1.05467;50.0278;75.4
20.08533333;17;1.106;56.89;76.5
21.19133333;18;1.05;54.2495;78.5
22.24133333;19;1.12233;57.1429;78
23.36366667;20;1.064;53.4601;81.4
24.42766667;21;1.08733;56.391;78.1
25.515;22;1.092;55.1809;77.2
26.607;23;1.15733;54.9451;75.9
27.76433333;24;1.13167;51.8433;78
28.896;25;1.127;53.0191;74.7
30.023;26;1.14333;53.2387;77.1
31.16633333;27;1.16667;52.4781;77
32.333;28;1.27633;51.4286;73.9
33.60933333;29;1.17133;47.0097;69.2
34.78066667;30;1.11067;51.2237;74.2
35.89133333;31;1.17325;54.0216;78.3
37.06458333;32;1.11342;51.14;75.5
38.178;33;1.155;53.8882;76.2
39.333;34;1.09433;51.9481;73.4
40.42733333;35;1.19233;54.8279;77.5
41.61966667;36;1.057;50.3215;77.4
42.67666667;37;1.26;56.7644;75.8
43.93666667;38;1.064;47.619;74.1
45.00066667;39;1.16433;56.391;76.3
46.165;40;1.01967;51.5316;75.4
47.18466667;41;1.134;58.8428;76.8
48.31866667;42;1.03833;52.9101;80.7
49.357;43;1.10833;57.7849;77.3
50.46533333;44;1.07567;54.1353;79.5
51.541;45;1.155;55.7794;81.5
52.696;46;1.05354;51.9481;81.7
53.74954167;47;1.07913;56.9508;79.9
54.82866667;48;1.0156;55.6006;78.6
55.84427083;49;1.06806;59.0781;81.8
56.91233333;50;1.001;56.1765;80.4
57.91333333;51;1.07333;59.9401;81.1
58.98666667;52;1.001;55.9006;83.1
59.98766667;53;1.04767;59.9401;80.2
61.03533333;54;1.00333;57.2701;80.1
62.03866667;55;1.092;59.8007;84.6
63.13066667;56;1.01267;54.9451;80.9
64.14333333;57;1.04533;59.2495;83.5
65.18866667;58;1.04767;57.398;82.6
66.23633333;59;1.15638;57.2701;80.6
67.39270833;60;1.06496;51.8863;72.8
68.45766667;61;1.13633;56.3402;71.9
69.594;62;1.057;52.8014;72.3
70.651;63;1.11767;56.7644;74.5
71.76866667;64;1.05933;53.6833;79.1
72.828;65;1.07333;56.6394;79.4
73.90133333;66;1.03367;55.9006;77.3
