Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
5.030041666;1;2.82596;0;62.5
7.856;2;2.50475;21.2317;67.8
10.36075;3;2.60992;23.9545;64.9
12.97066667;4;2.59533;22.9892;66.4
15.566;5;2.578;23.1184;57.9
18.144;6;2.66667;23.2739;76
20.81066667;7;2.87467;22.5;70.3
23.68533333;8;2.83308;20.872;62.8
26.51841667;9;2.43092;21.1783;53.1
28.94933333;10;2.56533;24.682;63.6
31.51466667;11;2.432;23.3888;54.4
33.94666667;12;2.67733;24.6711;69.5
36.624;13;2.336;22.4104;64
38.96;14;2.16806;25.6849;77
41.1280625;15;2.26927;27.6745;80
43.39733333;16;2.70933;26.4402;75
46.10666667;17;2.944;22.1457;74.3
49.05066667;18;2.128;20.3804;67.3
51.17866667;19;2.24533;28.1955;63.6
53.424;20;2.41067;26.7221;60.2
55.83466667;21;2.352;24.8894;62.2
58.18666667;22;2.35733;25.5102;70.2
60.544;23;2.24533;25.4525;69.8
62.78933333;24;2.32;26.7221;74.7
65.10933333;25;2.30933;25.8621;78
67.41866667;26;2.06933;25.9815;77.2
69.488;27;2.048;28.9948;82.8
71.536;28;2.048;29.2969;80.6
73.584;29;2.08533;29.2969;77.1
75.66933333;30;2.10571;28.7724;73.9
77.77504167;31;2.32096;28.494;80.7
80.096;32;2.41067;25.8514;76.8
82.50666667;33;2.91733;24.8894;72.1
85.424;34;2.464;20.5667;65.7
87.888;35;2.32;24.3506;78.8
90.208;36;2.2866;25.8621;74.8
92.49460417;37;2.40106;26.2398;78.5
94.89566667;38;2.22433;24.9889;77.5
97.12;39;2.26133;26.9744;75.1
99.38133333;40;2.11733;26.533;71.6
101.4986667;41;2.544;28.3375;80
104.0426667;42;2.22056;23.5849;69.4
106.2632292;43;1.96929;27.0202;73.2
108.2325208;44;2.09815;30.4678;76.3
110.3306667;45;2.16;28.5967;77
112.4906667;46;2.04137;27.7778;78.5
114.5320417;47;1.94263;29.392;79.1
116.4746667;48;2.04267;30.886;78.4
118.5173333;49;2.06933;29.3734;77.3
120.5866667;50;2.03733;28.9948;82.3
122.624;51;2.02667;29.4503;80.5
124.6506667;52;1.984;29.6053;79.6
126.6346667;53;1.96888;30.2419;81.9
128.6035417;54;2.0854;30.4743;80.7
130.6889375;55;1.91906;28.7715;80.7
132.608;56;1.984;31.2653;81.9
134.592;57;2.4;30.2419;82.1
136.992;58;2.34133;25;82.6
139.3333333;59;1.91467;25.6264;80.4
141.248;60;2.208;31.337;81.2
143.456;61;2.30933;27.1739;77
145.7653333;62;2.144;25.9815;75.9
147.9093333;63;2.05867;27.9851;79.4
149.968;64;2.14933;29.1451;81.8
152.1173333;65;2.46788;27.9156;80.7
154.5852083;66;2.71079;24.3124;73.8
157.296;67;2.42667;22.1338;66.8
159.7226667;68;2.26667;24.7253;69.4
161.9893333;69;2.28256;26.4706;66.8
164.2718958;70;2.42677;26.2862;75.8
166.6986667;71;2.70752;24.7242;76.4
169.4061875;72;2.56715;22.1605;66.7
171.9733333;73;2.624;23.3723;65.3
174.5973333;74;2.55467;22.8659;67.2
