Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.489342404;0.5;0.321088;0;64.8
1.810430839;0.6;0.275737;186.864;64.5
2.0861678;1.1;0.271859;217.599;67.8
2.358027211;1.2;0.286871;220.702;65.7
2.644897959;1.3;0.264898;209.153;63.9
2.909795918;1.4;0.232154;226.502;52.5
3.141950113;1.5;0.286621;258.449;78.7
3.428571429;1.6;0.239456;209.335;67.6
3.668027211;2.1;0.253968;250.568;70.6
3.921995465;2.2;0.224943;236.25;73.1
4.146938776;2.3;0.199546;266.734;68.6
4.346485261;2.4;0.206803;300.682;66.9
4.553287982;2.5;0.228571;290.132;69
4.78185941;2.6;0.293878;262.5;65.7
5.075736961;3.1;0.224943;204.167;71.6
5.300680272;3.2;0.224943;266.734;73.3
5.525623583;3.3;0.228571;266.734;69.8
5.754195011;3.4;0.217687;262.5;57.5
5.971882086;3.5;0.224943;275.625;73.1
6.196825397;3.6;0.239456;266.734;61.1
6.436281179;4.1;0.217687;250.568;71
6.653968254;4.2;0.214059;275.625;72.9
6.868027211;4.3;0.19229;280.297;68.2
7.06031746;4.4;0.188662;312.028;66.7
7.248979592;4.5;0.217687;318.029;70.4
7.466666667;4.6;0.268481;275.625;68
7.735147392;5.1;0.214059;223.48;72.4
7.949206349;5.2;0.210431;280.297;75
8.159637188;5.3;0.229138;285.129;73.1
8.38877551;5.4;0.228005;261.851;59.7
8.616780045;5.5;0.217687;263.153;75.5
8.83446712;5.6;0.210431;275.625;60.5
9.044897959;6.1;0.219478;285.129;76.5
9.264376417;6.2;0.194127;273.375;73.7
9.458503401;6.3;0.2322;309.076;69.3
9.690702948;6.4;0.195918;258.398;68.4
9.886621315;6.5;0.19229;306.25;74.8
10.07891157;6.6;0.239456;312.028;78.3
10.31836735;7.1;0.195918;250.568;78.9
10.51428571;7.2;0.214059;306.25;76.4
10.72834467;7.3;0.210431;280.297;71.2
10.93877551;7.4;0.206803;285.129;69.9
11.14557823;7.5;0.185034;290.132;74
11.33061225;7.6;0.246712;324.265;71.6
11.57732426;8.1;0.206803;243.199;77.4
11.78412698;8.2;0.214059;290.132;77.3
11.99818594;8.3;0.19229;280.297;72
12.19047619;8.4;0.235828;312.028;66.6
12.42630386;8.5;0.163265;254.423;73.5
12.58956916;8.6;0.228571;367.5;69.1
12.81814059;9.1;0.17415;262.5;71.9
12.99229025;9.2;0.239456;344.531;66.9
13.23174603;9.3;0.205079;250.568;71.3
13.4368254;9.4;0.212154;292.57;66.6
13.64897959;9.5;0.237324;282.813;79.4
13.88630386;9.6;0.241587;252.819;64.1
14.12789116;10.1;0.221315;248.357;81.5
14.34920635;10.2;0.224943;271.107;79.2
14.57414966;10.3;0.2322;266.734;76.8
14.80634921;10.4;0.210431;258.398;63.8
15.01678005;10.5;0.214059;285.129;62.6
15.230839;10.6;0.206803;280.297;65.7
15.43764172;11.1;0.224943;290.132;71.6
15.66258503;11.2;0.223628;266.734;62.8
15.88621315;11.3;0.208912;268.303;72.7
16.09512472;11.4;0.24229;287.203;63.3
16.33741497;11.5;0.213084;247.637;76
