Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
1.157333333;1.1;1.16767;0;76.3
2.325;1.2;0.871979;51.3845;78.7
3.196979166;2.1;0.913021;68.809;76.3
4.11;2.2;0.825;65.7159;72.7
4.935;3.1;0.903146;72.7273;76.7
5.838145833;3.2;0.934354;66.4345;76.5
6.7725;4.1;0.81;64.2155;73.1
7.5825;4.2;0.825;74.0741;75.9
8.4075;5.1;0.9675;72.7273;81.3
9.375;5.2;0.7875;62.0155;74.6
10.1625;6.1;0.8775;76.1905;75.7
11.04;6.2;0.75;68.3761;73.2
11.79;7.1;0.885;80;76.8
12.675;7.2;0.8625;67.7966;72.4
13.5375;8.1;0.795;69.5652;67
14.3325;8.2;0.8025;75.4717;73.6
15.135;9.1;0.9225;74.7664;80.4
16.0575;9.2;0.808146;65.0406;79.8
16.86564583;10.1;0.834354;74.244;76.3
17.7;10.2;0.8025;71.9119;79.9
18.5025;11.1;0.830833;74.7664;76.9
19.33333333;11.2;0.856667;72.2167;78
20.19;12.1;0.825;70.0389;75.3
21.015;12.2;0.84;72.7273;78.9
21.855;13.1;0.8625;71.4286;78.2
22.7175;13.2;0.855;69.5652;77
23.5725;14.1;0.81;70.1754;78.4
24.3825;14.2;0.790833;74.0741;79.9
25.17333333;15.1;0.8;75.8693;79.2
25.97333333;15.2;0.810667;75;79.4
26.784;16.1;0.8685;74.0132;81.1
27.6525;16.2;0.848833;69.0846;78.8
28.50133333;17.1;0.832;70.6853;79.3
29.33333333;17.2;0.837333;72.1154;79
30.17066667;18.1;0.789333;71.6561;79.9
30.96;18.2;0.8325;76.0135;81.9
31.7925;19.1;0.78;72.0721;78.5
32.5725;19.2;0.84;76.9231;81.1
33.4125;20.1;0.915;71.4286;77.6
34.3275;20.2;0.81;65.5738;75.6
35.1375;21.1;0.8025;74.0741;73.6
35.94;21.2;0.8175;74.7664;77.8
36.7575;22.1;0.8475;73.3945;75.2
37.605;22.2;0.80825;70.7965;79.2
38.41325;23.1;0.84175;74.2345;79
39.255;23.2;0.84;71.2801;81.3
40.095;24.1;0.8475;71.4286;80.1
40.9425;24.2;0.84;70.7965;78.7
41.7825;25.1;0.8775;71.4286;80.4
42.66;25.2;1.14267;68.3761;83.7
43.80266667;26.1;0.814833;52.5088;76.4
44.6175;26.2;0.9375;73.6347;83.1
45.555;27.1;0.825;64;77
46.38;27.2;0.8625;72.7273;83.6
47.2425;28.1;0.874833;69.5652;80.4
48.11733333;28.2;0.872667;68.5845;77.5
48.99;29.1;0.909646;68.7548;83.1
49.89964583;29.2;0.867854;65.9597;79.4
50.7675;30.1;0.863187;69.136;74.8
