3.027301587;1.1;1.54413;0;50.9
4.571428571;1.2;1.28068;38.8569;67.7
5.852108844;2.1;1.31415;46.8501;67.3
7.166258503;2.2;1.22776;45.6569;70.6
8.394013605;3.1;1.25388;48.8697;64.8
9.647891156;3.2;1.28;47.8516;70.1
10.92789116;4.1;1.45415;46.875;69.9
12.38204082;4.2;1.48027;41.2612;75.4
13.86231293;5.1;1.27129;40.5331;68.2
15.13360544;5.2;1.26361;47.1961;73.1
16.39721088;6.1;1.1832;47.4832;71.1
17.58040816;6.2;1.26259;50.7101;76
18.8429932;7.1;1.4019;47.5216;78.1
20.24489796;7.2;1.47156;42.7989;72.9
21.71646259;8.1;1.37578;40.7729;62.6
23.0922449;8.2;1.39866;43.6115;58
24.49090703;9.1;1.26583;42.8981;58.4
25.75673469;9.2;1.22776;47.3998;67.6
26.9844898;10.1;1.18422;48.8697;66.6
28.16870748;10.2;1.48027;50.6664;71.1
29.64897959;11.1;1.21034;40.5331;59.1
30.85931973;11.2;1.1581;49.5728;68.1
32.01741497;12.1;1.36707;51.8092;69.3
33.3844898;12.2;1.43673;43.8893;69.9
34.82122449;13.1;1.23646;41.7614;60.1
36.05768708;13.2;1.09197;48.5255;69.5
37.14965986;14.1;1.1981;54.9464;69
38.3477551;14.2;1.06231;50.0795;71.7
39.41006803;15.1;1.11456;56.4805;71.9
40.52462585;15.2;1.1581;53.833;72.8
41.68272109;16.1;1.15224;51.8092;74.1
42.83496599;16.2;1.39905;52.0723;75
44.23401361;17.1;1.60218;42.8863;71.9
45.83619048;17.2;1.48027;37.449;73.1
47.31646259;18.1;1.07973;40.5331;69
48.39619048;18.2;1.07973;55.5696;68.9
49.47591837;19.1;1.01007;55.5696;68.4
50.4859864;19.2;1.14327;59.4019;69.4
51.6292517;20.1;1.26;52.4813;60
52.8892517;20.2;1.43762;47.619;60.7
54.32687075;21.1;1.17463;41.7357;68.9
55.5014966;21.2;1.20163;51.0801;70.9
56.70312925;22.1;1.08844;49.9321;78.1
57.79156463;22.2;1.19293;55.125;73
58.9844898;23.1;1.13197;50.2965;70.3
60.11646259;23.2;1.12327;53.0048;71
61.23972789;24.1;1.07973;53.4157;76.2
62.31945578;24.2;1.09927;55.5696;82.1
63.41873016;25.1;0.999229;54.5815;71.4
64.41795918;25.2;1.02748;60.0463;76.8
65.44544218;26.1;1.03535;58.3951;82.6
66.48079365;26.2;1.08057;57.9513;80.7
67.56136054;27.1;1.00136;55.5264;77.2
68.56272109;27.2;0.975238;59.9185;80.9
69.53795918;28.1;0.957823;61.5234;81.5
70.49578231;28.2;1.07102;62.642;81.3
71.56680272;29.1;1.06837;56.0213;78.2
72.63517007;29.2;1.03884;56.1605;83
73.67401361;30.1;1.07483;57.7565;79.7
74.74884354;30.2;0.997551;55.8228;78.2
75.74639456;31.1;1.03619;60.1473;78.8
76.78258503;31.2;1.17551;57.9044;80.9
77.95809524;32.1;1.21034;51.0417;78.4
79.16843537;32.2;1.20163;49.5728;79.7
80.37006803;33.1;1.28871;49.9321;75.5
81.65877551;33.2;1.67184;46.5583;73.2
83.33061225;34.1;1.21787;35.8887;66.5
84.54848073;34.2;1.16798;49.2664;74.5
85.71646259;35.1;1.12327;51.3707;80.2
86.83972789;35.2;1.04238;53.4157;69.8
87.88210884;36.1;1.09095;57.5605;71.1
88.97306122;36.2;1.14068;54.9978;74.1
90.1137415;37.1;1.26259;52.6002;79
91.37632653;37.2;1.18422;47.5216;69
92.56054422;38.1;1.14939;50.6664;65.2
93.70993197;38.2;1.02032;52.2017;66.3
94.73024943;39.1;1.06077;58.8052;74
95.79102041;39.2;1.07102;56.5626;67.8
96.86204082;40.1;1.1581;56.0213;73.1
98.02013605;40.2;1.14068;51.8092;79.6
99.16081633;41.1;1.21034;52.6002;78.7
100.3711565;41.2;1.4019;49.5728;73.6
101.7730612;42.1;1.1581;42.7989;68.5
102.9311565;42.2;1.06231;51.8092;73.8
103.9934694;43.1;1.10585;56.4805;75.9
105.0993197;43.2;1.05361;54.2569;67.9
106.1529252;44.1;1.07102;56.9473;71.1
107.2239456;44.2;1.12327;56.0213;73.7
108.3472109;45.1;1.07973;53.4157;78.6
109.4269388;45.2;1.1668;55.5696;76.1
110.5937415;46.1;1.06231;51.4226;80.2
111.6560544;46.2;0.975238;56.4805;77.3
112.6312925;47.1;0.957823;61.5234;81.8
113.5891156;47.2;1.03619;62.642;78.1
114.6253061;48.1;1.00984;57.9044;84.6
115.6351474;48.2;0.958231;59.4153;79
116.5933787;49.1;0.931519;62.6154;83.9
117.524898;49.2;1.19293;64.4109;80.5
118.7178231;50.1;1.11456;50.2965;77.1
119.832381;50.2;0.914286;53.833;79.7
120.7466667;51.1;0.934671;65.625;79.1
121.6813379;51.2;0.902358;64.1937;83.2
122.5836961;52.1;1.04515;66.4924;82.7
123.6288435;52.2;0.888163;57.4082;83.3
124.5170068;53.1;0.914308;67.5551;81.1
125.4313152;53.2;1.03617;65.6234;81.8
126.467483;54.1;0.941066;57.9057;79.2
127.4085488;54.2;0.915351;63.7575;80.2
128.3239002;55.1;0.995034;65.5486;80.6
