Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
4.857142857;1.1;0.734694;0;53.6
5.591836734;1.2;0.489796;81.6667;71.8
6.081632653;1.3;0.661224;122.5;63.6
6.742857142;1.4;0.587755;90.7407;72.5
7.330612244;2.1;0.612245;102.083;65.3
7.942857142;2.2;0.457143;98;70.4
8.4;2.3;0.604082;131.25;65.1
9.004081632;2.4;0.463401;99.3243;70.7
9.467482993;3.1;0.679456;129.477;63.7
10.14693878;3.2;0.530612;88.306;70.9
10.67755102;3.3;0.579592;113.077;66.7
11.25714286;3.4;0.546939;103.521;67.5
11.80408163;4.1;0.585261;109.701;65.3
12.3893424;4.2;0.622903;102.518;72.5
13.0122449;4.3;0.546939;96.3233;67.3
13.55918367;4.4;0.571429;109.701;70.8
14.13061224;5.1;0.718367;105;68.5
14.84897959;5.2;0.587755;83.5227;74.6
15.43673469;5.3;0.555102;102.083;63.7
15.99183673;5.4;0.595918;108.088;64.4
16.5877551;6.1;0.595918;100.685;68
17.18367347;6.2;0.530612;100.685;67.8
17.71428571;6.3;0.579592;113.077;67.7
18.29387755;6.4;0.604082;103.521;70.4
18.89795918;7.1;0.653061;99.3243;65.4
19.55102041;7.2;0.587755;91.875;63.6
20.13877551;7.3;0.612245;102.083;63.9
20.75102041;7.4;0.963265;98;67.1
21.71428571;8.1;0.555102;62.2881;58.6
22.26938776;8.2;0.627483;108.088;63.9
22.89687075;8.3;0.62966;95.6201;53.2
23.52653061;8.4;0.530612;95.2895;59.2
24.05714286;9.1;0.620408;113.077;57
24.67755102;9.2;0.453605;96.7105;68
25.13115646;9.3;0.50966;132.274;64.6
25.64081633;9.4;0.571429;117.726;73.8
26.2122449;10.1;0.546939;105;64.9
26.75918367;10.2;0.546939;109.701;69.1
27.30612245;10.3;0.489796;109.701;61
27.79591837;10.4;0.416327;122.5;65.3
28.2122449;11.1;0.530612;144.118;63.8
28.74285714;11.2;0.44898;113.077;69.1
29.19183673;11.3;0.497959;133.636;68.4
29.68979592;11.4;0.538776;120.492;74.4
30.22857143;12.1;0.489796;111.364;65.4
30.71836735;12.2;0.5022;122.5;69.8
31.22056689;12.3;0.542698;119.474;67
31.76326531;12.4;0.391837;110.559;71.1
32.15510204;13.1;0.531247;153.125;69.9
32.68634921;13.2;0.423855;112.942;74.2
33.11020408;13.3;0.440816;141.558;68.7
33.55102041;13.4;0.466077;136.111;73.1
34.01709751;14.1;0.449546;128.734;66.7
34.46664399;14.2;0.398662;133.468;73.8
34.86530612;14.3;0.497959;150.503;68.6
35.36326531;14.4;0.434036;120.492;71.7
35.79730159;15.1;0.439433;138.237;68.4
36.23673469;15.2;0.432653;136.54;73.6
36.66938776;15.3;0.465306;138.679;70.8
37.13469388;15.4;0.604082;128.947;75.4
37.73877551;16.1;0.546939;99.3243;70.3
38.28571429;16.2;0.563265;109.701;76.3
38.84897959;16.3;0.636735;106.522;69
39.48571429;16.4;0.759184;94.2308;76
40.24489796;17.1;1.01224;79.0323;69
41.25714286;17.2;0.489796;59.2742;72.3
41.74693878;17.3;0.506122;122.5;64.6
42.25306122;17.4;0.636735;118.548;66.8
42.88979592;18.1;0.489796;94.2308;66.3
43.37959184;18.2;0.44898;122.5;64.4
43.82857143;18.3;0.40907;133.636;62.2
44.23764172;18.4;0.439909;146.674;61.2
44.67755102;19.1;0.440816;136.392;61.5
45.11836735;19.2;0.416531;136.111;66.7
45.53489796;19.3;0.432449;144.047;64.3
45.96734694;19.4;0.432653;138.745;65.8
46.4;20.1;0.506122;138.679;63.6
46.90612245;20.2;0.408163;118.548;60.2
47.31428571;20.3;0.408163;147;64.2
47.72244898;20.4;0.487279;147;58.4
48.20972789;21.1;0.378027;123.133;70.5
48.5877551;21.2;0.42449;158.719;62.7
49.0122449;21.3;0.4;141.346;72.9
49.4122449;21.4;0.457143;150;68.3
49.86938776;22.1;0.522449;131.25;72.3
50.39183673;22.2;0.391837;114.844;69.1
50.78367347;22.3;0.481633;153.125;70.2
51.26530612;22.4;0.457143;124.576;70.8
51.72244898;23.1;0.457143;131.25;70.7
52.17959184;23.2;0.408163;131.25;75.5
52.5877551;23.3;0.4;147;72.5
52.9877551;23.4;0.522449;150;69.5
53.51020408;24.1;0.522449;114.844;72.3
54.03265306;24.2;0.457143;114.844;70.7
54.48979592;24.3;0.587755;131.25;71.3
55.07755102;24.4;0.481633;102.083;72.1
55.55918367;25.1;0.467052;124.576;70.7
56.02623583;25.2;0.48805;128.465;74.8
56.51428571;25.3;0.41102;122.938;72.5
56.92530612;25.4;0.544082;145.978;71.6
57.46938776;26.1;0.620408;110.278;77.1
58.08979592;26.2;0.481633;96.7105;72.2
58.57142857;26.3;0.457143;124.576;73.7
59.02857143;26.4;0.595918;131.25;68.5
59.6244898;27.1;0.440816;100.685;70.9
60.06530612;27.2;0.457143;136.111;74
60.52244898;27.3;0.432653;131.25;77.5
60.95510204;27.4;0.449819;138.679;76.2
61.40492063;28.1;0.537937;133.387;77.5
61.94285714;28.2;0.440816;111.537;70.8
62.38367347;28.3;0.457143;136.111;74.3
62.84081633;28.4;0.514286;131.25;71.5
63.35510204;29.1;0.497959;116.667;73.3
63.85306122;29.2;0.408163;120.492;75.5
64.26122449;29.3;0.41873;147;74.9
64.67995465;29.4;0.479229;143.29;74.4
65.15918367;30.1;0.506122;125.201;71.1
65.66530612;30.2;0.4;118.548;75.3
66.06530612;30.3;0.416327;150;78.5
66.48163265;30.4;0.497959;144.118;76
66.97959184;31.1;0.473469;120.492;76
67.45306122;31.2;0.404785;126.724;76.6
67.8578458;31.3;0.420431;148.227;77.1
68.27827664;31.4;0.53805;142.711;76.7
68.81632653;32.1;0.563265;111.514;73.3
69.37959184;32.2;0.563265;106.522;68.2
69.94285714;32.3;0.443673;106.522;76.8
70.38653061;32.4;0.429796;135.235;66.9
70.81632653;33.1;0.563265;139.601;66.1
71.37959184;33.2;0.612245;106.522;68.2
71.99183673;33.3;0.644898;98;68.5
72.63673469;33.4;0.644898;93.038;65.4
73.28163265;34.1;0.555102;93.038;71.8
73.83673469;34.2;0.457143;108.088;74.2
74.29387755;34.3;0.473469;131.25;71.4
74.76734694;34.4;0.510794;126.724;74.4
75.27814059;35.1;0.542268;117.464;72.5
75.82040816;35.2;0.457143;110.646;70.8
76.27755102;35.3;0.508821;131.25;72
76.78637188;35.4;0.487098;117.92;75.7
77.27346939;36.1;0.563265;123.179;75.2
77.83673469;36.2;0.465306;106.522;75.3
78.30204082;36.3;0.489796;128.947;75.6
78.79183673;36.4;0.538776;122.5;75.3
79.33061224;37.1;0.489796;111.364;71.8
79.82040816;37.2;0.538776;122.5;69.5
80.35918367;37.3;0.514286;111.364;69
80.87346939;37.4;0.506122;116.667;73
81.37959184;38.1;0.563265;118.548;72.5
81.94285714;38.2;0.497959;106.522;66.9
82.44081633;38.3;0.473469;120.492;68.6
82.91428571;38.4;0.514286;126.724;70.5
83.42857143;39.1;0.506122;116.667;66.9
83.93469388;39.2;0.514286;118.548;63.6
84.44897959;39.3;0.506122;116.667;62.9
84.95510204;39.4;0.544966;118.548;68.1
85.50006803;40.1;0.524422;110.099;71.2
86.0244898;40.2;0.481633;114.412;71.6
86.50612245;40.3;0.506122;124.576;74.9
87.0122449;40.4;0.693878;118.548;76.3
87.70612245;41.1;0.579592;86.4706;75.2
88.28571429;41.2;0.538776;103.521;72.8
88.8244898;41.3;0.644898;111.364;67.2
89.46938776;41.4;0.693878;93.038;65.9
90.16326531;42.1;0.604082;86.4706;62.5
90.76734694;42.2;0.497959;99.3243;68.6
91.26530612;42.3;0.440816;120.492;67.2
91.70612245;42.4;0.481633;136.111;71.4
92.1877551;43.1;0.522449;124.576;68.9
92.71020408;43.2;0.42449;114.844;66.1
93.13469388;43.3;0.440816;141.346;65.8
93.5755102;43.4;0.489796;136.111;67.5
94.06530612;44.1;0.465306;122.5;67.6
94.53061224;44.2;0.391837;128.947;72.4
94.92244898;44.3;0.416327;153.125;72.1
95.33877551;44.4;0.489796;144.118;72.6
95.82857143;45.1;0.481633;122.5;70.2
96.31020408;45.2;0.37551;124.576;72
96.68571429;45.3;0.429841;159.783;72.4
97.11555556;45.4;0.477392;139.586;73.4
97.59294785;46.1;0.456032;125.683;75.4
98.04897959;46.2;0.432653;131.57;71.3
98.48163265;46.3;0.359184;138.679;74.6
98.84081633;46.4;0.440816;167.045;75.3
99.28163265;47.1;0.457143;136.111;72.1
99.73877551;47.2;0.4;131.25;70
100.1387755;47.3;0.37551;150;75.2
100.5142857;47.4;0.4;159.783;76.9
100.9142857;48.1;0.44898;150;74.3
101.3632653;48.2;0.391837;133.636;73.9
101.755102;48.3;0.342857;153.125;78.4
102.0979592;48.4;0.419093;175;78.3
102.5170522;49.1;0.429887;143.166;76.5
102.9469388;49.2;0.373107;139.572;74.7
103.3200454;49.3;0.39424;160.812;76.1
103.7142857;49.4;0.456803;152.191;77.9
104.1710884;50.1;0.465646;131.348;79.5
104.6367347;50.2;0.383673;128.853;75.7
105.0204082;50.3;0.367347;156.383;77.8
105.3877551;50.4;0.37551;163.333;79.4
105.7632653;51.1;0.416327;159.783;79.2
106.1795918;51.2;0.390204;144.118;76.3
106.5697959;51.3;0.363673;153.766;79.4
106.9334694;51.4;0.38898;164.983;80
107.322449;52.1;0.432653;154.25;77.8
107.755102;52.2;0.342857;138.679;76.6
108.0979592;52.3;0.342857;175;78
108.4408163;52.4;0.397914;175;78.9
108.8387302;53.1;0.418413;150.786;76.8
109.2571429;53.2;0.391837;143.399;78.1
109.6489796;53.3;0.37551;153.125;79.6
110.0244898;53.4;0.457143;159.783;77.6
110.4816327;54.1;0.465306;131.25;79.4
110.9469388;54.2;0.37551;128.947;79.1
111.322449;54.3;0.389909;159.783;80.2
111.7123583;54.4;0.418254;153.882;76.9
112.1306122;55.1;0.440816;143.454;75.7
112.5714286;55.2;0.416327;136.111;78.3
112.9877551;55.3;0.408163;144.118;79
113.3959184;55.4;0.359184;147;75.8
113.755102;56.1;0.405419;167.045;76.9
114.1605215;56.2;0.459887;147.995;78.4
114.6204082;56.3;0.391837;130.467;77.8
115.0122449;56.4;0.44898;153.125;80.6
115.4612245;57.1;0.481633;133.636;79.8
115.9428571;57.2;0.473469;124.576;78.6
116.4163265;57.3;0.612245;126.724;77.9
117.0285714;57.4;0.710204;98;80.9
117.7387755;58.1;0.595918;84.4828;69.6
118.3346939;58.2;0.440816;100.685;77.9
118.7755102;58.3;0.489796;136.111;74
119.2653061;58.4;0.440816;122.5;75.4
119.7061224;59.1;0.384717;136.111;75.9
120.090839;59.2;0.38263;155.959;70.3
120.4734694;59.3;0.416327;156.809;74.6
120.8897959;59.4;0.425578;144.118;77.6
121.3153741;60.1;0.443447;140.985;76
121.7588209;60.2;0.396281;135.304;77.1
122.155102;60.3;0.43576;151.408;71.7
122.5908617;60.4;0.41322;137.691;73.7
123.0040816;61.1;0.438957;145.201;70.2
123.4430385;61.2;0.450839;136.688;77
123.8938776;61.3;0.465306;133.085;72.6
124.3591837;61.4;0.44898;128.947;75.6
124.8081633;62.1;0.42449;133.636;72.2
125.2326531;62.2;0.432653;141.346;76.5
125.6653061;62.3;0.41898;138.679;77.8
126.0842857;62.4;0.454694;143.205;75.1
126.5389796;63.1;0.440612;131.957;72.8
126.9795918;63.2;0.481633;136.174;76.9
127.4612245;63.3;0.546939;124.576;76.3
128.0081633;63.4;0.408163;109.701;77.9
128.4163265;64.1;0.42449;147;74.6
128.8408163;64.2;0.42449;141.346;74
129.2653061;64.3;0.408163;141.346;74.6
129.6734694;64.4;0.42449;147;76.6
130.0979592;65.1;0.44898;141.346;73.3
130.5469388;65.2;0.457143;133.636;69.9
131.0040816;65.3;0.538776;131.25;73.7
131.5428571;65.4;0.693878;111.364;74
132.2367347;66.1;0.579592;86.4706;76.7
132.8163265;66.2;0.493628;103.521;70
133.3099546;66.3;0.511769;121.549;69.5
133.8217234;66.4;0.480317;117.24;63.8
134.3020408;67.1;0.481633;124.917;68.6
134.7836735;67.2;0.457143;124.576;69.5
135.2408163;67.3;0.435351;131.25;66.5
135.6761678;67.4;0.585057;137.82;62.9
136.2612245;68.1;0.473469;102.554;65.7
136.7346939;68.2;0.391837;126.724;68.8
137.1265306;68.3;0.514286;153.125;65.6
137.6408163;68.4;0.463878;116.667;64.5
138.1046939;69.1;0.507551;129.344;69.6
138.6122449;69.2;0.429796;118.215;69.5
139.0420408;69.3;0.500816;139.601;71.9
139.5428571;69.4;0.497959;119.804;70.4
140.0408163;70.1;0.496168;120.492;76
140.5369841;70.2;0.475261;120.927;73.6
141.0122449;70.3;0.538776;126.246;71.2
141.5510204;70.4;0.465306;111.364;64.8
142.0163265;71.1;0.514286;128.947;72.1
142.5306122;71.2;0.481633;116.667;67.8
143.0122449;71.3;0.530612;124.576;73.3
143.5428571;71.4;0.595918;113.077;65.3
144.1387755;72.1;0.604082;100.685;67.6
144.7428571;72.2;0.514286;99.3243;66.8
145.2571429;72.3;0.522449;116.667;69.7
145.7795918;72.4;0.514286;114.844;65.5
146.2938776;73.1;0.677551;116.667;71.3
146.9714286;73.2;0.44898;88.5542;64.8
147.4204082;73.3;0.497959;133.636;68.2
147.9183673;73.4;0.497959;120.492;66.6
148.4163265;74.1;0.530612;120.492;67.5
148.9469388;74.2;0.481315;113.077;62.7
149.428254;74.3;0.539093;124.658;67.2
149.9673469;74.4;0.471973;111.298;67.1
150.4393197;75.1;0.572925;127.126;66.9
151.0122449;75.2;0.452313;104.726;63.4
151.4645578;75.3;0.520159;132.652;64.1
151.9847166;75.4;0.554059;115.349;63.6
152.5387755;76.1;0.644898;108.292;64.6
153.1836735;76.2;0.644898;93.038;68
153.8285714;76.3;0.604082;93.038;54.7
154.4326531;76.4;0.635215;99.3243;59.7
155.0678685;77.1;0.70356;94.4561;61.8
155.7714286;77.2;0.742857;85.2806;65.2
156.5142857;77.3;0.604082;80.7692;51.7
157.1183673;77.4;0.620408;99.3243;58.1
157.7387755;78.1;0.522449;96.7105;62.8
158.2612245;78.2;0.538776;114.844;67.7
158.8;78.3;0.555102;111.364;64.3
159.355102;78.4;0.530952;108.088;64.6
159.8860544;79.1;0.538435;113.004;61.8
160.4244898;79.2;0.530612;111.434;64.4
160.955102;79.3;0.514286;113.077;62.1
161.4693878;79.4;0.546939;116.667;63.6
162.0163265;80.1;0.522449;109.701;64.9
162.5387755;80.2;0.522449;114.844;64.2
