Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.946938775;1;1.91837;0;81.5
2.865306122;2;1.85306;31.2766;70
4.718367346;3;1.85306;32.3789;69.2
6.571428571;4;1.98367;32.3789;69.1
8.55510204;5;2.03347;30.2469;68.4
10.58857143;6;1.91755;29.5062;68.8
12.50612245;7;1.81224;31.2899;73
14.31836735;8;1.90204;33.1081;75.9
16.22040816;9;1.82041;31.5451;78.8
18.04081633;10;1.80408;32.9596;74.8
19.84489796;11;1.85306;33.2579;77
21.69795918;12;1.82041;32.3789;72.6
23.51836735;13;1.87755;32.9596;72.2
25.39591837;14;1.80408;31.9565;68.8
27.2;15;1.8449;33.2579;65
29.04489796;16;2.17959;32.5221;69.8
31.2244898;17;2.04082;27.5281;58.3
33.26530612;18;1.96735;29.4;61
35.23265306;19;1.79592;30.4979;68.5
37.02857143;20;1.96735;33.4091;61.6
38.99591837;21;1.90204;30.4979;60.3
40.89795918;22;1.90204;31.5451;54.9
42.8;23;2.04898;31.5451;63
44.84897959;24;1.90204;29.2829;67.4
46.75102041;25;1.9102;31.5451;70.9
48.66122449;26;2.08163;31.4103;58.6
50.74285714;27;1.84812;28.8235;61.3
52.59097506;28;1.95596;32.4655;59.8
54.54693878;29;1.90204;30.6754;61.6
56.44897959;30;1.90204;31.5451;67.1
58.35102041;31;1.83673;31.5451;66.4
60.1877551;32;1.7551;32.6667;74.3
61.94285714;33;1.69796;34.186;78.8
63.64081633;34;1.6858;35.3365;79.2
65.32662132;35;1.95501;35.5913;79.5
67.28163265;36;1.80408;30.6904;68.1
69.08571429;37;1.9102;33.2579;76.9
70.99591837;38;1.76327;31.4103;81.1
72.75918367;39;1.68163;34.0278;73.6
74.44081633;40;1.84776;35.6796;72.8
76.28857143;41;2.0298;32.4718;72.2
78.31836735;42;1.72245;29.5596;61.1
80.04081633;43;1.61633;34.8341;64.8
81.65714286;44;1.64898;37.1212;74.2
83.30612245;45;1.7712;36.3861;75.1
85.07732426;46;1.81247;33.8753;72
86.88979592;47;1.83673;33.104;75.7
88.72653061;48;1.59415;32.6667;81.4
90.32068027;49;1.5732;37.6376;80.4
91.89387755;50;1.54297;38.1389;79.9
93.43684807;51;1.59172;38.886;74.3
95.02857143;52;1.68163;37.695;65.5
96.71020408;53;1.74694;35.6796;71
98.45714286;54;1.63265;34.3458;75.5
100.0897959;55;1.63265;36.75;78
101.722449;56;1.67347;36.75;76.4
103.3959184;57;1.76327;35.8537;74.4
105.1591837;58;1.72245;34.0278;76.8
106.8816327;59;1.7551;34.8341;79.5
108.6367347;60;1.82857;34.186;81.8
110.4653061;61;1.86939;32.8125;80.8
112.3346939;62;1.85306;32.0961;79.3
114.1877551;63;1.7551;32.3789;80.3
115.9428571;64;1.78776;34.186;79.7
117.7306122;65;2.29388;33.5616;75.6
120.0244898;1;1.86939;26.1566;82.3
121.8938776;2;1.80408;32.0961;72.8
123.6979592;3;1.79592;33.2579;70
125.4938776;4;2;33.4091;71.3
127.4938776;5;2.00041;30;70.1
129.4942857;6;1.82;29.9939;70.5
131.3142857;7;1.80848;32.967;71.7
133.1227664;8;1.89764;33.177;77.1
135.0204082;9;1.86939;31.6182;78.1
136.8897959;10;1.82857;32.0961;75.4
138.7183673;11;1.86122;32.8125;77.9
140.5795918;12;1.74694;32.2368;72.5
142.3265306;13;1.9102;34.3458;73.7
144.2367347;14;1.78719;31.4103;67.2
146.0239229;15;1.83701;33.5723;66.6
147.8609297;16;2.16356;32.6618;68.8
150.0244898;17;2.07873;27.7321;58.5
152.10322;18;1.8478;28.8638;63.5
153.9510204;19;1.95918;32.471;68.2
155.9102041;20;1.86329;30.625;65
157.7734921;21;1.82651;32.2011;62.9
159.6;22;1.86122;32.8496;52.9
161.4612245;23;1.95918;32.2368;66.6
163.4204082;24;1.98367;30.625;68.4
165.4040816;25;1.90204;30.2469;69.7
167.3061224;26;1.96735;31.5451;60
169.2734694;27;1.85306;30.4979;62.1
171.1265306;28;1.95918;32.3789;60.3
173.0857143;29;1.86939;30.625;61.8
174.955102;30;1.85712;32.0961;64.7
176.8122222;31;1.81635;32.3081;66.4
178.6285714;32;1.68086;33.0333;72.9
180.3094331;33;1.69873;35.696;78.5
182.0081633;34;1.70791;35.3205;75.9
183.7160771;35;1.91658;35.1306;79.2
185.6326531;36;1.86122;31.3058;67.9
187.4938776;37;1.89388;32.2368;74.6
189.3877551;38;1.77143;31.681;80.2
191.1591837;39;1.70612;33.871;74.8
192.8653061;40;1.86392;35.1675;72.6
194.729229;41;2.16057;32.1902;72.3
196.8897959;42;1.6898;27.7705;61.8
198.5795918;43;1.63265;35.5072;68.9
200.2122449;44;1.64898;36.75;74.3
201.8612245;45;1.7885;36.3861;75
203.6497279;46;1.77503;33.5476;70.1
205.4247619;47;1.79973;33.8022;75.5
207.2244898;48;1.62449;33.3384;81
208.8489796;49;1.61633;36.9347;79.4
210.4653061;50;1.52664;37.1212;81.7
211.9919501;51;1.60803;39.3019;76.3
213.5999773;52;1.71431;37.3128;66.1
215.3142857;53;1.77143;34.9995;71.3
217.0857143;54;1.68163;33.871;74.1
218.7673469;55;1.63789;35.6796;77
220.4052381;56;1.6793;36.6325;74.2
222.0845351;57;1.70322;35.7292;74.3
223.7877551;58;1.6898;35.2274;77.3
225.477551;59;1.73878;35.5072;78.1
227.2163265;60;1.87755;34.507;80.6
229.0938776;61;1.82857;31.9565;78.4
230.922449;62;1.85306;32.8125;78.6
232.7755102;63;1.8324;32.3789;80.2
234.6079138;64;1.9227;32.7439;80.4
236.5306122;65;2.40816;31.2061;73.9
238.9387755;66;1.97551;24.9153;80.3
240.9142857;67;1.94286;30.3719;73.3
242.8571429;68;1.77143;30.8824;73.4
244.6285714;69;1.72245;33.871;71.6
246.3510204;70;1.82857;34.8341;80.5
248.1795918;71;1.95102;32.8125;73.5
250.1306122;72;1.7551;30.7531;72.9
251.8857143;73;1.92653;34.186;68.9
253.8122449;74;2.28571;31.1441;62.6
256.0979592;75;2.18776;26.25;63.9
258.2857143;76;2.26122;27.4254;63.4
260.5469388;77;2.4898;26.5343;61.9
263.0367347;78;2.17143;24.0984;64.4
265.2081633;79;2.12245;27.6316;71.3
267.3306122;80;2.13878;28.2692;63.5
269.4693878;81;2.23673;28.0534;72.6
271.7061224;82;2.23673;26.8248;68.6
273.9428571;83;2.62041;26.8248;65.2
276.5632653;84;2.43265;22.8972;63.4
278.9959184;85;2.25306;24.6644;69.6
281.2489796;86;2.39184;26.6304;71.6
283.6408163;87;2.18776;25.0853;68.5
285.8285714;88;2.21224;27.4254;68.3
288.0408163;89;2.1551;27.1218;73.7
290.1959184;90;2.07347;27.8409;71.4
292.2693878;91;2.16327;28.937;77
294.4326531;92;2.17143;27.7358;79.8
296.6040816;93;2.37975;27.6316;69
298.9838322;94;2.36311;25.2127;66.2
301.3469388;95;2.36762;25.3903;65.9
303.7145578;96;2.32626;25.3419;64.5
306.0408163;97;2.34655;25.7925;61.6
308.3873696;98;2.42896;25.5694;66.6
310.8163265;99;2.36002;24.702;63.4
313.1763492;100;2.35834;25.4235;63.8
315.5346939;101;2.28571;25.4416;60.3
317.8204082;102;2.3102;26.25;70.9
320.1306122;103;2.3624;25.9717;69.7
322.4930159;104;2.29066;25.3979;79.1
324.7836735;105;2.36735;26.1934;79.3
327.1510204;106;2.39184;25.3448;77.7
329.5428571;107;2.33469;25.0853;80.1
331.877551;108;2.28571;25.6993;74.5
334.1632653;109;2.41633;26.25;72.3
336.5795918;110;2.37551;24.8311;66.4
338.955102;111;2.43442;25.2577;63.8
341.3895238;112;2.44721;24.6465;64.9
343.8367347;113;2.4837;24.5177;65.1
346.3204308;114;2.44692;24.1575;62.2
348.7673469;115;2.27755;24.5207;61.5
351.044898;116;2.33469;26.3441;63.6
353.3795918;117;2.81633;25.6993;61.8
356.1959184;118;2.31837;21.3043;56.3
358.5142857;119;2.21224;25.8803;52
360.7265306;120;2.31837;27.1218;61.8
363.044898;121;2.30204;25.8803;66
365.3469388;122;2.18776;26.0638;65.8
367.5346939;123;2.08163;27.4254;68.5
369.6163265;124;2.00816;28.8235;67
371.6244898;125;1.93469;29.878;75.1
373.5591837;126;1.89388;31.0127;72.9
375.4530612;127;2.04082;31.681;76.2
377.4938776;128;1.9102;29.4;81.2
379.4040816;129;1.82857;31.4103;72.5
381.2326531;130;1.81224;32.8125;73.1
383.044898;131;2.03265;33.1081;72.3
385.077551;132;2.18776;29.5181;68.4
387.2653061;133;1.86939;27.4254;69.3
389.1346939;134;1.8449;32.0961;74
390.9795918;135;1.98367;32.5221;76.5
392.9632653;136;1.95102;30.2469;81.7
394.9142857;137;1.97551;30.7531;76.1
396.8897959;138;1.92492;30.3719;77
398.8147166;139;2.07508;31.1701;77.5
400.8897959;140;2.00687;28.9146;76.2
402.8966667;141;1.84619;29.8973;68.5
404.7428571;142;1.77143;32.4994;74.2
406.5142857;143;1.6898;33.871;71.6
408.2040816;144;1.71429;35.5072;71.4
409.9183673;145;1.77739;35;78.7
