Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
4.236734693;1.1;0.644898;0;49.8
4.881632653;1.2;0.538776;93.038;68.1
5.420408163;1.3;0.571429;111.364;63.6
5.991836734;1.4;0.546916;105;70.9
6.538752834;2.1;0.555125;109.706;62.4
7.093877551;2.2;0.546939;108.084;69.4
7.640816326;2.3;0.612245;109.701;57.7
8.253061224;2.4;0.563265;98;64.5
8.81632653;3.1;0.530612;106.522;62.9
9.346938775;3.2;0.563265;113.077;72.4
9.910204081;3.3;0.595918;106.522;62.9
10.50612245;3.4;0.604082;100.685;65.2
11.11020408;4.1;0.522449;99.3243;61.3
11.63265306;4.2;0.595918;114.844;69.8
12.22857143;4.3;0.653061;100.685;65.9
12.88163265;4.4;0.661224;91.875;72.9
13.54285714;5.1;0.612245;90.7407;65.4
14.15510204;5.2;0.514286;98;70.8
14.66938776;5.3;0.497959;116.667;57.9
15.16734694;5.4;0.612245;120.492;66.6
15.77959184;6.1;0.457143;98;69.4
16.23673469;6.2;0.636735;131.25;72.6
16.87346939;6.3;0.522449;94.2308;68.4
17.39591837;6.4;0.587982;114.844;72.1
17.98390023;7.1;0.669161;102.044;62.5
18.65306122;7.2;0.567891;89.6645;71.6
19.22095238;7.3;0.697415;105.654;60.4
19.91836735;7.4;0.683016;86.032;67.2
20.60138322;8.1;0.500658;87.8457;54.9
21.10204082;8.2;0.579751;119.842;58.7
21.68179138;8.3;0.644739;103.493;47.6
22.32653061;8.4;0.73161;93.0609;57.7
23.05814059;9.1;0.672472;82.0109;50.8
23.73061224;9.2;0.571429;89.2231;61.7
24.30204082;9.3;0.546939;105;51.8
24.84897959;9.4;0.613515;109.701;60.5
25.46249433;10.1;0.594218;97.7972;49.7
26.05671202;10.2;0.542608;100.973;62.2
26.59931973;10.3;0.61195;110.577;54.3
27.21126984;10.4;0.535669;98.0472;59.1
27.74693878;11.1;0.604082;112.009;57.1
28.35102041;11.2;0.555102;99.3243;65.6
28.90612245;11.3;0.546939;108.088;55.6
29.45306122;11.4;0.579592;109.701;65.7
30.03265306;12.1;0.669388;103.521;60.5
30.70204082;12.2;0.644898;89.6341;63
31.34693878;12.3;0.579592;93.038;57.4
31.92653061;12.4;0.559161;103.521;59.3
32.48569161;13.1;0.551043;107.304;53.7
33.03673469;13.2;0.481633;108.884;64.6
33.51836735;13.3;0.546939;124.576;62.6
34.06530612;13.4;0.612245;109.701;67.6
34.67755102;14.1;0.546939;98;59.9
35.2244898;14.2;0.489796;109.701;70
35.71428571;14.3;0.571429;122.5;62.7
36.28571429;14.4;0.563265;105;70.9
36.84897959;15.1;0.555102;106.522;63
37.40408163;15.2;0.506122;108.088;70.3
37.91020408;15.3;0.604082;118.548;65.6
38.51428571;15.4;0.48254;99.3243;72
38.9968254;16.1;0.536712;124.342;67.4
39.53353741;16.2;0.576803;111.792;73
40.11034014;16.3;0.567211;104.022;64.9
40.67755102;16.4;0.702041;105.781;75.1
41.37959184;17.1;0.808163;85.4651;66.7
42.1877551;17.2;0.571429;74.2424;72.9
42.75918367;17.3;0.497959;105;61.4
43.25714286;17.4;0.522449;120.492;63.2
43.77959184;18.1;0.530612;114.844;64.3
44.31020408;18.2;0.514286;113.077;63.9
44.8244898;18.3;0.587755;116.667;60.8
45.4122449;18.4;0.555102;102.083;60.1
45.96734694;19.1;0.497959;108.088;50.4
46.46530612;19.2;0.481633;120.492;55.1
46.94693878;19.3;0.538776;124.576;58.7
47.48571429;19.4;0.563265;111.364;53.7
48.04897959;20.1;0.571429;106.522;52.3
48.62040816;20.2;0.489796;105;55.4
49.11020408;20.3;0.481633;122.5;55.7
49.59183673;20.4;0.595918;124.576;56
50.1877551;21.1;0.522449;100.685;64.6
50.71020408;21.2;0.465306;114.844;64.6
51.1755102;21.3;0.530612;128.947;65.8
51.70612245;21.4;0.555102;113.077;61.9
52.26122449;22.1;0.571429;108.088;69.5
52.83265306;22.2;0.44898;105;68.7
53.28163265;22.3;0.538776;133.636;67.5
53.82040816;22.4;0.571429;111.364;62.8
54.39183673;23.1;0.522449;105;65.4
54.91428571;23.2;0.465306;114.844;71.4
55.37959184;23.3;0.462993;128.947;74
55.84258503;23.4;0.500839;129.592;69.7
56.34342404;24.1;0.464739;119.799;69.6
56.80816327;24.2;0.514286;129.105;69.4
57.32244898;24.3;0.497959;116.667;76.9
57.82040816;24.4;0.408163;120.492;73.3
58.22857143;25.1;0.528934;147;72.7
58.75750567;25.2;0.418005;113.436;78.1
59.1755102;25.3;0.440816;143.539;75
59.61632653;25.4;0.473469;136.111;75
60.08979592;26.1;0.490816;126.724;78
60.58061224;26.2;0.480612;122.245;75.5
61.06122449;26.3;0.465306;124.841;74.7
61.52653061;26.4;0.555102;128.947;71.3
62.08163265;27.1;0.481633;108.088;71.2
62.56326531;27.2;0.432653;124.576;75.4
62.99591837;27.3;0.465306;138.679;73.3
63.46122449;27.4;0.489796;128.947;71.6
63.95102041;28.1;0.473469;122.5;79.9
64.4244898;28.2;0.411429;126.724;74.4
64.83591837;28.3;0.452426;145.833;75.4
65.28834467;28.4;0.532063;132.618;71.5
65.82040816;29.1;0.497959;112.768;69.8
66.31836735;29.2;0.408163;120.492;70
66.72653061;29.3;0.465306;147;73.7
67.19183673;29.4;0.538776;128.947;76.4
67.73061224;30.1;0.538776;111.364;73
68.26938776;30.2;0.42449;111.364;73.5
68.69387755;30.3;0.416327;141.346;75
69.11020408;30.4;0.514286;144.118;74.2
69.6244898;31.1;0.465306;116.667;77.2
70.08979592;31.2;0.457143;128.947;72.4
70.54693878;31.3;0.408163;131.25;75.7
70.95510204;31.4;0.489796;147;74
71.44489796;32.1;0.497959;122.5;74.4
71.94285714;32.2;0.653061;120.492;70.6
72.59591837;32.3;0.471429;91.875;76.1
73.06734694;32.4;0.564467;127.273;72
73.63181406;33.1;0.535896;106.295;66
74.16770975;33.2;0.63229;111.962;73.3
74.8;33.3;0.816327;94.8931;70.9
75.61632653;33.4;0.661224;73.5;66.4
76.27755102;34.1;0.693878;90.7407;64.1
76.97142857;34.2;0.522449;86.4706;74.6
77.49387755;34.3;0.506122;114.844;74.1
78;34.4;0.571429;118.548;71.1
78.57142857;35.1;0.522449;105;68.5
79.09387755;35.2;0.473469;114.844;66.8
79.56734694;35.3;0.468322;126.724;66.9
80.03566893;35.4;0.503107;128.117;73.6
80.53877551;36.1;0.538776;119.259;75.7
81.07755102;36.2;0.497959;111.364;74.6
81.5755102;36.3;0.506122;120.492;71.6
82.08163265;36.4;0.587755;118.548;73.2
82.66938776;37.1;0.595918;102.083;69.9
83.26530612;37.2;0.465306;100.685;67.4
83.73061224;37.3;0.497959;128.947;67.2
84.22857143;37.4;0.595918;120.492;70.3
