2.165260770	1.1
3.390113378	1.2
4.546938775	2.1
5.643696145	2.2
6.710204081	3.1
7.812244897	3.2
8.914285714	4.1
10.106122448	4.2
11.363265306	5.1
12.424988662	5.2
13.559183673	6.1
14.767346938	6.2
16.318367346	7.1
17.681632653	7.2
19.041882086	8.1
20.269387755	8.2
21.534693877	9.1
22.653061224	9.2
23.743832199	10.1
24.938775510	10.2
25.931088435	11.1
27.044897959	11.2
28.187755102	12.1
29.395918367	12.2
30.538775510	13.1
31.575510204	13.2
32.693877551	14.1
33.755102040	14.2
34.857142857	15.1
35.951020408	15.2
37.053061224	16.1
38.163265306	16.2
39.493877551	17.1
41.061224489	17.2
42.342857142	18.1
43.470272108	18.2
44.546938775	19.1
45.853061224	19.2
46.881632653	20.1
48.011791383	20.2
49.126530612	21.1
50.179591836	21.2
51.330612244	22.1
52.416326530	22.2
53.412244897	23.1
54.432653061	23.2
55.518367346	24.1
56.501156462	24.2
57.591836734	25.1
58.636734693	25.2
59.647551020	26.1
60.783673469	26.2
61.942857142	27.1
62.955102040	27.2
63.983673469	28.1
65.004081632	28.2
66.155102040	29.1
67.159183673	29.2
68.342857142	30.1
69.322448979	30.2
70.244897959	31.1
71.232653061	31.2
72.293877551	32.1
73.355102040	32.2
74.653061224	33.1
75.697959183	33.2
77.289795918	34.1
78.440816326	34.2
79.542857142	35.1
80.653061224	35.2
81.706122448	36.1
82.693877551	36.2
83.877551020	37.1
84.930612244	37.2
85.959183673	38.1
86.938775510	38.2
87.910204081	39.1
88.889795918	39.2
89.975510204	40.1
90.963265306	40.2
92.089795918	41.1
93.159183673	41.2
94.432653061	42.1
95.518367346	42.2
96.465306122	43.1
97.461224489	43.2
98.400000000	44.1
99.314285714	44.2
100.186530612	45.1
101.126530612	45.2
102.310204081	46.1
103.387755102	46.2
104.258185941	47.1
105.151020408	47.2
105.991836734	48.1
106.897959183	48.2
107.779591836	49.1
108.669387755	49.2
110.048979591	50.1
111.118367346	50.2
111.975510204	51.1
112.832653061	51.2
113.697959183	52.1
114.571428571	52.2
115.453061224	53.1
116.269387755	53.2
117.142857142	54.1
117.975510204	54.2
118.824489795	55.1
119.755102040	55.2
120.594784580	56.1
121.444897959	56.2
122.334693877	57.1
123.289795918	57.2
124.497959183	58.1
125.546349206	58.2
126.448979591	59.1
127.355102040	59.2
128.244897959	60.1
129.175510204	60.2
130.163265306	61.1
131.371428571	61.2
132.661224489	62.1
133.697959183	62.2
134.636734693	63.1
135.600000000	63.2
136.718367346	64.1
137.689795918	64.2
138.636734693	65.1
139.665306122	65.2
141.036734693	66.1
142.367346938	66.2
143.453061224	67.1
144.481632653	67.2
145.469387755	68.1
146.449886621	68.2
147.681632653	69.1
148.742857142	69.2
149.975510204	70.1
151.183673469	70.2
152.326530612	71.1
153.403197278	71.2
154.636734693	72.1
155.795918367	72.2
156.938775510	73.1
158.073469387	73.2
159.346938775	74.1
160.538775510	74.2
161.648979591	75.1
162.848979591	75.2
164.359183673	76.1
165.951020408	76.2
167.404081632	77.1
169.200000000	77.2
170.530612244	78.1
171.983673469	78.2
173.395918367	79.1
174.693877551	79.2
175.861224489	80.1
177.102040816	80.2
178.351020408	81.1
179.624489795	81.2
180.914285714	82.1
182.212244897	82.2
183.624489795	83.1
185.077551020	83.2
186.253061224	84.1
187.461224489	84.2
189.110204081	85.1
190.555102040	85.2
191.755102040	86.1
193.028571428	86.2
194.326530612	87.1
195.714285714	87.2
197.093877551	88.1
198.302040816	88.2
199.624489795	89.1
201.273469387	89.2
202.514285714	90.1
203.893877551	90.2
205.673469387	1.1
206.930612244	1.2
208.108299319	2.1
209.265306122	2.2
210.350566893	3.1
211.379591836	3.2
212.506122448	4.1
213.616326530	4.2
214.800000000	5.1
215.812244897	5.2
216.930612244	6.1
217.991836734	6.2
219.338775510	7.1
220.816326530	7.2
222.155102040	8.1
223.257142857	8.2
224.481632653	9.1
225.632653061	9.2
226.726530612	10.1
227.828571428	10.2
228.865306122	11.1
229.975510204	11.2
231.069387755	12.1
232.269387755	12.2
233.322448979	13.1
234.383673469	13.2
235.428571428	14.1
236.489795918	14.2
237.559183673	15.1
238.571428571	15.2
239.665306122	16.1
240.702040816	16.2
241.853061224	17.1
243.281632653	17.2
244.163265306	18.1
245.118367346	18.2
246.106122448	19.1
247.102040816	19.2
248.122448979	20.1
249.134693877	20.2
250.351020408	21.1
251.387755102	21.2
252.440816326	22.1
253.469387755	22.2
254.432653061	23.1
255.444897959	23.2
256.440816326	24.1
257.395918367	24.2
258.383673469	25.1
259.387755102	25.2
260.440816326	26.1
261.567346938	26.2
262.685714285	27.1
263.640816326	27.2
264.636734693	28.1
265.526530612	28.2
266.661224489	29.1
267.665306122	29.2
268.710204081	30.1
269.689795918	30.2
270.571428571	31.1
271.526530612	31.2
272.587755102	32.1
273.640816326	32.2
274.775510204	33.1
275.983673469	33.2
277.624489795	34.1
278.767346938	34.2
279.893877551	35.1
280.987074829	35.2
282.008163265	36.1
283.020408163	36.2
284.244897959	37.1
285.371428571	37.2
286.656054421	38.1
287.730612244	38.2
288.693877551	39.1
289.714285714	39.2
290.835487528	40.1
291.853061224	40.2
293.020408163	41.1
294.155102040	41.2
295.439750566	42.1
296.489795918	42.2
297.453061224	43.1
298.432653061	43.2
299.387755102	44.1
300.261224489	44.2
301.159183673	45.1
302.073469387	45.2
303.191836734	46.1
304.228571428	46.2
305.134693877	47.1
305.967346938	47.2
306.881632653	48.1
307.787755102	48.2
308.628571428	49.1
309.518367346	49.2
310.816326530	50.1
311.959183673	50.2
