Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.405333333;1;6.44267;0;27.4
6.848;2;6.61333;9.31291;68.9
13.46133333;3;6.44267;9.07258;62.8
19.904;4;7.56267;9.31291;68.3
27.46666667;5;6.41067;7.93371;50.4
33.87733333;6;6.272;9.3594;60.4
40.14933333;7;6.15467;9.56633;61.1
46.304;8;5.632;9.7487;72.5
51.936;9;6.944;10.6534;76.4
58.88;10;6.175;8.64055;72
65.055;11;9.185;9.7166;69
74.24;12;6.90133;6.53239;52.6
81.14133333;13;7.12533;8.69397;71.7
88.26666667;14;5.52533;8.42066;59.1
93.792;15;6.21867;10.8591;69.1
100.0106667;16;5.97933;9.64837;55.5
105.99;17;5.658;10.0346;54.7
111.648;18;6.64533;10.6045;58.5
118.2933333;19;7.3731;9.02889;40.5
125.6664375;20;6.49356;8.13768;61.2
132.16;21;5.168;9.23992;55.7
137.328;22;6.17067;11.6099;67.8
143.4986667;23;4.90667;9.72342;64.8
148.4053333;24;5.80267;12.2283;74.8
154.208;25;5.14133;10.3401;71.8
159.3493333;26;4.90667;11.6701;79.1
164.256;27;4.832;12.2283;73.5
169.088;28;4.78933;12.4172;78.8
173.8773333;29;5.46133;12.5278;78.4
179.3386667;30;5.97141;10.9863;78.5
185.3100729;31;5.73069;10.0479;64.1
191.0407604;32;6.15391;10.4699;63.1
197.1946667;33;5.87488;9.7499;56.5
203.0695417;34;5.91179;10.213;56.3
208.9813333;35;5.64071;10.1492;51.8
214.6220417;36;5.60157;10.637;64.2
220.2236146;37;6.11239;10.7113;54.9
226.336;38;4.736;9.81614;68.7
231.072;39;5.728;12.6689;74.4
236.8;40;5.65333;10.4749;72.9
242.4533333;41;6.048;10.6132;68
248.5013333;42;6.41067;9.92064;66.3
254.912;43;7.68;9.3594;59.8
262.592;44;7.04;7.8125;43.6
269.632;45;6.51733;8.52273;67.7
276.1493333;46;6.25067;9.20622;61.8
282.4;47;7.584;9.59898;66.8
289.984;48;5.25987;7.91139;50.5
295.243875;49;5.14012;11.4071;62.2
300.384;50;5.0945;11.6729;61.8
305.4785;51;5.09217;11.7774;73.9
310.5706667;52;5.94133;11.7828;75
316.512;53;5.94133;10.0987;68.3
322.4533333;54;6.304;10.0987;65.5
328.7573333;55;7.82933;9.51777;67.6
336.5866667;56;6.54933;7.66349;61.1
343.136;57;7.05067;9.16124;70.3
350.1866667;58;5.77833;8.50983;66.4
355.965;59;7.02167;10.3836;67.8
362.9866667;60;5.152;8.54498;63.1
368.1386667;61;5.568;11.646;62
373.7066667;62;9.33333;10.7759;63.8
383.04;63;6.16533;6.42857;45.2
389.2053333;64;5.33867;9.73183;70.5
394.544;65;5.52;11.2388;70.3
400.064;66;6.34667;10.8696;75.9
406.4106667;67;6.58133;9.45378;68.2
412.992;68;6.35733;9.11669;52.7
419.3493333;69;8.992;9.43792;53.3
428.3413333;70;8.768;6.6726;50.3
437.1093333;71;0;6.84307;51.2
