Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.253877551;1.1;0.940408;0;62.4
3.030204082;1.2;0.835918;63.8021;55.9
4.68462585;1.3;0.806893;71.7773;69.7
6.251972789;1.4;0.847528;74.3593;64.5
7.958639456;2.1;0.817438;70.7941;75.8
9.543401361;2.2;0.749909;73.4001;65
11.19782313;2.3;0.818503;80.0097;54.9
13.07863946;2.4;0.888163;73.3045;60.6
14.80272109;3.1;0.818503;67.5551;62.8
16.54421769;3.2;0.766258;73.3045;67.2
18.34984127;3.3;0.748844;78.3026;63.8
20.3755102;3.4;0.905578;80.1235;68.3
22.25632653;4.1;0.992653;66.256;74.4
24.13714286;4.2;0.888163;60.4441;69.2
26.20952381;4.3;0.853333;67.5551;65.6
28.0555102;4.4;0.870748;70.3125;59.5
30.16272109;5.1;0.905578;68.9063;63.6
31.88680272;5.2;0.835918;66.256;67.4
33.54210884;5.3;0.835918;71.7773;69.5
35.14192744;5.4;0.969705;71.7773;67.8
37.07403628;6.1;1.08526;61.8745;62.9
38.67863946;6.2;0.940408;55.2863;60.7
40.35047619;6.3;0.905578;63.8021;68.9
42.09197279;6.4;0.975238;66.256;68.1
44.09469388;7.1;0.957823;61.5234;59.9
45.71428571;7.2;0.922993;62.642;60.1
47.28163265;7.3;1.07973;65.0059;71.2
48.77931973;7.4;0.992653;55.5696;70.3
50.60789116;8.1;0.90898;60.4441;73.6
52.29714286;8.2;0.937007;66.0081;72.2
53.89931973;8.3;0.957823;64.0337;67.6
55.48408163;8.4;1.14939;62.642;71.5
57.05142857;9.1;0.905578;52.2017;69.5
59.07156463;9.2;0.818503;66.256;70.3
60.79564626;9.3;0.760454;73.3045;62.6
62.22367347;9.4;0.894853;78.9003;69.6
63.80843537;10.1;0.83356;67.0501;68.1
65.21904762;10.2;0.766258;71.9804;72.3
66.90829932;10.3;0.872222;78.3026;69.4
68.51047619;10.4;1.05989;68.7898;71.1
69.9907483;11.1;0.865918;56.6098;68
71.48843537;11.2;0.738685;69.2906;68.1
73.19510204;11.3;0.905578;81.2254;61.3
75.0062585;11.4;0.766258;66.256;64.1
77.46176871;12.1;0.801088;78.3026;60.9
78.97687075;12.2;0.940408;74.8981;66.7
80.38748299;12.3;0.922993;63.8021;65.1
81.85034014;12.4;1.07973;65.0059;68.4
83.17387755;13.1;0.816145;55.5696;66.8
84.67156463;13.2;0.803447;73.5163;68.4
86.09276644;13.3;0.801088;74.6783;64.9
87.52761905;13.4;0.766258;74.8981;64.3
89.40843537;14.1;0.731429;78.3026;65.1
90.90612245;14.2;0.766258;82.0313;58.6
92.31673469;14.3;0.801088;78.3026;67.2
93.65768708;14.4;1.02748;74.8981;60.2
95.06829932;15.1;0.975238;58.3951;68.5
96.67047619;15.2;0.714014;61.5234;66.5
98.23782313;15.3;0.801088;84.032;64.3
99.82258503;15.4;0.801088;74.8981;63.4
101.7484807;16.1;0.783673;74.8981;55.9
103.4844218;16.2;0.801088;76.5625;60.4
104.977415;16.3;0.750317;74.8981;64.1
106.5795918;16.4;0.817029;79.9661;65.4
108.2340136;17.1;0.870748;73.4368;63.2
109.7142857;17.2;1.14939;68.9063;61.7
111.1490476;17.3;0.992653;52.2017;62.6
112.64;17.4;0.731429;60.4441;60.5
114.0872336;18.1;0.714014;82.0313;62.3
115.5673469;18.2;0.714014;84.032;59.6
117.0111565;18.3;0.748844;84.032;58
118.4914286;18.4;0.835918;80.1235;59.2
120.2269615;19.1;0.722653;71.7773;62.1
122.0789116;19.2;0.687959;83.0274;54.7
123.6636735;19.3;0.905578;87.2145;41.1
125.2832653;19.4;0.783673;66.256;53
126.7979138;20.1;0.804082;76.5625;54.4
128.2612245;20.2;0.798095;74.6193;59.6
129.6114059;20.3;0.818503;75.179;59.1
131.2914286;20.4;0.661769;73.3045;61.1
132.6742177;21.1;0.801088;90.6661;57.8
133.8981859;21.2;0.696599;74.8981;67.9
135.0865533;21.3;0.893719;86.1328;71
136.3815646;21.4;0.812948;67.1352;75.1
137.734966;22.1;0.835918;73.8055;71.8
139.1978231;22.2;0.975238;71.7773;74
140.7477551;22.3;1.06231;61.5234;71.7
142.5240816;22.4;1.3932;56.4805;71.3
143.9521088;23.1;0.801088;43.0664;64.3
145.2059864;23.2;0.714014;74.8981;64.2
146.4946939;23.3;0.676712;84.032;73.2
147.7834014;23.4;0.7339;88.664;69.5
149.2462585;24.1;0.748844;81.755;74.2
150.6046259;24.2;0.714014;80.1235;74.4
152.1023129;24.3;0.679184;84.032;72.3
153.7163719;24.4;0.644354;88.3413;69.3
155.3414966;25.1;0.674308;93.1166;71.9
156.4386395;25.2;0.823379;88.9801;79.1
157.5880272;25.3;0.766258;72.8705;72.1
158.702585;25.4;0.654943;78.3026;78.8
159.9216327;26.1;0.755669;91.611;78.1
161.0884354;26.2;0.679184;79.3998;77.6
162.1159184;26.3;0.831179;88.3413;79.5
163.2204308;26.4;1.04964;72.1866;76.4
164.3446712;27.1;0.780204;57.1626;68.8
165.5292517;27.2;0.717483;76.903;71.8
166.6089796;27.3;0.696599;83.6257;73.6
167.7061224;27.4;0.714014;86.1328;79
168.9964172;28.1;0.686848;84.032;81.4
170.3009524;28.2;0.654104;87.3556;79.8
171.4677551;28.3;0.672517;91.7285;79.3
172.7297279;28.4;0.738095;89.2171;73.3
174.062585;29.1;0.731429;81.2903;75.3
175.2990476;29.2;0.870748;82.0313;76.6
176.64;29.3;0.801088;68.9063;76.7
177.8880272;29.4;0.766258;74.8981;75.5
179.3110884;30.1;0.818503;78.3026;74.3
180.7870975;30.2;0.766258;73.3045;77.6
182.0908844;30.3;0.888163;78.3026;81.2
183.4318367;30.4;1.03773;67.5551;74.4
184.8946939;31.1;0.964989;57.8184;75.4
186.5317007;31.2;0.770952;62.1769;69
188.0642177;31.3;0.761565;77.8258;73.2
189.5274603;31.4;0.731429;78.7852;73.3
191.2337415;32.1;0.870748;82.0313;72.2
192.8533333;32.2;0.731429;68.9063;72.8
194.5077551;32.3;0.818503;82.0313;70.3
196.109932;32.4;0.835918;73.3045;69
198.0689796;33.1;0.766258;71.7773;64.3
199.5406803;33.2;0.714014;78.3026;51.4
200.9164626;33.3;0.714014;84.032;61.8
202.24;33.4;0.720748;84.032;57.6
203.789932;34.1;0.742109;83.2468;59.7
205.0438095;34.2;0.748844;80.8507;56.5
206.4151247;34.3;0.748844;80.1235;63.4
207.7953742;34.4;0.69839;80.1235;59.9
209.2756463;35.1;0.764467;85.9119;56.1
210.5469388;35.2;0.715646;78.486;62.4
211.8182313;35.3;0.7122;83.8403;62.4
213.0721088;35.4;0.73161;84.2461;65.3
214.3782313;36.1;0.783673;82.0109;62.2
215.7017687;36.2;0.696599;76.5625;65.6
217.0601361;36.3;0.801088;86.1328;61.3
218.3140136;36.4;0.934444;74.8981;62.9
219.7942857;37.1;0.946372;64.2093;63
221.2087755;37.2;0.905578;63.4;62.1
222.5980952;37.3;0.783673;66.256;59.7
223.7126531;37.4;0.801088;76.5625;67.3
224.792381;38.1;0.870748;74.8981;65.2
225.767619;38.2;0.748844;68.9063;71.1
226.7080272;38.3;0.79839;80.1235;68.5
227.6658503;38.4;0.716259;75.1512;74.9
228.4669388;39.1;0.748866;83.7686;75.1
229.355102;39.2;0.714444;80.1211;76.1
230.2606803;39.3;0.661769;83.9813;75.7
231.1836735;39.4;0.688413;90.6661;78.4
232.0892517;40.1;0.693832;87.157;79.8
233.3082993;40.2;0.98619;86.4762;68.4
234.492517;40.3;0.706077;60.8402;74.7
235.7115646;40.4;0.676712;84.9766;69.3
236.8609524;41.1;0.689592;88.664;79
238.08;41.2;0.534376;87.008;78.3
239.2293878;41.3;0.615011;112.28;79.2
240.4310204;41.4;0.573356;97.5592;78
241.9635374;42.1;0.649819;104.647;80.1
243.3741497;42.2;0.645193;92.3335;73.7
244.6976871;42.3;0.664399;92.9955;70.8
246.2302041;42.4;0.689002;90.3072;67.3
247.8803401;43.1;0.783673;87.0824;67.7
249.3997279;43.2;0.679184;76.5625;59.4
251.0543537;43.3;0.714014;88.3413;63.2
252.952381;43.4;0.835918;84.032;59.3
255.5297959;44.1;0.801088;71.7773;63.1
257.515102;44.2;0.975238;74.8981;56
259.1133333;44.3;0.853333;61.5234;69.2
260.6497959;44.4;0.574694;70.3125;63.5
262.3912925;45.1;0.661769;104.403;69.2
263.9084581;45.2;0.592109;90.6661;60.3
265.5434014;45.3;0.609524;101.333;54.3
267.5461224;45.4;0.679184;98.4375;59
269.1657143;46.1;0.644354;88.3413;63.9
270.854966;46.2;0.644354;93.1166;63.2
272.5442177;46.3;0.626939;93.1166;62.5
274.4231519;46.4;0.835918;95.7031;65.6
276.1317007;47.1;0.696599;71.7773;67.6
278.029932;47.2;0.661769;86.1328;63.3
280.1180952;47.3;0.663628;90.6661;61.6
281.8960544;47.4;0.834059;90.4121;61.2
284.0032653;48.1;0.748844;71.9374;59
285.6109524;48.2;0.865215;80.1235;62.5
287.1031293;48.3;1.0156;69.3469;64.6
288.5485714;48.4;0.609524;59.0783;65.1
290.1915193;49.1;0.539864;98.4375;60.3
291.6832653;49.2;0.557279;111.139;59.6
293.1983673;49.3;0.626939;107.666;67.9
294.7134694;49.4;0.522449;95.7031;67.5
296.6639456;50.1;0.539864;114.844;57.3
298.119161;50.2;0.574694;111.139;60.1
299.6593197;50.3;0.562268;104.403;71.4
301.069932;50.4;0.65678;106.711;70.8
302.585034;51.1;0.679184;91.3548;73.3
304.117551;51.2;0.487619;88.3413;75.2
305.4933333;51.3;0.505034;123.047;70.3
306.7994558;51.4;0.522449;118.804;71.1
308.244898;52.1;0.594308;114.844;73.3
310.2127891;52.2;0.510204;100.958;66.8
311.8846259;52.3;0.541791;117.6;72.8
313.1907483;52.4;0.582449;110.744;74.2
314.5491156;53.1;0.627302;103.013;71
316.2731973;53.2;0.557279;95.6478;65.8
317.7012245;53.3;0.574694;107.666;63.6
319.4601361;53.4;0.505034;104.403;69
320.9055782;54.1;0.577619;118.804;70.1
322.4380952;54.2;0.519524;103.875;69.8
324.109932;54.3;0.505034;115.49;72.5
325.7469388;54.4;0.785261;118.804;70.1
