Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.141333333;1.1;1.536;0;63.8
2.677333333;1.2;1.6;39.0625;64.6
4.277333333;1.3;1.54667;37.5;71.4
5.824;1.4;1.536;38.7931;67.3
7.36;2.1;1.568;39.0625;76
8.928;2.2;1.55733;38.2653;69.4
10.48533333;2.3;1.61067;38.5274;68.7
12.096;2.4;1.48267;37.2517;59.9
13.57866667;3.1;1.48267;40.4676;52
15.06133333;3.2;1.61067;40.4676;66.6
16.672;3.3;1.70667;37.2517;65.9
18.37866667;3.4;1.78133;35.1562;67.6
20.16;4.1;1.67467;33.6826;66.6
21.83466667;4.2;1.856;35.828;67.2
23.69066667;4.3;1.696;32.3276;55.8
25.38666667;4.4;1.83467;35.3774;63.7
27.22133333;5.1;1.41867;32.7035;62.3
28.64;5.2;1.44;42.2932;65
30.08;5.3;1.41867;41.6667;65.7
31.49866667;5.4;1.6;42.2932;64.8
33.09866667;6.1;1.408;37.5;66.6
34.50666667;6.2;1.408;42.6136;66.8
35.91466667;6.3;1.51467;42.6136;67.6
37.42933333;6.4;1.49927;39.6127;70.6
38.92860417;7.1;1.38073;40.0195;67.6
40.30933333;7.2;1.35467;43.4553;73.6
41.664;7.3;1.44;44.2913;71
43.104;7.4;1.696;41.6667;70.4
44.8;8.1;1.408;35.3774;75
46.208;8.2;1.45067;42.6136;76.8
47.65866667;8.3;1.38667;41.3603;73.9
49.04533333;8.4;1.41867;43.2692;73
50.464;9.1;1.696;42.2932;72.2
52.16;9.2;1.84533;35.3774;69.3
54.00533333;9.3;1.536;32.5145;61.7
55.54133333;9.4;1.58933;39.0625;68.5
57.13066667;10.1;1.344;37.7517;74.7
58.47466667;10.2;1.38667;44.6429;76.6
59.86133333;10.3;1.51467;43.2692;74.7
61.376;10.4;1.312;39.6127;71.6
62.688;11.1;1.39733;45.7317;66.2
64.08533333;11.2;1.41867;42.9389;64.5
65.504;11.3;1.664;42.2932;63.8
67.168;11.4;2.26133;36.0577;65.6
69.42933333;12.1;1.54667;26.533;65.6
70.976;12.2;1.30133;38.7931;64.2
72.27733333;12.3;1.38667;46.1066;65
73.664;12.4;1.312;43.2692;66.5
74.976;13.1;1.35467;45.7317;71.2
76.33066667;13.2;1.32267;44.2913;69
77.65333333;13.3;1.32267;45.3629;71.9
78.976;13.4;1.5086;45.3629;66.6
80.48460417;14.1;1.31806;39.7719;68.4
81.80266667;14.2;1.28;45.5214;70.8
83.08266667;14.3;1.344;46.875;72.4
84.42666667;14.4;1.45067;44.6429;71.5
85.87733333;15.1;1.37244;41.3603;74.4
87.24977083;15.2;1.30831;43.7178;70.8
88.55808333;15.3;1.40458;45.8606;67.8
89.96266667;15.4;1.52533;42.7173;56.5
91.488;16.1;1.39733;39.3357;61.1
92.88533333;16.2;1.33333;42.9389;61.2
94.21866667;16.3;1.344;45;61.6
95.56266667;16.4;1.344;44.6429;61
96.90666667;17.1;1.42933;44.6429;69.1
98.336;17.2;1.38667;41.9776;64
99.72266667;17.3;1.39733;43.2692;67.6
101.12;17.4;1.46133;42.9389;69.1
102.5813333;18.1;1.44;41.0584;69.7
104.0213333;18.2;1.39733;41.6667;70.9
105.4186667;18.3;1.568;42.9389;62.3
106.9866667;18.4;1.54667;38.2653;61.2
108.5333333;19.1;1.65333;38.7931;58.9
110.1866667;19.2;1.33333;36.2903;54.2
111.52;19.3;1.30133;45;34.2
112.8213333;19.4;1.344;46.1066;68.9
114.1653333;20.1;1.19404;44.6429;71.2
115.359375;20.2;1.31331;50.2495;72.9
116.6726875;20.3;1.18331;45.686;66.5
117.856;20.4;1.12;50.7051;69.6
118.976;21.1;1.06667;53.5714;71
120.0426667;21.2;1.12121;56.25;74.1
121.163875;21.3;1.15079;53.5137;75.2
122.3146667;21.4;1.20533;52.138;73.2
123.52;22.1;1.13981;49.7788;71.7
124.6598125;22.2;1.10973;52.6402;74.3
125.7695417;22.3;1.20638;54.0672;69.3
126.9759167;22.4;1.13075;49.7358;73.8
128.1066667;23.1;1.09867;53.0621;73.1
129.2053333;23.2;1.07733;54.6117;67.8
130.2826667;23.3;1.024;55.6931;69.9
131.3066667;23.4;1.10088;58.5938;74.1
132.4075417;24.1;1.21754;54.5021;70.2
133.6250833;24.2;1.21621;49.2796;71.6
134.8412917;24.3;1.22829;49.3337;70.1
136.0695833;24.4;1.16775;48.8483;66
137.2373333;25.1;1.08469;51.3809;73.2
138.3220208;25.2;1.09131;55.3155;75.4
139.4133333;25.3;1.04533;54.9797;76.7
140.4586667;25.4;1.17333;57.398;78.2
141.632;26.1;1.10933;51.1364;79.8
142.7413333;26.2;1.01333;54.0865;76.6
143.7546667;26.3;1.23733;59.2105;79.3
144.992;26.4;1.19744;48.4914;78.3
146.1894375;27.1;1.08523;50.107;70.9
147.2746667;27.2;1.09944;55.2879;77.4
148.3741042;27.3;1.09144;54.5734;78.5
149.4655417;27.4;1.13713;54.9734;77.1
150.6026667;28.1;1.248;52.7646;81.2
151.8506667;28.2;1.16267;48.0769;79.6
153.0133333;28.3;1.23733;51.6055;75.9
154.2506667;28.4;1.248;48.4914;78.6
155.4986667;29.1;1.28;48.0769;78.1
156.7786667;29.2;1.23733;46.875;77.5
158.016;29.3;1.30133;48.4914;76.1
159.3173333;29.4;1.33333;46.1066;78.6
160.6506667;30.1;1.33333;45;76.2
161.984;30.2;1.35467;45;74.9
163.3386667;30.3;1.28;44.2913;69.4
164.6186667;30.4;1.26933;46.875;69.2
165.888;31.1;1.23733;47.2689;65.3
167.1253333;31.2;1.279;48.4914;66.5
168.4043333;31.3;1.30429;46.9117;69.8
169.708625;31.4;1.50204;46.002;69.1
171.2106667;32.1;1.29067;39.9456;68.5
172.5013333;32.2;1.25867;46.4876;62.8
173.76;32.3;1.38158;47.6695;66.7
175.1415833;32.4;1.37325;43.4284;62.2
176.5148333;33.1;1.3625;43.692;65.5
177.8773333;33.2;1.35467;44.0367;64.1
179.232;33.3;1.36533;44.2913;64.5
180.5973333;33.4;1.344;43.9453;61.2
181.9413333;34.1;1.16979;44.6429;63.5
183.111125;34.2;1.32621;51.2912;64.1
184.4373333;34.3;1.25867;45.2418;64.4
185.696;34.4;1.33333;47.6695;65.5
187.0293333;35.1;1.20533;45;60.2
188.2346667;35.2;1.20533;49.7788;63.9
189.44;35.3;1.16267;49.7788;62.3
190.6026667;35.4;1.23733;51.6055;70.8
191.84;36.1;1.088;48.4914;67
192.928;36.2;1.23733;55.1471;67.2
194.1653333;36.3;1.07733;48.4914;62.8
195.2426667;36.4;1.25867;55.6931;69.3
196.5013333;37.1;1.17333;47.6695;67.2
197.6746667;37.2;1.00267;51.1364;66.2
198.6773333;37.3;1.16267;59.8404;70.9
199.84;37.4;1.056;51.6055;70.5
200.896;38.1;1.06667;56.8182;72.7
201.9626667;38.2;1.088;56.25;76.8
203.0506667;38.3;1.088;55.1471;75.9
204.1386667;38.4;1.04533;55.1471;77.7
205.184;39.1;0.947396;57.398;78.4
206.1313958;39.2;1.0366;63.3315;79.8
207.168;39.3;1.03467;57.8813;79.8
208.2026667;39.4;1.024;57.9897;81.5
209.2266667;40.1;1.376;58.5938;85.5
210.6026667;40.2;1.32267;43.6047;72.8
211.9253333;40.3;1.35467;45.3629;81.4
213.28;40.4;1.312;44.2913;71.3
214.592;41.1;1.36533;45.7317;81.9
215.9573333;41.2;1.33333;43.9453;70.6
217.2906667;41.3;1.344;45;80
