Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.864852608;0.5;0.239456;0;61.7
2.10430839;0.6;0.290249;250.568;64.6
2.394557823;1.1;0.253968;206.719;74.3
2.648526077;1.2;0.282449;236.25;66.9
2.930975057;1.3;0.249841;212.428;67.3
3.180816327;1.4;0.302177;240.152;60
3.482993197;1.5;0.283515;198.559;68.9
3.766507937;1.6;0.273764;211.629;61.3
4.040272109;2.1;0.267029;219.167;69.6
4.307301587;2.2;0.238005;224.694;71.6
4.545306122;2.3;0.273107;252.096;67.5
4.818412698;2.4;0.237732;219.694;61.1
5.056145125;2.5;0.238005;252.385;67.9
5.29414966;2.6;0.278639;252.096;66.4
5.572789116;3.1;0.249615;215.332;73.6
5.822403628;3.2;0.24381;240.371;75.1
6.066213152;3.3;0.298798;246.094;68.9
6.365011338;3.4;0.275896;200.804;58
6.640907029;3.5;0.290249;217.473;68.8
6.931156463;3.6;0.255419;206.719;55.7
7.186575964;4.1;0.249615;234.908;69.4
7.436190476;4.2;0.255419;240.371;73.1
7.691609977;4.3;0.271701;234.908;68.2
7.963310658;4.4;0.227528;220.831;62.5
8.190839002;4.5;0.255419;263.703;68.8
8.446258503;4.6;0.255419;234.908;66.8
8.701678005;5.1;0.2322;234.908;73
8.933877551;5.2;0.284444;258.398;75.5
9.218321995;5.3;0.278639;210.938;72.7
9.496961451;5.4;0.267029;215.332;65.6
9.76399093;5.5;0.272834;224.694;71.3
10.0368254;5.6;0.293719;219.914;65.4
10.33054422;6.1;0.257755;204.277;68.5
10.58829932;6.2;0.290249;232.779;73
10.87854875;6.3;0.2322;206.719;69.6
11.1107483;6.4;0.203175;258.398;64.6
11.3139229;6.5;0.238005;295.313;69
11.55192744;6.6;0.261224;252.096;70.9
11.81315193;7.1;0.226395;229.688;71.7
12.03954649;7.2;0.300612;265.024;76.9
12.34015873;7.3;0.245057;199.593;72.7
12.58521542;7.4;0.238005;244.841;74.7
12.82321996;7.5;0.238005;252.096;74.3
13.06122449;7.6;0.267029;252.096;67.6
13.32825397;8.1;0.226395;224.694;76.3
13.55464853;8.2;0.302245;265.024;75.7
13.85689342;8.3;0.231814;198.515;70.6
14.08870748;8.4;0.24381;258.828;65.4
14.33251701;8.5;0.238005;246.094;71.6
14.57052154;8.6;0.267029;252.096;67.2
14.83755102;9.1;0.267029;224.694;73.6
15.1045805;9.2;0.22059;224.694;70.6
15.32517007;9.3;0.272517;271.998;74.9
15.59768708;9.4;0.238322;220.17;65.9
