Onset;Bar.Semiquaver;Duration (s);Tempo (bpm);Intensity (dB)
2.798004535;1.1;0.859138;0;73
3.657142857;1.2;0.72678;69.8374;69
4.383922902;1.3;0.736077;82.5559;72.1
5.12;1.4;0.766258;81.5132;78.3
5.886258503;1.5;0.801088;78.3026;74
6.687346939;1.6;0.703628;74.8981;70.8
7.390975057;1.7;0.759229;85.2723;72.2
8.150204082;1.8;0.905578;79.0275;75.3
9.055782313;2.1;0.789478;66.256;80.5
9.845260771;2.2;0.777869;75.9995;74.4
10.62312925;2.3;0.777869;77.1339;70.9
11.40099773;2.4;0.882358;77.1339;66.2
12.28335601;2.5;1.02168;67.9996;63.5
13.30503401;2.6;0.789478;58.7269;56.6
14.09451247;2.7;0.696599;75.9995;66.5
14.79111111;2.8;0.824308;86.1328;68.4
15.6154195;3.1;0.870748;72.7883;73.4
16.4861678;3.2;0.719819;68.9063;56
17.2059864;3.3;0.766258;83.3543;72.4
17.9722449;3.4;0.766258;78.3026;70.1
18.7385034;3.5;0.940408;78.3026;74.2
19.67891157;3.6;0.743039;63.8021;67.7
20.42195011;3.7;0.717347;80.7495;74.7
21.13929705;3.8;0.81517;83.6415;74.5
21.95446712;4.1;0.766258;73.6043;75.5
22.72072562;4.2;0.882358;78.3026;73.3
23.6030839;4.3;0.952018;67.9996;76
24.55510204;4.4;0.812698;63.024;73.5
25.36780045;4.5;0.659524;73.8281;65.8
26.02732426;4.6;0.861383;90.9747;78.4
26.88870748;4.7;0.905578;69.6554;72.2
27.79428571;4.8;1.21905;66.256;59
29.01333333;5.1;0.743039;49.2188;58.4
29.75637188;5.2;0.743039;80.7495;65.7
30.49941043;5.3;0.708209;80.7495;70.4
31.20761905;5.4;0.696599;84.7208;68
31.90421769;5.5;0.789478;86.1328;69.7
32.69369615;5.6;0.719819;75.9995;67.8
33.41351474;5.7;0.660295;83.3543;69.1
34.07380952;5.8;1.02315;90.8685;67.1
35.09696145;6.1;0.801088;58.6423;67.3
35.89804989;6.2;0.684989;74.8981;66.7
36.58303855;6.3;0.645193;87.5927;70.5
37.22823129;6.4;0.748005;92.9955;77
37.97623583;6.5;0.719819;80.2134;77.4
38.69605442;6.6;0.766258;83.3543;71.9
39.46231293;6.7;0.801088;78.3026;75.1
40.26340136;6.8;1.02168;74.8981;66.3
41.28507937;7.1;0.882358;58.7269;66.1
42.16743764;7.2;0.754649;67.9996;63.8
42.92208617;7.3;0.696599;79.5072;66.6
43.61868481;7.4;0.731429;86.1328;71.8
44.35011338;7.5;0.719819;82.0313;78.2
45.06993197;7.6;0.743039;83.3543;74.6
45.81297052;7.7;0.754649;80.7495;70.5
46.56761905;7.8;0.928798;79.5072;81
47.49641723;8.1;0.893968;64.5996;78
48.39038549;8.2;0.684989;67.1165;79
49.07537415;8.3;0.684989;87.5927;78.4
49.76036281;8.4;0.661769;87.5927;78.1
50.42213152;8.5;0.684989;90.6661;77.5
51.10712018;8.6;0.801088;87.5927;74.4
51.90820862;8.7;0.704966;74.8981;77.6
52.6131746;8.8;0.665011;85.1105;73
