Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
1.122333333;0.5;0.21;0;60.5
1.332333333;0.6;0.196;285.714;61.4
1.528333333;1.1;0.189;306.122;64.3
1.717333333;1.2;0.189;317.46;68.7
1.906333333;1.3;0.207667;317.46;62.9
2.114;1.4;0.196;288.925;55.2
2.31;1.5;0.212333;306.122;77.3
2.522333333;1.6;0.219333;282.575;63.2
2.741666667;2.1;0.205333;273.556;70.6
2.947;2.2;0.189;292.208;71.9
3.136;2.3;0.217;317.46;68.3
3.353;2.4;0.172667;276.498;65.7
3.525666667;2.5;0.182;347.49;70.8
3.707666667;2.6;0.177333;329.67;72.2
3.885;3.1;0.189;338.346;70.7
4.074;3.2;0.193667;317.46;70.8
4.267666667;3.3;0.212333;309.811;66.8
4.48;3.4;0.219333;282.575;57
4.699333333;3.5;0.203;273.556;69.3
4.902333333;3.6;0.217;295.566;59.1
5.119333333;4.1;0.205333;276.498;71.7
5.324666667;4.2;0.203;292.208;73.4
5.527666667;4.3;0.198333;295.566;68.6
5.726;4.4;0.163333;302.521;67.6
5.889333333;4.5;0.189;367.347;75.3
6.078333333;4.6;0.165667;317.46;73.4
6.244;5.1;0.205333;362.173;72.8
6.449333333;5.2;0.186667;292.208;71.1
6.636;5.3;0.203;321.429;69.4
6.839;5.4;0.205333;295.566;58.8
7.044333333;5.5;0.200667;292.208;72.2
7.245;5.6;0.198333;299.003;62.6
7.443333333;6.1;0.196;302.521;77.5
7.639333333;6.2;0.207667;306.122;78.3
7.847;6.3;0.193667;288.925;72.8
8.040666667;6.4;0.170333;309.811;69.7
8.211;6.5;0.175;352.25;71.9
8.386;6.6;0.184333;342.857;75
8.570333333;7.1;0.200667;325.497;74.6
8.771;7.2;0.177333;299.003;74.2
8.948333333;7.3;0.196;338.346;71.6
9.144333333;7.4;0.179667;306.122;69.2
9.324;7.5;0.172667;333.952;72.8
9.496666667;7.6;0.205333;347.49;69.5
9.702;8.1;0.179667;292.208;71.4
9.881666667;8.2;0.177333;333.952;70.8
10.059;8.3;0.214667;338.346;67.2
10.27366667;8.4;0.191333;279.503;74.8
10.465;8.5;0.156333;313.589;71.3
10.62133333;8.6;0.172667;383.795;69.7
10.794;9.1;0.21;347.49;74.2
11.004;9.2;0.172667;285.714;68.5
11.17666667;9.3;0.198333;347.49;74.4
11.375;9.4;0.196;302.521;67
11.571;9.5;0.200667;306.122;75.3
11.77166667;9.6;0.177333;299.003;64.5
11.949;10.1;0.219333;338.346;75.1
12.16833333;10.2;0.165667;273.556;80.3
12.334;10.3;0.203;362.173;80.6
12.537;10.4;0.205333;295.566;68.3
12.74233333;10.5;0.193667;292.208;69.9
12.936;10.6;0.189;309.811;66.5
13.125;11.1;0.170333;317.46;71.8
13.29533333;11.2;0.170333;352.25;65.5
13.46566667;11.3;0.219333;352.25;73.2
13.685;11.4;0.198333;273.556;63.9
13.88333333;11.5;0.189958;302.521;72.5
14.07329167;11.6;0.178708;315.859;65.8
14.252;12.1;0.184333;335.743;76.1
14.43633333;12.2;0.211958;325.497;78.3
14.64829167;12.3;0.187729;283.074;75.1
14.83602083;12.4;0.146313;319.609;65.3
14.98233333;12.5;0.186396;410.081;74.6
15.16872917;12.6;0.251125;321.896;78.9
15.41985417;13.1;0.212833;238.925;79.5
15.6326875;13.2;0.214375;281.911;78.4
15.8470625;13.3;0.199271;279.883;73.2
16.04633333;13.4;0.191333;301.098;64
16.23766667;13.5;0.197417;313.589;74.8
16.43508333;13.6;0.22025;303.926;78.2
16.65533333;14.1;0.245;272.418;77.7
16.90033333;14.2;0.224;244.898;80.7
17.12433333;14.3;0.168;267.857;72
17.29233333;14.4;0.170333;357.143;63.4
17.46266667;14.5;0.177333;352.25;68.4
17.64;14.6;0.191333;338.346;68.4
17.83133333;15.1;0.177333;313.589;70.9
18.00866667;15.2;0.193667;338.346;67
18.20233333;15.3;0.219333;309.811;75.6
18.42166667;15.4;0.205333;273.556;65.1
18.627;15.5;0.207667;292.208;74.7
18.83466667;15.6;0.196;288.925;65.8
19.03066667;16.1;0.168;306.122;75.4
19.19866667;16.2;0.179667;357.143;75.2
19.37833333;16.3;0.184333;333.952;73.7
19.56266667;16.4;0.165438;325.497;74.3
19.72810417;16.5;0.172896;362.675;74.8
19.901;16.6;0.184333;347.03;70.4
20.08533333;17.1;0.196583;325.497;76.5
20.28191667;17.2;0.19775;305.214;73.4
20.47966667;17.3;0.163333;303.413;72.5
20.643;17.4;0.189;367.347;68.1
20.832;17.5;0.186687;317.46;75.8
21.0186875;17.6;0.172646;321.393;64.4
21.19133333;18.1;0.186667;347.532;78.5
21.378;18.2;0.189;321.429;78.9
21.567;18.3;0.168;317.46;78.4
21.735;18.4;0.158667;357.143;77.1
21.89366667;18.5;0.175;378.151;77.9
22.06866667;18.6;0.172667;342.857;72
22.24133333;19.1;0.203792;347.49;78
22.445125;19.2;0.187625;294.418;74.7
22.63275;19.3;0.184604;319.787;73.1
22.81735417;19.4;0.175313;325.02;73.7
22.99266667;19.5;0.200396;342.246;78.8
23.1930625;19.6;0.170604;299.407;75.5
23.36366667;20.1;0.221667;351.691;81.4
23.58533333;20.2;0.165667;270.677;78.6
23.751;20.3;0.161;362.173;76.1
23.912;20.4;0.175;372.671;72.4
24.087;20.5;0.161;342.857;77.9
24.248;20.6;0.179667;372.671;73.1
24.42766667;21.1;0.203;333.952;78.1
24.63066667;21.2;0.182458;295.566;72.4
24.813125;21.3;0.184167;328.842;76.6
24.99729167;21.4;0.177042;325.792;70.9
25.17433333;21.5;0.161;338.903;74.4
25.33533333;21.6;0.179667;372.671;71.6
25.515;22.1;0.205333;333.952;77.2
25.72033333;22.2;0.189479;292.208;74.2
25.9098125;22.3;0.160521;316.658;76
26.07033333;22.4;0.170333;373.783;71.7
26.24066667;22.5;0.184333;352.25;72.3
26.425;22.6;0.182;325.497;66.9
26.607;23.1;0.199333;329.67;75.9
26.80633333;23.2;0.169333;301.003;75.9
26.97566667;23.3;0.212479;354.331;76.1
27.18814583;23.4;0.186521;282.381;68.5
27.37466667;23.5;0.188375;321.68;73.8
27.56304167;23.6;0.201292;318.514;63
27.76433333;24.1;0.189;298.075;78
27.95333333;24.2;0.184333;317.46;78.8
28.13766667;24.3;0.200667;325.497;74.3
28.33833333;24.4;0.198333;299.003;70.1
28.53666667;24.5;0.176875;302.521;80.3
28.71354167;24.6;0.182458;339.223;72.6
28.896;25.1;0.179833;328.842;74.7
29.07583333;25.2;0.1725;333.642;73.5
29.24833333;25.3;0.195396;347.826;76.3
29.44372917;25.4;0.189604;307.069;69.5
29.63333333;25.5;0.186667;316.449;71.8
29.82;25.6;0.203;321.429;66.9
30.023;26.1;0.188667;295.566;77.1
30.21166667;26.2;0.199875;318.021;77.4
30.41154167;26.3;0.183708;300.188;71.7
30.59525;26.4;0.200083;326.605;62.5
30.79533333;26.5;0.186667;299.875;69.9
30.982;26.6;0.184333;321.429;64.8
31.16633333;27.1;0.185229;325.497;77
31.3515625;27.2;0.197437;323.923;77.4
31.549;27.3;0.172854;303.894;70.6
31.72185417;27.4;0.207479;347.113;61.4
31.92933333;27.5;0.196;289.186;68.4
32.12533333;27.6;0.207667;306.122;63.2
32.333;28.1;0.198333;288.925;73.9
32.53133333;28.2;0.205333;302.521;72.2
32.73666667;28.3;0.219021;292.208;69.4
32.9556875;28.4;0.280313;273.947;65.6
33.236;28.5;0.175;214.047;64.9
33.411;28.6;0.198333;342.857;66.9
33.60933333;29.1;0.193667;302.521;69.2
33.803;29.2;0.203;309.811;72.7
34.006;29.3;0.172667;295.566;65.7
34.17866667;29.4;0.175;347.49;60.3
34.35366667;29.5;0.220646;342.857;78.3
34.5743125;29.6;0.206354;271.929;74.3
34.78066667;30.1;0.203271;290.762;74.2
34.9839375;30.2;0.195771;295.173;75.4
35.17970833;30.3;0.172625;306.481;71.8
35.35233333;30.4;0.179667;347.574;71.8
35.532;30.5;0.189;333.952;74.1
35.721;30.6;0.170333;317.46;75.1
35.89133333;31.1;0.193667;352.25;78.3
36.085;31.2;0.193667;309.811;77.2
36.27866667;31.3;0.199104;309.811;71.6
36.47777083;31.4;0.178896;301.35;64.4
36.65666667;31.5;0.20625;335.391;73.5
36.86291667;31.6;0.201667;290.909;64.9
37.06458333;32.1;0.189917;297.521;75.5
37.2545;32.2;0.192229;315.928;76.4
37.44672917;32.3;0.185271;312.127;75.1
37.632;32.4;0.191333;323.85;72.7
37.82333333;32.5;0.158667;313.589;75.3
37.982;32.6;0.196;378.151;75.5
38.178;33.1;0.186667;306.122;76.2
38.36466667;33.2;0.186667;321.429;76.6
38.55133333;33.3;0.203021;321.429;79
38.75435417;33.4;0.193646;295.536;65.7
38.948;33.5;0.198333;309.844;77.8
39.14633333;33.6;0.186667;302.521;73.5
39.333;34.1;0.184333;321.429;73.4
39.51733333;34.2;0.179667;325.497;75.2
39.697;34.3;0.203;333.952;74.1
39.9;34.4;0.165667;295.566;77.1
40.06566667;34.5;0.179667;362.173;79.4
40.24533333;34.6;0.182;333.952;77.9
40.42733333;35.1;0.189;329.67;77.5
40.61633333;35.2;0.189;317.46;77.7
40.80533333;35.3;0.20975;317.46;72.8
41.01508333;35.4;0.19625;286.055;65.9
41.21133333;35.5;0.212333;305.732;74.5
41.42366667;35.6;0.196;282.575;66.5
41.61966667;36.1;0.186667;306.122;77.4
41.80633333;36.2;0.175;321.429;76.4
41.98133333;36.3;0.165667;342.857;75.3
42.147;36.4;0.182;362.173;71.3
42.329;36.5;0.186896;329.67;78.5
42.51589583;36.6;0.160771;321.034;72.6
42.67666667;37.1;0.203;373.202;75.8
42.87966667;37.2;0.203;295.566;73.5
43.08266667;37.3;0.189646;295.566;71.1
43.2723125;37.4;0.183687;316.379;66
43.456;37.5;0.217583;326.642;73.4
43.67358333;37.6;0.263083;275.756;71
43.93666667;38.1;0.179667;228.065;74.1
44.11633333;38.2;0.161;333.952;71.2
44.27733333;38.3;0.158667;372.671;72.1
44.436;38.4;0.165667;378.151;72.7
44.60166667;38.5;0.196667;362.173;76.3
44.79833333;38.6;0.202333;305.085;77.6
45.00066667;39.1;0.191333;296.54;76.3
45.192;39.2;0.205333;313.589;74.2
45.39733333;39.3;0.169667;292.208;74.7
45.567;39.4;0.185;353.635;74.8
45.752;39.5;0.203292;324.324;76.6
45.95529167;39.6;0.209708;295.142;78.3
46.165;40.1;0.186667;286.112;75.4
46.35166667;40.2;0.158667;321.429;75.5
46.51033333;40.3;0.161;378.151;75.2
46.67133333;40.4;0.135333;372.671;76.6
46.80666667;40.5;0.189;443.35;78.9
46.99566667;40.6;0.189;317.46;78.4
47.18466667;41.1;0.195979;317.46;76.8
47.38064583;41.2;0.182021;306.155;76.3
47.56266667;41.3;0.163333;329.633;77.7
47.726;41.4;0.161;367.347;76.1
47.887;41.5;0.232;372.671;76.6
48.119;41.6;0.199667;258.621;77.3
48.31866667;42.1;0.169958;300.501;80.7
48.488625;42.2;0.177375;353.028;80.1
48.666;42.3;0.146187;338.266;80.9
48.8121875;42.4;0.148146;410.432;82.6
48.96033333;42.5;0.21;405.006;81
49.17033333;42.6;0.186667;285.714;77.5
49.357;43.1;0.207125;321.429;77.3
49.564125;43.2;0.170875;289.68;75.6
49.735;43.3;0.184;351.134;76.4
49.919;43.4;0.161333;326.087;75.6
50.08033333;43.5;0.205333;371.901;78.5
50.28566667;43.6;0.179667;292.208;78.5
50.46533333;44.1;0.193667;333.952;79.5
50.659;44.2;0.180875;309.811;78.5
50.839875;44.3;0.155125;331.721;79.9
50.995;44.4;0.193667;386.785;81
51.18866667;44.5;0.184333;309.811;81.2
51.373;44.6;0.168;325.497;80.5
51.541;45.1;0.205333;357.143;81.5
51.74633333;45.2;0.168;292.208;79.7
51.91433333;45.3;0.179667;357.143;80.6
52.094;45.4;0.149333;333.952;78.3
52.24333333;45.5;0.196;401.786;80.4
52.43933333;45.6;0.256667;306.122;80.4
52.696;46.1;0.189;233.766;81.7
52.885;46.2;0.168;317.46;79.9
53.053;46.3;0.165667;357.143;77.5
53.21866667;46.4;0.158667;362.173;79.5
53.37733333;46.5;0.184333;378.151;82.7
53.56166667;46.6;0.187875;325.497;78.7
53.74954167;47.1;0.185458;319.361;79.9
53.935;47.2;0.177333;323.523;76.4
54.11233333;47.3;0.159396;338.346;79.1
54.27172917;47.4;0.157937;376.421;74.9
54.42966667;47.5;0.200667;379.897;80.6
54.63033333;47.6;0.198333;299.003;76.7
54.82866667;48.1;0.189;302.521;78.6
55.01766667;48.2;0.154;317.46;78.7
55.17166667;48.3;0.154;389.61;78.6
55.32566667;48.4;0.154;389.61;79.2
55.47966667;48.5;0.175;389.61;82
55.65466667;48.6;0.189604;342.857;80.5
55.84427083;49.1;0.172958;316.449;81.8
56.01722917;49.2;0.162437;346.904;79.7
56.17966667;49.3;0.190896;369.373;78.3
56.3705625;49.4;0.156771;314.308;79.3
56.52733333;49.5;0.204583;382.724;82.1
56.73191667;49.6;0.180417;293.279;79.4
56.91233333;50.1;0.175;332.564;80.4
57.08733333;50.2;0.154;342.857;80
57.24133333;50.3;0.170333;389.61;76.5
57.41166667;50.4;0.147;352.25;78.8
57.55866667;50.5;0.172667;408.163;82.5
57.73133333;50.6;0.182;347.49;78.6
57.91333333;51.1;0.198333;329.67;81.1
58.11166667;51.2;0.182;302.521;82.5
58.29366667;51.3;0.161875;329.67;79.5
58.45554167;51.4;0.167125;370.656;76.5
58.62266667;51.5;0.180625;359.013;80.2
58.80329167;51.6;0.183375;332.18;79.2
58.98666667;52.1;0.165667;327.198;83.1
59.15233333;52.2;0.175;362.173;84.4
59.32733333;52.3;0.147;342.857;80.3
59.47433333;52.4;0.165667;408.163;78.4
59.64;52.5;0.170771;362.173;82.7
59.81077083;52.6;0.176896;351.348;80.3
59.98766667;53.1;0.192729;339.183;80.2
60.18039583;53.2;0.187604;311.318;79.8
60.368;53.3;0.165667;319.822;76.4
60.53366667;53.4;0.156333;362.173;75.4
60.69;53.5;0.172667;383.795;77.6
60.86266667;53.6;0.172667;347.49;76.4
61.03533333;54.1;0.203;347.49;80.1
61.23833333;54.2;0.149333;295.566;79.4
61.38766667;54.3;0.161;401.786;78.7
61.54866667;54.4;0.158667;372.671;78.2
61.70733333;54.5;0.172937;378.151;82.4
61.88027083;54.6;0.158396;346.946;81
62.03866667;55.1;0.247333;378.798;84.6
62.286;55.2;0.169479;242.588;83.8
62.45547917;55.3;0.166521;354.026;83.4
62.622;55.4;0.170333;360.315;81.7
62.79233333;55.5;0.172667;352.25;82
62.965;55.6;0.165667;347.49;81
63.13066667;56.1;0.184333;362.173;80.9
63.315;56.2;0.161;325.497;79.6
63.476;56.3;0.172667;372.671;83.3
63.64866667;56.4;0.158667;347.49;79
63.80733333;56.5;0.175;378.151;81.4
63.98233333;56.6;0.161;342.857;80
64.14333333;57.1;0.189;372.671;83.5
64.33233333;57.2;0.180833;317.46;81.5
64.51316667;57.3;0.1575;331.797;82.2
64.67066667;57.4;0.177333;380.952;80.9
64.848;57.5;0.165667;338.346;85.5
65.01366667;57.6;0.175;362.173;80.8
65.18866667;58.1;0.205333;342.857;82.6
65.394;58.2;0.175;292.208;81.5
65.569;58.3;0.182;342.857;80.5
65.751;58.4;0.168;329.67;81.8
65.919;58.5;0.168;357.143;80.8
66.087;58.6;0.149333;357.143;81.5
66.23633333;59.1;0.182;401.786;80.6
66.41833333;59.2;0.175;329.67;78
66.59333333;59.3;0.197979;342.857;72.8
66.7913125;59.4;0.194021;303.062;66.5
66.98533333;59.5;0.192437;309.245;81.1
67.17777083;59.6;0.214937;311.79;74.7
67.39270833;60.1;0.191167;279.151;72.8
