Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.28952381;0.5;0.246349;0;63.5
0.535873016;0.6;0.264127;243.557;62.6
0.8;1.1;0.226032;227.163;67.5
1.026031746;1.2;0.244739;265.449;63.6
1.270770975;1.3;0.245646;245.159;62.7
1.516417234;1.4;0.230884;244.254;49.1
1.747301587;1.5;0.249456;259.87;68.5
1.99675737;1.6;0.253878;240.524;57.4
2.250634921;2.1;0.238821;236.334;69.4
2.489455782;2.2;0.217846;251.234;69.6
2.707301587;2.3;0.239955;275.424;62.8
2.947256236;2.4;0.194331;250.047;62.4
3.141587302;2.5;0.182857;308.751;66.6
3.324444444;2.6;0.251429;328.125;67.2
3.575873016;3.1;0.219705;238.636;72.4
3.795578231;3.2;0.236667;273.093;72
4.032244898;3.3;0.215714;253.521;64.5
4.247959184;3.4;0.211723;278.146;55.2
4.45968254;3.5;0.220952;283.389;72.9
4.680634921;3.6;0.226032;271.552;57.8
4.906666667;4.1;0.220952;265.449;74.2
5.127619048;4.2;0.230567;271.552;73.2
5.358185941;4.3;0.213878;260.228;64
5.572063492;4.4;0.190476;280.534;58.9
5.762539683;4.5;0.193016;315;65.6
5.955555556;4.6;0.246349;310.855;61.9
6.201904762;5.1;0.223492;243.557;74.3
6.425396825;5.2;0.198095;268.466;68.4
6.623492063;5.3;0.208254;302.885;65.9
6.831746032;5.4;0.208254;288.11;50.8
7.04;5.5;0.231111;288.11;71
7.271111111;5.6;0.208254;259.615;54.3
7.479365079;6.1;0.248889;288.11;67.3
7.728253968;6.2;0.195556;241.071;71.5
7.923809524;6.3;0.193016;306.818;66.8
8.116825397;6.4;0.182857;310.855;69.5
8.29968254;6.5;0.187937;328.125;77.5
8.487619048;6.6;0.213333;319.257;78.1
8.700952381;7.1;0.228866;281.25;80.9
8.929818594;7.2;0.215578;262.162;83.3
9.145396825;7.3;0.177778;278.321;75.9
9.323174603;7.4;0.225624;337.5;83
9.548798186;7.5;0.165488;265.93;76.3
9.714285714;7.6;0.218413;362.565;75.5
9.932698413;8.1;0.195556;274.709;77.5
10.12825397;8.2;0.200635;306.818;78.6
10.32888889;8.3;0.205714;299.051;73.2
10.53460318;8.4;0.200635;291.667;66.7
10.7352381;8.5;0.185397;299.051;70.2
10.92063492;8.6;0.193016;323.63;67.6
11.11365079;9.1;0.203175;310.855;71.2
11.3168254;9.2;0.210794;295.313;67.3
11.52761905;9.3;0.226145;284.639;71.1
11.75376417;9.4;0.220839;265.316;58.5
11.97460318;9.5;0.200771;271.691;69.4
12.17537415;9.6;0.215737;298.848;54.1
12.39111111;10.1;0.253968;278.116;67.6
12.64507937;10.2;0.246349;236.25;70.5
12.89142857;10.3;0.215873;243.557;65.9
13.10730159;10.4;0.239637;277.941;58.6
13.34693878;10.5;0.18195;250.378;66.9
13.52888889;10.6;0.256508;329.761;70.2
13.78539683;11.1;0.200635;233.911;70.9
13.98603175;11.2;0.187937;299.051;60.7
14.17396825;11.3;0.236349;319.257;67.5
14.41031746;11.4;0.208095;253.862;53.3
14.6184127;11.5;0.218413;288.33;68.4
14.8368254;11.6;0.228571;274.709;54
15.06539683;12.1;0.208254;262.5;68.7
15.27365079;12.2;0.218413;288.11;70.9
15.49206349;12.3;0.223492;274.709;67.4
15.71555556;12.4;0.200635;268.466;53.7
15.91619048;12.5;0.219116;299.051;65.2
16.13530612;12.6;0.225329;273.828;64.5
16.36063492;13.1;0.234943;266.278;68.4
16.59557823;13.2;0.239977;255.381;66.8
16.83555556;13.3;0.226032;250.024;70.5
17.0615873;13.4;0.23873;265.449;67.3
17.30031746;13.5;0.246599;251.33;68.9
17.5469161;13.6;0.289206;243.31;66.7
17.83612245;14.1;0.264195;207.464;66.8
18.10031746;14.2;0.313424;227.105;63
18.4137415;14.3;0.324036;191.434;60.9
18.73777778;14.4;0.347937;185.164;54
19.08571429;14.5;0.24127;172.445;67.8
19.32698413;14.6;0.261587;248.684;70.1
19.58857143;15.1;0.226032;229.369;68.3
19.81460318;15.2;0.269206;265.449;62.9
20.08380952;15.3;0.253968;222.877;59
20.33777778;15.4;0.253968;236.25;49.2
20.59174603;15.5;0.266667;236.25;70.9
