Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
0.310204081;1.1;3.08571;0;67.6
3.395918367;1.2;3.15211;19.4444;67.4
6.54802721;2.1;2.98376;19.0349;73.5
9.531791383;2.2;3.06503;20.1088;60.2
12.5968254;3.1;2.90249;19.5756;55.5
15.49931973;3.2;3.27619;20.6719;62.2
18.7755102;4.1;3.65714;18.314;67.5
22.43265306;4.2;3.39955;16.4062;54.5
25.83219955;5.1;2.91882;17.6494;59.6
28.75102041;5.2;2.94417;20.5562;64.5
31.69519274;6.1;2.66984;20.3792;65.5
34.36503401;6.2;3.39576;22.4732;66.8
37.76079365;7.1;2.86252;17.6691;63.9
40.62331066;7.2;3.32045;20.9606;70.2
43.94376417;8.1;2.96236;18.0698;73.9
46.90612245;8.2;2.76136;20.2541;70.7
49.66748299;9.1;3.71211;21.7284;68.3
53.37959184;9.2;3.49905;16.1633;55.7
56.87863946;10.1;3.35365;17.1475;63.8
60.23229025;10.2;3.7619;17.891;71.1
63.99419501;11.1;3.7268;15.9494;63.6
67.72099773;11.2;4.55111;16.0996;64.8
72.27210884;12.1;3.41769;13.1836;60.1
75.68979592;12.2;3.4449;17.5557;66.3
79.13469388;13.1;3.43673;17.4171;63.8
82.57142857;13.2;3.62104;17.4584;62
86.19247166;14.1;3.12308;16.5698;66.2
89.31555556;14.2;2.98376;19.2118;69.7
92.29931973;15.1;3.32045;20.1088;72.4
95.61977324;15.2;3.63392;18.0698;61.6
99.25369615;16.1;2.80961;16.5111;61.6
102.0633107;16.2;2.89088;21.3552;64.8
104.954195;17.1;2.96054;20.7549;65.3
107.9147392;17.2;3.04181;20.2665;61.9
110.9565533;18.1;2.97215;19.7251;63.2
113.9287075;18.2;3.40172;20.1874;60.9
117.3304308;19.1;3.47773;17.6381;56.3
120.8081633;19.2;3.17478;17.2526;35.5
123.9829478;20.1;3.41297;18.8989;48.7
127.3959184;20.2;3.71429;17.58;63.3
131.1102041;21.1;2.62542;16.1538;60.8
133.7356236;21.2;2.84025;22.8535;66.9
136.575873;22.1;3.1822;21.1249;69
139.7580726;22.2;3.40855;18.8549;67.6
143.1666213;23.1;2.49868;17.6028;61.5
145.6653061;23.2;2.81633;24.0126;71.9
148.4816327;24.1;2.85714;21.3043;69.6
151.3387755;24.2;3.23646;21;71.2
154.5752381;25.1;2.65868;18.5388;71.1
157.2339229;25.2;2.98376;22.5675;75.2
160.2176871;26.1;2.73742;20.1088;75.3
162.955102;26.2;2.87347;21.9185;77.1
165.8285714;27.1;2.42449;20.8807;68.8
168.2530612;27.2;3.15664;24.7475;77.6
171.4097052;28.1;2.57741;19.0075;79.1
173.9871202;28.2;2.64961;23.2791;76
176.6367347;29.1;2.72653;22.6448;79.7
179.3632653;29.2;3.18041;22.006;75.2
182.5436735;30.1;3.11347;18.8655;76.9
185.6571429;30.2;3.07755;19.2711;72.9
188.7346939;31.1;2.9112;19.496;64
191.6458957;31.2;3.14594;20.61;70.6
194.7918367;32.1;3.10204;19.0722;68.6
197.8938776;32.2;3.91075;19.3421;63.4
201.8046259;33.1;3.05342;15.3423;59.5
204.8580499;33.2;2.83175;19.6501;59.1
207.6897959;34.1;2.82231;21.1883;56.7
210.5121088;34.2;2.6819;21.2592;52.6
213.1940136;35.1;2.89088;22.3722;55
216.084898;35.2;3.00698;20.7549;57.9
219.0918821;36.1;2.96054;19.9535;63.9
222.0524263;36.2;3.06503;20.2665;63.6
225.1174603;37.1;2.77642;19.5756;69.5
227.8938776;37.2;2.65306;21.6106;68.8
230.5469388;38.1;2.37186;22.6154;69.5
232.9187982;38.2;2.22406;25.2966;68.9
235.1428571;39.1;2.20408;26.9777;74.9
237.3469388;39.2;2.23655;27.2222;76.8
239.5834921;40.1;2.5658;26.827;81.7
242.1492971;40.2;2.72417;23.3845;78.9
244.8734694;41.1;2.73252;22.025;81.9
247.6059864;41.2;2.69351;21.9578;76.8
250.2995011;42.1;2.84444;22.2757;81.6
253.1439456;42.2;2.99537;21.0938;70.6
256.1393197;43.1;3.11147;20.0309;65.2
259.2507937;43.2;3.69197;19.2835;62.1
262.9427664;44.1;3.47138;16.2515;61.1
266.4141497;44.2;3.18113;17.2842;68.1
269.5952834;45.1;3.19274;18.8612;73.5
272.7880272;45.2;3.45977;18.7926;61.8
276.2478005;46.1;2.77478;17.3422;53
279.022585;46.2;3.05905;21.6233;64.5
282.0816327;47.1;3.69018;19.6139;67.4
285.7718141;47.2;3.42111;16.2594;56.8
289.1929252;48.1;2.92571;17.5382;59.8
292.1186395;48.2;3.09769;20.5078;66
295.2163265;49.1;2.8234;19.3693;65.6
298.0397279;49.2;3.43655;21.251;68.1
301.4762812;50.1;3.05342;17.4594;63
304.5297052;50.2;3.40172;19.6501;70.9
307.9314286;51.1;3.09986;17.6381;71.8
311.0312925;51.2;2.70748;19.3557;74.7
313.7387755;52.1;3.89388;22.1608;72.1
317.6326531;52.2;3.37959;15.4088;70.6
321.0122449;53.1;4.05095;17.7536;65.9
325.0631973;53.2;3.37145;14.8113;62.3
328.4346485;54.1;3.50005;17.7965;72.7
331.9346939;54.2;3.95356;17.1426;73
335.888254;55.1;3.85052;15.1762;65.3
339.7387755;55.2;4.62476;15.5823;61.8
344.3635374;56.1;4.3073;12.9736;58.6
348.670839;56.2;3.86794;13.9298;59.6
352.5387755;57.1;3.65533;15.5121;62
356.1941043;57.2;3.73841;16.4144;63.7
359.932517;58.1;3.78485;16.0496;64.1
363.7173696;58.2;3.959;15.8527;70
367.6763719;59.1;3.68689;15.1553;71.7
371.3632653;59.2;4.1034;16.2739;63.9
375.4666667;60.1;3.38231;14.622;62.2
378.8489796;60.2;3.69977;17.7393;69.7
382.5487528;61.1;3.27166;16.2172;69
385.8204082;61.2;3.8449;18.3393;65
389.6653061;62.1;4.13878;15.6051;59.2
393.8040816;62.2;5.0683;14.497;59.7
398.872381;63.1;3.30884;11.8383;61.9
402.1812245;63.2;3.15791;18.1332;66.3
405.3391383;64.1;2.80961;18.9999;78.6
408.1487528;64.2;2.60063;21.3552;67
410.7493878;65.1;2.5658;23.0713;80.7
413.3151927;65.2;3.24506;23.3845;78.5
416.5602494;66.1;3.49689;18.4897;73.2
420.0571429;66.2;3.69542;17.1581;76.4
423.7525624;67.1;3.44816;16.2363;67.8
427.2007256;67.2;4.31764;17.4006;68
431.5183673;68.1;3.4449;13.8965;51.4
434.9632653;68.2;3.801;17.4171;66.2
438.764263;69.1;5.08517;15.7853;59.9
443.8494331;69.2;5.31737;11.799;62.3
449.1668027;70.1;3.70358;11.2838;58
452.8703855;70.2;5.59601;16.2005;67.3
458.4663946;71.1;0;10.7219;54.7
