Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
5.030041666;1.1;0.697958;0;62.5
5.728;1.2;0.773333;85.965;71.5
6.501333333;1.3;0.597333;77.5862;68.3
7.098666666;1.4;0.757333;100.446;71.3
7.856;2.1;0.613333;79.2253;67.8
8.469333333;2.2;0.629333;97.8261;72.1
9.098666666;2.3;0.698667;95.339;67.5
9.797333333;2.4;0.563417;85.8779;70.8
10.36075;3.1;0.684583;106.493;64.9
11.04533333;3.2;0.592;87.6446;74.1
11.63733333;3.3;0.629333;101.351;73.3
12.26666667;3.4;0.704;95.339;74.8
12.97066667;4.1;0.688;85.2273;66.4
13.65866667;4.2;0.618667;87.2093;71.8
14.27733333;4.3;0.698667;96.9828;72.2
14.976;4.4;0.59;85.8779;70.1
15.566;5.1;0.732667;101.695;57.9
16.29866667;5.2;0.609104;81.8926;68.7
16.90777083;5.3;0.617562;98.5053;68.2
17.52533333;5.4;0.618667;97.1562;76.7
18.144;6.1;0.602667;96.9828;76
18.74666667;6.2;0.619771;99.5575;74.5
19.3664375;6.3;0.697563;96.81;63
20.064;6.4;0.746667;86.0138;76.4
20.81066667;7.1;0.597333;80.3571;70.3
21.408;7.2;0.741333;100.446;74.4
22.14933333;7.3;0.656;80.9352;61.5
22.80533333;7.4;0.88;91.4634;67.6
23.68533333;8.1;0.618667;68.1818;62.8
24.304;8.2;0.651646;96.9828;63.3
24.95564583;8.3;0.841688;92.0746;54.6
25.79733333;8.4;0.721083;71.2854;55.3
26.51841667;9.1;0.665583;83.2081;53.1
27.184;9.2;0.501333;90.1465;63.4
27.68533333;9.3;0.632021;119.681;62.8
28.31735417;9.4;0.631979;94.9336;66.9
28.94933333;10.1;0.650667;94.9398;63.6
29.6;10.2;0.586521;92.2131;71.6
30.18652083;10.3;0.661479;102.298;68
30.848;10.4;0.666667;90.7058;66.7
31.51466667;11.1;0.574458;90;54.4
32.089125;11.2;0.566875;104.446;67.4
32.656;11.3;0.634667;105.843;69.9
33.29066667;11.4;0.656;94.5378;72.3
33.94666667;12.1;0.709333;91.4634;69.5
34.656;12.2;0.661333;84.5865;71.9
35.31733333;12.3;0.768;90.7258;72.2
36.08533333;12.4;0.538667;78.125;67.1
36.624;13.1;0.650667;111.386;64
37.27466667;13.2;0.570458;92.2131;75.9
37.845125;13.3;0.547354;105.179;71.5
38.39247917;13.4;0.567521;109.618;74.7
38.96;14.1;0.56025;105.723;77
39.52025;14.2;0.54375;107.095;79.1
40.064;14.3;0.581333;110.345;75.5
40.64533333;14.4;0.482729;103.211;78.3
41.1280625;15.1;0.610604;124.293;80
41.73866667;15.2;0.496;98.2633;80.3
42.23466667;15.3;0.583938;120.968;74.3
42.81860417;15.4;0.578729;102.751;78
43.39733333;16.1;0.586667;103.675;75
43.984;16.2;0.650667;102.273;80.3
44.63466667;16.3;0.672;92.2131;75.4
45.30666667;16.4;0.8;89.2857;76.5
46.10666667;17.1;0.890667;75;74.3
46.99733333;17.2;0.874667;67.3653;76.5
47.872;17.3;0.618667;68.5976;67.3
48.49066667;17.4;0.56;96.9828;62
49.05066667;18.1;0.485333;107.143;67.3
49.536;18.2;0.576;123.626;70.2
50.112;18.3;0.565333;104.167;66.6
50.67733333;18.4;0.501333;106.132;67.8
51.17866667;19.1;0.538667;119.681;63.6
51.71733333;19.2;0.544;111.386;67.2
52.26133333;19.3;0.576;110.294;66
52.83733333;19.4;0.586667;104.167;63.3
53.424;20.1;0.538667;102.273;60.2
53.96266667;20.2;0.570667;111.386;59.1
54.53333333;20.3;0.597333;105.14;67.6
55.13066667;20.4;0.704;100.446;59.6
55.83466667;21.1;0.570667;85.2273;62.2
56.40533333;21.2;0.580708;105.14;63.4
56.98604167;21.3;0.592625;103.322;72.3
57.57866667;21.4;0.608;101.244;66.3
58.18666667;22.1;0.602667;98.6842;70.2
58.78933333;22.2;0.608;99.5575;71.5
59.39733333;22.3;0.538667;98.6842;70.6
59.936;22.4;0.608;111.386;69
60.544;23.1;0.592;98.6842;69.8
61.136;23.2;0.56;101.351;77.2
61.696;23.3;0.517333;107.143;76.2
62.21333333;23.4;0.576;115.979;69.8
62.78933333;24.1;0.656;104.167;74.7
63.44533333;24.2;0.645333;91.4634;72.6
64.09066667;24.3;0.448;92.9752;79.5
64.53866667;24.4;0.570667;133.929;76.2
65.10933333;25.1;0.688;105.14;78
65.79733333;25.2;0.518292;87.2093;80.4
66.315625;25.3;0.505708;115.765;75.2
66.82133333;25.4;0.597333;118.645;82.6
67.41866667;26.1;0.523521;100.446;77.2
67.9421875;26.2;0.500479;114.609;80.1
68.44266667;26.3;0.527521;119.885;81.7
68.9701875;26.4;0.517812;113.74;74.4
69.488;27.1;0.533333;115.872;82.8
70.02133333;27.2;0.533333;112.5;78.5
70.55466667;27.3;0.533333;112.5;77.4
71.088;27.4;0.448;112.5;77.5
71.536;28.1;0.570667;133.929;80.6
72.10666667;28.2;0.48;105.14;76.3
72.58666667;28.3;0.515042;125;78.2
73.10170833;28.4;0.482292;116.495;78.2
73.584;29.1;0.570667;124.406;77.1
74.15466667;29.2;0.479146;105.14;78.7
74.6338125;29.3;0.459521;125.223;78.6
75.09333333;29.4;0.576;130.571;75.2
75.66933333;30.1;0.554667;104.167;73.9
76.224;30.2;0.509958;108.173;79.5
76.73395833;30.3;0.507625;117.657;80.7
77.24158333;30.4;0.533458;118.197;79.3
77.77504167;31.1;0.518292;112.474;80.7
78.29333333;31.2;0.528;115.765;75.3
78.82133333;31.3;0.538667;113.636;80.3
79.36;31.4;0.736;111.386;79.8
80.096;32.1;0.586667;81.5217;76.8
80.68266667;32.2;0.682667;102.273;69.1
81.36533333;32.3;0.570667;87.8906;75.6
81.936;32.4;0.570667;105.14;73.6
82.50666667;33.1;0.709333;105.14;72.1
83.216;33.2;0.693333;84.5865;74.4
83.90933333;33.3;0.672;86.5385;71.3
84.58133333;33.4;0.842667;89.2857;68.3
85.424;34.1;0.634667;71.2025;65.7
86.05866667;34.2;0.624;94.5378;69.6
86.68266667;34.3;0.72;96.1538;72.6
87.40266667;34.4;0.485333;83.3333;73.8
87.888;35.1;0.592;123.626;78.8
88.48;35.2;0.570354;101.351;70.7
89.05035417;35.3;0.640312;105.198;71.2
89.69066667;35.4;0.517333;93.7042;75
90.208;36.1;0.570667;115.979;74.8
90.77866667;36.2;0.538667;105.14;75.5
91.31733333;36.3;0.588104;111.386;77.8
91.9054375;36.4;0.589167;102.023;79.4
92.49460417;37.1;0.614729;101.839;78.5
93.10933333;37.2;0.556;97.604;78.8
93.66533333;37.3;0.623542;107.914;71.2
94.288875;37.4;0.606792;96.2245;71.5
94.89566667;38.1;0.567479;98.8807;77.5
95.46314583;38.2;0.531521;105.731;78.6
95.99466667;38.3;0.570667;112.884;73
96.56533333;38.4;0.554667;105.14;73.6
97.12;39.1;0.505875;108.173;75.1
97.625875;39.2;0.603458;118.606;73.5
98.22933333;39.3;0.56;99.4269;76.1
98.78933333;39.4;0.592;107.143;72.3
99.38133333;40.1;0.517333;101.351;71.6
99.89866667;40.2;0.544;115.979;77
100.4426667;40.3;0.448;110.294;77.2
100.8906667;40.4;0.608;133.929;78.7
101.4986667;41.1;0.576;98.6842;80
102.0746667;41.2;0.688;104.167;73.1
102.7626667;41.3;0.608;87.2093;68.5
103.3706667;41.4;0.672;98.6842;70.9
104.0426667;42.1;0.602667;89.2857;69.4
104.6453333;42.2;0.528;99.5575;71.6
105.1733333;42.3;0.453333;113.636;73.6
105.6266667;42.4;0.636563;132.353;74.8
106.2632292;43.1;0.460042;94.2563;73.2
106.7232708;43.2;0.474396;130.423;72
107.1976667;43.3;0.557;126.477;67.3
107.7546667;43.4;0.477854;107.72;76.6
108.2325208;44.1;0.658146;125.561;76.3
108.8906667;44.2;0.48;91.1652;81.6
109.3706667;44.3;0.432;125;80.1
109.8026667;44.4;0.528;138.889;78.5
110.3306667;45.1;0.522667;113.636;77
110.8533333;45.2;0.501333;114.796;77.6
111.3546667;45.3;0.538667;119.681;76.5
111.8933333;45.4;0.597333;111.386;78.4
