Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.714666666;1;2.35733;0;46
3.072;2;2.368;25.4525;57.7
5.44;3;2.56;25.3378;59.7
8;4;2.58133;23.4375;55.9
10.58133333;5;2.66333;23.2438;70
13.24466667;6;2.52067;22.5282;65.2
15.76533333;7;2.912;23.8032;65.5
18.67733333;8;2.65136;20.6044;52.1
21.32869792;9;2.48997;22.6299;45
23.81866667;10;2.32533;24.0967;52.6
26.144;11;2.368;25.8028;54.1
28.512;12;2.44267;25.3378;58.6
30.95466667;13;2.29333;24.5633;49.8
33.248;14;2.26133;26.1628;64.8
35.50933333;15;2.22933;26.533;67.3
37.73866667;16;2.53867;26.9139;69.3
40.27733333;17;2.89067;23.6345;71
43.168;18;2.18667;20.7565;58.1
45.35466667;19;2.22933;27.439;58
47.584;20;2.272;26.9139;51.3
49.856;21;2.16533;26.4085;62.1
52.02133333;22;2.13758;27.7094;68.6
54.15891667;23;2.02226;28.0691;67
56.18117708;24;2.00522;29.6698;74.6
58.18639583;25;1.80294;29.9219;74.4
59.98933333;26;2.00235;33.279;80.8
61.9916875;27;1.89098;29.9647;74.8
63.88266667;28;1.86691;31.7296;80.6
65.74957292;29;1.83229;32.1387;76.6
67.58186458;30;1.8688;32.7459;76.9
69.45066667;31;1.93067;32.1061;78.7
71.38133333;32;2.25067;31.0773;74.4
73.632;33;2.48594;26.6588;72
76.1179375;34;2.25006;24.1358;63
78.368;35;2.048;26.6659;69.7
80.416;36;2.11026;29.2969;72.5
82.52626042;37;2.27374;28.4325;71.7
84.8;38;2.13333;26.3882;64.7
86.93333333;39;2.14085;28.125;70.2
89.0741875;40;2.21115;28.0262;66.9
91.28533333;41;2.176;27.1353;74.3
93.46133333;42;2.10133;27.5735;62.4
95.56266667;43;1.94133;28.5533;73.6
97.504;44;1.89867;30.9066;73.2
99.40266667;45;1.92;31.6011;73.4
101.3226667;46;1.97333;31.25;74.5
103.296;47;1.87733;30.4054;75.6
105.1733333;48;1.77067;31.9602;74.1
106.944;49;2.144;33.8855;76.4
109.088;50;1.99467;27.9851;76.2
111.0826667;51;1.86667;30.0802;76
112.9493333;52;1.84533;32.1429;75.4
114.7946667;53;1.83467;32.5145;78.2
116.6293333;54;1.86328;32.7035;79.4
118.4926146;55;1.82739;32.2013;76.2
120.32;56;1.77067;32.8338;79.5
122.0906667;57;2.37079;33.8855;76.9
124.4614583;58;1.94623;25.308;66.9
126.4076875;59;1.91231;30.8288;81.4
128.32;60;1.96594;31.3756;81.2
130.2859375;61;2.39673;30.5198;78
132.6826667;62;2.15319;25.0341;77.3
134.8358542;63;2.13481;27.8657;78.1
136.9706667;64;1.89867;28.1055;75.3
138.8693333;65;2.38933;31.6011;79.9
141.2586667;66;3.09333;25.1116;75.1
144.352;67;2.82667;19.3966;66.9
147.1786667;68;2.57067;21.2264;61
149.7493333;69;2.2976;23.3402;67.8
152.0469375;70;2.5344;26.1142;76.3
154.5813333;71;2.69867;23.6743;66.8
157.28;72;2.55196;22.2332;60.8
159.8319583;73;2.62934;23.5114;66.2
162.4613021;74;2.6267;22.8194;65
165.088;75;2.76267;22.8424;71.7
167.8506667;76;3.104;21.7181;62.6
170.9546667;77;4.45867;19.3299;60.4
175.4133333;78;2.688;13.4569;59.2
178.1013333;79;2.57067;22.3214;64.6
180.672;80;2.56;23.3402;64.8
183.232;81;2.56835;23.4375;64.6
185.8003542;82;2.51965;23.3613;62.2
188.32;83;2.4907;23.8129;61.6
190.8106979;84;2.6042;24.0896;68
193.4148958;85;2.4251;23.0397;60.6
195.84;86;2.38933;24.7412;65.1
198.2293333;87;2.39729;25.1116;66.3
200.626625;88;2.4023;25.0282;63.6
203.0289271;89;2.58174;24.976;68.5
205.6106667;90;2.92267;23.2401;65.2
208.5333333;1;2.47467;20.5292;52.1
211.008;2;2.39908;24.2457;63.2
213.4070833;3;2.60358;25.0096;63.8
216.0106667;4;2.55242;23.0452;59.2
218.5630833;5;2.67425;23.5071;71.7
221.2373333;6;2.61333;22.4362;64.9
223.8506667;7;2.98667;22.9592;66
226.8373333;8;2.6284;20.0893;56.7
229.4657292;9;2.49755;22.8276;49.8
231.9632813;10;2.53272;24.0235;55.1
234.496;11;2.41724;23.69;56.5
236.9132396;12;2.60676;24.8217;56.3
239.52;13;2.38933;23.0171;55.9
241.9093333;14;2.2189;25.1116;69.2
244.1282292;15;2.2902;27.0405;70.2
246.4184271;16;2.56291;26.1986;69.6
248.9813333;17;2.83733;23.4109;73
251.8186667;18;2.176;21.1466;58.6
253.9946667;19;2.24;27.5735;59.4
256.2346667;20;2.528;26.7857;49.2
258.7626667;21;2.272;23.7342;59.6
261.0346667;22;2.10133;26.4085;66.5
263.136;23;2.03733;28.5533;68.7
265.1733333;24;1.94133;29.4503;73.9
267.1146667;25;1.93067;30.9066;73.6
269.0453333;26;1.96267;31.0773;80.4
271.008;27;1.93067;30.5707;74.7
