###data-type:		Global Beat Dynamics (0.2x2 smoothing; 100 ms delay)
###extraction-date:	Tue Feb  3 13:32:37 PST 2015
204.591	80.6	115.1
205.543	73.3	115.2
206.321	71.5	116.1
207.134	75.6	116.2
207.859	78.5	117.1
208.655	73.9	117.2
209.444	73.9	118.1
210.204	78.4	118.2
210.942	78.5	119.1
211.807	75.0	119.2
212.538	74.3	120.1
213.374	75.5	120.2
214.105	77.5	121.1
214.936	73.7	121.2
215.69	74.9	122.1
216.463	77.0	122.2
217.258	76.6	123.1
218.227	67.2	123.2
219.045	70.6	124.1
219.857	72.5	124.2
220.793	75.1	125.1
221.704	73.7	125.2
222.604	72.4	126.1
223.48	74.2	126.2
224.38	76.6	127.1
225.326	68.8	127.2
226.296	76.4	128.1
227.277	71.8	128.2
228.293	77.2	129.1
229.239	69.5	129.2
230.249	76.2	130.1
231.173	75.1	130.2
232.182	70.7	131.1
233.314	74.4	131.2
234.487	69.6	132.1
235.601	66.2	132.2
236.449	72.3	133.1
237.337	66.3	133.2
238.19	73.4	134.1
239.096	67.9	134.2
239.983	64.1	135.1
240.83	69.0	135.2
241.691	74.7	136.1
242.62	73.6	136.2
243.483	74.9	137.1
244.367	74.6	137.2
245.209	75.7	138.1
246.085	72.7	138.2
246.956	71.9	139.1
247.813	75.1	139.2
248.663	74.1	140.1
249.595	74.5	140.2
250.465	80.8	141.1
251.31	71.4	141.2
252.106	75.2	142.1
252.988	74.1	142.2
253.846	79.2	143.1
254.751	78.4	143.2
255.624	79.2	144.1
256.49	75.6	144.2
257.314	78.3	145.1
258.171	76.7	145.2
259.013	74.6	146.1
259.869	77.8	146.2
260.702	77.2	147.1
261.555	71.9	147.2
262.385	72.6	148.1
263.25	78.8	148.2
264.063	76.2	149.1
264.89	79.9	149.2
265.722	78.6	150.1
266.539	80.3	150.2
267.405	75.7	151.1
268.229	79.1	151.2
269.094	77.7	152.1
270.065	84.4	152.2
271.282	72.3	153.1
272.171	80.5	153.2
273.116	78.4	154.1
273.968	81.5	154.2
274.816	76.9	155.1
275.717	74.0	155.2
276.603	78.2	156.1
277.543	75.2	156.2
278.492	76.8	157.1
279.35	79.3	157.2
280.384	82.0	158.1
281.51	78.3	158.2
282.384	81.3	159.1
283.257	78.3	159.2
284.097	79.5	160.1
284.988	79.3	160.2
285.869	80.2	161.1
286.694	79.7	161.2
287.714	83.3	162.1
288.678	78.7	162.2
289.478	80.3	163.1
290.335	76.2	163.2
291.102	80.4	164.1
291.962	77.4	164.2
292.841	70.9	165.1
293.706	70.6	165.2
294.588	80.5	166.1
295.527	80.6	166.2
296.392	78.4	167.1
297.244	76.7	167.2
298.133	78.6	168.1
299.045	78.1	168.2
299.976	79.2	169.1
300.971	78.4	169.2
302	72.6	170.1
302.898	68.9	170.2
303.739	71.3	171.1
304.604	72.2	171.2
305.494	72.7	172.1
306.351	69.9	172.2
307.224	67.6	173.1
308.114	71.3	173.2
309.078	67.3	174.1
310.4	65.5	174.2
312.547	66.7	175.1
313.518	66.7	175.2
314.269	72.2	176.1
315.017	73.4	176.2
315.739	76.7	177.1
316.571	71.3	177.2
317.359	77.2	178.1
318.139	77.6	178.2
318.939	74.1	179.1
319.706	75.4	179.2
320.433	76.4	180.1
321.151	78.2	180.2
321.869	81.7	181.1
322.671	77.5	181.2
323.429	78.0	182.1
324.226	75.2	182.2
325.061	71.5	183.1
325.951	76.7	183.2
326.8	74.6	184.1
327.641	78.9	184.2
328.499	78.5	185.1
329.363	77.3	185.2
330.188	78.1	186.1
331.061	78.5	186.2
331.927	72.7	187.1
332.742	73.6	187.2
333.58	73.3	188.1
334.507	74.0	188.2
335.527	77.4	189.1
336.424	78.6	189.2
337.273	79.4	190.1
338.057	77.6	190.2
338.89	78.1	191.1
339.649	77.1	191.2
340.408	77.0	192.1
341.171	80.3	192.2
341.935	80.8	193.1
342.793	76.3	193.2
343.527	77.8	194.1
344.305	79.6	194.2
345.037	79.6	195.1
345.781	75.8	195.2
346.533	78.2	196.1
347.29	78.0	196.2
348.073	81.3	197.1
348.947	82.7	197.2
350.016	84.3	198.1
