Onset;Bar.Minim;Duration (s);Tempo (bpm);Intensity (dB)
2.368;1.1;0.746667;0;49.2
3.744;1.2;0.629333;80.3571;64.7
5.033979166;2.1;0.629333;95.339;61.6
6.325333333;2.2;0.660646;95.339;64.7
7.573333333;3.1;0.630021;90.8202;65.1
8.692510416;3.2;0.661333;95.2349;65.8
10.05866667;4.1;0.576;90.7258;63.5
11.456;4.2;0.672;104.167;65.5
12.81066667;5.1;0.576;89.2857;71.2
14.13735417;5.2;0.543177;104.167;68.1
15.42672917;6.1;0.65149;110.461;64.9
16.69333333;6.2;0.714667;92.0966;65.9
18.21866667;7.1;0.672;83.9552;64.1
19.776;7.2;0.725333;89.2857;59.9
21.536;8.1;0.693333;82.7206;55.8
22.90133333;8.2;0.661333;86.5385;57.3
24.448;9.1;0.714667;90.7258;48.6
25.76;9.2;0.612021;83.9552;54.4
27.104;10.1;0.593313;98.0359;55.8
28.34133333;10.2;0.696063;101.127;53.2
29.64410417;11.1;0.647937;86.1992;55.6
30.83733333;11.2;0.618667;92.6015;59.4
32.032;12.1;0.682667;96.9828;62.8
33.32266667;12.2;0.842667;87.8906;57.7
34.51733333;13.1;0.768;71.2025;61.5
35.75466667;13.2;0.789333;78.125;61
36.93866667;14.1;0.725333;76.0135;61.5
38.15466667;14.2;1.03467;82.7206;63.8
39.424;15.1;0.608;57.9897;65.2
40.55466667;15.2;0.757333;98.6842;67.3
41.80266667;16.1;0.682667;79.2253;68.6
43.01866667;16.2;0.864;87.8906;67.3
44.50133333;17.1;0.661333;69.4444;65.7
46.09066667;17.2;0.650667;90.7258;66.2
47.456;18.1;0.693333;92.2131;64.4
48.66133333;18.2;0.650667;86.5385;65.7
49.74933333;19.1;0.597333;92.2131;69.9
50.92266667;19.2;0.64;100.446;62.6
52.05333333;20.1;0.650667;93.75;58.1
53.152;20.2;0.652104;92.2131;54.1
54.336;21.1;0.557344;92.0098;64.6
55.456;21.2;0.635885;107.653;70.3
56.59733333;22.1;0.597333;94.3566;70.6
57.728;22.2;0.597333;100.446;66.1
58.77333333;23.1;0.661333;100.446;68.5
59.95733333;23.2;0.629333;90.7258;67.8
61.09866667;24.1;0.544;95.339;71.8
62.27554167;24.2;0.650667;110.294;80.1
63.42239583;25.1;0.629333;92.2131;68.8
64.576;25.2;0.608;95.339;79.5
65.80266667;26.1;0.576;98.6842;77.4
66.93696875;26.2;0.608;104.167;75.4
68.05333333;27.1;0.650667;98.6842;66.7
69.13922917;27.2;0.565333;92.2131;76.4
70.19733333;28.1;0.608;106.132;78.6
71.2075;28.2;0.661333;98.6842;71.3
72.27733333;29.1;0.554667;90.7258;70.8
73.30753125;29.2;0.576;108.173;72.3
74.46103125;30.1;0.608;104.167;68.9
75.49211458;30.2;0.64;98.6842;74.5
76.43397917;31.1;0.608;93.75;74.7
77.408;31.2;0.608;98.6842;74.1
78.47466667;32.1;0.682667;98.6842;74.5
79.63733333;32.2;0.8;87.8906;76.3
80.86271875;33.1;0.917333;75;71.3
82.16533333;33.2;0.672;65.407;73.2
83.79733333;34.1;0.597333;89.2857;64
84.87466667;34.2;0.768;100.446;72.1
85.96266667;35.1;0.650667;78.125;71.2
87.01866667;35.2;0.554667;92.2131;69.3
88.07466667;36.1;0.565333;108.173;73.9
89.10933333;36.2;0.522667;106.132;71.8
90.17852083;37.1;0.597333;114.796;72.1
91.38133333;37.2;0.576;100.446;64.4
92.53333333;38.1;0.586667;104.167;66.7
93.67466667;38.2;0.544;102.273;66.6
94.784;39.1;0.597333;110.294;69.1
95.872;39.2;0.501333;100.446;66.5
96.94080208;40.1;0.565333;119.681;71.1
98.02666667;40.2;0.618667;106.132;74
99.31733333;41.1;0.597333;96.9828;74.9
100.6506667;41.2;0.522667;100.446;67.3
102.016;42.1;0.576;114.796;64.6
103.2;42.2;0.565333;104.167;66.7
104.32;43.1;0.608;106.132;65.6
105.3546667;43.2;0.522667;98.6842;62.5
106.3847708;44.1;0.522667;114.796;67.9
107.3813333;44.2;0.522667;114.796;70.4
108.384;45.1;0.64;114.796;71.3
109.408;45.2;0.544;93.75;67.6
110.496;46.1;0.544;110.294;70.5
111.616;46.2;0.597333;110.294;73.1
112.5866667;47.1;0.597333;100.446;72.4
113.568;47.2;0.579542;100.446;74.6
114.5320729;48.1;0.561365;103.53;74.3
115.52;48.2;0.58549;106.882;77
116.4906667;49.1;0.694938;102.478;74.9
117.3866667;49.2;0.458667;86.3387;71.2
118.5214479;50.1;0.541104;130.814;72.1
119.5136042;50.2;0.685562;110.884;76.2
120.4373333;51.1;0.650667;87.5194;78.6
121.344;51.2;0.483635;92.2131;78.9
122.24;52.1;0.488656;124.06;75.3
123.1573333;52.2;0.627708;122.786;77.7
124.0213333;53.1;0.629333;95.5858;77.7
124.9386667;53.2;0.456562;95.339;77.5
125.856;54.1;0.501063;131.417;76
127.1146667;54.2;0.557042;119.746;79.9
128.0106667;55.1;0.565333;107.712;77.7
129.0346667;55.2;0.444833;106.132;79.4
129.952;56.1;0.483167;134.882;77
130.8955625;56.2;0.586667;124.181;79.3
131.9592396;57.1;0.517906;102.273;81.6
133.1093333;57.2;0.512292;115.851;80
134.72;58.1;0.507594;117.121;69.7
136.0239792;58.2;0.645906;118.205;70.1
137.0508333;59.1;0.545677;92.8927;74.5
138.0053333;59.2;0.485406;109.955;73.1
138.944;60.1;0.474969;123.608;73.6
139.936;60.2;0.466896;126.324;73.1
140.9706667;61.1;0.472688;128.508;69.5
142.0409271;61.2;0.501333;126.934;71.4
143.3706667;62.1;0.469333;119.681;72.3
144.5013333;62.2;0.597333;127.841;77.1
145.664;63.1;0.554667;100.446;74.4
146.6666667;63.2;0.608;108.173;76.9
147.8933333;64.1;0.576;98.6842;77.7
148.9493333;64.2;0.649385;104.167;78
149.9585417;65.1;0.694615;92.3951;75.3
151.1165313;65.2;0.608;86.3788;69.9
152.9173333;66.1;0.821333;98.6842;80.3
154.5375417;66.2;0.810667;73.0519;69.6
155.8826667;67.1;0.565333;74.0132;70.5
157.056;67.2;0.512;106.132;66.1
158.112;68.1;0.494625;117.188;69.5
159.168;68.2;0.593375;121.304;63
160.2796979;69.1;0.544;101.116;72.2
161.3201979;69.2;0.512;110.294;73.3
162.4746667;70.1;0.475396;117.188;76.1
163.7546667;70.2;0.580604;126.211;77
164.9706667;71.1;0.490667;103.341;74.9
166.3146667;71.2;0.544;122.283;70.8
167.808;72.1;0.48;110.294;66.8
169.152;72.2;0.589188;125;70.8
170.4533333;73.1;0.605479;101.835;67.1
171.808;73.2;0.597333;99.0951;67.9
173.1946667;74.1;0.544;100.446;70.9
174.592;74.2;0.608;110.294;68.3
175.968;75.1;0.586667;98.6842;73.3
177.4613333;75.2;0.554667;102.273;65.5
179.4773333;76.1;0.522667;108.173;60.8
181.5106771;76.2;0.586667;114.796;39.6
183.552;77.1;0.533333;102.273;56.6
186.5173333;77.2;0.554667;112.5;43
189.0986667;78.1;0.490667;108.173;58.4
190.6666667;78.2;0.578135;122.283;59.7
192.192;79.1;0.509865;103.782;58.9
193.632;79.2;0.576;117.678;57.9
195.072;80.1;0.544;104.167;64.8
196.4906667;80.2;0.746667;110.294;64.2
197.9946667;81.1;0.650667;80.3571;66.6
199.4666667;81.2;0.682667;92.2131;65.4
201.0133333;82.1;0.629333;87.8906;63.7
202.5893229;82.2;0.736;95.339;58.9
204.142125;83.1;0.650667;81.5217;58.8
205.6426667;83.2;0.533333;92.2131;62.3
207.0506667;84.1;0.544;112.5;64.2
208.6174688;84.2;0.576;110.294;58.4
210.304;85.1;0.533333;104.167;63.3
211.9786667;85.2;0.501333;112.5;65.8
213.5573333;86.1;0.512;119.681;67
215.0958021;86.2;0.518104;117.188;64.3
216.608;87.1;0.484562;115.807;68.2
218.0906667;87.2;0.512;123.823;64.1
219.6906667;88.1;0.469333;117.188;69.8
221.2586667;88.2;0.533333;127.841;60.2
222.912;89.1;0.533333;112.5;64.4
224.5294583;89.2;0.490667;112.5;55.8
226.1200313;90.1;0.522667;122.283;47.4
227.904;90.2;0.565333;114.796;55.7
229.7813333;91.1;0.576;106.132;58.6
231.2;91.2;0.544;104.167;67.3
232.5866667;92.1;0.426667;110.294;69.6
234.0266667;92.2;0.544;140.625;63.8
235.392;93.1;0.48;110.294;71.3
236.7786667;93.2;0.501333;125;69.8
238.1973333;94.1;0.462698;119.681;73.3
239.4666667;94.2;0.501375;129.674;69.3
240.8426667;95.1;0.56126;119.671;76.2
242.1333333;95.2;0.426667;106.902;75.3
243.4133333;96.1;0.48;140.625;75.1
244.704;96.2;0.490667;125;76
245.824;97.1;0.490667;122.283;73.3
247.1065625;97.2;0.405333;122.283;76.8
248.48;98.1;0.586667;148.026;69.8
249.824;98.2;0.548115;102.273;66.6
251.1146667;99.1;0.529219;109.466;66.2
252.352;99.2;0.462938;113.375;71.6
253.7173333;100.1;0.422396;129.607;71.8
254.9973333;100.2;0.501333;142.047;67.7
256.3306667;101.1;0.48;119.681;65.7
257.664;101.2;0.426667;125;65.8
259.008;102.1;0.416;140.625;67.5
260.3124479;102.2;0.48;144.231;73.9
261.5573333;103.1;0.48;125;70
262.8053333;103.2;0.437333;125;67.2
264.0853333;104.1;0.405333;137.195;73.2
265.5253333;104.2;0.458667;148.026;66.3
266.784;105.1;0.469333;130.814;72.9
268.0533333;105.2;0.448;127.841;68.6
269.4186667;106.1;0.4265;133.929;73.2
270.816;106.2;0.490833;140.68;68.8
272.2453333;107.1;0.714667;122.241;67.2
273.4826667;107.2;0.544;83.9552;73.9
274.7306667;108.1;0.469333;110.294;77.2
275.9893333;108.2;0.426667;127.841;71.5
277.2454271;109.1;0.586667;140.625;72.3
278.5706667;109.2;0.437333;102.273;71.1
279.8186667;110.1;0.475771;137.195;74.8
281.0026667;110.2;0.441563;126.111;79
282.208;111.1;0.506187;135.881;72.8
283.4026667;111.2;0.437375;118.533;73.9
284.5546667;112.1;0.517771;137.182;79.8
285.76;112.2;0.545906;115.881;78.8
286.9546667;113.1;0.58476;109.909;79
288.1173333;113.2;0.565333;102.606;80.3
289.2906667;114.1;0.736;106.132;79.4
290.4746667;114.2;0.874667;81.5217;75.3
291.6053333;115.1;0.704;68.5976;80.8
292.7573333;115.2;0.599979;85.2273;78.9
293.8926354;116.1;0.505094;100.003;80.8
295.04;116.2;0.52176;118.79;76.8
296.1706667;117.1;0.495833;114.995;81.1
297.3653333;117.2;0.458667;121.008;82.3
298.624;118.1;0.454552;130.814;86.3
299.84;118.2;0.484115;131.998;83.3
300.9386667;119.1;0.448;123.938;86.4
302.0693333;119.2;0.544;133.929;80.7
303.15;120.1;0.586667;110.294;85.4
304.275;120.2;0.448;102.273;78.7
305.3712188;121.1;0.522667;133.929;86.1
306.5383542;121.2;0.547594;114.796;78.2
307.6373333;122.1;0.81774;109.57;85.9
308.7573333;122.2;0.512;73.373;81.9
309.8773333;123.1;0.565333;117.188;85.5
311.1146667;123.2;0.565333;106.132;79.6
312.192;124.1;0.544;106.132;85.2
313.3834583;124.2;0.618667;110.294;83.7
314.56;125.1;0.512;96.9828;84.6
315.776;125.2;0.490667;117.188;85.2
317.3426354;126.1;0.714667;122.283;82.3
318.592;126.2;0.512;83.9552;79.7
319.7194271;127.1;0.554667;117.188;72.6
320.6613333;127.2;0.501333;108.173;80
321.6426667;128.1;0.512;119.681;82.4
322.6628438;128.2;0.497208;117.188;82.4
323.7013333;129.1;0.590792;120.674;81.8
324.8533333;129.2;0.567198;101.559;82.6
326.272;130.1;0.744802;105.783;76.2
327.552;130.2;1.056;80.5583;79.1
328.8533333;131.1;0.853333;56.8182;77.9
329.9436979;131.2;0.766875;70.3125;81.4
331.136;132.1;0.656313;78.2396;82.6
332.1959479;132.2;0.688812;91.4199;82.1
333.2906667;133.1;0.546885;87.1064;79.9
334.5496042;133.2;0.626448;109.712;76.1
336.9673854;134.1;0.522667;95.7781;66
338.3893333;134.2;0.533333;114.796;68.7
339.5589167;135.1;0.533333;112.5;63.1
340.6390729;135.2;0.522667;112.5;73.5
341.696;136.1;0.544;114.796;74.8
342.7753125;136.2;0.567698;110.294;75.9
344.1493333;137.1;0.488302;105.69;67.5
345.6106667;137.2;0.552198;122.875;69
346.9333333;138.1;0.510667;108.657;58.6
348.2773333;138.2;0.643802;117.493;61.7
349.3333333;139.1;0.618667;93.1963;72.6
350.4325625;139.2;0.661333;96.9828;71.2
351.4396042;140.1;0.608;90.7258;71
352.672;140.2;0.608;98.6842;65.6
354.2613333;141.1;0.661333;98.6842;65.8
355.6693333;141.2;0.682667;90.7258;68.7
356.8106667;142.1;0.757333;87.8906;61
357.9946667;142.2;0.736;79.2253;68.4
359.2213333;143.1;0.650667;81.5217;62.4
360.4053333;143.2;0.693333;92.2131;66.2
361.7386667;144.1;0.629333;86.5385;61.6
362.9333333;144.2;0.672;95.339;62.4
364.128;145.1;0.693333;89.2857;59.8
365.3653333;145.2;0.661333;86.5385;65.3
366.624;146.1;0.725333;90.7258;64.6
367.84;146.2;0.661333;82.7206;66
369.0986667;147.1;0.618667;90.7258;63.3
370.2826667;147.2;0.778667;96.9828;63.3
371.5626667;148.1;0.693333;77.0548;57.2
372.864;148.2;0.682667;86.5385;57.1
374.1013333;149.1;0.678062;87.8906;59.8
375.2912917;149.2;0.815271;88.4874;61.9
376.5013333;150.1;0.768;73.5952;63.8
377.8346667;150.2;1.248;78.125;65
378.9866667;151.1;0.981333;48.0769;69.7
380.224;151.2;1.05201;61.1413;62.1
381.3973333;152.1;0.96399;57.0337;64.5
382.688;152.2;1.07733;62.2413;69.3
384.2666667;153.1;1.472;55.6931;62.2
385.5786667;153.2;1.49333;40.7609;68.6
386.8373333;154.1;1.536;40.1786;66.3
388.2133333;154.2;1.04533;39.0625;67.7
389.536;155.1;0.821333;57.398;67.9
390.8373333;155.2;0.746667;73.0519;69.1
